job_index,pv_s_scale,svc_q_scale,cap_total_mvar,t0,risk,under_risk,over_risk,viol_rate,under_steps,over_steps,pf_fail,loss_mean_mw,energy_mwh,vmin,vmax
0,0.699999988079071,1.5,0.8188822269439697,36550,0,0,0,0.0,0,0,0,0.09005622201935597,2.161349328464543,0.975157176891215,1.0376578457241277
1,1.3038537502288818,1.4834061861038208,0.3384901285171509,7129,0,0,0,0.0,0,0,0,0.09065190429081178,2.175645702979483,0.9764057771617614,1.0347315184962562
2,0.699999988079071,0.699999988079071,0.2238573879003524,27879,0,0,0,0.0,0,0,0,0.038811419822623615,0.9314740757429667,0.9524871053311931,1.0244041468688836
3,1.5,0.699999988079071,0.3765666782855987,24875,0,0,0,0.0,0,0,0,0.051334417454020786,1.2320260188964989,0.960484265661777,1.027949850479533
4,0.8523237705230713,0.8653703331947327,0.6764320135116577,33694,0,0,0,0.0,0,0,0,0.048965728043217555,1.1751774730372213,0.9622486934895158,1.0249326088842932
5,1.313156247138977,0.8196026086807251,0.7187964916229248,20077,0,0,0,0.0,0,0,0,0.05737983388624898,1.3771160132699756,0.9597812408544267,1.032056313350932
6,0.699999988079071,0.699999988079071,0.0052198362536728,10187,0,0,0,0.0,0,0,0,0.03821500757779276,0.9171601818670263,0.9513493002451757,1.0214056835375445
7,1.5,1.5,0.8140498399734497,7612,0,0,0,0.0,0,0,0,0.10836428474076942,2.600742833778466,0.974302359054999,1.0378974052679182
8,1.5,1.5,0.3382023572921753,8439,0,0,0,0.0,0,0,0,0.09638668436771441,2.313280424825146,0.9738917234472796,1.0358398247196643
9,0.699999988079071,0.699999988079071,0.8169530630111694,27223,0,0,0,0.0,0,0,0,0.04355506212321352,1.0453214909571245,0.9566164468993762,1.0289221396465518
10,1.5,0.699999988079071,0.3017617762088775,12264,0,0,0,0.0,0,0,0,0.05142785421345827,1.2342685011229984,0.9573925981096321,1.0283767223765528
11,0.8253153562545776,1.3020572662353516,0.5114589929580688,9528,0,0,0,0.0,0,0,0,0.0704114313583528,1.6898743526004671,0.9643388529080327,1.0306174063894449
12,1.1568241119384766,0.8444221019744873,0.5373644828796387,23097,0,0,0,0.0,0,0,0,0.05123701658058335,1.2296883979340003,0.9597942299902671,1.026743490201201
13,0.9395801424980164,1.2494738101959229,0.4434444904327392,12830,0,0,0,0.0,0,0,0,0.06685504316714923,1.6045210360115814,0.9665507111783069,1.0295524274993295
14,1.284906983375549,1.4435408115386963,0.6288928389549255,38350,0,0,0,0.0,0,0,0,0.09217834147058072,2.2122801952939373,0.9747169136296185,1.03487115072757
15,1.3586996793746948,1.288910150527954,0.0041685127653181,13588,0,0,0,0.0,0,0,0,0.07089272779742832,1.7014254671382796,0.9693344792146801,1.0281085798082097
16,1.5,1.5,0.5311562418937683,1450,0,0,0,0.0,0,0,0,0.10199914783873017,2.447979548129524,0.9722713333810963,1.0356538867491225
17,1.5,1.5,0.6335293650627136,7606,0,0,0,0.0,0,0,0,0.10263333019072544,2.4631999245774105,0.9753248844710543,1.0372914797617798
18,1.5,0.699999988079071,0.682287335395813,29151,0,0,0,0.0,0,0,0,0.05650503602140241,1.3561208645136578,0.9598333692410697,1.0305573454168238
19,1.1379486322402954,0.7433916926383972,0.8768922686576843,2258,0,0,0,0.0,0,0,0,0.05352435830063942,1.284584599215346,0.9561702419469181,1.0293586800427323
20,0.699999988079071,1.5,0.8887628316879272,32557,0,0,0,0.0,0,0,0,0.09305008556228116,2.2332020534947477,0.9753687502139311,1.037712543127852
21,1.2355653047561646,0.8926628828048706,0.3783801198005676,13872,0,0,0,0.0,0,0,0,0.05320149707120281,1.2768359297088674,0.9635469764739449,1.0280805722144593
22,1.3208273649215698,1.05950129032135,0.9446436762809752,2300,0,0,0,0.0,0,0,0,0.07392250761663123,1.7741401827991496,0.9641889064321336,1.0304805043775727
23,0.9361901879310608,1.3579343557357788,0.4733466506004333,6769,0,0,0,0.0,0,0,0,0.07631229709176333,1.83149513020232,0.9726589793877832,1.0312026388827575
24,1.25623881816864,0.8283461928367615,0.7698331475257874,24687,0,0,0,0.0,0,0,0,0.05577754836585395,1.3386611607804948,0.9623517955376895,1.0283585818661933
25,0.699999988079071,1.5,0.5061813592910767,22383,0,0,0,0.0,0,0,0,0.08377263589396493,2.010543261455158,0.9728435914523724,1.0362691017020562
26,0.699999988079071,0.699999988079071,0.0882851853966713,28126,0,0,0,0.0,0,0,0,0.039287947714547446,0.9429107451491388,0.9541841731978821,1.0221849049277445
27,1.5,0.699999988079071,0.3652216494083404,2341,0,0,0,0.0,0,0,0,0.05235482717353981,1.2565158521649553,0.9552779571945622,1.0265364952054876
