job_index,pv_s_scale,svc_q_scale,cap_total_mvar,t0,risk,under_risk,over_risk,under_steps,over_steps,pf_fail,loss_mean_mw,energy_mwh,vmin,vmax,raw_vmin,raw_vmax,intervention_steps,intervention_rate,projection_failures,mean_correction_norm,max_correction_norm,power_flow_previews
0,0.8922557234764099,1.0637273788452148,0.2655468583106994,15810,0,0,0,0,0,0,0.04765937080337903,1.1438248992810967,0.9600615270008424,1.023647993447885,0.9600615270008424,1.023647993447885,0,0.0,0,0.0,0.0,96
1,1.11762273311615,0.715850830078125,0.564409077167511,14639,0,0,0,0,0,0,0.04021442686706147,0.9651462448094752,0.9560341277687684,1.0222190700295424,0.9560341277687684,1.0222190700295424,0,0.0,0,0.0,0.0,96
2,1.4199260473251345,1.2354456186294556,0.9599280953407288,25978,0,0,0,0,0,0,0.07102393822453627,1.7045745173888704,0.9673209360667192,1.0305181123274403,0.9673209360667192,1.0305181123274403,0,0.0,0,0.0,0.0,96
3,1.397938251495361,0.7383283972740173,0.0892592146992683,13517,0,0,0,0,0,0,0.048552954733487586,1.165270913603702,0.9552293899078028,1.017403480230042,0.9552293899078028,1.017403480230042,0,0.0,0,0.0,0.0,96
4,1.1385867595672607,1.2653429508209229,0.0705578178167343,35569,0,0,0,0,0,0,0.06198091229953553,1.4875418951888526,0.9671774266432248,1.0275406598281212,0.9671774266432248,1.0275406598281212,0,0.0,0,0.0,0.0,96
5,0.758236825466156,0.8443105220794678,0.6788710355758667,31780,0,0,0,0,0,0,0.040561320873921815,0.9734717009741236,0.9607724645007114,1.029454883886316,0.9607724645007114,1.029454883886316,0,0.0,0,0.0,0.0,96
6,1.1141111850738523,1.202295184135437,0.8086973428726196,33854,0,0,0,0,0,0,0.061052156512439115,1.4652517562985388,0.9684018048726362,1.0275109692398086,0.9684018048726362,1.0275109692398086,0,0.0,0,0.0,0.0,96
7,0.8388385772705078,0.7685493230819702,0.0764496922492981,26570,0,0,0,0,0,0,0.0380001684744885,0.9120040433877239,0.9557117876169405,1.024634589211006,0.9557117876169405,1.024634589211006,0,0.0,0,0.0,0.0,96
8,0.7935377955436707,0.8132753372192383,0.8678043484687805,36143,0,0,0,0,0,0,0.04003234713088394,0.9607763311412145,0.9594871240653762,1.0247750801908597,0.9594871240653762,1.0247750801908597,0,0.0,0,0.0,0.0,96
9,0.8543351292610168,1.4582303762435913,0.3429531753063202,35352,0,0,0,0,0,0,0.06912616488399222,1.6590279572158133,0.9691761014814781,1.033951033769581,0.9691761014814781,1.033951033769581,0,0.0,0,0.0,0.0,96
10,1.437896490097046,1.3765506744384766,0.5912892818450928,33150,0,0,0,0,0,0,0.07555479234180545,1.813315016203331,0.967071223665812,1.0329929027548101,0.967071223665812,1.0329929027548101,0,0.0,0,0.0,0.0,96
11,0.7079476118087769,1.360935926437378,0.6865734457969666,5601,0,0,0,0,0,0,0.06300165914053045,1.5120398193727307,0.9691817994729361,1.0318970692654668,0.9691817994729361,1.0318970692654668,0,0.0,0,0.0,0.0,96
12,1.172824740409851,1.48961079120636,0.6333551406860352,33249,0,0,0,0,0,0,0.07835012411227613,1.880402978694627,0.9732025249283315,1.0364208910100716,0.9732025249283315,1.0364208910100716,0,0.0,0,0.0,0.0,96
13,0.9680083394050598,1.4241880178451538,0.5417709350585938,8311,0,0,0,0,0,0,0.06944991445174543,1.6667979468418905,0.9706394085844534,1.0339027293973218,0.9706394085844534,1.0339027293973218,0,0.0,0,0.0,0.0,96
14,0.8214073181152344,1.3901398181915283,0.0344803854823112,37912,0,0,0,0,0,0,0.06210821974676053,1.4905972739222526,0.967632452128517,1.0303328765811106,0.967632452128517,1.0303328765811106,0,0.0,0,0.0,0.0,96
15,1.1092581748962402,1.2629188299179075,0.8158876299858093,20146,0,0,0,0,0,0,0.06386584055734312,1.532780173376235,0.9642740637878532,1.030637500004498,0.9642740637878532,1.030637500004498,0,0.0,0,0.0,0.0,96
16,1.0925081968307495,0.7300975322723389,0.3620470762252807,31489,0,0,0,0,0,0,0.040310722515632356,0.9674573403751765,0.959140680350309,1.0224583064068191,0.959140680350309,1.0224583064068191,0,0.0,0,0.0,0.0,96
