candidate_id,worst_seed_risk,mean_seed_risk,worst_seed_pf_fail_rate,mean_daily_loss_mwh,maximum_seed_loss_mwh,mean_intervention_rate,projection_failure_steps,worst_vmin,worst_vmax,raw_worst_vmin,raw_worst_vmax,pv_s_scale,svc_q_scale,cap_total_mvar,selection_role,resource_index,path_fraction,robust_feasible
0,0.0,0.0,0.0,0.8691361575574951,0.9006458975361188,0.0024652777777777655,0,0.9505000002619868,1.036468500720416,0.9433702870249968,1.036468500720416,0.7,0.7,0.0,optimiser_candidate,70.0,,1
