episode,total_step,group_id,theta_pv,theta_svc,theta_cap,line_loss_mwh,under_guard_excursion,over_guard_excursion,under_steps,over_steps,event_day,pf_fail_steps
0,96,2,0.7060208916664124,1.2471929788589478,0.3046552836894989,2.275619450646958,0.057606475116783185,0.012695224678614059,15,1,1,0
1,192,7,1.3723082542419434,1.1825200319290161,0.5921692252159119,3.379560206058437,0.11567942829425293,0.04081228294001171,17,10,1,0
2,288,5,1.3670679330825806,0.952776312828064,0.7827057838439941,3.2899996992261196,0.1052445706542745,0.027450327917907913,33,1,1,0
3,384,1,0.9988033771514893,0.8287992477416992,0.7026103138923645,2.134262846841997,0.08841936089488056,0.021101557148239802,22,2,1,0
4,480,3,0.9702596664428711,1.1904834508895874,0.9153904318809509,2.7453563675433372,0.06519515326413405,0.01944568352645093,22,6,1,0
5,576,0,1.03285813331604,0.8800110816955566,0.33132967352867126,2.2822931826843402,0.08876118881136974,0.03994825827290649,16,4,1,0
6,672,6,1.485233187675476,1.4269357919692993,0.2929218113422394,4.077039535740958,0.10226985315123249,0.06407622377041866,28,7,1,0
7,768,4,1.436456561088562,0.8730066418647766,0.208247572183609,3.565096616391836,0.17962310659761982,0.0535992986131788,32,9,1,0
8,864,2,0.9568731188774109,1.1483315229415894,0.33577266335487366,2.333305457293577,0.08722449500962848,0.03379467535393377,16,3,1,0
9,960,5,1.2110861539840698,0.7555481791496277,0.7976258993148804,2.7230947707845483,0.14101826373232507,0.05750555482056896,26,8,1,0
10,1056,1,0.9778454303741455,0.8207682371139526,0.6872192621231079,2.1271833736548578,0.07394209764465398,0.019478013015913342,20,4,1,0
11,1152,6,1.1382523775100708,1.214935064315796,0.30913639068603516,2.94017730471885,0.08373536632954992,0.024133454498695972,26,2,1,0
12,1248,7,1.1707285642623901,1.3114326000213623,0.7210329174995422,3.1484331493698146,0.07813741092188753,0.021658983629170292,26,6,1,0
13,1344,3,0.7391071319580078,1.1120222806930542,0.9085433483123779,1.9682908824626428,0.05903695451824953,0.01125669349748537,7,2,1,0
14,1440,0,0.8083361983299255,1.0656917095184326,0.011052112095057964,2.1112176409726002,0.06969566947077199,0.017971547851249436,18,2,1,0
15,1536,4,1.2950468063354492,1.01239812374115,0.03808979317545891,3.326867164425873,0.16628160200959796,0.023165647148403412,25,11,1,0
16,1632,2,0.7429501414299011,1.4663677215576172,0.43095362186431885,2.6475542142382262,0.03566426320474425,0.02810308013968177,11,3,1,0
17,1728,6,1.1169546842575073,1.456749677658081,0.14320747554302216,3.2836185221718814,0.06615522627786996,0.027318220434981555,26,3,1,0
