update,total_step,policy_loss,reward_value_loss,under_value_loss,over_value_loss,entropy,approx_kl,group_weight_g0,cvar_g0_under,lambda_g0_under,history_n_g0_under,cvar_g0_over,lambda_g0_over,history_n_g0_over,group_weight_g1,cvar_g1_under,lambda_g1_under,history_n_g1_under,cvar_g1_over,lambda_g1_over,history_n_g1_over,group_weight_g2,cvar_g2_under,lambda_g2_under,history_n_g2_under,cvar_g2_over,lambda_g2_over,history_n_g2_over,group_weight_g3,cvar_g3_under,lambda_g3_under,history_n_g3_under,cvar_g3_over,lambda_g3_over,history_n_g3_over,group_weight_g4,cvar_g4_under,lambda_g4_under,history_n_g4_under,cvar_g4_over,lambda_g4_over,history_n_g4_over,group_weight_g5,cvar_g5_under,lambda_g5_under,history_n_g5_under,cvar_g5_over,lambda_g5_over,history_n_g5_over,group_weight_g6,cvar_g6_under,lambda_g6_under,history_n_g6_under,cvar_g6_over,lambda_g6_over,history_n_g6_over,group_weight_g7,cvar_g7_under,lambda_g7_under,history_n_g7_under,cvar_g7_over,lambda_g7_over,history_n_g7_over
1,2048,1.0111036859452724,0.1833712588995695,0.006952907162485644,0.004467094822757645,-2.32352614402771,0.07385250926017761,0.125,0.08876118881136974,5.188059440568487,3,0.03994825827290649,2.7474129136453245,3,0.125,0.08841936089488056,5.170968044744027,2,0.021101557148239802,1.8050778574119901,2,0.125,0.08722449500962848,5.111224750481424,3,0.03379467535393377,2.4397337676966884,3,0.125,0.15383626223048763,8.441813111524382,3,0.03400262193713188,2.450131096856594,3,0.125,0.17962310659761982,9.731155329880991,3,0.0535992986131788,3.42996493065894,3,0.125,0.14101826373232507,7.800913186616253,2,0.05750555482056896,3.625277741028448,2,0.125,0.10226985315123249,5.863492657561625,3,0.06407622377041866,3.953811188520933,3,0.125,0.11567942829425293,6.533971414712646,2,0.04081228294001171,2.7906141470005856,2
2,4096,1.6371019762009382,0.08099751640111208,0.001379402499878779,0.00076260395871941,-2.610865995287895,0.024509912356734276,0.125,0.08876118881136974,9.376118881136973,6,0.03994825827290649,4.494825827290649,6,0.125,0.09939518597603325,9.89072734354569,5,0.023471846666886842,2.728670190756332,5,0.125,0.08722449500962848,9.222449500962847,5,0.03379467535393377,3.8794675353933767,5,0.125,0.15383626223048763,15.883626223048765,6,0.04420569347318759,4.410415770515973,6,0.125,0.17962310659761982,18.462310659761982,5,0.0535992986131788,5.85992986131788,5,0.125,0.18862498524795734,16.98216244901412,5,0.08954939399473805,7.85274744076535,5,0.125,0.16611717501681555,13.919351408402402,5,0.07582087106188284,7.494854741615075,5,0.125,0.13445687757027247,13.006815293226268,5,0.05285738476578339,5.183483385289755,5
3,6144,0.6577780187129975,0.0462060215882957,0.0008533425410860218,0.00013049064818915213,-2.900322848558426,0.023819994181394577,0.125,0.08876118881136974,13.564178321705459,8,0.03994825827290649,6.242238740935973,8,0.125,0.09939518597603325,14.610486642347352,8,0.037457207743956555,4.3515305779541595,8,0.125,0.08722449500962848,13.333674251444272,8,0.03379467535393377,5.319201303090065,8,0.125,0.15383626223048763,20.0,8,0.04420569347318759,6.370700444175353,8,0.125,0.17962310659761982,20.0,8,0.0785859240077007,9.539226061702916,8,0.125,0.18862498524795734,20.0,8,0.08954939399473805,12.080217140502253,8,0.125,0.16611717501681555,20.0,8,0.07582087106188284,11.035898294709217,8,0.125,0.15680868080009325,20.0,8,0.05525718173485972,7.6963424720327405,8
4,8192,0.9814931079745293,0.041394189931452274,0.0008169076972990297,4.384730982565088e-05,-3.1785360872745514,0.03927791118621826,0.125,0.09952299603624576,18.290328123517746,11,0.03170938975220039,7.577708228545993,11,0.125,0.09939518597603325,19.330245941149016,10,0.037457207743956555,5.974390965151987,10,0.125,0.08056389836530142,17.111869169709344,11,0.030948877746807768,6.616645190430453,11,0.125,0.15383626223048763,20.0,10,0.04420569347318759,8.330985117834732,10,0.125,0.17962310659761982,20.0,10,0.0785859240077007,13.218522262087951,10,0.125,0.17486296951691932,20.0,11,0.0735274744076535,15.506590860884927,11,0.125,0.14383689258885085,20.0,11,0.06994854741615075,14.283325665516754,11,0.125,0.14843325225979442,20.0,11,0.05405728325032155,10.149206634548818,11
5,10240,-0.2518234848976135,0.030966654419898987,0.0004841950321861077,4.398101464175852e-05,-3.4639665484428406,0.04540904611349106,0.125,0.09952299603624576,20.0,13,0.03170938975220039,8.913177716156012,13,0.125,0.0939072734354569,20.0,13,0.0313686843802079,7.292825184162382,13,0.125,0.09017631175384755,20.0,14,0.030948877746807768,7.914089077770841,14,0.125,0.11455702918824173,20.0,14,0.03910415770515974,10.03619300309272,14,0.125,0.1729523543036089,20.0,13,0.06609261131043975,16.27315282760994,13,0.125,0.17486296951691932,20.0,13,0.0735274744076535,18.9329645812676,13,0.125,0.14383689258885085,20.0,13,0.06994854741615075,17.530753036324292,13,0.125,0.14843325225979442,20.0,13,0.05405728325032155,12.602070797064897,13
6,12288,0.18381871283054352,0.030273505952209234,0.00035581501106207725,2.1993776499584783e-05,-3.747760981321335,0.04044179990887642,0.125,0.09952299603624576,20.0,16,0.03170938975220039,10.248647203766032,16,0.125,0.0939072734354569,20.0,16,0.032165464706467195,8.651098419485741,16,0.125,0.09017631175384755,20.0,16,0.030948877746807768,9.21153296511123,16,0.125,0.11455702918824173,20.0,16,0.03910415770515974,11.741400888350707,16,0.125,0.1729523543036089,20.0,16,0.06609261131043975,19.32778339313193,16,0.125,0.17486296951691932,20.0,16,0.0735274744076535,20.0,16,0.125,0.14383689258885085,20.0,16,0.06994854741615075,20.0,16,0.125,0.1507745839308881,20.0,16,0.05405728325032155,15.054934959580976,16
7,14336,0.9683528691530228,0.024041979340836406,0.00016573426455579465,1.3724417044613801e-05,-4.03228372335434,0.04747113958001137,0.125,0.09952299603624576,20.0,18,0.03170938975220039,11.584116691376051,18,0.125,0.0939072734354569,20.0,18,0.032165464706467195,10.009371654809101,18,0.125,0.09017631175384755,20.0,18,0.030948877746807768,10.50897685245162,18,0.125,0.11455702918824173,20.0,19,0.03910415770515974,13.446608773608695,19,0.125,0.1729523543036089,20.0,19,0.06609261131043975,20.0,19,0.125,0.17486296951691932,20.0,19,0.0735274744076535,20.0,19,0.125,0.14383689258885085,20.0,19,0.06994854741615075,20.0,19,0.125,0.1507745839308881,20.0,19,0.05405728325032155,17.507799122097055,19
8,16384,-0.3023189976811409,0.018010229454375803,7.700621517869877e-05,2.6828128511624527e-05,-4.316610336303711,0.03332012519240379,0.125,0.09358884723010803,20.0,21,0.028726711535594546,12.770452268155779,21,0.125,0.091742362690672,20.0,21,0.03429498965793935,11.474121137706067,21,0.125,0.08475197507622316,20.0,21,0.02968147342680294,11.743050523791766,21,0.125,0.0981030705468725,20.0,22,0.037214411536642476,15.057329350440819,22,0.125,0.16739255720987856,20.0,21,0.057590924039939484,20.0,21,0.125,0.1678985080772201,20.0,21,0.0672270575452832,20.0,21,0.125,0.1332611073588846,20.0,22,0.06612672099637414,20.0,22,0.125,0.1472023305270906,20.0,21,0.05181040665997457,19.848319455095783,21
9,18432,0.25205133855342865,0.016497932723723352,4.2733532609418035e-05,1.2639358487831487e-05,-4.600840210914612,0.02558315545320511,0.125,0.09358884723010803,20.0,24,0.028726711535594546,13.956787844935507,24,0.125,0.091742362690672,20.0,24,0.03429498965793935,12.938870620603034,24,0.125,0.08475197507622316,20.0,24,0.02968147342680294,12.977124195131912,24,0.125,0.0981030705468725,20.0,24,0.037214411536642476,16.668049927272943,24,0.125,0.16739255720987856,20.0,24,0.057590924039939484,20.0,24,0.125,0.1678985080772201,20.0,24,0.0672270575452832,20.0,24,0.125,0.1332611073588846,20.0,24,0.06612672099637414,20.0,24,0.125,0.1472023305270906,20.0,24,0.05181040665997457,20.0,24
10,20480,0.9074954092502594,0.015928908484056592,2.695177909117774e-05,7.460889889898681e-06,-4.884643137454987,0.038508255034685135,0.125,0.09358884723010803,20.0,26,0.028726711535594546,15.143123421715234,26,0.125,0.091742362690672,20.0,26,0.03429498965793935,14.4036201035,26,0.125,0.08475197507622316,20.0,27,0.02968147342680294,14.211197866472059,27,0.125,0.0981030705468725,20.0,27,0.037214411536642476,18.27877050410507,27,0.125,0.16739255720987856,20.0,26,0.057590924039939484,20.0,26,0.125,0.1678985080772201,20.0,27,0.0672270575452832,20.0,27,0.125,0.1332611073588846,20.0,27,0.06612672099637414,20.0,27,0.125,0.1472023305270906,20.0,27,0.05181040665997457,20.0,27
