pv_s_scale,svc_q_scale,cap_total_mvar,n_scenarios,pr_violation_any,pr_pf_fail_any,loss_mean_pos,capex,pass,feasible
1.4157894736842105,1.289473684210526,0.75,30,0.0,0.0,2.9186895043215886,136.76315689086914,refined,1
1.4157894736842105,1.2473684210526317,0.75,30,0.0,0.0,2.8306514197628925,134.65789699554443,refined,1
1.4157894736842105,1.2052631578947368,0.75,30,0.0,0.0,2.7472969162441823,132.55263113975525,refined,1
1.3736842105263158,1.331578947368421,0.75,30,0.0,0.0,2.9931480148348877,136.76315689086914,refined,1
1.4157894736842105,1.163157894736842,0.75,30,0.0,0.0,2.6686008349638697,130.44737124443054,refined,1
1.4157894736842105,1.0789473684210527,0.75,30,0.0,0.0,2.525156852077701,126.23684549331665,refined,1
1.4157894736842105,1.0368421052631578,0.75,30,0.0,0.0,2.460403446902586,124.13157963752747,refined,1
1.4157894736842105,0.9947368421052631,0.75,30,0.0,0.0,2.400372147464586,122.02631676197052,refined,1
1.4157894736842105,0.9526315789473684,0.75,30,0.03333333333333333,0.0,2.0307214219636873,119.92105388641357,refined,0
1.4157894736842105,0.9105263157894736,0.75,30,0.03333333333333333,0.0,1.2214833887636471,117.81579101085663,refined,0
1.4157894736842105,0.8684210526315789,0.75,30,0.03333333333333333,0.0,1.1971652203509362,115.71052813529968,refined,0
1.4157894736842105,0.8263157894736841,0.75,30,0.03333333333333333,0.0,1.17544969844137,113.6052622795105,refined,0
1.4157894736842105,0.7842105263157895,0.75,30,0.03333333333333333,0.0,1.1563455699605318,111.49999940395355,refined,0
