candidate_id,scenario_index,day_index,t0,pv_s_scale,svc_q_scale,cap_total_mvar,risk,under_steps,over_steps,pf_fail,daily_loss_mwh,vmin,vmax,solve_total_seconds,inherited_steps,direct_fallback_steps
1,22,186,17856,0.3,0.0,0.0,1,0,0,1,2.0046656216229097,0.9509994903087733,1.02886091842044,20.02278669984662,13,0
2,22,186,17856,0.3,0.1875,0.0,0,0,0,0,1.42450772619907,0.9523863397060934,1.018306382053576,21.285293700086186,0,0
3,22,186,17856,0.3,0.375,0.0,0,0,0,0,1.3479930329751608,0.9583386628158851,1.0175667689416843,21.128533999813953,0,0
4,22,186,17856,0.45,0.375,0.0,0,0,0,0,1.3473909843676182,0.9578893060414814,1.0175597120804236,21.155140900082188,35,0
5,22,186,17856,0.45,0.5625,0.0,0,0,0,0,1.3466546646696425,0.9578590016641954,1.0174371760909178,21.645766399858985,25,0
6,22,186,17856,0.45,0.75,0.0,0,0,0,0,1.346629353633588,0.9577065965164129,1.0174404244086521,21.05152460001409,29,0
7,22,186,17856,0.6,0.75,0.0,0,0,0,0,1.3466536438086931,0.9578363758077446,1.0174397887343625,20.943366900086403,34,0
8,22,186,17856,0.75,0.75,0.0,0,0,0,0,1.3466740683354392,0.9578722061689414,1.0174933367030046,21.578848599951016,26,0
0,23,217,20832,0.225,0.0,0.0,0,0,0,0,0.9050635525944873,0.9561427104474542,1.01743756020156,20.639710499875946,0,0
1,23,217,20832,0.3,0.0,0.0,0,0,0,0,0.9046295713893846,0.9559289607039143,1.0174588587831264,20.7306006999861,28,0
2,23,217,20832,0.3,0.1875,0.0,0,0,0,0,0.7174643039825748,0.9656574256600478,1.0166199352861722,21.03802509995876,0,0
3,23,217,20832,0.3,0.375,0.0,0,0,0,0,0.7051755350140544,0.9672245300907899,1.0162445388556454,20.64559329985059,0,0
4,23,217,20832,0.45,0.375,0.0,0,0,0,0,0.7048062035869659,0.9660274479907854,1.0162637346593129,20.49757970010978,5,0
5,23,217,20832,0.45,0.5625,0.0,0,0,0,0,0.7049442048290371,0.9661822342907187,1.0162855560664756,20.58969539994723,10,0
6,23,217,20832,0.45,0.75,0.0,0,0,0,0,0.7046280406628798,0.9659555773956343,1.0162961707065723,20.441753100109054,15,0
