epoch,training_mse,validation_mse
1,0.0021545511203426445,0.00023673416581004858
2,0.00011112898300780216,7.193764758994803e-05
3,5.611586204229918e-05,4.039105260744691e-05
4,3.5624552186742555e-05,3.255907722632401e-05
5,3.125210398800184e-05,2.742551441770047e-05
6,2.916952731042825e-05,2.3559679902973585e-05
7,2.6823037325646677e-05,2.2576748961000703e-05
8,2.5706919338765808e-05,2.6514873752603307e-05
9,2.5653629770452177e-05,4.05957325710915e-05
10,3.0177188281496374e-05,2.124925231328234e-05
11,2.4707450703234908e-05,2.7662410502671264e-05
12,2.5517633771828102e-05,2.0574989321175963e-05
13,2.2027981747834762e-05,2.3885315385996364e-05
14,2.9335879307010064e-05,1.967596290342044e-05
15,2.4138888296544213e-05,2.1039077182649635e-05
16,2.5349300999137498e-05,2.134258102159947e-05
17,2.3829126968683507e-05,2.853725163731724e-05
18,2.3073815121030996e-05,1.8268130588694476e-05
19,2.2387831450032536e-05,3.084812487941235e-05
20,2.314767510308064e-05,2.30536734306952e-05
21,2.5436440347965057e-05,1.7855156329460442e-05
22,2.288594774571803e-05,1.7334190488327295e-05
23,2.264241999744792e-05,1.70265011547599e-05
24,2.4867669915031662e-05,2.0707459043478593e-05
25,2.2864126301349394e-05,1.9767201592912897e-05
26,2.1780032491071985e-05,1.7642865714151412e-05
27,2.450168046214623e-05,2.111813228111714e-05
28,2.0290018152412483e-05,1.7830068827606738e-05
29,2.21428858822037e-05,1.669551602390129e-05
30,1.944801763122748e-05,1.5316334611270577e-05
31,2.0923989557724614e-05,1.5927316781016998e-05
32,2.0617016017157848e-05,2.7925190806854516e-05
33,1.9406966637027587e-05,1.5036132936074864e-05
34,1.92985421769911e-05,3.530664253048599e-05
35,3.5573801059482236e-05,1.6923135262914002e-05
36,1.762590405137003e-05,1.3717613910557702e-05
37,1.9152235402295695e-05,1.7165177268907428e-05
38,1.833521493856758e-05,1.4446184650296345e-05
39,1.7924340371874596e-05,1.3770880286756437e-05
40,1.8602172717278748e-05,1.5137442460400052e-05
41,1.7474120712987233e-05,1.6610640159342438e-05
42,1.823281340049024e-05,1.4816541806794703e-05
43,1.833001217412609e-05,2.234331623185426e-05
44,2.336435382362238e-05,1.9764887838391587e-05
45,1.8881592805800292e-05,2.3548249373561703e-05
46,1.6616179746878597e-05,1.264177535631461e-05
47,2.0222353482908645e-05,1.5557212464045733e-05
48,1.9555880995043978e-05,1.702486588328611e-05
49,1.8181336537798582e-05,1.2565243196149822e-05
50,1.6638745964056316e-05,2.1285861294018105e-05
51,1.7140885223522094e-05,1.156595226348145e-05
52,1.6455346316103135e-05,1.418041210854426e-05
53,1.729682367113128e-05,1.2086973583791405e-05
54,1.633566797533025e-05,1.2248920029378496e-05
55,1.6153093239071577e-05,1.4179438949213363e-05
56,1.7163957657182685e-05,2.4295943148899823e-05
57,1.7835283188105677e-05,1.299814903177321e-05
58,1.5562824025685337e-05,1.0695005585148465e-05
59,1.6745472283797756e-05,1.3475832020048983e-05
60,1.5412531524816586e-05,1.0787867722683586e-05
61,1.8142557275330713e-05,1.0784467121993657e-05
62,1.5492609153708063e-05,1.7590389688848518e-05
63,1.6613277218559894e-05,1.1204419934074394e-05
64,1.82216973908825e-05,1.141692882811185e-05
65,1.4483586245329537e-05,1.2549850907817017e-05
66,1.6074149781078713e-05,1.825117396947462e-05
67,1.6253096646323684e-05,9.532445801596623e-06
68,1.3929348659241276e-05,1.4610417565563694e-05
69,1.4169911837184786e-05,1.0770309017971158e-05
70,1.636699657451986e-05,1.1162846931256354e-05
71,1.3617641219422115e-05,1.1548206202860456e-05
72,1.5375114923120815e-05,1.453197455703048e-05
73,1.4373445806499644e-05,1.0766277227958199e-05
74,1.3976756566659208e-05,1.1285918844805565e-05
75,1.3116309797954852e-05,9.82105757429963e-06
76,1.7112861624727056e-05,9.094903361983597e-06
77,1.54571003308361e-05,1.4875902706990018e-05
78,1.3236205600977966e-05,8.957783393270802e-06
79,1.612740650423141e-05,9.264069376513362e-06
80,1.2407874754155108e-05,9.658094313635956e-06
81,1.4035111462362693e-05,9.558811143506318e-06
82,1.3314183599339396e-05,8.414212061325088e-06
83,1.2895692076530064e-05,8.754712325753644e-06
84,1.2703241860766536e-05,8.033211997826584e-06
85,1.3227680638423903e-05,1.2841361240134574e-05
86,1.3416367747512679e-05,8.981807695818134e-06
87,1.4384478008237652e-05,1.9907296518795192e-05
88,1.8722719150074145e-05,1.1547514077392407e-05
89,1.2925938883447749e-05,8.28294923849171e-06
90,1.2627673744315292e-05,7.878645192249678e-06
91,1.3313305513210336e-05,1.0906466741289478e-05
92,1.438005601399213e-05,7.407537395920372e-06
93,1.1733175070234706e-05,7.529141839768272e-06
94,1.2543922077218832e-05,1.1029173037968576e-05
95,1.2564808881424225e-05,7.345854101004079e-06
96,1.2885959997468241e-05,1.1433650797698647e-05
97,1.2891387190062563e-05,1.1360959433659445e-05
98,1.2802288303894535e-05,1.4185949112288654e-05
99,1.274363284086245e-05,6.6546745074447244e-06
100,1.125679392027285e-05,1.0020879926742055e-05
101,1.2217834492647936e-05,6.580639364983654e-06
102,1.1116713825355294e-05,7.558476681879256e-06
103,1.3395226119428116e-05,1.0362966349930502e-05
104,1.2523858024658033e-05,1.1610491128521971e-05
105,1.2424015825341815e-05,1.765678280207794e-05
106,1.2123117947091735e-05,7.784612535033375e-06
107,1.140830348008008e-05,8.338764928339515e-06
108,1.1248650831806696e-05,1.7118543837568723e-05
109,1.1639323526486061e-05,7.040256605250761e-06
110,1.2385310107922784e-05,7.106603788997745e-06
111,1.0511669043725389e-05,8.308360520459246e-06
112,1.3192751380715476e-05,7.6157862167747226e-06
113,1.178679130217378e-05,7.62335685067228e-06
114,1.1000087376735543e-05,6.458610641857376e-06
115,1.0423263316542117e-05,6.397921879397472e-06
116,1.1766066160651627e-05,7.097988600435201e-06
117,1.1689862813827032e-05,7.176949111453723e-06
118,9.928577748558547e-06,6.980140369705623e-06
119,1.0734580014700027e-05,8.305058145197108e-06
120,1.2085485361074626e-05,7.125942829588894e-06
121,1.1184035532675228e-05,6.3630550357629545e-06
122,1.1025997764591011e-05,6.9408079070854e-06
123,1.0663019276597135e-05,1.074236206477508e-05
124,1.0889562025278627e-05,5.19470722792903e-06
125,1.0390777395679669e-05,5.3314552133088e-06
126,1.0084965693253748e-05,6.992807811911916e-06
127,1.0461386626626666e-05,6.686002961941995e-06
128,9.457854534130918e-06,6.424781531677581e-06
129,1.0900865597498274e-05,1.3369730368140154e-05
130,1.2439372519359246e-05,5.502561180037446e-06
131,9.665580416202085e-06,6.481057425844483e-06
132,1.055372298320766e-05,5.860473720531445e-06
133,1.0101528966350253e-05,1.0282978109898977e-05
134,1.0438915265612279e-05,5.793062882730737e-06
135,1.16936418263239e-05,1.0195420145464595e-05
136,9.422243424110507e-06,5.076947672932874e-06
137,1.0195821987095274e-05,7.654462024220265e-06
138,9.407121689781144e-06,6.604442660318455e-06
139,1.0145471729959933e-05,5.604539182968438e-06
140,1.0508717371687288e-05,4.829279532714281e-06
141,1.178864165880937e-05,4.673028797697043e-06
142,1.3153772101759387e-05,7.332360382861225e-06
143,9.793116005725592e-06,8.612695637566503e-06
144,1.042079472054783e-05,6.1606860981555656e-06
145,9.537721201592252e-06,4.427512521942845e-06
146,9.662515868636877e-06,7.942276170069817e-06
147,1.102554282087195e-05,6.280308298300952e-06
148,9.484722361528178e-06,1.0578703950159252e-05
149,1.0804049648785705e-05,6.578939064638689e-06
150,9.468265509646947e-06,5.593655714619672e-06
151,9.459005199956168e-06,5.811356004414847e-06
152,9.883046056364202e-06,5.637174581352156e-06
153,9.996032376462113e-06,5.993013473926112e-06
154,1.1146452266075357e-05,5.533110197575297e-06
155,1.0086900074797581e-05,6.298065272858366e-06
156,8.802637446272207e-06,5.6579547162982635e-06
157,9.927909528331922e-06,4.756533144245623e-06
158,9.523849722757983e-06,6.924769877514336e-06
159,1.1157934171602722e-05,6.19768525211839e-06
160,9.654697557628175e-06,5.7821757764031645e-06
161,1.005352251840205e-05,6.231648058019346e-06
162,1.015400783382409e-05,5.692957984138047e-06
163,1.0874329859689169e-05,1.0139186997548677e-05
164,9.996013938524067e-06,6.009856406308245e-06
165,1.0793671394408607e-05,5.8347177400719374e-06
166,9.231628175918807e-06,4.801383511221502e-06
167,8.57387440398518e-06,5.250482900009956e-06
168,9.591871425775686e-06,7.9689943959238e-06
169,1.0258665549207018e-05,5.590466571447905e-06
170,9.437045533063197e-06,6.95776725478936e-06
171,1.1814376328154388e-05,9.777897503226995e-06
172,9.020902521942018e-06,4.754360816150438e-06
173,1.0357021458482698e-05,5.226845587458229e-06
174,8.635598161080535e-06,5.002231773687527e-06
175,8.479611443073571e-06,4.907067250314867e-06
176,1.1323732213564984e-05,8.13973292679293e-06
177,8.719065735104694e-06,6.175482667458709e-06
178,9.61534996432337e-06,7.638966053491458e-06
179,1.0884300970494884e-05,9.334064088761806e-06
180,1.2241750172589407e-05,5.194280220166547e-06
181,9.050395895180621e-06,4.287361662136391e-06
182,8.407467641353088e-06,5.372346095100511e-06
183,9.478549620987245e-06,4.474550223676488e-06
184,9.764199634529094e-06,6.92287358106114e-06
185,9.57959862675621e-06,4.898048246104736e-06
186,8.831193502539298e-06,6.872226549603511e-06
187,9.332409914267457e-06,4.688477019954007e-06
188,8.482011697775636e-06,6.339550509437686e-06
189,1.0175835810018311e-05,6.531359304062789e-06
190,9.333902033342218e-06,7.671057574043516e-06
191,1.0203973478052252e-05,5.542360213439679e-06
192,8.699547632576552e-06,6.456360097217839e-06
193,8.983208782741382e-06,5.386754310165998e-06
194,1.1272120197893607e-05,7.097364687069785e-06
195,9.596058486171056e-06,5.345472800399875e-06
196,9.362299279432177e-06,6.67570475343382e-06
197,1.0184060892532381e-05,5.6174608289438765e-06
198,9.087997599718536e-06,6.110765298217302e-06
199,8.938686185253822e-06,6.077497801015852e-06
200,1.0282510526270595e-05,6.294782906479668e-06
201,9.472939165210516e-06,7.734720384178218e-06
202,1.075008942114602e-05,1.2698964383162092e-05
203,1.1677813011539746e-05,7.612098670506384e-06
204,9.437656207079602e-06,6.116673375800019e-06
205,1.0119561548807807e-05,6.235991804715013e-06
206,8.545597733121792e-06,6.387366738636047e-06
207,1.0098281925572586e-05,7.03400792190223e-06
208,1.0651876374884688e-05,6.872814992675558e-06
209,9.566630121133295e-06,9.72970428847475e-06
210,9.514977508925684e-06,5.085130851512076e-06
211,9.768742012800596e-06,6.512057552754413e-06
212,9.50966891237344e-06,4.61948638985632e-06
213,8.818148413328428e-06,7.3397641244810075e-06
214,8.586817366242691e-06,4.857070962316357e-06
215,8.651321567495787e-06,5.5055361372069456e-06
216,9.218622443024122e-06,1.0099081919179298e-05
217,1.1021632820467692e-05,8.33404283184791e-06
218,9.074137448227372e-06,5.251476068224292e-06
219,9.121104984511806e-06,6.559718713106122e-06
220,1.0286780588392668e-05,5.703077022189973e-06
221,9.389889772716163e-06,5.790444902231684e-06
222,9.0402359970457e-06,8.058199455263093e-06
223,1.1179681316455323e-05,4.905284185952041e-06
224,9.284357691864319e-06,6.3695274548081215e-06
225,9.438803503640388e-06,5.552948096010368e-06
226,9.162640481008566e-06,6.374873009917792e-06
227,1.0139356132557706e-05,6.9256543611118104e-06
228,8.821340543363476e-06,7.0406667873612605e-06
229,8.588887505373515e-06,5.716594387195073e-06
230,8.505630133144718e-06,5.814301403006539e-06
231,9.798023194724175e-06,6.058648978068959e-06
232,9.022033654301511e-06,7.756589184282348e-06
233,8.789734982366843e-06,7.298011951206718e-06
234,8.192876572882762e-06,7.443045433319639e-06
235,8.545402837708851e-06,5.03522915096255e-06
236,8.541813341170465e-06,8.139974852383602e-06
237,9.469667816119909e-06,8.888825504982378e-06
238,9.014556589838982e-06,1.0010823643824551e-05
239,9.451073052249823e-06,7.306185580091551e-06
240,1.0001667833007973e-05,1.0912232937698718e-05
241,1.0657481156654699e-05,5.381024493544828e-06
