candidate_id,scenario_index,day_index,t0,pv_s_scale,svc_q_scale,cap_total_mvar,risk,under_risk,over_risk,under_steps,over_steps,pf_fail,daily_loss_mwh,vmin,vmax,raw_vmin,raw_vmax,intervention_steps,intervention_rate,projection_failures,mean_correction_norm,max_correction_norm,power_flow_previews,projection_iterations,steps_within_0_001_of_reporting_limit,steps_within_0_001_of_projection_guard,actor_total_seconds,actor_mean_ms,projection_total_seconds,projection_mean_ms,preview_total_seconds,optimiser_total_seconds,execution_total_seconds,execution_mean_ms,balance_audit_total_seconds,online_path_total_seconds,completed_steps,max_p_balance_residual_mw,max_q_balance_residual_mvar
100,0,2,192,0.45,0.375,0.0,0,0,0,0,0,0,2.2554949131169897,0.952464623509389,1.0,0.952464623509389,1.0,0,0.0,0,0.0,0.0,96,0,0,0,0.02576289996795822,0.26836354133289814,0.6815151000409969,7.099115625427051,0.6774151000208803,0.0,1.5676585999899544,16.32977708322869,0.09881610002048546,2.2749365999989095,96,8.465674401075818e-08,9.971891021254287e-08
100,1,3,288,0.45,0.375,0.0,0,0,0,0,0,0,2.311152757778131,0.9532044858149322,1.0,0.9532044858149322,1.0,0,0.0,0,0.0,0.0,96,0,0,0,0.02647810000780737,0.27581354174799344,0.7420541999526904,7.729731249507192,0.7374307000281988,0.0,1.6926073999638902,17.63132708295719,0.10926259999541799,2.461139699924388,96,9.08513965967861e-08,9.214106200250427e-08
100,2,4,384,0.45,0.375,0.0,0,0,0,0,0,0,2.161538585912714,0.9536514309727357,1.0,0.9536514309727357,1.0,0,0.0,0,0.0,0.0,96,0,0,0,0.027061300046625547,0.28188854215234943,0.7094512000257964,7.39011666693538,0.7050926999654621,0.0,1.5995589999729418,16.662072916384812,0.10256430001027184,2.336071500045364,96,9.598581946629325e-08,8.51631445225598e-08
100,3,5,480,0.45,0.375,0.0,0,0,0,0,0,0,1.8725244545343334,0.9560956234452491,1.0009329195909116,0.9560956234452491,1.0009329195909116,0,0.0,0,0.0,0.0,96,0,0,0,0.02482920002512401,0.25863750026170845,0.6300343999901088,6.5628583332303,0.626171300005808,0.0,1.4925409999486874,15.547302082798828,0.09775360006460687,2.14740459996392,96,9.88621221432312e-08,9.515696709760935e-08
100,4,6,576,0.45,0.375,0.0,0,0,0,0,0,0,1.7343114878558294,0.957474347738668,1.0,0.957474347738668,1.0,0,0.0,0,0.0,0.0,96,0,0,0,0.02485209995211335,0.2588760411678474,0.6719544000225142,6.999525000234523,0.6678221000183839,0.0,1.5694014999753563,16.34793229140996,0.10230919998139143,2.266207999949984,96,9.52380147314913e-08,8.843816283465866e-08
100,5,7,672,0.45,0.375,0.0,0,0,0,0,0,0,1.4271548964293699,0.960164613800608,1.0,0.960164613800608,1.0,0,0.0,0,0.0,0.0,96,0,0,0,0.02622400003747316,0.2731666670570121,0.7042525999713689,7.335964583035093,0.6998523999864119,0.0,1.613599099982821,16.808323958154386,0.10302859997318592,2.344075699991663,96,9.800206598499506e-08,8.657452373050933e-08
100,6,8,768,0.45,0.375,0.0,0,0,0,0,0,0,2.4111758963702554,0.9520777795406318,1.0,0.9520777795406318,1.0,0,0.0,0,0.0,0.0,96,0,0,0,0.027745200000936165,0.2890125000097517,0.7663743000739487,7.983065625770299,0.7616726999913226,0.0,1.7647864999817102,18.383192708142815,0.11358940001082374,2.558906000056595,96,9.640243625076705e-08,9.826312374894286e-08
100,7,10,960,0.45,0.375,0.0,0,0,0,0,0,0,2.6921488494333334,0.950500225310008,1.0,0.9502879071838672,1.0,4,0.041666666666666664,0,0.0001419464174578803,0.006088969237738667,116,4,18,27,0.025202000004355796,0.2625208333787062,0.8326055999859818,8.672974999853977,0.8249410000353237,0.0024002999998629093,1.5751933000283316,16.408263541961787,0.10339450000174111,2.433000900018669,96,9.376840303353118e-08,9.589040339541555e-08
100,8,11,1056,0.45,0.375,0.0,0,0,0,0,0,0,2.443461538666183,0.9517399390945991,1.0,0.9517399390945991,1.0,0,0.0,0,0.0,0.0,96,0,0,0,0.026776000049721915,0.2789166671846033,0.7044150000147056,7.3376562501531835,0.700075900007505,0.0,1.6237220999537385,16.91377187451811,0.10432140003103996,2.354913100018166,96,9.226183908007946e-08,9.469166353803793e-08
100,9,12,1152,0.45,0.375,0.0,0,0,0,0,0,0,2.4703032005987846,0.9519626559014381,1.0,0.9519626559014381,1.0,0,0.0,0,0.0,0.0,96,0,0,0,0.024665800025104545,0.25693541692817234,0.6696401999797672,6.975418749789242,0.665512800005672,0.0,1.5660403999791015,16.31292083311564,0.10094739999476587,2.2603463999839732,96,9.881715940310287e-08,9.881147344792396e-08
100,10,13,1248,0.45,0.375,0.0,0,0,0,0,0,0,1.6733616914325358,0.9582505690104441,1.0,0.9582505690104441,1.0,0,0.0,0,0.0,0.0,96,0,0,0,0.02587500002118759,0.26953125022070407,0.6755397000088124,7.036871875091795,0.6713684000496869,0.0,1.5460073999420274,16.10424374939612,0.09829510001145536,2.2474220999720274,96,9.98882891938696e-08,9.685024872363446e-08
100,11,14,1344,0.45,0.375,0.0,0,0,0,0,0,0,1.4268689544340047,0.9595493256003508,1.0,0.9595493256003508,1.0,0,0.0,0,0.0,0.0,96,0,0,0,0.025084599990805145,0.2612979165708869,0.6623304999811808,6.899276041470633,0.6582662999790045,0.0,1.5361444999580272,16.001505207896116,0.10029420006321743,2.223559599930013,96,9.595612039323131e-08,8.572480864055265e-08
100,12,16,1536,0.45,0.375,0.0,0,0,0,0,0,0,2.500318079801153,0.9509658168739531,1.0,0.9509658168739531,1.0,0,0.0,0,0.0,0.0,96,0,1,6,0.0245242000601138,0.25546041729285207,0.6862204999488313,7.1481302078003255,0.6818859000122757,0.0,1.5844338000679272,16.504518750707575,0.10169999996287515,2.2951785000768723,96,9.674980500778974e-08,9.848508231158348e-08
100,13,17,1632,0.45,0.375,0.0,0,0,0,0,0,0,2.514756442645603,0.9512157464969478,1.0,0.9512157464969478,1.0,0,0.0,0,0.0,0.0,96,0,0,2,0.024374100044951774,0.25389687546824763,0.6605549999585492,6.88078124956822,0.656443500010937,0.0,1.5576406000836869,16.225422917538406,0.10093299992877292,2.242569700087188,96,9.863593097673984e-08,9.261353101086556e-08
100,14,18,1728,0.45,0.375,0.0,0,0,0,0,0,0,2.4176924201500216,0.9512683060467271,1.0004757095024701,0.9512683060467271,1.0004757095024701,0,0.0,0,0.0,0.0,96,0,0,7,0.02643350001744693,0.2753489585150722,0.6899238999758381,7.18670729141498,0.6856446000092546,0.0,1.6190855999884661,16.865474999879854,0.10486839999066433,2.335442999981751,96,9.821320926667321e-08,9.723456095844796e-08
