seed,day,shift_id,random_seed,event,under_steps,over_steps,pf_fail,minimum_voltage_pu,maximum_voltage_pu,line_loss_mwh,load_multiplier,pv_multiplier,mean_r_multiplier,mean_x_multiplier,topology_reconfiguration,observation_delay_steps
42,4,0,2026096037,0,0,0,0,0.957019442244713,1.0001550982248006,1.3129937909169065,1.0,1.0,1.0,1.0,none,0
42,38,0,2026130343,0,0,0,0,0.9529569334326589,1.000155355828924,2.1434372279079272,1.0,1.0,1.0,1.0,none,0
42,77,0,2026169694,0,0,0,0,0.9528093924774846,1.0045236750655604,2.0362125869828303,1.0,1.0,1.0,1.0,none,0
42,85,0,2026177766,0,0,0,0,0.95310374907232,1.0,1.9898628480350613,1.0,1.0,1.0,1.0,none,0
42,105,0,2026197946,0,0,0,0,0.956234968058529,1.014401691991563,1.370799114387952,1.0,1.0,1.0,1.0,none,0
42,133,0,2026226198,0,0,0,0,0.9568117066081613,1.008785667716006,1.4239492153691133,1.0,1.0,1.0,1.0,none,0
42,137,0,2026230234,0,0,0,0,0.9643030116697167,1.0152076630728792,0.9314736609372617,1.0,1.0,1.0,1.0,none,0
42,147,0,2026240324,0,0,0,0,0.9566824556453433,1.0104419679291983,1.4596864735383908,1.0,1.0,1.0,1.0,none,0
42,159,0,2026252432,0,0,0,0,0.9628585436010831,1.0122253710892646,0.8541452675719399,1.0,1.0,1.0,1.0,none,0
42,220,0,2026313981,0,0,0,0,0.9590631643502113,1.0067849440609746,1.3157210367521246,1.0,1.0,1.0,1.0,none,0
42,236,0,2026330125,0,0,0,0,0.9640812529567734,1.0180601347282026,0.8126504824265642,1.0,1.0,1.0,1.0,none,0
42,241,0,2026335170,0,0,0,0,0.958082925962056,1.0035029983484238,1.3859731056511029,1.0,1.0,1.0,1.0,none,0
42,245,0,2026339206,0,0,0,0,0.9558686362697488,1.006739316418021,1.46323503653991,1.0,1.0,1.0,1.0,none,0
42,257,0,2026351314,0,0,0,0,0.9618039240014928,1.0200705324205084,0.862249417339763,1.0,1.0,1.0,1.0,none,0
42,282,0,2026376539,0,0,0,0,0.9530285723892653,1.0077970596098929,1.6269159538474265,1.0,1.0,1.0,1.0,none,0
42,295,0,2026389656,0,0,0,0,0.9530081405182069,1.0,2.0425660287780256,1.0,1.0,1.0,1.0,none,0
42,299,0,2026393692,0,0,0,0,0.9579427458842547,1.0,1.1994622269036797,1.0,1.0,1.0,1.0,none,0
43,4,0,2026096037,0,0,0,0,0.9568851365693947,1.0001674156297642,1.3124118374803384,1.0,1.0,1.0,1.0,none,0
43,38,0,2026130343,0,0,0,0,0.9527532245802125,1.0001743522330777,2.1405477873360343,1.0,1.0,1.0,1.0,none,0
43,77,0,2026169694,0,0,0,0,0.9528431368862244,1.0045881707037323,2.033863008814572,1.0,1.0,1.0,1.0,none,0
43,85,0,2026177766,0,0,0,0,0.953076733762238,1.0,1.9875915670662525,1.0,1.0,1.0,1.0,none,0
43,105,0,2026197946,0,0,0,0,0.9561648968602747,1.0145164482480005,1.370455933124452,1.0,1.0,1.0,1.0,none,0
43,133,0,2026226198,0,0,0,0,0.9567127992652278,1.008803914676962,1.4234690464154063,1.0,1.0,1.0,1.0,none,0
43,137,0,2026230234,0,0,0,0,0.9638989919501179,1.0156768888145604,0.9312834874341935,1.0,1.0,1.0,1.0,none,0
43,147,0,2026240324,0,0,0,0,0.9566608979423703,1.010512047915438,1.4589453153770515,1.0,1.0,1.0,1.0,none,0
43,159,0,2026252432,0,0,0,0,0.9625538094466958,1.012591525431363,0.8539271044222109,1.0,1.0,1.0,1.0,none,0
43,220,0,2026313981,0,0,0,0,0.9590528948331686,1.0067809978997373,1.3153837355027178,1.0,1.0,1.0,1.0,none,0
43,236,0,2026330125,0,0,0,0,0.9637003415873545,1.0180705391425358,0.8124443451259403,1.0,1.0,1.0,1.0,none,0
43,241,0,2026335170,0,0,0,0,0.9580908684885222,1.0035238878283719,1.3856227729328918,1.0,1.0,1.0,1.0,none,0
43,245,0,2026339206,0,0,0,0,0.9558140434622406,1.0067315563149952,1.4629110373849428,1.0,1.0,1.0,1.0,none,0
43,257,0,2026351314,0,0,0,0,0.9615465611632168,1.0200556823807034,0.8620179184466346,1.0,1.0,1.0,1.0,none,0
43,282,0,2026376539,0,0,0,0,0.9529887649983518,1.0077976040161176,1.6260733964344503,1.0,1.0,1.0,1.0,none,0
43,295,0,2026389656,0,0,0,0,0.9528830843505599,1.0,2.03843895362756,1.0,1.0,1.0,1.0,none,0
43,299,0,2026393692,0,0,0,0,0.9577131554397702,1.0,1.1988418014707607,1.0,1.0,1.0,1.0,none,0
44,4,0,2026096037,0,0,0,0,0.9568328287279597,1.0002365768657742,1.3125904241740354,1.0,1.0,1.0,1.0,none,0
44,38,0,2026130343,0,0,0,0,0.9525694395152174,1.00021785070366,2.138089447531056,1.0,1.0,1.0,1.0,none,0
44,77,0,2026169694,0,0,0,0,0.9525644675246819,1.0046023595561855,2.033879107308915,1.0,1.0,1.0,1.0,none,0
44,85,0,2026177766,0,0,0,0,0.9526603062921939,1.0,1.9874027656269666,1.0,1.0,1.0,1.0,none,0
44,105,0,2026197946,0,0,0,0,0.956025734845479,1.0139527479861747,1.370505741010128,1.0,1.0,1.0,1.0,none,0
44,133,0,2026226198,0,0,0,0,0.9566491956502899,1.0088456955105625,1.4235693812181593,1.0,1.0,1.0,1.0,none,0
44,137,0,2026230234,0,0,0,0,0.9640640476780883,1.0150398666586866,0.9313213233036052,1.0,1.0,1.0,1.0,none,0
44,147,0,2026240324,0,0,0,0,0.9565706380357258,1.010551374657721,1.4590043954856324,1.0,1.0,1.0,1.0,none,0
44,159,0,2026252432,0,0,0,0,0.9627102396914308,1.0120246323513948,0.8539574375629146,1.0,1.0,1.0,1.0,none,0
44,220,0,2026313981,0,0,0,0,0.9590543097659397,1.0068125923325577,1.3154639317788548,1.0,1.0,1.0,1.0,none,0
44,236,0,2026330125,0,0,0,0,0.9638671777016298,1.0178769857611023,0.8124565743684131,1.0,1.0,1.0,1.0,none,0
44,241,0,2026335170,0,0,0,0,0.9580315142878671,1.0035850707847178,1.3857144372851729,1.0,1.0,1.0,1.0,none,0
44,245,0,2026339206,0,0,0,0,0.9556523325656511,1.0067771734240492,1.462904928132173,1.0,1.0,1.0,1.0,none,0
44,257,0,2026351314,0,0,0,0,0.961684599426304,1.019920954417946,0.8620506001534035,1.0,1.0,1.0,1.0,none,0
44,282,0,2026376539,0,0,0,0,0.9527033845402529,1.0078372503126014,1.6260751986866055,1.0,1.0,1.0,1.0,none,0
44,295,0,2026389656,0,0,0,0,0.9525562057890601,1.0,2.0383028763846047,1.0,1.0,1.0,1.0,none,0
44,299,0,2026393692,0,0,0,0,0.9577408223104785,1.0,1.198901901801067,1.0,1.0,1.0,1.0,none,0
45,4,0,2026096037,0,0,0,0,0.9570466855527642,1.0002711918191718,1.3133047343994069,1.0,1.0,1.0,1.0,none,0
45,38,0,2026130343,0,0,0,0,0.9527443890032836,1.000266621135185,2.146335048911377,1.0,1.0,1.0,1.0,none,0
45,77,0,2026169694,0,0,0,0,0.9527391289402782,1.004645504790409,2.041132690755293,1.0,1.0,1.0,1.0,none,0
45,85,0,2026177766,0,0,0,0,0.9534315283721965,1.0,1.9894536944815144,1.0,1.0,1.0,1.0,none,0
45,105,0,2026197946,0,0,0,0,0.9563026192641392,1.014852089633427,1.371201413770019,1.0,1.0,1.0,1.0,none,0
45,133,0,2026226198,0,0,0,0,0.9568857492568198,1.0088932146228446,1.424288108337301,1.0,1.0,1.0,1.0,none,0
45,137,0,2026230234,0,0,0,0,0.9643996780485415,1.0161717177916478,0.9317622611799262,1.0,1.0,1.0,1.0,none,0
45,147,0,2026240324,0,0,0,0,0.95678253811997,1.0105815462261105,1.4598375795603389,1.0,1.0,1.0,1.0,none,0
45,159,0,2026252432,0,0,0,0,0.9629438844612572,1.0130871054939103,0.8544323949765754,1.0,1.0,1.0,1.0,none,0
45,220,0,2026313981,0,0,0,0,0.9590209286913225,1.0068860205395813,1.3161228056064609,1.0,1.0,1.0,1.0,none,0
45,236,0,2026330125,0,0,0,0,0.964201338526923,1.0188950675309807,0.8129184545042273,1.0,1.0,1.0,1.0,none,0
45,241,0,2026335170,0,0,0,0,0.9580753542852071,1.003624805080643,1.3863647355061903,1.0,1.0,1.0,1.0,none,0
45,245,0,2026339206,0,0,0,0,0.9559197461470543,1.006824442629271,1.4636973747504973,1.0,1.0,1.0,1.0,none,0
45,257,0,2026351314,0,0,0,0,0.9618929992654282,1.0209819363376664,0.8625322219884712,1.0,1.0,1.0,1.0,none,0
45,282,0,2026376539,0,0,0,0,0.9533325513762614,1.007892161048481,1.627310398543643,1.0,1.0,1.0,1.0,none,0
45,295,0,2026389656,0,0,0,0,0.9530459793680673,1.0,2.0426796745722497,1.0,1.0,1.0,1.0,none,0
45,299,0,2026393692,0,0,0,0,0.9578877453273453,1.0,1.1996126505106268,1.0,1.0,1.0,1.0,none,0
46,4,0,2026096037,0,0,0,0,0.9568983153936392,1.0001383332138862,1.312574099099948,1.0,1.0,1.0,1.0,none,0
46,38,0,2026130343,0,0,0,0,0.9523083111957265,1.000189261448765,2.1404196616992475,1.0,1.0,1.0,1.0,none,0
46,77,0,2026169694,0,0,0,0,0.9523869790695937,1.0045925760783685,2.0375320086957327,1.0,1.0,1.0,1.0,none,0
46,85,0,2026177766,0,0,0,0,0.9526569157132582,1.0,1.9880373532474156,1.0,1.0,1.0,1.0,none,0
46,105,0,2026197946,0,0,0,0,0.9561536175665598,1.0147219681642408,1.3704926832891395,1.0,1.0,1.0,1.0,none,0
46,133,0,2026226198,0,0,0,0,0.9567177582974329,1.0087512807556163,1.4236088009285714,1.0,1.0,1.0,1.0,none,0
46,137,0,2026230234,0,0,0,0,0.9640922378811977,1.0159731537198446,0.9313578093144705,1.0,1.0,1.0,1.0,none,0
46,147,0,2026240324,0,0,0,0,0.9566092943528692,1.0104441975547795,1.4590771056320322,1.0,1.0,1.0,1.0,none,0
46,159,0,2026252432,0,0,0,0,0.9626340338025987,1.0129006810680916,0.8540131444959563,1.0,1.0,1.0,1.0,none,0
46,220,0,2026313981,0,0,0,0,0.9588574679457661,1.006740281232903,1.3154651692557557,1.0,1.0,1.0,1.0,none,0
46,236,0,2026330125,0,0,0,0,0.9638370159389128,1.018722431264964,0.8124860768379274,1.0,1.0,1.0,1.0,none,0
46,241,0,2026335170,0,0,0,0,0.9579449001533763,1.0035018121636765,1.3856361424953136,1.0,1.0,1.0,1.0,none,0
46,245,0,2026339206,0,0,0,0,0.9557749297036106,1.0067129841720983,1.4630047460997422,1.0,1.0,1.0,1.0,none,0
46,257,0,2026351314,0,0,0,0,0.9615937542207958,1.0207509421596603,0.8620632600263999,1.0,1.0,1.0,1.0,none,0
46,282,0,2026376539,0,0,0,0,0.952847709081067,1.0077641503331833,1.6262221003267492,1.0,1.0,1.0,1.0,none,0
46,295,0,2026389656,0,0,0,0,0.9522897792887409,1.0,2.0379919298322626,1.0,1.0,1.0,1.0,none,0
46,299,0,2026393692,0,0,0,0,0.9577687990743089,1.0,1.1990243638237752,1.0,1.0,1.0,1.0,none,0
