action_scale,full_injection,deadband_low,deadband_high,full_absorption,evaluated_days,event_days,pf_fail_days,mean_daily_line_loss_mwh,worst_minimum_voltage_pu,worst_maximum_voltage_pu
0.1,0.95,0.98,1.02,1.05,40,31,0,1.783845914002449,0.9299992778991095,1.0207501762092923
0.1,0.94,0.98,1.02,1.06,40,33,0,1.8148428950081097,0.9296846715457573,1.0208976898862354
0.1,0.94,0.97,1.03,1.06,40,34,0,1.853993981580502,0.9294116189703417,1.0213010110858427
0.25,0.94,0.98,1.02,1.06,40,38,0,2.039971214848181,0.919442007559921,1.0211000484887
0.25,0.94,0.97,1.03,1.06,40,38,0,2.0840734579775755,0.9189792224089706,1.021297380618913
0.25,0.95,0.98,1.02,1.05,40,38,0,2.1566333790743477,0.9203125679225459,1.0214641648785283
0.5,0.94,0.97,1.03,1.06,40,40,0,10.592552321416957,0.7360286960809349,1.1136870399745158
0.5,0.94,0.98,1.02,1.06,40,40,0,13.675704424116423,0.7337180945953683,1.1316181606473779
0.5,0.95,0.98,1.02,1.05,40,40,0,14.772424243202241,0.7150261319059611,1.1316181606473779
0.75,0.94,0.97,1.03,1.06,40,40,0,22.686705337158294,0.5727387039630942,1.1469844879801767
1.0,0.94,0.97,1.03,1.06,40,40,0,23.610779243927453,0.5727387039630942,1.1469844879801767
0.75,0.94,0.98,1.02,1.06,40,40,0,24.295275586187344,0.5727387039630942,1.1469844879801767
1.0,0.94,0.98,1.02,1.06,40,40,0,24.586934672346747,0.5727387039630942,1.1469844879801767
0.75,0.95,0.98,1.02,1.05,40,40,0,24.586934672346747,0.5727387039630942,1.1469844879801767
1.0,0.95,0.98,1.02,1.05,40,40,0,24.96351358811828,0.5727387039630942,1.1469844879801767
