day,event,under_steps,over_steps,pf_fail,solver_failures,minimum_voltage_pu,maximum_voltage_pu,line_loss_mwh,absolute_reactive_throughput_mvarh,maximum_absolute_reactive_command_mvar,mean_online_optimisation_ms,p95_online_optimisation_ms
4,0,0,0,0,0,0.9526122385942516,1.0,1.6293662846731098,6.063029822582391,0.375,0.9061031248620566,1.561724999191938
38,0,0,0,0,0,0.9500441589929653,1.0175072431999124,3.2263898360637437,39.46424911142811,1.3416407864998738,0.5691020832803891,1.385825002216734
77,1,6,0,0,0,0.9476616695148559,1.0195898776391579,2.919647836086603,36.63902926213494,1.3416407864998738,0.5063645832403078,0.9609749995433958
85,0,0,0,0,0,0.9517222283271657,1.0150409510973968,2.9349038536309915,31.710788370162888,1.3416407864998738,0.6281739583755552,1.479874999859021
105,0,0,0,0,0,0.9525019878839857,1.0088248942346256,1.7326846855282343,9.38880412266265,0.5424490903997552,0.7579718750321263,1.554325001052348
133,0,0,0,0,0,0.9524755539492329,1.0065488193019165,1.72935620802377,11.953012990934825,0.6732998296827116,0.7725343748840411,1.5824250012883567
137,0,0,0,0,0,0.9529463565390222,1.0080759113687827,1.4105055030335452,0.7888938370263242,0.1200053307493157,0.5426010413884796,1.4668750000055297
147,0,0,0,0,0,0.9524195414803687,1.008143721797312,1.7766171960416104,12.860211893248593,0.7482985201636921,0.7942385416299658,1.7335749998892425
159,0,0,0,0,0,0.9529332171318723,1.0071914306337297,1.275717014361442,1.0535213648143074,0.15100131455873864,0.4453718750407158,1.4015749993632198
220,0,0,0,0,0,0.9524672401416313,1.0047080506254722,1.6367692640840112,8.926341503671276,0.5692837203751919,0.830360416671283,1.6712249998818152
236,0,0,0,0,0,0.9529619856513045,1.008505562501081,1.2131413314016117,0.4792925772837814,0.08369847841401905,0.3536447918198367,1.2774499982697307
241,0,0,0,0,0,0.9524405101341777,1.001502057644693,1.6617377910989908,10.106064542564717,0.5416063033146427,0.8299791669893845,1.6288749993691454
245,0,0,0,0,0,0.9524556461952126,1.0045688518657194,1.7592107546137346,12.849934338195805,0.6974496302164555,0.7503135417437079,1.6082500014817924
257,0,0,0,0,0,0.9529219929718766,1.0091731784562306,1.2532602420573449,0.9916773004576183,0.18040443458618008,0.44048958344925876,1.4343250004458241
282,0,0,0,0,0,0.9516781377561037,1.0055998886769575,2.1064127189409936,18.094664064401847,1.3416407864998738,0.7386385416718136,1.4613250014008372
295,0,0,0,0,0,0.9506436928062968,1.0148014415255782,3.0616424971232927,34.964102717966334,1.3416407864998738,0.6351125002386956,1.3868499991076533
299,0,0,0,0,0,0.9528143638836423,1.0,1.5251919982272666,4.519743282421453,0.3642326883539888,0.7085156249786451,1.4239499978430104
