capacity_label,pv_s_scale,svc_q_scale,cap_total_mvar,path_index,pv_inverter_nameplate_mva,svc_nameplate_mvar,fixed_shunt_mvar,evaluated_seed_days,all_seeds_zero_events,total_event_days,maximum_seed_event_days,mean_seed_loss_mwh,worst_vmin,worst_vmax
P00_pv0225_svc0000,0.225,0.0,0.0,0,3.0186917696247075,0.0,0.0,50,False,40,8,2.21485763897803,0.9328828308813765,1.0229669493541251
P01_pv030_svc0000,0.3,0.0,0.0,1,4.02492235949961,0.0,0.0,50,False,30,6,2.652568098606584,0.9358714464207846,1.0415380092656916
P02_pv030_svc01875,0.3,0.1875,0.0,2,4.02492235949961,0.375,0.0,50,False,5,1,1.7556255833396839,0.9368094512961984,1.0192754190021402
P03_pv030_svc0375,0.3,0.375,0.0,3,4.02492235949961,0.75,0.0,50,True,0,0,1.4462958663866678,0.9519933875543667,1.0092073543305053
P04_pv045_svc0375,0.45,0.375,0.0,4,6.037383539249415,0.75,0.0,50,True,0,0,1.444762464211994,0.9518403267698924,1.009210196033493
P05_pv045_svc05625,0.45,0.5625,0.0,5,6.037383539249415,1.125,0.0,50,True,0,0,1.4416610883387209,0.9527081701499579,1.0092176593557838
P06_pv045_svc0750,0.45,0.75,0.0,6,6.037383539249415,1.5,0.0,50,True,0,0,1.441783798920137,0.9527936539565109,1.0092198651745337
P07_pv060_svc0750,0.6,0.75,0.0,7,8.04984471899922,1.5,0.0,50,True,0,0,1.4417274768252155,0.9527916826968806,1.0092101593412321
P08_pv075_svc0750,0.75,0.75,0.0,8,10.062305898749024,1.5,0.0,50,True,0,0,1.4417545307499202,0.9527275375366744,1.0092013880039885
