candidate_id,scenario_index,pv_s_scale,svc_q_scale,cap_total_mvar,t0
0,47,0.7,0.7,0.0,8256
0,63,0.7,0.7,0.0,11520
0,87,0.7,0.7,0.0,16128
0,100,0.7,0.7,0.0,18240
0,114,0.7,0.7,0.0,21888
0,123,0.7,0.7,0.0,23136
0,142,0.7,0.7,0.0,26688
0,143,0.7,0.7,0.0,26880
0,144,0.7,0.7,0.0,26976
0,153,0.7,0.7,0.0,27936
0,160,0.7,0.7,0.0,28608
0,173,0.7,0.7,0.0,30912
0,191,0.7,0.7,0.0,33792
0,196,0.7,0.7,0.0,34752
0,198,0.7,0.7,0.0,35136
1,47,0.7,0.7421052631578947,0.0,8256
1,63,0.7,0.7421052631578947,0.0,11520
1,87,0.7,0.7421052631578947,0.0,16128
1,100,0.7,0.7421052631578947,0.0,18240
1,114,0.7,0.7421052631578947,0.0,21888
1,123,0.7,0.7421052631578947,0.0,23136
1,142,0.7,0.7421052631578947,0.0,26688
1,143,0.7,0.7421052631578947,0.0,26880
1,144,0.7,0.7421052631578947,0.0,26976
1,153,0.7,0.7421052631578947,0.0,27936
1,160,0.7,0.7421052631578947,0.0,28608
1,173,0.7,0.7421052631578947,0.0,30912
1,191,0.7,0.7421052631578947,0.0,33792
1,196,0.7,0.7421052631578947,0.0,34752
1,198,0.7,0.7421052631578947,0.0,35136
2,47,0.7,0.7842105263157895,0.0,8256
2,63,0.7,0.7842105263157895,0.0,11520
2,87,0.7,0.7842105263157895,0.0,16128
2,100,0.7,0.7842105263157895,0.0,18240
2,114,0.7,0.7842105263157895,0.0,21888
2,123,0.7,0.7842105263157895,0.0,23136
2,142,0.7,0.7842105263157895,0.0,26688
2,143,0.7,0.7842105263157895,0.0,26880
2,144,0.7,0.7842105263157895,0.0,26976
2,153,0.7,0.7842105263157895,0.0,27936
2,160,0.7,0.7842105263157895,0.0,28608
2,173,0.7,0.7842105263157895,0.0,30912
2,191,0.7,0.7842105263157895,0.0,33792
2,196,0.7,0.7842105263157895,0.0,34752
2,198,0.7,0.7842105263157895,0.0,35136
20,47,0.7421052631578947,0.7,0.0,8256
20,63,0.7421052631578947,0.7,0.0,11520
20,87,0.7421052631578947,0.7,0.0,16128
20,100,0.7421052631578947,0.7,0.0,18240
20,114,0.7421052631578947,0.7,0.0,21888
20,123,0.7421052631578947,0.7,0.0,23136
20,142,0.7421052631578947,0.7,0.0,26688
20,143,0.7421052631578947,0.7,0.0,26880
20,144,0.7421052631578947,0.7,0.0,26976
20,153,0.7421052631578947,0.7,0.0,27936
20,160,0.7421052631578947,0.7,0.0,28608
20,173,0.7421052631578947,0.7,0.0,30912
20,191,0.7421052631578947,0.7,0.0,33792
20,196,0.7421052631578947,0.7,0.0,34752
20,198,0.7421052631578947,0.7,0.0,35136
21,47,0.7421052631578947,0.7421052631578947,0.0,8256
21,63,0.7421052631578947,0.7421052631578947,0.0,11520
21,87,0.7421052631578947,0.7421052631578947,0.0,16128
21,100,0.7421052631578947,0.7421052631578947,0.0,18240
21,114,0.7421052631578947,0.7421052631578947,0.0,21888
21,123,0.7421052631578947,0.7421052631578947,0.0,23136
21,142,0.7421052631578947,0.7421052631578947,0.0,26688
21,143,0.7421052631578947,0.7421052631578947,0.0,26880
21,144,0.7421052631578947,0.7421052631578947,0.0,26976
21,153,0.7421052631578947,0.7421052631578947,0.0,27936
21,160,0.7421052631578947,0.7421052631578947,0.0,28608
21,173,0.7421052631578947,0.7421052631578947,0.0,30912
21,191,0.7421052631578947,0.7421052631578947,0.0,33792
21,196,0.7421052631578947,0.7421052631578947,0.0,34752
21,198,0.7421052631578947,0.7421052631578947,0.0,35136
40,47,0.7842105263157895,0.7,0.0,8256
40,63,0.7842105263157895,0.7,0.0,11520
40,87,0.7842105263157895,0.7,0.0,16128
40,100,0.7842105263157895,0.7,0.0,18240
40,114,0.7842105263157895,0.7,0.0,21888
40,123,0.7842105263157895,0.7,0.0,23136
40,142,0.7842105263157895,0.7,0.0,26688
40,143,0.7842105263157895,0.7,0.0,26880
40,144,0.7842105263157895,0.7,0.0,26976
40,153,0.7842105263157895,0.7,0.0,27936
40,160,0.7842105263157895,0.7,0.0,28608
40,173,0.7842105263157895,0.7,0.0,30912
40,191,0.7842105263157895,0.7,0.0,33792
40,196,0.7842105263157895,0.7,0.0,34752
40,198,0.7842105263157895,0.7,0.0,35136
400,47,0.7,0.7,0.25,8256
400,63,0.7,0.7,0.25,11520
400,87,0.7,0.7,0.25,16128
400,100,0.7,0.7,0.25,18240
400,114,0.7,0.7,0.25,21888
400,123,0.7,0.7,0.25,23136
400,142,0.7,0.7,0.25,26688
400,143,0.7,0.7,0.25,26880
400,144,0.7,0.7,0.25,26976
400,153,0.7,0.7,0.25,27936
400,160,0.7,0.7,0.25,28608
400,173,0.7,0.7,0.25,30912
400,191,0.7,0.7,0.25,33792
400,196,0.7,0.7,0.25,34752
400,198,0.7,0.7,0.25,35136
401,47,0.7,0.7421052631578947,0.25,8256
401,63,0.7,0.7421052631578947,0.25,11520
401,87,0.7,0.7421052631578947,0.25,16128
401,100,0.7,0.7421052631578947,0.25,18240
401,114,0.7,0.7421052631578947,0.25,21888
401,123,0.7,0.7421052631578947,0.25,23136
401,142,0.7,0.7421052631578947,0.25,26688
401,143,0.7,0.7421052631578947,0.25,26880
401,144,0.7,0.7421052631578947,0.25,26976
401,153,0.7,0.7421052631578947,0.25,27936
401,160,0.7,0.7421052631578947,0.25,28608
401,173,0.7,0.7421052631578947,0.25,30912
401,191,0.7,0.7421052631578947,0.25,33792
401,196,0.7,0.7421052631578947,0.25,34752
401,198,0.7,0.7421052631578947,0.25,35136
420,47,0.7421052631578947,0.7,0.25,8256
420,63,0.7421052631578947,0.7,0.25,11520
420,87,0.7421052631578947,0.7,0.25,16128
420,100,0.7421052631578947,0.7,0.25,18240
420,114,0.7421052631578947,0.7,0.25,21888
420,123,0.7421052631578947,0.7,0.25,23136
420,142,0.7421052631578947,0.7,0.25,26688
420,143,0.7421052631578947,0.7,0.25,26880
420,144,0.7421052631578947,0.7,0.25,26976
420,153,0.7421052631578947,0.7,0.25,27936
420,160,0.7421052631578947,0.7,0.25,28608
420,173,0.7421052631578947,0.7,0.25,30912
420,191,0.7421052631578947,0.7,0.25,33792
420,196,0.7421052631578947,0.7,0.25,34752
420,198,0.7421052631578947,0.7,0.25,35136
421,47,0.7421052631578947,0.7421052631578947,0.25,8256
421,63,0.7421052631578947,0.7421052631578947,0.25,11520
421,87,0.7421052631578947,0.7421052631578947,0.25,16128
421,100,0.7421052631578947,0.7421052631578947,0.25,18240
421,114,0.7421052631578947,0.7421052631578947,0.25,21888
421,123,0.7421052631578947,0.7421052631578947,0.25,23136
421,142,0.7421052631578947,0.7421052631578947,0.25,26688
421,143,0.7421052631578947,0.7421052631578947,0.25,26880
421,144,0.7421052631578947,0.7421052631578947,0.25,26976
421,153,0.7421052631578947,0.7421052631578947,0.25,27936
421,160,0.7421052631578947,0.7421052631578947,0.25,28608
421,173,0.7421052631578947,0.7421052631578947,0.25,30912
421,191,0.7421052631578947,0.7421052631578947,0.25,33792
421,196,0.7421052631578947,0.7421052631578947,0.25,34752
421,198,0.7421052631578947,0.7421052631578947,0.25,35136
440,47,0.7842105263157895,0.7,0.25,8256
440,63,0.7842105263157895,0.7,0.25,11520
440,87,0.7842105263157895,0.7,0.25,16128
440,100,0.7842105263157895,0.7,0.25,18240
440,114,0.7842105263157895,0.7,0.25,21888
440,123,0.7842105263157895,0.7,0.25,23136
440,142,0.7842105263157895,0.7,0.25,26688
440,143,0.7842105263157895,0.7,0.25,26880
440,144,0.7842105263157895,0.7,0.25,26976
440,153,0.7842105263157895,0.7,0.25,27936
440,160,0.7842105263157895,0.7,0.25,28608
440,173,0.7842105263157895,0.7,0.25,30912
440,191,0.7842105263157895,0.7,0.25,33792
440,196,0.7842105263157895,0.7,0.25,34752
440,198,0.7842105263157895,0.7,0.25,35136
800,47,0.7,0.7,0.5,8256
800,63,0.7,0.7,0.5,11520
800,87,0.7,0.7,0.5,16128
800,100,0.7,0.7,0.5,18240
800,114,0.7,0.7,0.5,21888
800,123,0.7,0.7,0.5,23136
800,142,0.7,0.7,0.5,26688
800,143,0.7,0.7,0.5,26880
800,144,0.7,0.7,0.5,26976
800,153,0.7,0.7,0.5,27936
800,160,0.7,0.7,0.5,28608
800,173,0.7,0.7,0.5,30912
800,191,0.7,0.7,0.5,33792
800,196,0.7,0.7,0.5,34752
800,198,0.7,0.7,0.5,35136
801,47,0.7,0.7421052631578947,0.5,8256
801,63,0.7,0.7421052631578947,0.5,11520
801,87,0.7,0.7421052631578947,0.5,16128
801,100,0.7,0.7421052631578947,0.5,18240
801,114,0.7,0.7421052631578947,0.5,21888
801,123,0.7,0.7421052631578947,0.5,23136
801,142,0.7,0.7421052631578947,0.5,26688
801,143,0.7,0.7421052631578947,0.5,26880
801,144,0.7,0.7421052631578947,0.5,26976
801,153,0.7,0.7421052631578947,0.5,27936
801,160,0.7,0.7421052631578947,0.5,28608
801,173,0.7,0.7421052631578947,0.5,30912
801,191,0.7,0.7421052631578947,0.5,33792
801,196,0.7,0.7421052631578947,0.5,34752
801,198,0.7,0.7421052631578947,0.5,35136
820,47,0.7421052631578947,0.7,0.5,8256
820,63,0.7421052631578947,0.7,0.5,11520
820,87,0.7421052631578947,0.7,0.5,16128
820,100,0.7421052631578947,0.7,0.5,18240
820,114,0.7421052631578947,0.7,0.5,21888
820,123,0.7421052631578947,0.7,0.5,23136
820,142,0.7421052631578947,0.7,0.5,26688
820,143,0.7421052631578947,0.7,0.5,26880
820,144,0.7421052631578947,0.7,0.5,26976
820,153,0.7421052631578947,0.7,0.5,27936
820,160,0.7421052631578947,0.7,0.5,28608
820,173,0.7421052631578947,0.7,0.5,30912
820,191,0.7421052631578947,0.7,0.5,33792
820,196,0.7421052631578947,0.7,0.5,34752
820,198,0.7421052631578947,0.7,0.5,35136
1200,47,0.7,0.7,0.75,8256
1200,63,0.7,0.7,0.75,11520
1200,87,0.7,0.7,0.75,16128
1200,100,0.7,0.7,0.75,18240
1200,114,0.7,0.7,0.75,21888
1200,123,0.7,0.7,0.75,23136
1200,142,0.7,0.7,0.75,26688
1200,143,0.7,0.7,0.75,26880
1200,144,0.7,0.7,0.75,26976
1200,153,0.7,0.7,0.75,27936
1200,160,0.7,0.7,0.75,28608
1200,173,0.7,0.7,0.75,30912
1200,191,0.7,0.7,0.75,33792
1200,196,0.7,0.7,0.75,34752
1200,198,0.7,0.7,0.75,35136
1201,47,0.7,0.7421052631578947,0.75,8256
1201,63,0.7,0.7421052631578947,0.75,11520
1201,87,0.7,0.7421052631578947,0.75,16128
1201,100,0.7,0.7421052631578947,0.75,18240
1201,114,0.7,0.7421052631578947,0.75,21888
1201,123,0.7,0.7421052631578947,0.75,23136
1201,142,0.7,0.7421052631578947,0.75,26688
1201,143,0.7,0.7421052631578947,0.75,26880
1201,144,0.7,0.7421052631578947,0.75,26976
1201,153,0.7,0.7421052631578947,0.75,27936
1201,160,0.7,0.7421052631578947,0.75,28608
1201,173,0.7,0.7421052631578947,0.75,30912
1201,191,0.7,0.7421052631578947,0.75,33792
1201,196,0.7,0.7421052631578947,0.75,34752
1201,198,0.7,0.7421052631578947,0.75,35136
1220,47,0.7421052631578947,0.7,0.75,8256
1220,63,0.7421052631578947,0.7,0.75,11520
1220,87,0.7421052631578947,0.7,0.75,16128
1220,100,0.7421052631578947,0.7,0.75,18240
1220,114,0.7421052631578947,0.7,0.75,21888
1220,123,0.7421052631578947,0.7,0.75,23136
1220,142,0.7421052631578947,0.7,0.75,26688
1220,143,0.7421052631578947,0.7,0.75,26880
1220,144,0.7421052631578947,0.7,0.75,26976
1220,153,0.7421052631578947,0.7,0.75,27936
1220,160,0.7421052631578947,0.7,0.75,28608
1220,173,0.7421052631578947,0.7,0.75,30912
1220,191,0.7421052631578947,0.7,0.75,33792
1220,196,0.7421052631578947,0.7,0.75,34752
1220,198,0.7421052631578947,0.7,0.75,35136
1600,47,0.7,0.7,1.0,8256
1600,63,0.7,0.7,1.0,11520
1600,87,0.7,0.7,1.0,16128
1600,100,0.7,0.7,1.0,18240
1600,114,0.7,0.7,1.0,21888
1600,123,0.7,0.7,1.0,23136
1600,142,0.7,0.7,1.0,26688
1600,143,0.7,0.7,1.0,26880
1600,144,0.7,0.7,1.0,26976
1600,153,0.7,0.7,1.0,27936
1600,160,0.7,0.7,1.0,28608
1600,173,0.7,0.7,1.0,30912
1600,191,0.7,0.7,1.0,33792
1600,196,0.7,0.7,1.0,34752
1600,198,0.7,0.7,1.0,35136
1601,47,0.7,0.7421052631578947,1.0,8256
1601,63,0.7,0.7421052631578947,1.0,11520
1601,87,0.7,0.7421052631578947,1.0,16128
1601,100,0.7,0.7421052631578947,1.0,18240
1601,114,0.7,0.7421052631578947,1.0,21888
