candidate_id,scenario_index,day_index,t0,pv_s_scale,svc_q_scale,cap_total_mvar,risk,under_risk,over_risk,under_steps,over_steps,pf_fail,daily_loss_mwh,vmin,vmax,raw_vmin,raw_vmax,intervention_steps,intervention_rate,projection_failures,mean_correction_norm,max_correction_norm,power_flow_previews,projection_iterations,steps_within_0_001_of_reporting_limit,steps_within_0_001_of_projection_guard,actor_total_seconds,actor_mean_ms,projection_total_seconds,projection_mean_ms,preview_total_seconds,optimiser_total_seconds,execution_total_seconds,execution_mean_ms,balance_audit_total_seconds,online_path_total_seconds,completed_steps,max_p_balance_residual_mw,max_q_balance_residual_mvar
105,0,2,192,0.45,0.5625,0.0,0,0,0,0,0,0,2.252935114965392,0.9530505252849348,1.0,0.9530505252849348,1.0,0,0.0,0,0.0,0.0,0,0,0,0,0.028351000015391037,0.29532291682698997,0.0,0.0,0.0,0.0,1.713068199926056,17.844460415896418,0.10906979998981114,1.741419199941447,96,8.30903017744189e-08,9.856292976229142e-08
105,1,3,288,0.45,0.5625,0.0,0,0,0,0,0,0,2.3106581694047885,0.9536550303505423,1.0,0.9536550303505423,1.0,0,0.0,0,0.0,0.0,0,0,0,0,0.026500500040128827,0.2760468754180086,0.0,0.0,0.0,0.0,1.6552068999881158,17.241738541542873,0.10701950000657234,1.6817074000282446,96,9.977565609657624e-08,8.999940299958542e-08
105,2,4,384,0.45,0.5625,0.0,0,0,0,0,0,0,2.161158133686349,0.953976820947803,1.0,0.953976820947803,1.0,0,0.0,0,0.0,0.0,0,0,0,0,0.02911820003646426,0.3033145837131694,0.0,0.0,0.0,0.0,1.764655799990578,18.381831249901854,0.1119883000064874,1.7937740000270423,96,9.429222210324828e-08,8.483319435814707e-08
105,3,5,480,0.45,0.5625,0.0,0,0,0,0,0,0,1.8721501803572231,0.9562036755786395,1.000959046444811,0.9562036755786395,1.000959046444811,0,0.0,0,0.0,0.0,0,0,0,0,0.02710799999476876,0.2823749999455079,0.0,0.0,0.0,0.0,1.635548700032814,17.03696562534181,0.10513139997783583,1.6626567000275827,96,9.70831702615943e-08,9.502298836672196e-08
105,4,6,576,0.45,0.5625,0.0,0,0,0,0,0,0,1.7335492705103897,0.9575336815441512,1.0,0.9575336815441512,1.0,0,0.0,0,0.0,0.0,0,0,0,0,0.029936299979453906,0.31183645811931154,0.0,0.0,0.0,0.0,1.8493932000055793,19.264512500058117,0.11903150002763141,1.8793294999850332,96,9.952534600274343e-08,9.693574845592856e-08
105,5,7,672,0.45,0.5625,0.0,0,0,0,0,0,0,1.4264271831701243,0.9602299341037432,1.0,0.9602299341037432,1.0,0,0.0,0,0.0,0.0,0,0,0,0,0.027993299983791076,0.29159687483115704,0.0,0.0,0.0,0.0,1.7649241000253824,18.384626041931067,0.11474080000334652,1.7929174000091734,96,9.62592149305469e-08,8.623514256844711e-08
105,6,8,768,0.45,0.5625,0.0,0,0,0,0,0,0,2.4064061969039994,0.9527665047649908,1.0,0.9527665047649908,1.0,0,0.0,0,0.0,0.0,0,0,0,0,0.027642799941531848,0.2879458327242901,0.0,0.0,0.0,0.0,1.7005601000055321,17.71416770839096,0.1074967000313336,1.728202899947064,96,9.46342880621398e-08,9.87456358347849e-08
105,7,10,960,0.45,0.5625,0.0,0,0,0,0,0,0,2.660389686156777,0.9513979481582343,1.0,0.9513979481582343,1.0,0,0.0,0,0.0,0.0,0,0,0,0,0.02734560005774256,0.28485000060148497,0.0,0.0,0.0,0.0,1.7187525999979698,17.90367291664552,0.10939639997377526,1.7460982000557124,96,9.208903862557849e-08,9.939668421665715e-08
105,8,11,1056,0.45,0.5625,0.0,0,0,0,0,0,0,2.4372916768820745,0.9525642679330515,1.0,0.9525642679330515,1.0,0,0.0,0,0.0,0.0,0,0,0,0,0.02917000002344139,0.3038541669108478,0.0,0.0,0.0,0.0,1.7766163000342203,18.506419792023127,0.11299469999357825,1.8057863000576617,96,9.847932265667769e-08,9.969127870435024e-08
105,9,12,1152,0.45,0.5625,0.0,0,0,0,0,0,0,2.4643660124004505,0.9528230908396185,1.0,0.9528230908396185,1.0,0,0.0,0,0.0,0.0,0,0,0,0,0.02927270003419835,0.3049239586895662,0.0,0.0,0.0,0.0,1.788869100055308,18.634053125576127,0.11330250000901287,1.8181418000895064,96,9.988848614569945e-08,9.728605587788763e-08
105,10,13,1248,0.45,0.5625,0.0,0,0,0,0,0,0,1.672583875122181,0.958307606989469,1.0,0.958307606989469,1.0,0,0.0,0,0.0,0.0,0,0,0,0,0.030020300029718783,0.312711458642904,0.0,0.0,0.0,0.0,1.860497499939811,19.3801822910397,0.1210979000388761,1.8905177999695297,96,9.794574442299753e-08,9.64599722319548e-08
