capacity_label,pv_s_scale,svc_q_scale,cap_total_mvar,path_index,pv_inverter_nameplate_mva,svc_nameplate_mvar,fixed_shunt_mvar,evaluated_seed_days,all_seeds_zero_events,total_event_days,maximum_seed_event_days,mean_seed_loss_mwh,worst_vmin,worst_vmax
P00_pv0225_svc0000,0.225,0.0,0.0,0,3.0186917696247075,0.0,0.0,50,False,40,8,2.2246015865070894,0.9328425248354716,1.0229703707164206
P01_pv030_svc0000,0.3,0.0,0.0,1,4.02492235949961,0.0,0.0,50,False,30,6,2.6481149272511986,0.9357837317739304,1.0429168165524487
P02_pv030_svc01875,0.3,0.1875,0.0,2,4.02492235949961,0.375,0.0,50,False,5,1,1.814782941071596,0.944085507564282,1.0187277358971591
P03_pv030_svc0375,0.3,0.375,0.0,3,4.02492235949961,0.75,0.0,50,True,0,0,1.4629258765677078,0.9545655156449053,1.0091630181676396
P04_pv045_svc0375,0.45,0.375,0.0,4,6.037383539249415,0.75,0.0,50,True,0,0,1.4592019218524632,0.9545355997173937,1.0091624039871085
P05_pv045_svc05625,0.45,0.5625,0.0,5,6.037383539249415,1.125,0.0,50,True,0,0,1.4476845841704198,0.9548767365239077,1.0091584623567202
P06_pv045_svc0750,0.45,0.75,0.0,6,6.037383539249415,1.5,0.0,50,True,0,0,1.4477853362131228,0.9548391476702053,1.0091549222935237
P07_pv060_svc0750,0.6,0.75,0.0,7,8.04984471899922,1.5,0.0,50,True,0,0,1.4476973248579597,0.9548290132750666,1.009152325627093
P08_pv075_svc0750,0.75,0.75,0.0,8,10.062305898749024,1.5,0.0,50,True,0,0,1.44773173518813,0.9547944120801144,1.0091535432626502
