candidate_id,scenario_index,mismatch_id,step,nominal_projected_vmin,nominal_projected_vmax,actual_vmin,actual_vmax,actual_margin_pu,intervened,projection_success,error
100,0,0,0,0.9641827519251434,1.0,0.966188804981641,1.0,0.016188804981640992,0,1,
100,0,0,1,0.9653859904160355,1.0,0.9678576879871529,1.0,0.017857687987152926,0,1,
100,0,0,2,0.9648202862756282,1.0,0.9673240421977293,1.0,0.017324042197729317,0,1,
100,0,0,3,0.9645146598781276,1.0,0.9669706138094829,1.0,0.01697061380948295,0,1,
100,0,0,4,0.9643003821044589,1.0,0.9667637712138071,1.0,0.01676377121380712,0,1,
100,0,0,5,0.9642578946712755,1.0,0.9667843686772648,1.0,0.01678436867726485,0,1,
100,0,0,6,0.9643935072155734,1.0,0.9670710518897278,1.0,0.017071051889727795,0,1,
100,0,0,7,0.9644749967341939,1.0,0.9673138780627495,1.0,0.017313878062749533,0,1,
100,0,0,8,0.9645584327317979,1.0,0.9675436388638073,1.0,0.017543638863807387,0,1,
100,0,0,9,0.9646702587009722,1.0,0.9677803072971704,1.0,0.017780307297170395,0,1,
100,0,0,10,0.9647463100056485,1.0,0.9679269985094465,1.0,0.017926998509446568,0,1,
100,0,0,11,0.9647957791726968,1.0,0.9680200810301951,1.0,0.018020081030195145,0,1,
100,0,0,12,0.9648295993525281,1.0,0.9680843427895474,1.0,0.018084342789547403,0,1,
100,0,0,13,0.9649251765273256,1.0,0.9683125977769531,1.0,0.018312597776953154,0,1,
100,0,0,14,0.9649890190677738,1.0,0.9684589397595178,1.0,0.018458939759517845,0,1,
100,0,0,15,0.9650546914443383,1.0,0.9685565562210386,1.0,0.01855655622103869,0,1,
100,0,0,16,0.965114111551262,1.0,0.968678541510584,1.0,0.018678541510584012,0,1,
100,0,0,17,0.9652132257670173,1.0,0.968860161194299,1.0,0.018860161194299008,0,1,
100,0,0,18,0.9653375039762062,1.0,0.9690735450711564,1.0,0.01907354507115644,0,1,
100,0,0,19,0.9653905730682313,1.0,0.9691528698712787,1.0,0.019152869871278733,0,1,
100,0,0,20,0.9657058201245231,1.0,0.9694522263288259,1.0,0.019452226328825928,0,1,
100,0,0,21,0.965646823731624,1.0,0.96940611537207,1.0,0.019406115372070043,0,1,
100,0,0,22,0.9656595600313349,1.0,0.9694188081239337,1.0,0.019418808123933706,0,1,
100,0,0,23,0.965663603915226,1.0,0.969422595672944,1.0,0.01942259567294402,0,1,
100,0,0,24,0.9656249170921786,1.0,0.9693824122263804,1.0,0.019382412226380485,0,1,
100,0,0,25,0.9656172163360484,1.0,0.9693770963310286,1.0,0.019377096331028687,0,1,
100,0,0,26,0.9655846363609831,1.0,0.9693422277281989,1.0,0.019342227728198935,0,1,
100,0,0,27,0.9654809589118778,1.0,0.969238252941315,1.0,0.019238252941315093,0,1,
100,0,0,28,0.965476210598322,1.0,0.9692282102971721,1.0,0.019228210297172144,0,1,
100,0,0,29,0.9656052028001092,1.0,0.969328298871604,1.0,0.019328298871604033,0,1,
100,0,0,30,0.9659275690781232,1.0,0.9693965454622078,1.0,0.019396545462207815,0,1,
100,0,0,31,0.9664764602449407,1.0,0.969414732015748,1.0,0.01941473201574806,0,1,
100,0,0,32,0.9669977100953534,1.0,0.9690927649106655,1.0,0.019092764910665583,0,1,
100,0,0,33,0.9676281416923871,1.0,0.9688560712582427,1.0,0.018856071258242735,0,1,
100,0,0,34,0.968337842559826,1.0,0.9687189313479536,1.0,0.01871893134795366,0,1,
100,0,0,35,0.9688595583153932,1.0,0.9688665032719057,1.0,0.018866503271905755,0,1,
100,0,0,36,0.9689123328336753,1.0,0.9689175090855846,1.0,0.01891750908558465,0,1,
100,0,0,37,0.9689120969672663,1.0,0.9689159298466405,1.0,0.01891592984664059,0,1,
100,0,0,38,0.9692549989519038,1.0,0.9692577517462815,1.0,0.019257751746281526,0,1,
100,0,0,39,0.9695470664967708,1.0,0.9695488361889564,1.0,0.01954883618895642,0,1,
100,0,0,40,0.9695350438982948,1.0,0.9695362346398317,1.0,0.019536234639831784,0,1,
100,0,0,41,0.9696753647278079,1.0000679408541788,0.9696761208502147,1.000067972000911,0.01967612085021475,0,1,
100,0,0,42,0.9698173524006544,1.0003669310032748,0.9698177682947978,1.0003669482380129,0.019817768294797866,0,1,
100,0,0,43,0.9702084441520039,1.000678608518948,0.9702086285030728,1.0006786161762904,0.020208628503072812,0,1,
100,0,0,44,0.9704100752733037,1.00092702840346,0.9704101568397583,1.0009270316934502,0.02041015683975833,0,1,
100,0,0,45,0.9705019876730752,1.0010023062606785,0.970502034474929,1.0010023080625845,0.020502034474929043,0,1,
100,0,0,46,0.9752472546618233,1.0018715993197849,0.9752481975095273,1.001871636469306,0.025248197509527337,0,1,
100,0,0,47,0.9745548438797821,1.0018241928976335,0.974556231392309,1.0018242480379413,0.024556231392309003,0,1,
