seed,evaluated_shift_days,event_days,pf_fail_days,mean_daily_line_loss_mwh,worst_minimum_voltage_pu,worst_maximum_voltage_pu,event_rate
42,340,0,0,1.4257758054652834,0.9505541721635878,1.0202649187830137,0.0
43,340,0,0,1.4246251813185649,0.9509385866945841,1.0204325789489654,0.0
44,340,0,0,1.424512357033853,0.9508628601439587,1.0200920754967107,0.0
45,340,0,0,1.4264306876119135,0.9505096975760403,1.0212645939413405,0.0
46,340,0,0,1.4250514825078724,0.9500908514122529,1.021089115324335,0.0
