seed,evaluated_shift_days,event_days,pf_fail_days,mean_daily_line_loss_mwh,worst_minimum_voltage_pu,worst_maximum_voltage_pu,event_rate
42,17,0,0,1.425380943598786,0.951242137023711,1.020323395052629,0.0
43,17,0,0,1.4245458995663982,0.9510721195817311,1.0203885620283242,0.0
44,17,0,0,1.4243499925668932,0.9508059004894516,1.0201649089247968,0.0
45,17,0,0,1.4258546825831013,0.9514373196181963,1.0212696915386303,0.0
46,17,0,0,1.4246502330378026,0.9504637374867047,1.021084781723828,0.0
