day,event,under_steps,over_steps,pf_fail,solver_failures,minimum_voltage_pu,maximum_voltage_pu,line_loss_mwh,absolute_reactive_throughput_mvarh,maximum_absolute_reactive_command_mvar,mean_online_optimisation_ms,p95_online_optimisation_ms
0,0,0,0,0,0,0.9526622613300161,1.0,1.9210114932373956,14.175761984705709,0.6606248646505316,0.8243833334897014,1.4645000010204967
1,0,0,0,0,0,0.9523634789702473,1.0,2.2216859846046995,19.302501292046596,0.75,0.9552177081862586,1.5995250005289563
2,0,0,0,0,0,0.952622124239471,1.0,2.1961839511767574,18.80896743362521,0.7067094442584126,0.8630906251786049,1.4455250020546373
3,0,0,0,0,0,0.9526573203664219,1.0,2.069999991787067,16.522157370771723,0.6808557266140755,0.9612093749259051,1.596674997927039
5,0,0,0,0,0,0.9528111842900949,1.0,1.5713161970443887,5.4582412658362545,0.39684080905233043,0.7556510414967003,1.6646249996483675
6,0,0,0,0,0,0.9517585830712746,1.0,2.3404015933787767,22.025828331206593,0.9723913778065592,0.8654625000114416,1.7718999997669016
7,0,0,0,0,0,0.9520074637195426,1.0,2.3674061025667195,23.15346596656671,0.8091687258218079,0.8100468750171785,1.5346250011134543
8,0,0,0,0,0,0.9525465570677246,1.0,2.161432489434238,19.080660729981936,0.75,0.8909406249889192,1.5565000003334717
9,0,0,0,0,0,0.9523772166171943,1.0,2.2455645706643255,20.32188001926171,0.75,0.8620354169579514,1.5341500011345488
10,0,0,0,0,0,0.9526211131942239,1.0,2.2542228473908965,20.04245117992926,0.75,0.8493843750253897,1.516975002232357
11,0,0,0,0,0,0.9527804720554476,1.0,1.8082478642740434,9.961373116035668,0.48900279258152163,1.043795833538752,1.7289000015807687
12,0,0,0,0,0,0.9527927586507159,1.0,1.6057048855118912,5.852280554417037,0.42263427112382385,0.7822854167898186,1.513224997324869
13,0,0,0,0,0,0.9516549822655002,1.0,2.505714106232282,25.24447337197731,1.145359344908717,0.7508687500982584,1.7392000008840114
14,0,0,0,0,0,0.9517197269563277,1.0,2.664250572212977,28.13892644021129,1.049135094344546,0.6143510415768105,1.4151750001474284
15,0,0,0,0,0,0.9516534989261001,1.0,2.7642694299806343,29.48132158323031,1.1754070256988667,0.6822604167382451,1.5358000018750317
16,0,0,0,0,0,0.9517437193958808,1.0,2.734325141049091,28.89148646496515,1.0561079629424466,0.617522916437944,1.3127749998602667
17,0,0,0,0,0,0.9526081888846094,1.0,2.235019309661195,20.537940824146567,0.75,0.8561458331920827,1.4966499993533944
18,0,0,0,0,0,0.9527953710879852,1.0,1.802042137965443,10.064044735447439,0.4439359200126293,0.975763541911571,1.5798499998709303
19,0,0,0,0,0,0.9528273309691419,1.0,1.6178520727800578,5.766536802121262,0.3583588854497052,0.7810968749405826,1.5143500022531953
20,0,0,0,0,0,0.9522933557102902,1.0,2.3656695857370567,22.09761929718076,0.75,0.8040989585727706,1.472275001106027
21,0,0,0,0,0,0.9520289647911806,1.0,2.3848550359156375,23.065322480364603,0.7720908033884059,0.7949552083346134,1.4688499977637548
22,0,0,0,0,0,0.9518398655677057,1.0,2.365764729603971,23.3334924157454,0.9425492799478509,0.7712395835142161,1.5444499995282968
23,0,0,0,0,0,0.9521881252326343,1.0,2.26103595799595,21.079275401622308,0.75,0.8484906248895641,1.5888750003796304
24,0,0,0,0,0,0.9526078702610256,1.0,2.1377569479364644,18.35750788996769,0.7226993731276459,0.8787937499998103,1.5008749996923143
25,0,0,0,0,0,0.9527771384528179,1.0,1.7275916643417966,8.2870086220853,0.45218581475805597,0.938793749734638,1.675450000220735
26,0,0,0,0,0,0.9528151172653673,1.0,1.6072621775625613,5.425046333360659,0.4039958363240498,0.7683562499020505,1.4976249995015678
