controller,pv_generation_scale,pv_s_scale,svc_q_scale,cap_total_mvar,asset_cost_index,stage,pr_violation_any,pr_pf_fail_any,daily_loss_mwh,daily_pv_energy_mwh,feasible
film,0.8,0.699999988079071,1.100000023841858,0.0,90.00000059604645,coarse,0.0,0.0,1.013636046805484,25.385135369278146,1
film,0.8,0.699999988079071,1.100000023841858,0.0,90.00000059604645,refined,0.0,0.0,1.0123853123239206,25.442338118996865,1
droop,0.8,0.699999988079071,1.100000023841858,0.0,90.00000059604645,coarse,1.0,1.0,2.849778169104325,0.7524504625529644,0
droop,0.8,0.699999988079071,1.100000023841858,0.0,90.00000059604645,refined,1.0,1.0,1.6338622325689245,0.4876238617788534,0
film,1.0,0.699999988079071,1.100000023841858,0.0,90.00000059604645,coarse,0.0,0.0,1.0493258021023752,31.731419211597675,1
film,1.0,0.699999988079071,1.100000023841858,0.0,90.00000059604645,refined,0.0,0.0,1.0493149059128566,31.802922648746073,1
droop,1.0,0.699999988079071,1.100000023841858,0.0,90.00000059604645,coarse,1.0,1.0,6.886425496200019,2.2300765359294066,0
droop,1.0,0.699999988079071,1.100000023841858,0.0,90.00000059604645,refined,1.0,1.0,5.02240314517948,1.813023364412195,0
