pair_id,scenario_index,delta_daily_loss_mwh,delta_mean_ext_grid_q_mvar,delta_mean_branch_abs_q_flow_mvar,delta_mean_line_current_squared_ka2,delta_mean_pv_absorption_mvar,delta_mean_svc_q_mvar,delta_worst_vmin,delta_worst_vmax
0,118,-0.04333411031229739,-0.275325537096518,-1.1888456996017656,-0.001650707187567168,-0.0002693237320686853,0.02700773968050879,0.0034112934007940465,0.0016757072647244353
0,119,-0.04495609624305186,-0.2780902509409936,-1.1760539923230455,-0.001666883935311985,0.00037869628330514105,0.02767476749916875,0.003725698108375197,0.0021895301492442787
0,120,-0.03607913315407063,-0.24932473389256266,-1.0208595144526065,-0.0013857581440895397,-4.1288930787568984e-05,0.014156581213076946,0.0012060118696924915,0.002240106951552523
0,121,-0.03498644535072426,-0.249397817317855,-1.0082221734266756,-0.0013483177814049216,5.8684131779424e-05,0.016436078896125195,0.001063541380791011,0.0022841041588650413
0,122,-0.04583718083634081,-0.2789806339974454,-1.2063048273259156,-0.0017017735066998003,4.115521519146292e-06,0.028426159794131933,0.0035279403895435157,0.0021745918550399868
0,123,-0.04048473431388011,-0.2628069557956107,-1.0775272973803958,-0.0015472157635856854,0.0005089985032875541,0.018291889068980993,0.0020734222428446802,0.001840031776804807
0,124,-0.04427204417393804,-0.2719411424539923,-1.1332205692391932,-0.0016541090310177725,2.7154232714774254e-05,0.02438325590143603,0.003712386246762178,0.0018684140511937564
0,125,-0.044584851016228444,-0.2772731721475097,-1.1617190088290865,-0.0016556342703114985,0.00039376553730958996,0.02737090053657687,0.003732012694248832,0.0020382984422360195
0,126,-0.03556320205134034,-0.24780067183039822,-1.0147002217688268,-0.0013600830430708089,0.00024295374446180185,0.014695712054769161,0.0009631051536749258,0.002396511013671443
0,127,-0.034336305658954736,-0.2512599030120392,-1.0045596525425626,-0.0013435062213130594,-3.8567213463250316e-05,0.017431518994271755,0.0010982241283287175,0.0016399777080209343
0,128,-0.03558362101873458,-0.2524243853222889,-1.0125228477100512,-0.0013919809013888118,-4.934725090793152e-05,0.01608404517173767,0.001448242235331243,0.0022991176313882367
0,129,-0.043791088136047374,-0.2758885627316306,-1.2101634498853073,-0.0016611199786402894,-0.00014809504606334845,0.027258049386243044,0.0031115522735829515,0.0016593098735870893
0,130,-0.04821246316214001,-0.28184890822929193,-1.336173694390582,-0.0017583921397150877,0.0005105769530817927,0.028384778027733204,0.003197246565994516,0.0015745117898715577
0,131,-0.046390611781661484,-0.2778164171342202,-1.253434196392286,-0.0016975256108371847,0.00039476333721864126,0.026964535315831484,0.003488442181301843,0.0015845573120667478
0,132,-0.032176660116473466,-0.24506211104577663,-1.0250081353757468,-0.0012567188503016732,0.0003470567853845266,0.015486505503455872,0.0011115668965422376,0.0016081311591231717
0,133,-0.03235599523813115,-0.24817543351228244,-0.993568268246193,-0.001271256025916448,0.0002554138345618809,0.017861629215379593,0.0009178404897300929,0.0016410998141771493
0,134,-0.034540879770809996,-0.24990472975276717,-1.0091167467672717,-0.0013466925517446743,-0.0001463708642781697,0.01592963095754385,0.0011127733631073333,0.0016657893439080418
0,135,-0.03357732781051914,-0.24971553941512814,-1.007908173375264,-0.0013223646232202457,-7.852289230977916e-05,0.016307013109326363,0.0009079888026632954,0.0016593079718458803
0,136,-0.04406449863034523,-0.27385786404658935,-1.158263267965653,-0.0016601317395747162,-0.00025024550497039673,0.025118576052288233,0.0031538017747665403,0.002017962326002598
0,137,-0.04446512450095974,-0.2790699881809318,-1.1507529172632225,-0.0016575111293780191,0.00037390216686877635,0.028785983721415165,0.003654052029044008,0.0020946414537130753
0,138,-0.033194983687022894,-0.2472872849035272,-1.001746586374507,-0.0012947631345931257,0.0002009381221822447,0.016127075999975204,0.0009445791524731462,0.0016579228038422489
0,139,-0.03299640921565383,-0.2502692046797013,-0.9918060765841794,-0.0013052188642956597,-7.549846923393666e-05,0.01728153508156538,0.0009836968994414441,0.001662405775336273
0,140,-0.04049281616362599,-0.2681149299092563,-1.0972178290903596,-0.0015543514169759388,4.0623459011814717e-05,0.023085804966588797,0.0017527643551300542,0.0020839806361594437
0,141,-0.03496550635714435,-0.253819660216094,-1.0439597982900013,-0.001382052540493589,0.0001737628542834782,0.016377554585536358,0.0008743589233906057,0.0016490148265313476
0,142,-0.044877290996856556,-0.2786482393362559,-1.1576193059059143,-0.0016663609776699229,0.0003442448802165373,0.028041840841372845,0.003738028844525565,0.0021127183219706858
0,143,-0.03625138088518853,-0.2493500617197656,-1.0047331060881586,-0.001391837321023895,4.337717037746283e-05,0.013908673388262516,0.0008084196046337366,0.0024060824976817052
0,144,-0.034506601290738015,-0.2503060891050154,-0.9929019886996446,-0.0013425911773006574,0.00010915333985376391,0.01726720482110977,0.0009027785596739113,0.002431309596339526
0,145,-0.03449423984831679,-0.2505375244645646,-0.9909934233256923,-0.0013449392973942376,1.2631558387238284e-05,0.017100649885833263,0.0009881577149488674,0.0024124582117563964
0,146,-0.03232465059949852,-0.2513862244089064,-0.9870638123588762,-0.0012739982590133508,0.0005887972508148084,0.0208553709089756,0.000876612850805647,0.001618055564532428
0,147,-0.04116876358050314,-0.27337246633697626,-1.151795863949272,-0.0015950428090597477,-0.00026614275040117916,0.026331241553028406,0.0025643040957611385,0.0016367465404922843
0,148,-0.03424815283974625,-0.24818871178644414,-1.009564207003823,-0.0013351459218512857,4.851544429924914e-06,0.015251601735750797,0.0013844399122079354,0.0016576577347724442
0,149,-0.03231330260887688,-0.24751702677348048,-1.0025586506923911,-0.001262311097256795,0.0001455934131115097,0.01860744071503473,0.0011414989918736573,0.0016644593530497076
0,150,-0.03172815340388446,-0.2466653886109249,-1.0027794698276535,-0.0012413384999337695,0.0003226915020214799,0.018962117222448227,0.0013465092150163338,0.0016128735247027404
0,151,-0.032188369317068366,-0.2506941928586123,-1.010996889050352,-0.0012799399607673762,0.000307217757334409,0.020032873998085732,0.0012469371601323553,0.0016640077675318388
0,152,-0.04055362357471726,-0.2756833477049729,-1.2176646792418513,-0.0015824721525093087,-0.00019301734933405493,0.029301664792001247,0.0030735485938500062,0.0016511972140957898
0,153,-0.035255546606961286,-0.248697834474001,-1.0198841494502249,-0.001365803646456415,4.802804954034262e-05,0.014390134252607822,0.0008067676989984562,0.0016540657481105558
0,154,-0.034194334764899414,-0.25019733826449725,-1.004580728975279,-0.0013369641333578694,-2.654560437368586e-05,0.017058373118440273,0.001007697277183528,0.0016641083128026146
0,155,-0.03413272877067497,-0.25019435565523995,-0.9975266819315989,-0.0013312500561353802,6.91274854477189e-05,0.017671903905769226,0.001287383908494255,0.0017567719983588859
0,156,-0.03255302380923486,-0.25096652955685084,-0.999875232915616,-0.001286229018276408,0.00031659681802126416,0.02020647718260682,0.0012033599814595952,0.001669503033026265
0,157,-0.041808882818482496,-0.2729841612990613,-1.1527711154981652,-0.0016102630382924428,-0.00031897414035624017,0.02559410035610199,0.0027275103833158676,0.0016460156779285473
0,158,-0.044710933842372125,-0.2801033835012475,-1.1920649059181745,-0.0016756988034916757,0.0002755257132710156,0.029827404146393177,0.0037322059494859783,0.0021393317418565427
0,159,-0.03196405616888076,-0.24316226335557933,-1.0273814037701285,-0.0012184629532375688,0.0009289278209594284,0.019383972200254673,0.0012146104289834092,0.0016198123087820537
0,160,-0.03184357768134993,-0.24828566618546305,-1.001495362785171,-0.0012496233497779063,0.00038415977211232744,0.019951057620346546,0.0012476683713802394,0.0016331685647630323
0,161,-0.0313582825209382,-0.23711780381736752,-1.0358394518194958,-0.0011439543098328703,0.002351183078193722,0.02296259067952633,0.0009369794501377093,0.0012716274055593058
0,162,-0.03441070610943697,-0.2505613801002893,-1.0007917801501707,-0.00134440517407855,-0.00010623734888307729,0.017157863825559616,0.001364208753313112,0.001654058810983683
0,163,-0.032942327953248585,-0.24972915752214198,-1.0157799333193616,-0.0012974163019183818,0.00010103061625691898,0.01920731955518329,0.0012693002919133,0.001618546288882694
0,164,-0.04359421230003124,-0.27656745554215895,-1.2181948792238568,-0.0016614775452670587,-0.00024215631367487458,0.028289417115350546,0.003120841686095055,0.0016071186973936058
0,165,-0.04543703552732303,-0.28104875466766394,-1.2382940392247788,-0.0016946218462914261,0.00037827033621891035,0.03010369961460435,0.003779304105212322,0.0015883639294258511
0,166,-0.034281463075262586,-0.24798747959619233,-1.0210608074348082,-0.0013326519624722241,4.959218512658528e-05,0.015347736577192905,0.0010317718144979837,0.001666305394394385
0,167,-0.035100581137482934,-0.2504135324725724,-1.0033462099685178,-0.0013613054005832403,-2.4820511061542094e-05,0.0167247333253423,0.0008776077702939977,0.0023333644012810684
