candidate_id,scenario_index,mismatch_id,mismatch_seed,pv_s_scale,svc_q_scale,cap_total_mvar,r_std,x_std,load_std,pv_std,topology_reconfiguration,mean_r_multiplier,mean_x_multiplier,load_multiplier,pv_multiplier,risk,under_steps,over_steps,pf_fail,projection_failures,intervention_rate,daily_loss_mwh,actual_vmin,actual_vmax
105,9,0,2026100882,0.45,0.5625,0.0,0.0,0.0,0.0,0.0,tie32_open18,1.0,1.0,1.0,1.0,0,0,0,0,0,0.0,0.9017331706515949,0.9615175758296208,1.017066418224103
105,10,0,2026101891,0.45,0.5625,0.0,0.0,0.0,0.0,0.0,tie32_open18,1.0,1.0,1.0,1.0,0,0,0,0,0,0.0,0.8803757569997763,0.9613561661228017,1.008845530499712
105,11,0,2026102900,0.45,0.5625,0.0,0.0,0.0,0.0,0.0,tie32_open18,1.0,1.0,1.0,1.0,0,0,0,0,0,0.0,1.3591393925030655,0.9580358935921944,1.0265189883496864
105,12,0,2026103909,0.45,0.5625,0.0,0.0,0.0,0.0,0.0,tie32_open18,1.0,1.0,1.0,1.0,0,0,0,0,0,0.0,1.7159815441480286,0.954023824119504,1.0
105,13,0,2026104918,0.45,0.5625,0.0,0.0,0.0,0.0,0.0,tie32_open18,1.0,1.0,1.0,1.0,0,0,0,0,0,0.0,2.0278206413921587,0.9525246936457387,1.0
105,14,0,2026105927,0.45,0.5625,0.0,0.0,0.0,0.0,0.0,tie32_open18,1.0,1.0,1.0,1.0,0,0,0,0,0,0.0,1.9342981284076066,0.9521510364069432,1.0
105,15,0,2026106936,0.45,0.5625,0.0,0.0,0.0,0.0,0.0,tie32_open18,1.0,1.0,1.0,1.0,0,0,0,0,0,0.0,2.3623723895239412,0.9512478197067781,1.0
105,16,0,2026107945,0.45,0.5625,0.0,0.0,0.0,0.0,0.0,tie32_open18,1.0,1.0,1.0,1.0,0,0,0,0,0,0.0,1.751417951952178,0.9565055233439252,1.0
267,0,0,2026091801,0.9,1.5,0.5,0.0,0.0,0.0,0.0,tie32_open18,1.0,1.0,1.0,1.0,0,0,0,0,0,0.0,0.9743263868824469,0.965782418011264,1.0
267,1,0,2026092810,0.9,1.5,0.5,0.0,0.0,0.0,0.0,tie32_open18,1.0,1.0,1.0,1.0,0,0,0,0,0,0.0,3.076198363048959,0.9534683807609148,1.0
267,2,0,2026093819,0.9,1.5,0.5,0.0,0.0,0.0,0.0,tie32_open18,1.0,1.0,1.0,1.0,0,0,0,0,0,0.0,1.6840277157904255,0.9587374723192084,1.0
267,3,0,2026094828,0.9,1.5,0.5,0.0,0.0,0.0,0.0,tie32_open18,1.0,1.0,1.0,1.0,0,0,0,0,0,0.0,2.639602885793092,0.9547819178361739,1.0
267,4,0,2026095837,0.9,1.5,0.5,0.0,0.0,0.0,0.0,tie32_open18,1.0,1.0,1.0,1.0,0,0,0,0,0,0.0,1.7115546738493004,0.9559623167163086,1.0220215073364207
267,5,0,2026096846,0.9,1.5,0.5,0.0,0.0,0.0,0.0,tie32_open18,1.0,1.0,1.0,1.0,0,0,0,0,0,0.0,0.8556621065783421,0.9666589038764346,1.0115567524189326
267,6,0,2026097855,0.9,1.5,0.5,0.0,0.0,0.0,0.0,tie32_open18,1.0,1.0,1.0,1.0,0,0,0,0,0,0.0,1.374707002499156,0.9617261780072741,1.0152734926369567
267,7,0,2026098864,0.9,1.5,0.5,0.0,0.0,0.0,0.0,tie32_open18,1.0,1.0,1.0,1.0,0,0,0,0,0,0.0,0.8144603192836073,0.9672191909881599,1.0066872056386942
267,8,0,2026099873,0.9,1.5,0.5,0.0,0.0,0.0,0.0,tie32_open18,1.0,1.0,1.0,1.0,0,0,0,0,0,0.0,1.2336394504479073,0.9632847135302428,1.0295588947808951
267,9,0,2026100882,0.9,1.5,0.5,0.0,0.0,0.0,0.0,tie32_open18,1.0,1.0,1.0,1.0,0,0,0,0,0,0.0,0.8512354111604619,0.9671317605152103,1.0245210166470031
267,10,0,2026101891,0.9,1.5,0.5,0.0,0.0,0.0,0.0,tie32_open18,1.0,1.0,1.0,1.0,0,0,0,0,0,0.0,0.830239783862327,0.9669771348479469,1.016278890684952
267,11,0,2026102900,0.9,1.5,0.5,0.0,0.0,0.0,0.0,tie32_open18,1.0,1.0,1.0,1.0,0,0,0,0,0,0.0,1.3055696384211213,0.9615044982366864,1.0339333692590804
267,12,0,2026103909,0.9,1.5,0.5,0.0,0.0,0.0,0.0,tie32_open18,1.0,1.0,1.0,1.0,0,0,0,0,0,0.0,1.6667240053350987,0.957607456412733,1.0068389792811374
267,13,0,2026104918,0.9,1.5,0.5,0.0,0.0,0.0,0.0,tie32_open18,1.0,1.0,1.0,1.0,0,0,0,0,0,0.0,1.9826084948673903,0.9562099170057302,1.0
267,14,0,2026105927,0.9,1.5,0.5,0.0,0.0,0.0,0.0,tie32_open18,1.0,1.0,1.0,1.0,0,0,0,0,0,0.0,1.8850399344239501,0.9559033451325872,1.006501479906733
267,15,0,2026106936,0.9,1.5,0.5,0.0,0.0,0.0,0.0,tie32_open18,1.0,1.0,1.0,1.0,0,0,0,0,0,0.0,2.314426439963631,0.9551942949313772,1.0
267,16,0,2026107945,0.9,1.5,0.5,0.0,0.0,0.0,0.0,tie32_open18,1.0,1.0,1.0,1.0,0,0,0,0,0,0.0,1.700407635843962,0.9600411302913584,1.0
