method,day,event,under_steps,over_steps,pf_fail,minimum_voltage_pu,maximum_voltage_pu,line_loss_mwh,mean_absolute_normalized_action,rms_normalized_action,normalized_action_saturation_fraction,absolute_reactive_throughput_mvarh,maximum_absolute_reactive_command_mvar
pilot_droop,0,0,0,0,0,0.9563866023662642,1.0228404108574038,3.0323016725155987,0.2010161078069359,0.2061486224857581,0.0,74.3703948357394,1.1302095200149473
pilot_droop,1,0,0,0,0,0.9543218426615412,1.0283196413967128,3.64358016021981,0.22288218629546463,0.22678862379064849,0.0,82.46200442960489,1.3416408398118889
pilot_droop,2,0,0,0,0,0.9555205835877436,1.026453090318113,3.5944705849129144,0.22132479205417135,0.2246106180233526,0.0,81.8872458244677,1.3416408398118889
pilot_droop,3,0,0,0,0,0.9567790747604198,1.0269934021771876,3.3479305726870923,0.21422149683348835,0.21743723562526915,0.0,79.25469945951616,1.3416408398118889
pilot_droop,5,0,0,0,0,0.9613456903574568,1.0257723156629444,2.131998858731373,0.16727099909136692,0.17044882041975964,0.0,61.8856021088114,1.194081712222591
pilot_droop,6,0,0,0,0,0.9519732056217628,1.0288536376550836,3.815479951707133,0.22967741929460317,0.2343825221562031,0.0,84.96278681305891,1.313590456561142
pilot_droop,7,0,0,0,0,0.9527767434347977,1.024511995465396,3.9269467883379496,0.23446098489997289,0.2376843060124262,0.0,86.73399859186463,1.3416408398118889
pilot_droop,8,0,0,0,0,0.9546462717637269,1.0251517670462353,3.5670483858684476,0.2236019413297375,0.2266595808512987,0.0,82.70772067041719,1.3416408398118889
pilot_droop,9,0,0,0,0,0.954407697332957,1.0258680859430156,3.729906842457878,0.22723456906775633,0.23045857969098976,0.0,84.06770724420802,1.3416408398118889
pilot_droop,10,0,0,0,0,0.955171456674929,1.0259615103784199,3.7167200380988703,0.22546898115736744,0.22885220943078552,0.0,83.42002098601499,1.3416408398118889
pilot_droop,11,0,0,0,0,0.9586909935847496,1.0267114382818263,2.689490673664046,0.19002745610972246,0.1925843776468809,0.0,70.3070311360323,1.3416408398118889
pilot_droop,12,0,0,0,0,0.9605571641707711,1.0281746036518404,2.191167574427917,0.17147277299469957,0.17440466684397635,0.0,63.43078329258268,1.286974832914002
pilot_droop,13,0,0,0,0,0.9512304895805928,1.02842448969109,4.054928906848204,0.23753119298877814,0.24196999187279722,0.0,87.86853505725017,1.3416408398118889
pilot_droop,14,0,0,0,0,0.9516282448396282,1.023018276900852,4.274431970436753,0.2437549514385561,0.24731661616201972,0.0,90.18156098631272,1.3416408398118889
pilot_droop,15,0,0,0,0,0.9511108702511947,1.0233208340144746,4.348820881755739,0.24595955836897096,0.24960727288503837,0.0,90.99677605620049,1.3416408398118889
pilot_droop,16,0,0,0,0,0.9515867887571202,1.0224003022872696,4.321679435732996,0.24483487817148367,0.24838757588997928,0.0,90.58276253196894,1.3416408398118889
pilot_droop,17,0,0,0,0,0.9547609739159078,1.023886249992119,3.736777157696609,0.22857812140136957,0.23127465144570436,0.0,84.56105225942385,1.3416408398118889
pilot_droop,18,0,0,0,0,0.9584612935586395,1.025135057259109,2.692116917654916,0.19104535761289299,0.19306031169796667,0.0,70.68244415028943,1.3416408398118889
pilot_droop,19,0,0,0,0,0.9602360952155976,1.0285768821901622,2.218144458628018,0.17171632184181362,0.1743211550991242,0.0,63.5298717869755,1.302723202144116
pilot_droop,20,0,0,0,0,0.9540072550352551,1.029004376004085,3.897197929106614,0.2303156784425179,0.23458257672506908,0.0,85.21371236082673,1.3416408398118889
pilot_droop,21,0,0,0,0,0.9530114920333895,1.0253113214869412,3.9683641153392957,0.23445272399112582,0.23789472733423467,0.0,86.74002764708635,1.3416408398118889
pilot_droop,22,0,0,0,0,0.9521225613508024,1.0238590375154522,3.8939532039267037,0.23439397430047393,0.23775137800158924,0.0,86.69685095565688,1.3416408398118889
pilot_droop,23,0,0,0,0,0.9539094533226156,1.0247942312920144,3.76856663180013,0.22941624916469058,0.23274934000646,0.0,84.8680371735598,1.3416408398118889
pilot_droop,24,0,0,0,0,0.9553347560421303,1.0266054282694084,3.5177077062331485,0.22102377524909875,0.22420124936259778,0.0,81.7656159506763,1.3416408398118889
pilot_droop,25,0,0,0,0,0.9590471331659532,1.0279680222564427,2.4986222282932418,0.18429614549192289,0.18665404684340312,0.0,68.18043040899474,1.3416408398118889
pilot_droop,26,0,0,0,0,0.960752924122942,1.0280658916938734,2.18016870705397,0.1704666636263331,0.1730689911913568,0.0,63.06614892518976,1.2827285309194911
pilot_droop,27,0,0,0,0,0.9524128274021179,1.0285332383233003,3.8791604876645907,0.23093054924781123,0.2357893091821157,0.0,85.43411613558284,1.3010118864627123
pilot_droop,28,0,0,0,0,0.9535633182643016,1.0253692985802856,3.692708184675111,0.22925753394762674,0.23211941549032716,0.0,84.78747962342189,1.3416408398118889
pilot_droop,29,0,0,0,0,0.9518527948575737,1.0254867831672418,4.070396272586623,0.2385808111478885,0.24252429038636866,0.0,88.25784119471972,1.3416408398118889
pilot_droop,30,0,0,0,0,0.9528374237362874,1.0247137254663887,3.9738245745207994,0.23635979392565787,0.23962642730738531,0.0,87.43517496190262,1.3416408398118889
pilot_droop,31,0,0,0,0,0.9546763036974955,1.022969925364706,3.671750422331331,0.22769424373594424,0.23039016705231602,0.0,84.22351892307003,1.3416408398118889
pilot_droop,32,0,0,0,0,0.9587099543255958,1.026681546297212,2.5232115433910014,0.18556690138454238,0.1875294589500872,0.0,68.65096277516797,1.3416408398118889
pilot_droop,33,0,0,0,0,0.9606710591476872,1.0281019626128092,2.1966858518344394,0.17155282536987215,0.1742064974641138,0.0,63.466366957883714,1.2841370343557117
pilot_droop,34,0,0,0,0,0.9538392832097935,1.0281760012298253,3.568750715712192,0.22501990369831523,0.22843067040317927,0.0,83.21708687576539,1.3416408398118889
pilot_droop,35,0,0,0,0,0.9537339435158507,1.0227064322199493,3.5941196921666827,0.22779525824201605,0.22988528783414738,0.0,84.2245515603736,1.3416408398118889
pilot_droop,36,0,0,0,0,0.9530216114213055,1.0217133356989532,3.779129419803539,0.23305469347784916,0.2353132117625846,0.0,86.18476468767668,1.3416408398118889
pilot_droop,37,0,0,0,0,0.9536414741185812,1.0220551280483234,3.776391072459537,0.2327599242174377,0.2348518537950289,0.0,86.08244694820192,1.3416408398118889
pilot_droop,39,0,0,0,0,0.9581299255069743,1.024290778726344,2.700097693943191,0.19266047918548188,0.19435100361236282,0.0,71.2758854705852,1.3416408398118889
pilot_droop,40,0,0,0,0,0.9592960156607203,1.0290934216111582,2.297655017530508,0.17641645759188881,0.17869462050608131,0.0,65.26466772263203,1.3416408398118889
pilot_droop,41,0,0,0,0,0.9545371604108472,1.027380041650904,3.5254577095171413,0.223442188774546,0.226504324627963,0.0,82.64233282072375,1.3416408398118889
pilot_droop,42,0,0,0,0,0.9544827279875148,1.0274696588236532,3.3195353385888993,0.21983092448984584,0.22175629588047338,0.0,81.22299347865794,1.3416408398118889
pilot_droop,43,0,0,0,0,0.9532138831816734,1.0314165946324727,3.4219871280208096,0.22374144142183164,0.2259270428716065,0.0,82.63130354430649,1.3416408398118889
pilot_droop,44,0,0,0,0,0.9528365607445921,1.0216420235681687,4.140639850526039,0.24186688009649515,0.2445778099973044,0.0,89.4744759502442,1.3416408398118889
pilot_droop,45,0,0,0,0,0.955054374625586,1.0222119407495853,3.4359762199193886,0.22301950072869658,0.22507870621777473,0.0,82.45138730371616,1.3416408398118889
pilot_droop,46,0,0,0,0,0.9582917908914627,1.024547720244052,2.5958331339958542,0.18970573724557957,0.19135747007886256,0.0,70.17690355984033,1.3416408398118889
pilot_droop,47,0,0,0,0,0.9596607382671417,1.0292251764279754,2.0515083696614327,0.16771033010445535,0.17013963794090584,0.0,62.020672476007945,1.3282219390770689
pilot_droop,48,0,0,0,0,0.9542162474500167,1.0283029316379206,3.45723900610363,0.22195662115700543,0.22523662919167656,0.0,82.07832231997092,1.3416408398118889
pilot_droop,49,0,0,0,0,0.9540334105952126,1.024159207775235,3.5387111479075926,0.22591138522451124,0.22823574977277605,0.0,83.53054119645665,1.3416408398118889
pilot_droop,50,0,0,0,0,0.9541816774918398,1.0241521755298917,3.378178612283608,0.22182943540004393,0.2239998473984673,0.0,81.97745221635343,1.3416408398118889
pilot_droop,51,0,0,0,0,0.9536258559289787,1.022648411124529,3.439672851471691,0.22404094583665332,0.2262029993372949,0.0,82.80249799864991,1.3416408398118889
pilot_droop,52,0,0,0,0,0.9544453411053627,1.0275940155752206,3.3283469131148045,0.22098876140080392,0.22296504266988318,0.0,81.63882157399553,1.3416408398118889
pilot_droop,53,0,0,0,0,0.9578527460787832,1.027423747012254,2.3779725239282334,0.18424779215517142,0.18588360730982437,0.0,68.06655861198554,1.3416408398118889
pilot_droop,54,0,0,0,0,0.9588567933745739,1.0298363510455133,2.05339810843531,0.16721782181411982,0.170399719951288,0.0,61.76284046507275,1.3416408398118889
pilot_droop,55,0,0,0,0,0.9513791522390393,1.0253986232816978,3.7572701830584907,0.23402626610671481,0.2368015165211598,0.0,86.51021707932608,1.3416408398118889
pilot_droop,56,0,0,0,0,0.9518212661441435,1.0251031101383026,3.864125087451067,0.23909721647699675,0.2406837410645056,0.0,88.35061364017018,1.3416408398118889
pilot_droop,57,0,0,0,0,0.9509019499319487,1.0267056475302352,3.904866436299942,0.24069635989144444,0.24244894172140702,0.0,88.92174929710559,1.3416408398118889
pilot_droop,58,0,0,0,0,0.9519894009590953,1.0291594600211524,3.8038668677250396,0.23745850985869765,0.23894309556278837,0.0,87.71611791691826,1.3416408398118889
pilot_droop,59,0,0,0,0,0.9531400044507506,1.0269005937778724,3.7504666889004685,0.23574411356821656,0.2371716874337071,0.0,87.0987897757312,1.3416408398118889
