candidate_id,scenario_index,day_index,t0,pv_s_scale,svc_q_scale,cap_total_mvar,risk,under_risk,over_risk,under_steps,over_steps,pf_fail,daily_loss_mwh,vmin,vmax,raw_vmin,raw_vmax,intervention_steps,intervention_rate,projection_failures,mean_correction_norm,max_correction_norm,power_flow_previews
2000,1,2,192,0.7,0.7,0.0,0,0,0,0,0,0,0.8984878971207664,0.950323916742162,1.0235397953818104,0.950323916742162,1.0235397953818104,0,0.0,0,0.0,0.0,0
2000,2,4,384,0.7,0.7,0.0,0,0,0,0,0,0,0.8915853549721189,0.9559770164230816,1.0190463329069774,0.9559770164230816,1.0190463329069774,0,0.0,0,0.0,0.0,0
2000,3,6,576,0.7,0.7,0.0,0,0,0,0,0,0,0.9126422527457664,0.954116587771608,1.01961189193791,0.954116587771608,1.01961189193791,0,0.0,0,0.0,0.0,0
2000,4,7,672,0.7,0.7,0.0,0,0,0,0,0,0,0.9158539991385122,0.9542379158456628,1.0222968494432032,0.9542379158456628,1.0222968494432032,0,0.0,0,0.0,0.0,0
2000,5,10,960,0.7,0.7,0.0,0,0,0,0,0,0,0.8911712863326275,0.955112382186216,1.0179792738704774,0.955112382186216,1.0179792738704774,0,0.0,0,0.0,0.0,0
2000,6,13,1248,0.7,0.7,0.0,0,0,0,0,0,0,0.9142849299531172,0.9520922221085448,1.0250467247217945,0.9520922221085448,1.0250467247217945,0,0.0,0,0.0,0.0,0
2000,7,16,1536,0.7,0.7,0.0,0,0,0,0,0,0,0.9140142501741594,0.9523802748512008,1.0259157778491537,0.9523802748512008,1.0259157778491537,0,0.0,0,0.0,0.0,0
2000,8,17,1632,0.7,0.7,0.0,0,0,0,0,0,0,0.896041477669072,0.957766074111542,1.024590671033188,0.957766074111542,1.024590671033188,0,0.0,0,0.0,0.0,0
2000,9,20,1920,0.7,0.7,0.0,0,0,0,0,0,0,0.8830720302032046,0.9549533965486772,1.022076984020869,0.9549533965486772,1.022076984020869,0,0.0,0,0.0,0.0,0
2000,10,22,2112,0.7,0.7,0.0,0,0,0,0,0,0,0.9067172358680072,0.9564031206207244,1.0282869479998693,0.9564031206207244,1.0282869479998693,0,0.0,0,0.0,0.0,0
