seed,evaluated_days,event_days,pf_fail_days,mean_daily_line_loss_mwh,worst_minimum_voltage_pu,worst_maximum_voltage_pu,daily_minimum_voltage_p01_pu,daily_maximum_voltage_p99_pu,days_with_minimum_voltage_within_0p001_pu_of_lower_limit,days_with_maximum_voltage_within_0p001_pu_of_upper_limit,mean_absolute_normalized_action,mean_rms_normalized_action,normalized_action_saturation_fraction,mean_daily_absolute_reactive_throughput_mvarh,maximum_absolute_reactive_command_mvar
42,10,8,0,2.231456787950506,0.9328475969643568,1.0227894292812192,0.9332616451151379,1.0226049790195577,0,0,0.11554437206359583,0.16320672836715827,0.0,37.61190221394811,1.006230563218898
43,10,8,0,2.210296703115199,0.9328524958121949,1.0229662796663406,0.933266405698084,1.0228051200916446,0,0,0.11898088709761698,0.16299095067877367,0.0,37.10783419818585,1.006230563218898
44,10,8,0,2.209646434801223,0.9328425248354716,1.0223104292265315,0.9332567690490193,1.0221723693755778,0,0,0.11034642957383764,0.15199990876548894,0.0,37.10639905817816,1.006230563218898
45,10,8,0,2.2281133673190543,0.9328477682046736,1.0229673503979733,0.9332619199450705,1.0228064574305396,0,0,0.11592802207451314,0.1603490263396426,0.0,37.79084446539392,1.006230563218898
46,10,8,0,2.243494639349467,0.9328664385893568,1.0229703707164206,0.9332802391024229,1.0228095044798238,0,0,0.12278798640472814,0.1707186218140105,0.0,38.287357697707016,1.006230563218898
