candidate_id,pv_s_scale,svc_q_scale,cap_total_mvar,pv_nameplate_mva,svc_nameplate_mvar,evaluated_days,event_days,pf_fail_days,projection_failure_steps,mean_daily_loss_mwh,max_daily_loss_mwh,mean_intervention_rate,max_intervention_rate,worst_vmin,worst_vmax,risk_hat,risk_upper_95,selection_eligible,pareto,representative_role
14,0.225,0.375,1.0,3.0186917696247164,0.75,17,0,0,0,2.532277872359539,3.840560189372277,0.20772058823529413,0.6875,0.9504999999475476,1.0221691632107672,0.0,0.16156611126074005,True,True,minimum_pv_nameplate
14,0.225,0.375,1.0,3.0186917696247164,0.75,17,0,0,0,2.532277872359539,3.840560189372277,0.20772058823529413,0.6875,0.9504999999475476,1.0221691632107672,0.0,0.16156611126074005,True,True,minimum_svc_nameplate
15,0.225,0.5625,0.0,3.0186917696247164,1.125,17,0,0,0,1.4884788436033505,2.696415505505475,0.0,0.0,0.9538414640677662,1.0147234756505248,0.0,0.16156611126074005,True,True,minimum_fixed_capacitor
267,0.9,1.5,0.5,12.074767078498866,3.0,17,0,0,0,1.447627108385011,2.6562956120540018,0.0,0.0,0.9562305253989852,1.018884420026322,0.0,0.16156611126074005,True,True,minimum_operating_loss
267,0.9,1.5,0.5,12.074767078498866,3.0,17,0,0,0,1.447627108385011,2.6562956120540018,0.0,0.0,0.9562305253989852,1.018884420026322,0.0,0.16156611126074005,True,True,minimum_projection_use
