candidate_id,pv_s_scale,svc_q_scale,cap_total_mvar,pv_nameplate_mva,svc_nameplate_mvar,evaluated_days,event_days,pf_fail_days,projection_failure_steps,mean_daily_loss_mwh,max_daily_loss_mwh,mean_intervention_rate,max_intervention_rate,worst_vmin,worst_vmax,risk_hat,risk_upper_95,selection_eligible,pareto,representative_role,analysis_order
100,0.45,0.375,0.0,6.037383539249433,0.75,17,0,0,0,1.491213909898596,2.69094632748527,0.0,0.0,0.9522938045562828,1.0148985591811557,0.0,0.16156611126074,True,True,support_corner_probe,0
105,0.45,0.5625,0.0,6.037383539249433,1.125,17,0,0,0,1.484753111157771,2.698171272007821,0.0,0.0,0.9536555118339456,1.014931695045702,0.0,0.16156611126074,True,True,first_all_method_seed_selection_pass,1
267,0.9,1.5,0.5,12.074767078498866,3.0,17,0,0,0,1.447627108385011,2.6562956120540018,0.0,0.0,0.9562305253989852,1.018884420026322,0.0,0.16156611126074,True,True,supported_low_loss_reference,2
