candidate_id,scenario_index,day_index,t0,pv_s_scale,svc_q_scale,cap_total_mvar,risk,under_risk,over_risk,under_steps,over_steps,pf_fail,daily_loss_mwh,vmin,vmax,raw_vmin,raw_vmax,intervention_steps,intervention_rate,projection_failures,mean_correction_norm,max_correction_norm,power_flow_previews,projection_iterations,steps_within_0_001_of_reporting_limit,steps_within_0_001_of_projection_guard,actor_total_seconds,actor_mean_ms,projection_total_seconds,projection_mean_ms,preview_total_seconds,optimiser_total_seconds,execution_total_seconds,execution_mean_ms,balance_audit_total_seconds,online_path_total_seconds,completed_steps,max_p_balance_residual_mw,max_q_balance_residual_mvar
100,0,0,0,0.45,0.375,0.0,0,0,0,0,0,0,0.9141512846137405,0.9628913065864715,1.0018717079297328,0.9628913065864715,1.0018717079297328,0,0.0,0,0.0,0.0,0,0,0,0,0.028618799973628484,0.2981124997252967,0.0,0.0,0.0,0.0,1.6352187999946182,17.033529166610606,0.10130220001883572,1.6638375999682466,96,1.903300017591647e-08,3.1602231664873415e-08
100,1,9,864,0.45,0.375,0.0,0,0,0,0,0,0,2.69094632748527,0.9522938045562827,1.0,0.9522938045562827,1.0,0,0.0,0,0.0,0.0,0,0,0,0,0.02902449999965029,0.3023385416630238,0.0,0.0,0.0,0.0,1.8341991999623133,19.106241666274098,0.11941220001608599,1.8632236999619636,96,9.876471799251385e-08,8.99113451746647e-08
100,2,41,3936,0.45,0.375,0.0,0,0,0,0,0,0,1.5395485884976199,0.9578714018850213,1.001269181928309,0.9578714018850213,1.001269181928309,0,0.0,0,0.0,0.0,0,0,0,0,0.028597899981832597,0.29789479147742287,0.0,0.0,0.0,0.0,1.70328830001381,17.742586458477188,0.10779139998339815,1.7318861999956425,96,8.845310206506696e-08,7.90600460792712e-08
100,3,51,4896,0.45,0.375,0.0,0,0,0,0,0,0,2.3556704080983626,0.9536753361713657,1.0,0.9536753361713657,1.0,0,0.0,0,0.0,0.0,0,0,0,0,0.02789890002895845,0.2906135419683172,0.0,0.0,0.0,0.0,1.8275445999970543,19.036922916635984,0.1156713000164018,1.8554435000260128,96,9.113022210113786e-08,9.340660300782844e-08
100,4,71,6816,0.45,0.375,0.0,0,0,0,0,0,0,1.6444146423789354,0.9551243473939184,1.0089744039999085,0.9551243473939184,1.0089744039999085,0,0.0,0,0.0,0.0,0,0,0,0,0.028543599997647107,0.29732916664215736,0.0,0.0,0.0,0.0,1.743762699967192,18.164194791324917,0.10885300001245923,1.7723062999648391,96,9.123045055514645e-08,9.98680303732069e-08
100,5,120,11520,0.45,0.375,0.0,0,0,0,0,0,0,0.8665812705027134,0.962892428986256,1.0065044831821368,0.962892428986256,1.0065044831821368,0,0.0,0,0.0,0.0,0,0,0,0,0.02862499996990664,0.29817708301986084,0.0,0.0,0.0,0.0,1.8797063001256902,19.580273959642607,0.12056959994515637,1.9083313000955968,96,2.3814214827541647e-08,3.480005721090418e-08
100,6,149,14304,0.45,0.375,0.0,0,0,0,0,0,0,1.3913365568322298,0.9605143278752843,1.00701732489779,0.9605143278752843,1.00701732489779,0,0.0,0,0.0,0.0,0,0,0,0,0.029462699996656738,0.30690312496517436,0.0,0.0,0.0,0.0,1.8346387000274262,19.110819791952355,0.11756859994056867,1.864101400024083,96,9.456453902920159e-08,9.29751621525643e-08
100,7,175,16800,0.45,0.375,0.0,0,0,0,0,0,0,0.8406838262788066,0.9627404553598641,1.0051412773375994,0.9627404553598641,1.0051412773375994,0,0.0,0,0.0,0.0,0,0,0,0,0.030050399975152686,0.3130249997411738,0.0,0.0,0.0,0.0,1.949645699984103,20.308809374834407,0.12518760001694318,1.9796960999592557,96,1.7548519087515202e-08,3.056418278191142e-08
100,8,201,19296,0.45,0.375,0.0,0,0,0,0,0,0,1.263806078259599,0.96134652222889,1.01147777615171,0.96134652222889,1.01147777615171,0,0.0,0,0.0,0.0,0,0,0,0,0.030939199968997855,0.3222833330103943,0.0,0.0,0.0,0.0,1.904760699995677,19.841257291621634,0.12416369996935828,1.9356998999646748,96,9.770991762220183e-08,9.720431824039588e-08
100,9,209,20064,0.45,0.375,0.0,0,0,0,0,0,0,0.889000892464532,0.963271429791688,1.0098675072912362,0.963271429791688,1.0098675072912362,0,0.0,0,0.0,0.0,0,0,0,0,0.028032399990479462,0.2920041665674944,0.0,0.0,0.0,0.0,1.8189479999855394,18.94737499984937,0.11648339999374002,1.8469803999760188,96,1.615155967304993e-08,8.262724736189664e-08
