seed,day,step,maximum_active_balance_residual_mw,maximum_reactive_balance_residual_mvar
42,282,88,3.737178047059919e-08,3.789940833387462e-08
42,282,89,3.4763421481731616e-08,3.535193200676634e-08
42,282,90,3.3524595070485996e-08,3.419999859699541e-08
42,282,91,2.99790674706743e-08,3.045492115438808e-08
42,282,92,2.75119062687762e-08,2.797307573076946e-08
42,282,93,2.578871303136887e-08,2.6259296403985388e-08
42,282,94,2.5796616982300125e-08,2.638074252103717e-08
42,282,95,2.4160481406319823e-08,2.4625057479243928e-08
42,295,0,2.8860078923019505e-08,2.9541543655753344e-08
42,295,1,2.8001467746070763e-08,2.8619840178323308e-08
42,295,2,2.8258102815169328e-08,2.8934961163185058e-08
42,295,3,2.787836120374948e-08,2.8512816135917163e-08
42,295,4,2.8965191187398098e-08,2.971361261205896e-08
42,295,5,2.937985572708246e-08,3.010995855423637e-08
42,295,6,2.9434990725211996e-08,3.013901836435018e-08
42,295,7,3.101700474586466e-08,3.185403038563628e-08
42,295,8,3.350454831109462e-08,3.440367650486831e-08
42,295,9,3.705390256344282e-08,3.79545290335459e-08
42,295,10,4.036471611817971e-08,4.1175564485795846e-08
42,295,11,4.1929338924495685e-08,4.25980208051957e-08
42,295,12,4.930573086099621e-08,5.005002211289078e-08
42,295,13,5.519481940073623e-08,5.5596943160374224e-08
42,295,14,6.545870775108431e-08,6.541243359470261e-08
42,295,15,7.926258843715672e-08,7.8425946223315e-08
42,295,16,2.2944307825206733e-09,7.618561337352503e-09
42,295,17,3.333858154819236e-09,1.0450618287416447e-08
42,295,18,4.281547434301092e-09,1.2819576372669061e-08
42,295,19,5.285512635205825e-09,1.5172159223419968e-08
42,295,20,7.749831011302777e-09,2.060304843398697e-08
42,295,21,1.0889317433870893e-08,2.528023068659735e-08
42,295,22,1.1907452975024047e-08,2.602967230647124e-08
42,295,23,1.3468773457647742e-08,2.7286100323653528e-08
42,295,24,1.6716201131639075e-08,3.0446769688774467e-08
42,295,25,2.0575983399745423e-08,3.5746671109282424e-08
42,295,26,1.7066497668208336e-08,3.1505290598587976e-08
42,295,27,1.5016795203159905e-08,3.007641816155093e-08
42,295,28,9.39559036475246e-09,2.377172139689243e-08
42,295,29,7.780808775059711e-09,2.1998559501801296e-08
42,295,30,6.386757422840311e-09,2.0427466523864624e-08
42,295,31,6.140544710621192e-09,2.080171798701791e-08
42,295,32,5.484555205825803e-09,1.8978460192276003e-08
42,295,33,4.807234853243525e-09,1.673966687487649e-08
42,295,34,4.428675030865303e-09,1.5505438599738852e-08
42,295,35,4.558010843758176e-09,1.5850699780495248e-08
42,295,36,4.7544876022320715e-09,1.6317727724590725e-08
42,295,37,4.410016241074288e-09,1.515520972605877e-08
42,295,38,4.2457750509816705e-09,1.460911822070976e-08
42,295,39,4.2015236081938134e-09,1.4477188753359016e-08
42,295,40,4.062520944647652e-09,1.403586469272966e-08
42,295,41,3.4244437840946773e-09,1.198616345066128e-08
42,295,42,3.4070496771065883e-09,1.1968912111415264e-08
42,295,43,3.495863043490033e-09,1.2289171624768613e-08
42,295,44,3.2998143106865996e-09,1.1672378619209667e-08
42,295,45,3.135490860006751e-09,1.1157324092403442e-08
42,295,46,3.1485568232486605e-09,1.1192168719587059e-08
42,295,47,2.9937361530757434e-09,1.0553144053071506e-08
42,295,48,3.1003776369137315e-09,1.0980177600483643e-08
42,295,49,3.141060814226826e-09,1.1139157235495745e-08
42,295,50,3.169464300387115e-09,1.1268440347489417e-08
42,295,51,3.1447518460819834e-09,1.1136474381556738e-08
42,295,52,3.1606302124120855e-09,1.1093892610114509e-08
42,295,53,3.2146217892464746e-09,1.1171715358360146e-08
42,295,54,3.5399373710109927e-09,1.2302125845797818e-08
42,295,55,3.5130481162992666e-09,1.217422954113978e-08
42,295,56,3.769503953768294e-09,1.321615872296178e-08
42,295,57,3.843892790872383e-09,1.3628709549795559e-08
42,295,58,4.147040688282089e-09,1.4979474743936905e-08
42,295,59,4.224061595295425e-09,1.548526099015568e-08
42,295,60,4.596220964589448e-09,1.630654278272914e-08
42,295,61,5.547244937703644e-09,1.735496718557883e-08
42,295,62,6.7464329522176625e-09,1.9108808285706047e-08
42,295,63,7.541528842386347e-09,2.0230519204300634e-08
42,295,64,8.175240085589452e-09,2.1265831595673745e-08
42,295,65,1.074800484723859e-08,2.5058637526109706e-08
42,295,66,1.4182871283657805e-08,2.8903096999099986e-08
42,295,67,1.51373208585881e-08,2.903793011599376e-08
42,295,68,1.5243614981397258e-08,2.8581389338588892e-08
42,295,69,1.2320021669509629e-08,2.477610616669068e-08
42,295,70,1.0152006700570038e-08,2.1823432228007533e-08
42,295,71,8.335967948899792e-09,1.9529363542991618e-08
42,295,72,7.046840706445567e-09,1.7880478486720364e-08
42,295,73,5.955260451440125e-09,1.606339811166535e-08
42,295,74,5.299142600417861e-09,1.4879345672236255e-08
42,295,75,4.412520869523373e-09,1.290536885689697e-08
42,295,76,3.869684694207676e-09,1.1682314005057037e-08
42,295,77,3.6855744758174103e-09,1.131125873521377e-08
42,295,78,3.068560509855711e-09,9.676739964881165e-09
42,295,79,2.5698301472920626e-09,8.30493257497622e-09
42,295,80,2.275872632712117e-09,7.46367898041278e-09
42,295,81,2.1057389859580056e-09,6.968483776126355e-09
42,295,82,9.226226511949154e-08,8.926257732966292e-08
42,295,83,7.995186603916571e-08,7.807404917015148e-08
42,295,84,6.864924017267737e-08,6.765290841426186e-08
42,295,85,6.206281245868528e-08,6.163885235555e-08
42,295,86,5.6361326838255676e-08,5.621442075720573e-08
42,295,87,5.037301693822105e-08,5.041209408251923e-08
42,295,88,4.208097603014549e-08,4.2262150723448855e-08
42,295,89,3.8503715190166266e-08,3.896494363275771e-08
42,295,90,3.763487526828313e-08,3.826068115109216e-08
42,295,91,3.47456963331258e-08,3.5327497524551e-08
42,295,92,3.140775212823188e-08,3.190914275863488e-08
42,295,93,2.947388049335392e-08,3.001093637489127e-08
42,295,94,2.8953052767788368e-08,2.9575678017756957e-08
42,295,95,2.770307208025541e-08,2.8267649609947654e-08
42,299,0,8.499704876561986e-09,8.704639786749624e-09
42,299,1,8.056135732473213e-09,8.320690525476238e-09
42,299,2,7.87065401134518e-09,8.126077380432584e-09
42,299,3,7.526187398992912e-09,7.763300453877964e-09
42,299,4,7.544940731213368e-09,7.807910464008305e-09
42,299,5,7.442036505274363e-09,7.700309868907684e-09
42,299,6,7.651561615210078e-09,7.936598635238656e-09
42,299,7,7.556189497888444e-09,7.820018001203355e-09
42,299,8,7.541088326706857e-09,7.807163804329775e-09
42,299,9,7.606987722022507e-09,7.8808844172773e-09
42,299,10,7.816660144675802e-09,8.106105821303888e-09
42,299,11,7.787357820220053e-09,8.058913120168043e-09
42,299,12,7.906119470039996e-09,8.18729032486809e-09
42,299,13,7.715072053438021e-09,7.970417763292215e-09
42,299,14,7.871922337067405e-09,8.152626698731957e-09
42,299,15,8.480202681564186e-09,8.809983714774816e-09
42,299,16,8.490858203168139e-09,8.77759854384097e-09
42,299,17,8.7580044865615e-09,9.058847873222309e-09
42,299,18,9.224641905371256e-09,9.547660821673798e-09
42,299,19,9.357887893399197e-09,9.65625208265708e-09
42,299,20,9.406014270414709e-09,9.691596518368595e-09
42,299,21,9.940165851887728e-09,1.026657835134781e-08
42,299,22,1.0661560198056697e-08,1.1014911413531614e-08
42,299,23,1.1440419674969837e-08,1.1805865590686082e-08
42,299,24,1.3083072247094263e-08,1.3534555212690869e-08
42,299,25,1.4382323591626e-08,1.4827869071476485e-08
42,299,26,1.554163323643637e-08,1.5980690312722423e-08
42,299,27,1.6952089849052443e-08,1.7414208339228132e-08
42,299,28,1.9248358232824836e-08,1.979103929350412e-08
42,299,29,2.0519584842046412e-08,2.09592312255813e-08
42,299,30,2.17824975548217e-08,2.2143757383297213e-08
42,299,31,2.235087623227855e-08,2.2582899508738485e-08
42,299,32,2.2570269399106724e-08,2.2723245229894218e-08
42,299,33,2.357212659440111e-08,2.379649616246482e-08
42,299,34,2.458023473130011e-08,2.4791440705884682e-08
42,299,35,2.3885257062136733e-08,2.3895265835460755e-08
42,299,36,2.398753594194669e-08,2.3971458013027913e-08
42,299,37,2.3957146813233243e-08,2.388404390929466e-08
42,299,38,2.5408101334695177e-08,2.540281068830197e-08
42,299,39,2.6170352343535264e-08,2.6075030121197607e-08
42,299,40,2.9767516377190995e-08,2.979733758345926e-08
42,299,41,3.317810397078513e-08,3.316686952858916e-08
42,299,42,3.445999981026293e-08,3.427499881136775e-08
42,299,43,3.422715204141891e-08,3.3910307339901635e-08
42,299,44,3.370878481727402e-08,3.336802396891603e-08
42,299,45,3.4089513425636375e-08,3.382607291491091e-08
42,299,46,3.327870173007452e-08,3.300096473868308e-08
42,299,47,3.338984607900719e-08,3.320316098454068e-08
42,299,48,3.107111337316559e-08,3.0791421981590794e-08
42,299,49,2.9239031985525687e-08,2.8976470667352316e-08
42,299,50,2.9234703945862917e-08,2.9123960534893634e-08
42,299,51,2.8521030268416347e-08,2.8410670899203794e-08
42,299,52,2.7971936806744924e-08,2.7887020817574104e-08
42,299,53,3.0160002837190114e-08,3.0324261296454935e-08
42,299,54,3.115467022384022e-08,3.131492731789365e-08
42,299,55,3.062501796428918e-08,3.071451620817456e-08
42,299,56,3.4095440915038466e-08,3.452416928728663e-08
42,299,57,3.432827517906023e-08,3.46957491903499e-08
42,299,58,3.475955958828769e-08,3.5185759791889204e-08
42,299,59,3.7951981219155884e-08,3.852790558811492e-08
42,299,60,4.02809438321966e-08,4.082336732547098e-08
42,299,61,4.22726947023333e-08,4.280450133231639e-08
42,299,62,4.835925188073631e-08,4.8970311347651396e-08
42,299,63,5.520703634694091e-08,5.558284082995968e-08
42,299,64,6.949341993349456e-08,6.941918519187684e-08
42,299,65,8.064664785804865e-08,7.956459949221006e-08
42,299,66,9.6169573996982e-08,9.386799386390532e-08
42,299,67,1.97351102473875e-09,6.658487719524153e-09
42,299,68,2.0896399888226114e-09,7.003595134391638e-09
42,299,69,2.100805033405928e-09,7.0167483628980065e-09
42,299,70,2.009486865101051e-09,6.706339789053217e-09
42,299,71,9.812439010631335e-08,9.483454965764082e-08
42,299,72,8.928487484072267e-08,8.670634682461653e-08
42,299,73,8.352970353592282e-08,8.15620399691186e-08
42,299,74,7.912273902038747e-08,7.755727442215754e-08
42,299,75,7.66485517590676e-08,7.53382314172546e-08
42,299,76,6.711423285177265e-08,6.623879215961193e-08
42,299,77,5.670727720730184e-08,5.6308200810373243e-08
42,299,78,5.0574635547182e-08,5.0584904182082724e-08
42,299,79,4.7013595646724915e-08,4.726153246537024e-08
42,299,80,4.4366399980927396e-08,4.474017878397518e-08
42,299,81,4.130127220260127e-08,4.1741355163993354e-08
42,299,82,4.111628759684294e-08,4.169847717117037e-08
42,299,83,4.248858502010899e-08,4.312092134750589e-08
42,299,84,4.5073338559784015e-08,4.569446106217345e-08
42,299,85,4.52794343599322e-08,4.577567339070221e-08
42,299,86,3.9830275987140507e-08,4.0196142941928414e-08
42,299,87,3.606207353134411e-08,3.656009522901016e-08
42,299,88,3.378769845071433e-08,3.4388332736945415e-08
42,299,89,3.0615865936195474e-08,3.1115644921753116e-08
42,299,90,2.642513795888396e-08,2.6765611324530703e-08
42,299,91,2.3297895132209923e-08,2.3607180585361043e-08
42,299,92,2.051555057346749e-08,2.0773068126755945e-08
42,299,93,2.0377301950848248e-08,2.0802619488113905e-08
42,299,94,1.9596464941214198e-08,1.9987653823716478e-08
42,299,95,1.9045833599476425e-08,1.943427384298868e-08
43,4,0,2.156916335642467e-08,2.2334937163637214e-08
43,4,1,2.0298927877124284e-08,2.057121951948293e-08
43,4,2,1.981437459854657e-08,2.0071481560135496e-08
43,4,3,1.8779522633141643e-08,1.8968838721988845e-08
43,4,4,1.6765718583409972e-08,1.6836329483349566e-08
43,4,5,1.5756464544561255e-08,1.5866206543035943e-08
43,4,6,1.4687616869263342e-08,1.4810193141312489e-08
43,4,7,1.468834307655209e-08,1.4886545815495644e-08
43,4,8,1.4853184121012275e-08,1.5082288473688976e-08
43,4,9,1.502077150161707e-08,1.525884980868586e-08
43,4,10,1.496089213019053e-08,1.5184855595151703e-08
43,4,11,1.4690951324371204e-08,1.4898620809278285e-08
43,4,12,1.5660287875501888e-08,1.594758561318521e-08
43,4,13,1.5757692212702012e-08,1.6002109082258187e-08
43,4,14,1.572388902242039e-08,1.59476470917852e-08
43,4,15,1.554274393650995e-08,1.5751616538883795e-08
43,4,16,1.633460171811263e-08,1.660232867850553e-08
43,4,17,1.59829436100975e-08,1.6187746976203954e-08
43,4,18,1.514311792280565e-08,1.5303922157317018e-08
43,4,19,1.4510951316416831e-08,1.46784763510599e-08
43,4,20,1.5177030513423284e-08,1.543401115244869e-08
43,4,21,1.6222563522551303e-08,1.6524031865028377e-08
43,4,22,1.7148816689599444e-08,1.7451817352354126e-08
43,4,23,1.8630006582559533e-08,1.901890041289267e-08
43,4,24,2.1883755428435403e-08,2.2694434942405195e-08
43,4,25,2.39443946918258e-08,2.4789623687127005e-08
43,4,26,2.510717686272229e-08,2.5951152754499773e-08
43,4,27,2.71928255130352e-08,2.8195654144802518e-08
43,4,28,3.099939882914016e-08,3.206884834072721e-08
43,4,29,3.2098369387792425e-08,3.312104111807823e-08
43,4,30,3.384441137500166e-08,3.479833060593407e-08
43,4,31,3.4999721276567086e-08,3.5854855959249754e-08
43,4,32,3.755031247748564e-08,3.8267814264636435e-08
43,4,33,3.962615600233699e-08,4.0187418323678337e-08
43,4,34,3.908550938631905e-08,3.955941893507564e-08
43,4,35,3.770829676286169e-08,3.813608616398678e-08
43,4,36,3.817871760056213e-08,3.840967391366412e-08
43,4,37,3.734912821726222e-08,3.738450563006701e-08
43,4,38,3.6124298127479526e-08,3.602754435061417e-08
43,4,39,3.548545275330883e-08,3.530315116628824e-08
43,4,40,3.6287113661104264e-08,3.6094635544325904e-08
43,4,41,3.768219156846664e-08,3.742871235168366e-08
43,4,42,3.999109335350859e-08,3.964713383985963e-08
43,4,43,3.982624175759286e-08,3.921743152446311e-08
43,4,44,4.0024963040077854e-08,3.9347499217190496e-08
43,4,45,4.138777247135461e-08,4.082931118198907e-08
43,4,46,3.9820326203088285e-08,3.910257784234261e-08
43,4,47,3.8570507560412026e-08,3.786717849008081e-08
43,4,48,3.8222562961931494e-08,3.7695843113638716e-08
43,4,49,3.837923173710678e-08,3.8007575350884615e-08
43,4,50,3.711012941387537e-08,3.67819299323946e-08
43,4,51,3.568136528429855e-08,3.5414335144978715e-08
43,4,52,3.456242957632083e-08,3.450198376997449e-08
43,4,53,3.644916538730891e-08,3.667657608175112e-08
43,4,54,3.781972087932295e-08,3.820004951249345e-08
