job_index,pv_s_scale,svc_q_scale,cap_total_mvar,t0,risk,under_risk,over_risk,viol_rate,under_steps,over_steps,pf_fail,loss_mean_mw,energy_mwh,vmin,vmax
0,0.699999988079071,1.5,0.8188822269439697,36550,0,0,0,0.0,0,0,0,0.08167451444487984,1.9601883466771164,0.974948971911346,1.0377284777351297
1,1.3038537502288818,1.4834061861038208,0.3384901285171509,7129,0,0,0,0.0,0,0,0,0.08785471842247501,2.1085132421394004,0.9781174427516723,1.0358890705003487
2,0.699999988079071,0.699999988079071,0.2238573879003524,27879,0,0,0,0.0,0,0,0,0.03558655678446839,0.8540773628272413,0.9527226372748764,1.0399132534422857
3,1.5,0.699999988079071,0.3765666782855987,24875,0,0,0,0.0,0,0,0,0.048506604158341925,1.1641584998002061,0.9632728180351745,1.0317247748182838
4,0.8523237705230713,0.8653703331947327,0.6764320135116577,33694,0,0,0,0.0,0,0,0,0.04335362231639716,1.0404869355935318,0.9629907179014112,1.0349059464084935
5,1.313156247138977,0.8196026086807251,0.7187964916229248,20077,0,0,0,0.0,0,0,0,0.05041601527487638,1.2099843665970331,0.9615656588369015,1.0296497187746123
6,0.699999988079071,0.699999988079071,0.0052198362536728,10187,0,0,0,0.0,0,0,0,0.03567411599619386,0.8561787839086528,0.951733843972647,1.0339208188973275
7,1.5,1.5,0.8140498399734497,7612,0,0,0,0.0,0,0,0,0.09801992334632297,2.352478160311751,0.9795954470905573,1.0394486615734404
8,1.5,1.5,0.3382023572921753,8439,0,0,0,0.0,0,0,0,0.09483314295363537,2.275995430887249,0.9755784230603891,1.0371993127022083
9,0.699999988079071,0.699999988079071,0.8169530630111694,27223,0,0,0,0.0,0,0,0,0.0381782668804426,0.9162784051306225,0.9568595514378697,1.0451669863663569
10,1.5,0.699999988079071,0.3017617762088775,12264,0,0,0,0.0,0,0,0,0.04868188230573783,1.1683651753377078,0.9598738450068922,1.031975456826971
11,0.8253153562545776,1.3020572662353516,0.5114589929580688,9528,0,0,0,0.0,0,0,0,0.06464130612581359,1.5513913470195262,0.9650554499469838,1.0346289992699778
12,1.1568241119384766,0.8444221019744873,0.5373644828796387,23097,0,0,0,0.0,0,0,0,0.04634726370474899,1.1123343289139758,0.9611477220786191,1.0306109225373719
13,0.9395801424980164,1.2494738101959229,0.4434444904327392,12830,0,0,0,0.0,0,0,0,0.06227036739423769,1.4944888174617046,0.9673665620800214,1.0350570864512274
14,1.284906983375549,1.4435408115386963,0.6288928389549255,38350,0,0,0,0.0,0,0,0,0.08534556510178896,2.048293562442935,0.9760640999759226,1.0362448358568481
15,1.3586996793746948,1.288910150527954,0.0041685127653181,13588,0,0,0,0.0,0,0,0,0.07364693564528184,1.767526455486764,0.9712050420015634,1.0305698854066472
16,1.5,1.5,0.5311562418937683,1450,0,0,0,0.0,0,0,0,0.09669565134124387,2.320695632189853,0.9739906415130509,1.036487503390199
17,1.5,1.5,0.6335293650627136,7606,0,0,0,0.0,0,0,0,0.09562442024135627,2.2949860857925506,0.9790980658102529,1.0388392797841335
18,1.5,0.699999988079071,0.682287335395813,29151,0,0,0,0.0,0,0,0,0.04967333308876986,1.1921599941304766,0.9618347097827954,1.025399845567667
19,1.1379486322402954,0.7433916926383972,0.8768922686576843,2258,0,0,0,0.0,0,0,0,0.0454392298923381,1.0905415174161144,0.9579224356242888,1.0341219904185246
20,0.699999988079071,1.5,0.8887628316879272,32557,0,0,0,0.0,0,0,0,0.08411815254077437,2.018835660978585,0.975313083146524,1.048588033312516
21,1.2355653047561646,0.8926628828048706,0.3783801198005676,13872,0,0,0,0.0,0,0,0,0.049809519987053914,1.195428479689294,0.9651444964292,1.0345692200615964
22,1.3208273649215698,1.05950129032135,0.9446436762809752,2300,0,0,0,0.0,0,0,0,0.06364300390587603,1.5274320937410248,0.9658871270722863,1.030885222906661
23,0.9361901879310608,1.3579343557357788,0.4733466506004333,6769,0,0,0,0.0,0,0,0,0.07057288364019575,1.6937492073646978,0.9733111512787385,1.0353354931574168
24,1.25623881816864,0.8283461928367615,0.7698331475257874,24687,0,0,0,0.0,0,0,0,0.048662997388125746,1.167911937315018,0.9656341134296241,1.0323111064568058
25,0.699999988079071,1.5,0.5061813592910767,22383,0,0,0,0.0,0,0,0,0.07723090943526073,1.8535418264462575,0.9726493922072932,1.0389046992085738
26,0.699999988079071,0.699999988079071,0.0882851853966713,28126,0,0,0,0.0,0,0,0,0.03627115478880608,0.870507714931346,0.9554243744749987,1.0371805547581827
27,1.5,0.699999988079071,0.3652216494083404,2341,0,0,0,0.0,0,0,0,0.048571326260940566,1.1657118302625735,0.9569395521750821,1.0293808762042205
28,1.5,0.699999988079071,0.8402572274208069,30889,0,0,0,0.0,0,0,0,0.05044560892791191,1.2106946142698858,0.9600537589895949,1.029014146996839
29,1.5,0.699999988079071,0.1956590563058853,29235,0,0,0,0.0,0,0,0,0.04892513946824981,1.1742033472379956,0.9590935184857863,1.0323296452110813
30,1.5,0.699999988079071,0.6519262194633484,6850,0,0,0,0.0,0,0,0,0.04978683588779805,1.1948840613071532,0.9628128187399323,1.0273898198481177
31,0.8004111647605896,1.199245572090149,0.8317694067955017,12622,0,0,0,0.0,0,0,0,0.061730921356185575,1.4815421125484538,0.968582163736757,1.0434713607928325
32,1.0956321954727173,1.21010160446167,0.097451128065586,8627,0,0,0,0.0,0,0,0,0.062138020373309726,1.4913124889594334,0.9617470011209759,1.036567286415542
33,1.042077660560608,0.8515164256095886,0.0265663713216781,14104,0,0,0,0.0,0,0,0,0.044019790057150454,1.056474961371611,0.9578950738801773,1.032846348979428
34,1.4328542947769165,1.0964370965957642,0.9994078874588012,29059,0,0,0,0.0,0,0,0,0.0697130264656348,1.6731126351752352,0.9714699694463034,1.0281607627566074
35,0.7963100671768188,1.1764261722564695,0.3812618255615234,23831,0,0,0,0.0,0,0,0,0.05584794783201743,1.3403507479684182,0.967502031732024,1.0375236528309997
36,0.9881439208984376,1.2354657649993896,0.465257316827774,1477,0,0,0,0.0,0,0,0,0.06361243129051306,1.5266983509723133,0.9656348473394991,1.0418042425018557
37,1.5,1.5,0.9099224805831908,34366,0,0,0,0.0,0,0,0,0.10089882267600238,2.421571744224057,0.9753668835446322,1.0385460262008706
38,1.128742814064026,0.9140851497650146,0.9230207800865172,19028,0,0,0,0.0,0,0,0,0.05202553108580064,1.2486127460592154,0.9611589766318276,1.0285942161224422
39,1.1095916032791138,1.4946917295455933,0.033744104206562,11379,0,0,0,0.0,0,0,0,0.08108777155422538,1.9461065173014092,0.9734704736816752,1.035651033820776
40,0.98912513256073,1.2182258367538452,0.547772228717804,11608,0,0,0,0.0,0,0,0,0.06313181497910401,1.5151635594984962,0.9703092208442878,1.034056041607304
41,1.5,0.699999988079071,0.4712451994419098,474,0,0,0,0.0,0,0,0,0.04854096523377443,1.1649831656105862,0.9594874542899156,1.0281429073611539
42,0.8585228323936462,1.2862250804901123,0.4196671843528747,7426,0,0,0,0.0,0,0,0,0.0632271765726384,1.5174522377433217,0.9714499113256011,1.0410458719864433
43,1.2376458644866943,1.0293651819229126,0.9286967515945436,26612,0,0,0,0.0,0,0,0,0.06045312252549482,1.4508749406118757,0.9688436252090245,1.0281388590304534
44,0.699999988079071,1.5,0.1997494399547577,20172,0,0,0,0.0,0,0,0,0.07389757621014927,1.7735418290435825,0.9665280367368624,1.0350014780552244
45,1.328735113143921,1.1296062469482422,0.3109342157840729,8079,0,0,0,0.0,0,0,0,0.0630389562397514,1.5129349497540336,0.9665512117032695,1.0304138115805839
46,0.756093442440033,1.4902890920639038,0.4961864948272705,33014,0,0,0,0.0,0,0,0,0.07752646689893178,1.8606352055743627,0.97013543967615,1.0417203132664399
47,1.4099851846694946,0.8939741849899292,0.0441571064293384,128,0,0,0,0.0,0,0,0,0.0545397010923648,1.3089528262167551,0.9643766670642256,1.0307005780748042
48,1.2204174995422363,0.7536530494689941,0.1439772397279739,14041,0,0,0,0.0,0,0,0,0.044543313829393576,1.0690395319054458,0.9552916060488627,1.031005532336344
49,1.5,1.5,0.2428143173456192,19506,0,0,0,0.0,0,0,0,0.09331069114603295,2.2394565875047907,0.9761974225951403,1.0370140940511767
50,0.699999988079071,0.699999988079071,0.9068876504898072,29741,0,0,0,0.0,0,0,0,0.03916290806609207,0.9399097935862097,0.955992928407474,1.0390622744340174
51,1.3891133069992063,1.2217001914978027,0.6142666935920715,10044,0,0,0,0.0,0,0,0,0.07241427408906805,1.7379425781376332,0.9696580554965065,1.030479978364377
52,1.5,1.5,0.0818683952093124,26718,0,0,0,0.0,0,0,0,0.09341511688238763,2.241962805177303,0.9767636473411064,1.03636213130144
53,0.699999988079071,0.699999988079071,0.0433453917503356,5008,0,0,0,0.0,0,0,0,0.03541167476254178,0.8498801943010026,0.9549508053099994,1.0367499096999275
54,1.4180564880371094,1.159210443496704,0.6380521059036255,21370,0,0,0,0.0,0,0,0,0.06861901291123589,1.6468563098696611,0.968373940221461,1.0303292548096588
55,1.5,0.699999988079071,0.4069079458713531,6365,0,0,0,0.0,0,0,0,0.04849186576501794,1.1638047783604306,0.9557333692485782,1.0262072236194084
56,1.1236597299575806,0.9693994522094728,0.5369489789009094,17843,0,0,0,0.0,0,0,0,0.05198663816840699,1.2476793160417678,0.9607026502019343,1.0332975973977447
57,1.2682108879089355,1.1890355348587036,0.3780501782894134,16539,0,0,0,0.0,0,0,0,0.06528172628671038,1.5667614308810491,0.9661767523740227,1.031877680642692
58,0.7329440116882324,1.2289456129074097,0.3268459737300873,7683,0,0,0,0.0,0,0,0,0.05630269919733954,1.3512647807361489,0.9651564263099636,1.0348052122731937
59,1.5,1.5,0.1999061852693557,3320,0,0,0,0.0,0,0,0,0.09371764696349112,2.249223527123787,0.9751403740482708,1.03671873156238
