day,event,under_steps,over_steps,pf_fail,solver_failures,minimum_voltage_pu,maximum_voltage_pu,line_loss_mwh,absolute_reactive_throughput_mvarh,maximum_absolute_reactive_command_mvar,mean_online_optimisation_ms,p95_online_optimisation_ms
0,0,0,0,0,0,0.9518297933005857,1.0031396291193078,2.2538886291333338,20.762303031646226,1.3416407864998738,0.5962999999079935,1.4751749986317009
1,0,0,0,0,0,0.9504606714892722,1.0086849960928714,3.103657503092851,33.82281691618194,1.3416407864998738,0.6892270834744826,1.5600000006088521
2,0,0,0,0,0,0.9514282448835738,1.0070440330341823,2.981684448028725,30.35677478486634,1.3416407864998738,0.691414583381326,1.5550749994872604
3,0,0,0,0,0,0.9519482320352828,1.0063360591530903,2.5751462445160773,25.177130739548815,1.259173816964673,0.7311520835173724,1.622849998966558
5,0,0,0,0,0,0.9526748691055452,1.0,1.57120575990489,5.508138602408079,0.375,0.7748979166232554,1.6753500003687805
6,1,11,0,0,0,0.9467123765643416,1.0152402921548644,3.3793709965536975,42.13407817004645,1.3416407864998738,0.6489760417783449,1.4740750011696946
7,1,14,0,0,0,0.9480541273131329,1.0147532293846286,3.453388158457162,43.66042804646749,1.3416407864998738,0.6205916666507013,1.3733749992752564
8,0,0,0,0,0,0.9508090858240741,1.0067922839111645,2.8886643336785043,32.84519061981947,1.3416407864998738,0.6639989582026828,1.4144749993647565
9,0,0,0,0,0,0.9505779816220853,1.0116210836609518,3.209913411915157,35.968670537429695,1.3416407864998738,0.609968750003039,1.2702750000244123
10,0,0,0,0,0,0.951152071162847,1.007369961076183,3.171141922758475,35.09691000373793,1.3416407864998738,0.628213541669235,1.4256250015023397
11,0,0,0,0,0,0.9524528752796002,1.0,1.8232946522456042,11.121735925951784,0.6715874555243692,0.947468749776211,1.6769499989095493
12,0,0,0,0,0,0.9526042700293873,1.0,1.6069106764563434,6.046449883197093,0.4152828071083161,0.7415354167505939,1.5403500001411885
13,1,23,0,0,0,0.9452998012122013,1.0145764885645328,3.6440636080512214,49.94480447425015,1.3416407864998738,0.634818749669345,1.5866500016272767
14,1,42,0,0,0,0.9460257213523481,1.0078804214839874,3.836969955591389,54.61276768037301,1.3416407864998738,0.5033395830954154,1.1589249988901429
15,1,48,0,0,0,0.9451476243284738,1.0104010073868048,3.89520588145028,56.04815026652481,1.3416407864998738,0.5425635414818922,1.1884500008818577
16,1,37,0,0,0,0.9459483338680896,1.00785765699254,3.872647520838856,55.23258263931176,1.3416407864998738,0.5104239583033632,1.3178250001146807
17,0,0,0,0,0,0.9508089752822886,1.0130927520423505,3.1402092059302764,36.02264937555209,1.3416407864998738,0.6076281249913033,1.3439749982353533
18,0,0,0,0,0,0.9525039702154295,1.0,1.8042851257394075,10.844795270485207,0.49907089505345503,0.8957427083942093,1.5084750002642977
19,0,0,0,0,0,0.9528273303271246,1.0,1.617852046759817,5.766538958636991,0.35835877936672317,0.7764593749849761,1.5353250000771368
20,0,0,0,0,0,0.9501039296741672,1.0058854283293974,3.4710151750833576,43.63987025710875,1.3416407864998738,0.6590010415266079,1.4526000013574958
21,1,8,0,0,0,0.9483399296068697,1.0097393568536563,3.51919860148262,44.95460827469187,1.3416407864998738,0.578536458419876,1.3975000010759686
22,1,16,0,0,0,0.9469310648395111,1.017107157551055,3.405417108820454,43.73299147087342,1.3416407864998738,0.578275000331511,1.2679749988819822
23,1,2,0,0,0,0.9499450491971404,1.014125330505028,3.2838305531890923,39.168822986639476,1.3416407864998738,0.6468145832817148,1.364750000902859
24,0,0,0,0,0,0.9511817770117859,1.0086756470896319,2.845767817250475,30.201339863869308,1.3416407864998738,0.6479229166037234,1.4212749993021134
25,0,0,0,0,0,0.9524131170581217,1.0,1.7334430336823252,8.68387645870864,0.529250517524921,0.8967083332436232,1.6678750007486087
26,0,0,0,0,0,0.9526490469811999,1.0,1.6072865647760481,5.489581541127224,0.375,0.7847739582681849,1.548749999528809
27,1,10,0,0,0,0.9473021163733962,1.01078406806854,3.477994305261731,44.940974179147,1.3416407864998738,0.6451239585582395,1.4529500012940844
28,1,5,0,0,0,0.9493048488372783,1.0142138440305501,3.09794310028904,37.31389776129382,1.3416407864998738,0.60072395831412,1.2781750001522596
29,1,25,0,0,0,0.946595126682487,1.0132752751212597,3.658830635102968,50.94793265601961,1.3416407864998738,0.5615395834486966,1.2383250004859292
30,1,9,0,0,0,0.9480587641219317,1.01380489482577,3.5066134012909482,46.3096437203713,1.3416407864998738,0.575497916694682,1.292500000090513
31,0,0,0,0,0,0.9508411835218467,1.0167920836331679,3.082851441111839,35.41675421974221,1.3416407864998738,0.5742624999432641,1.2561250014186953
32,0,0,0,0,0,0.9525033325031089,1.0,1.7384349211648071,8.811051715894317,0.4881400654024228,0.9302677083648329,1.6263500010609278
33,0,0,0,0,0,0.952826518324033,1.0,1.6072614590747814,5.703234231372316,0.3748583217511052,0.7548708333994606,1.5877249988989206
34,1,4,0,0,0,0.9497067839873223,1.0129478571812227,2.936859814694078,34.07230449800489,1.3416407864998738,0.6246614583839497,1.4822249986536917
35,1,5,0,0,0,0.9496753706171595,1.009367958994154,2.8291905641483654,33.83807906001461,1.3416407864998738,0.5466989584874682,1.1371749988029478
36,1,7,0,0,0,0.9484201703072923,1.0152590618421025,3.159136887161869,38.99240652882607,1.3416407864998738,0.512741666511829,1.0581749993434642
37,1,5,0,0,0,0.9493339388755764,1.0139573592425668,3.1208322556159085,38.39807987546736,1.3416407864998738,0.5055010417815234,1.1030750001737033
39,0,0,0,0,0,0.9524050148457466,1.0,1.8038141940205326,11.070143439817302,0.6102951061388935,0.8224052082823619,1.473500002248329
40,0,0,0,0,0,0.9525999051739624,1.0,1.653767511906229,6.48798879831946,0.375,0.8890322919038832,1.543824999316712
41,0,0,0,0,0,0.9507413598625816,1.0146548694433215,2.8401367420548143,31.748065431027364,1.3416407864998738,0.6198364579480161,1.488775000325404
42,0,0,0,0,0,0.9506692454139791,1.007631993912012,2.4867134808611677,26.806799043485597,1.3416407864998738,0.559710416875229,1.1384500003259745
43,1,6,0,0,0,0.9486607070884906,1.0079198852909552,2.649120916140269,30.8044469759946,1.3416407864998738,0.5649666667295605,1.0311000005458482
44,1,17,0,0,0,0.9480528387961037,1.0132399756882449,3.687577906678396,51.684519523951465,1.3416407864998738,0.4964124996528578,1.0792500015668338
45,0,0,0,0,0,0.9509652037348983,1.0097343558479885,2.6185873029034763,29.601726461302977,1.3416407864998738,0.5847572917521878,1.1066750003010384
46,0,0,0,0,0,0.9523943772623867,1.0,1.7547638918814294,9.841180256328615,0.5618541811253382,0.8461947916581872,1.559300000735675
47,0,0,0,0,0,0.9528011082484742,1.0011700361619813,1.5660491880339489,4.541566214862698,0.375,0.8248979165728088,1.441224999325641
48,0,0,0,0,0,0.9504023827765511,1.0077067919253526,2.7608414254580143,31.246162787023124,1.3416407864998738,0.6404843750639581,1.4311500017356593
49,1,1,0,0,0,0.949964659164683,1.008209273811364,2.798500059604879,32.61137297738499,1.3416407864998738,0.5930229165187484,1.2907999989693053
50,0,0,0,0,0,0.9503087515492703,1.0079920676567593,2.571795944524059,29.038014798901457,1.3416407864998738,0.5791520834463881,1.2294249982005567
51,1,3,0,0,0,0.9493715792404842,1.0087334659969276,2.643136682207738,30.919472914805674,1.3416407864998738,0.5428583334226763,1.2295499982428737
52,0,0,0,0,0,0.9505551943212741,1.0097405871522622,2.5032725211341544,27.92934523694365,1.3416407864998738,0.5453197917404395,1.1425500015320722
53,0,0,0,0,0,0.9523416078893209,1.0051155078119598,1.7121323438214542,8.850459734530236,0.7035030816646115,0.839045833383049,1.5392999976029387
54,0,0,0,0,0,0.9524356860166177,1.0070768189217294,1.6158246600475819,5.109280171630626,0.5054150263420004,0.7512312499026544,1.4259999989008065
55,1,11,0,0,0,0.9456554831388642,1.0128028894911902,3.137421078213188,40.117486665096195,1.3416407864998738,0.5520135418161468,1.3072500023554312
56,1,10,0,0,0,0.94625230763288,1.018533043021762,3.180122695873675,42.76651972806091,1.3416407864998738,0.498135417008901,0.8350750003955909
57,1,12,0,0,0,0.9447376178465556,1.0211134129631847,3.261481535375272,44.562137925634296,1.3416407864998738,0.5147937498956404,1.2616750009328825
58,1,11,0,0,0,0.9466223822734378,1.0173904548402564,3.0696784387659544,40.899420188091796,1.3416407864998738,0.49549583328219643,1.0349750018576742
59,1,7,0,0,0,0.9484854735884163,1.0221136228907057,3.009128062096945,39.575917500729396,1.3416407864998738,0.4755229165690859,0.916575000701414
60,0,0,0,0,0,0.9524533405856488,1.0021433042940078,1.7595909074536407,11.088876608990805,0.5845926766615878,0.7468302085271716,1.3040499989074306
61,0,0,0,0,0,0.952610372712807,1.0060410927408738,1.5840794940924523,4.678133491097023,0.375,0.8990270833919567,1.5870750003159628
62,0,0,0,0,0,0.9509429516364031,1.0041352118597084,2.2563774749399577,22.094105479418985,1.3416407864998738,0.6801072916762981,1.4641750012742705
63,0,0,0,0,0,0.9507937417090263,1.0026996170172975,2.362757449592396,25.946119372989447,1.3416407864998738,0.6129625003647258,1.436150000699854
64,1,2,0,0,0,0.949624664329781,1.0074168524563791,2.8041038746599876,32.47477625331608,1.3416407864998738,0.6012072916898129,1.3642000012623612
65,1,2,0,0,0,0.9494784894262265,1.0073544323185473,2.6147305632367317,30.60038963664423,1.3416407864998738,0.5833874998112757,1.3301750004757196
