epoch,training_mse,validation_mse
1,0.0013822414066886441,0.00024291107547469437
2,7.569929247048484e-05,2.3981536287465133e-05
3,1.529649266341862e-05,7.8016564657446e-06
4,9.81211618030405e-06,5.781021172879264e-06
5,8.488596114104785e-06,4.283737325749826e-06
6,7.84596253803708e-06,3.819925495918142e-06
7,7.600829424821616e-06,3.94653079638374e-06
8,7.370530597871125e-06,3.2881812330742832e-06
9,6.958125736456991e-06,3.066571480303537e-06
10,6.898504298511571e-06,5.883280664420454e-06
11,7.577452422646318e-06,2.616632400531671e-06
12,6.338781001128761e-06,2.9929021820862545e-06
13,6.42304473244405e-06,3.331655989313731e-06
14,6.848701938603578e-06,3.911589828931028e-06
15,6.5602281925488825e-06,4.793925654666964e-06
16,6.547644567317115e-06,3.4167403555329656e-06
17,5.6602452299817486e-06,2.0661725557147292e-06
18,5.725477562702422e-06,2.8393651518854313e-06
19,6.479905902692519e-06,2.1905466383032035e-06
20,5.844680442481019e-06,4.8272477215505205e-06
21,5.78767373142563e-06,2.5501994969090447e-06
22,5.113548830931472e-06,3.4300005609111395e-06
23,5.921746811682602e-06,2.0555880837491713e-06
24,5.026355341085166e-06,2.4622868295409717e-06
25,5.993594381184916e-06,3.3129927032859996e-06
26,4.9476912333072205e-06,2.0117706753808307e-06
27,5.973183317023324e-06,3.449852556514088e-06
28,5.247354828324682e-06,1.8450504057909711e-06
29,4.607847153065017e-06,1.8477559251550701e-06
30,5.211390592713931e-06,2.481192723280401e-06
31,5.509385432777067e-06,4.541717771644471e-06
32,5.081983875329786e-06,5.03224327985663e-06
33,5.513586296772355e-06,4.64050890514045e-06
34,4.8714684231483606e-06,2.2072720184951322e-06
35,6.222541585321735e-06,4.2902947825496085e-06
36,5.116339198572123e-06,2.8588547138497233e-06
37,4.8841340382447624e-06,8.587594493292272e-06
38,5.730093654338339e-06,1.4891807040839922e-06
39,4.4408842649361415e-06,3.148844825773267e-06
40,5.487480848387349e-06,4.882680514128879e-06
41,6.130554912228295e-06,3.964561074099038e-06
42,7.71578135884608e-06,2.276541408718913e-06
43,3.694044042255146e-06,2.620119175844593e-06
44,6.285758125895449e-06,3.888174433086533e-06
45,4.768976114497664e-06,7.204049325082451e-06
46,6.115700784903311e-06,5.868390871910378e-06
47,4.77624011875291e-06,2.38241864281008e-06
48,4.119711206840293e-06,1.4160908676785766e-06
49,4.037966115382525e-06,6.209129423950799e-06
50,5.905295860689616e-06,6.6420652728993446e-06
51,8.41845290519164e-06,3.544132368915598e-06
52,3.290442894662452e-06,1.9058069256061572e-06
53,3.592460903486686e-06,1.9964122657256667e-06
54,3.1348676462325135e-06,2.707280827962677e-06
55,4.581070990233067e-06,3.932390882255277e-06
56,4.104479105968667e-06,1.5408978697450948e-06
57,3.508469471095547e-06,1.3121729125487036e-06
58,3.433762563937697e-06,2.0617035261238925e-06
59,3.859970130785466e-06,1.4363678246809286e-06
60,3.402693867623644e-06,3.5023094824282452e-06
