epoch,training_mse,validation_mse
1,0.0018499898828200198,0.00019911576237063855
2,0.00012492751124054414,8.203821198549122e-05
3,6.745644714101218e-05,9.629446867620572e-05
4,4.987188601392388e-05,3.6584689951268956e-05
5,3.378598194103688e-05,3.481372186797671e-05
6,3.379559781197237e-05,7.917529001133516e-05
7,3.2844497213989686e-05,2.5053554054466076e-05
8,2.6021206394943874e-05,3.12994779960718e-05
9,2.4446249426546274e-05,2.3163933292380534e-05
10,2.7857421584832038e-05,2.247640077257529e-05
11,2.336938649975872e-05,2.338001286261715e-05
12,2.508724472655948e-05,2.1038877093815245e-05
13,2.792997215042955e-05,3.097772059845738e-05
14,2.2583842131834465e-05,2.0765364752151072e-05
15,2.5589026249473957e-05,1.8994129277416505e-05
16,2.3131524747961e-05,2.175566987716593e-05
17,2.242505657011948e-05,1.8033546439255588e-05
18,2.345315366862148e-05,5.7004795962711796e-05
19,3.301249394315251e-05,2.239998138975352e-05
20,1.9491209903727785e-05,1.708631134533789e-05
21,1.9357299346925822e-05,1.7083944840123877e-05
22,2.1918120464328067e-05,2.2657621229882352e-05
23,2.0098655416707818e-05,1.8249842469231226e-05
24,1.9914529968359385e-05,1.8249267668579705e-05
25,2.5561595347902594e-05,1.8179429389419965e-05
26,2.321581725828721e-05,1.7720289179123938e-05
27,1.8573626080286064e-05,1.6105783288367093e-05
28,1.805989832280916e-05,1.5580881154164672e-05
29,1.8129408610028414e-05,1.7803688024287112e-05
30,2.1648469339111e-05,1.5674324458814226e-05
31,2.5588090899137094e-05,4.435555456439033e-05
32,2.4416564407320473e-05,1.9889321265509352e-05
33,2.000243165682713e-05,1.7863550965557806e-05
34,1.8900945027174505e-05,2.3259764930116944e-05
35,1.7930340077111307e-05,2.0706480427179486e-05
36,1.9673465214423014e-05,2.971781032101717e-05
37,2.813729482416723e-05,2.987694642797578e-05
38,1.8520038024473163e-05,2.0327601305325516e-05
39,1.91074965793329e-05,1.7482068869867362e-05
40,2.027667434439146e-05,1.6256866729236208e-05
41,1.7420553073558647e-05,1.5709931176388636e-05
42,1.8205562658598257e-05,2.1783305783174e-05
43,1.8049070831693825e-05,2.003839472308755e-05
44,1.777513372352197e-05,2.0361248971312307e-05
45,1.7716167154243783e-05,2.1533312974497676e-05
46,2.732774873948074e-05,1.4733263014932163e-05
47,1.5633893765100636e-05,1.3343859791348223e-05
48,1.7138284420070704e-05,1.4824768186372239e-05
49,1.6861719294476124e-05,1.644052281335462e-05
50,1.585505656348254e-05,1.7464248230680823e-05
51,1.6815780305651495e-05,2.0494337150012143e-05
52,1.6816003803147135e-05,1.5331093891290948e-05
53,1.7230405795825866e-05,2.4662984287715517e-05
54,2.389557736629892e-05,2.178742033720482e-05
55,1.8901019172647337e-05,1.4490371540887281e-05
56,1.746930779301606e-05,2.0745914298458956e-05
57,1.6865929215522817e-05,1.7675067283562385e-05
58,1.8936963615921004e-05,2.3046986825647764e-05
59,2.1027966102424433e-05,1.2222860277688596e-05
60,1.4602619861155594e-05,1.3989503713673912e-05
61,1.574834061015974e-05,1.5318242731154896e-05
62,1.721028727496603e-05,3.915522393072024e-05
63,1.8502180323377527e-05,1.3651088920596521e-05
64,1.6700697025433847e-05,2.6502037144382484e-05
65,1.7156884723590338e-05,1.1424044714658521e-05
66,1.555341022399911e-05,1.4365639799507335e-05
67,1.7752256943432648e-05,2.9216995244496502e-05
68,1.682076147279163e-05,1.0773109352157917e-05
69,1.4406835491951955e-05,1.642621646169573e-05
70,1.7660541288933018e-05,2.793179555737879e-05
71,1.6662239475062096e-05,1.098387838283088e-05
72,1.455774062855025e-05,1.1628287211351562e-05
73,1.3686957269480141e-05,1.4512061170535162e-05
74,1.5274187457440087e-05,1.5991679902072065e-05
75,1.5090128099039984e-05,1.629417238291353e-05
76,1.7846101421864225e-05,1.2092922588635702e-05
77,1.4397669171254771e-05,1.1561589417397045e-05
78,1.3740464163718224e-05,9.640369171393104e-06
79,1.3476252401492925e-05,1.2339986824372318e-05
80,1.7399348832571248e-05,1.0681836101866793e-05
81,1.5386896101127994e-05,1.1706053555826657e-05
82,1.388697576961325e-05,1.1224801710341126e-05
83,1.4086001599588643e-05,1.2610928024514578e-05
84,1.4136443843155922e-05,1.1625053048192058e-05
85,1.5086353717682263e-05,2.2890972104505636e-05
86,1.5811011529703612e-05,1.786141365300864e-05
87,1.4954760759099459e-05,1.3285265595186502e-05
88,1.7331324887068366e-05,1.2976271136722062e-05
89,1.4741335744041689e-05,1.633706415304914e-05
90,1.8138458277202778e-05,2.76727914751973e-05
91,1.4810909013769041e-05,1.6553707610000856e-05
92,1.2429920172421372e-05,1.0949838724627625e-05
93,1.3335282487570935e-05,1.7382872101734392e-05
