epoch,training_mse,validation_mse
1,0.0032962455755166176,0.001564416685141623
2,0.0006278161360699284,0.0002502258284948766
3,0.00012551645444805866,0.00010238764662062749
4,8.40593657769551e-05,7.685770106036216e-05
5,6.884778304083738e-05,5.925006189499982e-05
6,5.427694157420081e-05,4.973828254151158e-05
7,4.5081784351385156e-05,4.2934803786920384e-05
8,3.7091705876047766e-05,3.210951399523765e-05
9,3.241606338546955e-05,3.0266384783317335e-05
10,2.925463316690487e-05,2.756550384219736e-05
11,2.635155713159336e-05,2.282270543219056e-05
12,2.4343112619092045e-05,2.8304362786002457e-05
13,2.7317118738643503e-05,2.624974149512127e-05
14,2.2693299710919658e-05,2.1252804799587466e-05
15,2.1801655813240878e-05,2.5759254640433937e-05
16,2.216263270124078e-05,2.6602792786434293e-05
17,2.2232701125869337e-05,2.1848401956958696e-05
18,2.2081167961524833e-05,2.707749627006706e-05
19,2.0830489401781788e-05,1.835485818446614e-05
20,2.0174622412534e-05,2.326343019376509e-05
21,2.226873822932941e-05,2.4310944354510866e-05
22,2.410555171514889e-05,1.997100844164379e-05
23,2.0242308567373713e-05,2.5548764824634418e-05
24,2.0368022822887205e-05,2.1068111891509034e-05
25,2.1109518694997643e-05,1.942613198480103e-05
26,2.077648024992197e-05,4.648286267183721e-05
27,2.2715112187316188e-05,2.0108227545279078e-05
28,1.9459244694666095e-05,2.587466769909952e-05
29,2.18965027280709e-05,1.7837515770224854e-05
30,2.1299221532986156e-05,2.8939663025084883e-05
31,2.102086654347312e-05,1.907998012029566e-05
32,2.0113049182717596e-05,1.8546652427176014e-05
33,1.9357786727812797e-05,2.4296774427057244e-05
34,2.0445034459996913e-05,1.7111864508478902e-05
35,1.8865465487275895e-05,2.8824868422816508e-05
36,2.1343226741183096e-05,2.2041971533326432e-05
37,1.9776407649866694e-05,1.8522163372836076e-05
38,1.9458666375136263e-05,1.6581152522121556e-05
39,2.4235110642967767e-05,8.092028292594478e-05
40,3.0910799112115496e-05,2.0591447537299246e-05
41,2.00832490095525e-05,2.7828162274090573e-05
42,2.0018088175025435e-05,1.8978433217853308e-05
43,2.018150958281781e-05,2.7120062441099435e-05
44,2.1961247425462628e-05,2.1643594664055854e-05
