seed,day,event,under_event,over_event,under_steps,over_steps,pf_fail,minimum_voltage_pu,maximum_voltage_pu,line_loss_mwh,mean_absolute_normalized_action,rms_normalized_action,normalized_action_saturation_fraction,absolute_reactive_throughput_mvarh,maximum_absolute_reactive_command_mvar
42,49,0,0,0,0,0,0,0.9585240732918124,1.0031794126770524,1.1651374768540383,0.10177664660538237,0.14353968594357958,0.0,27.51778825366035,0.6483204960823059
42,92,0,0,0,0,0,0,0.9574377692949193,1.0065192956060773,1.4004155852643312,0.11703434881443779,0.16522838628740344,0.0,31.777417175130342,0.7151710987091064
42,138,0,0,0,0,0,0,0.9586990965306862,1.00600600658456,1.3670983073725438,0.11656036181375384,0.1645647520210324,0.0,31.587659572845514,0.7077584862709045
42,173,0,0,0,0,0,0,0.9593242838949999,1.0091300545177975,1.3580918575306649,0.11861023252519469,0.16691276814024877,0.0,32.16186792382756,0.7168903350830078
42,219,0,0,0,0,0,0,0.9587937744784368,1.007275078190921,1.2757189068840873,0.11382460547611117,0.16104126401261118,0.0,30.811797548513145,0.7011487483978271
42,251,0,0,0,0,0,0,0.962485799274484,1.0020360770163013,1.0228602520111982,0.0964138136866192,0.13665959882381729,0.0,26.006535805034304,0.6096537113189697
42,282,0,0,0,0,0,0,0.9551487523470624,1.0,1.8874748012844864,0.12701698990228275,0.17579557704819343,0.0,35.0450051090102,0.7430241703987122
42,299,0,0,0,0,0,0,0.9549937146744821,1.0017834167103714,1.773357823147837,0.12496723995233576,0.1739534468095964,0.0,34.34687202244943,0.75
42,319,0,0,0,0,0,0,0.9549450596077484,1.0,2.3965503101673784,0.14865048928186297,0.19236471442798603,0.0,43.74438480170455,1.0299637394951875
42,365,0,0,0,0,0,0,0.9613721589207517,1.000943227038524,0.9722910821977147,0.08978424787831803,0.1270238707880171,0.0,24.2505078514583,0.5828817486763
43,49,0,0,0,0,0,0,0.9583929886610585,1.0031768320672856,1.1649427006363784,0.1017867560343196,0.1433259083450249,0.0,27.558886391581364,0.6457797288894653
43,92,0,0,0,0,0,0,0.9574230712549625,1.0064995638497878,1.4002709852827546,0.11728503694757819,0.16575896461520617,0.0,31.834291680392734,0.7284721732139587
43,138,0,0,0,0,0,0,0.9586344466784522,1.0059808580849798,1.3669146080949162,0.11673192835102479,0.16486792978156836,0.0,31.63617370706362,0.7100998759269714
43,173,0,0,0,0,0,0,0.9594917961934409,1.0091212369596794,1.3579249943051406,0.11871184385381639,0.1670752857339486,0.0,32.194076808446546,0.7206660509109497
43,219,0,0,0,0,0,0,0.9586281026527296,1.0072585059783323,1.2755355299785154,0.1139026356395334,0.16115336536931368,0.0,30.844556484923945,0.6987476944923401
43,251,0,0,0,0,0,0,0.9623588000317015,1.0020257253842053,1.022856433243395,0.09641492886779209,0.13636353241235777,0.0,26.06125653746122,0.6099218726158142
43,282,0,0,0,0,0,0,0.955023004015405,1.0,1.8871548574184105,0.12704781636906168,0.1758689802179024,0.0,35.053117379992315,0.742027223110199
43,299,0,0,0,0,0,0,0.9549339968780038,1.0017636952094944,1.7731242309364639,0.12495287344790995,0.1737598912456712,0.0,34.37655654157479,0.75
43,319,0,0,0,0,0,0,0.9545355997173937,1.0,2.3540913316364667,0.14689144787068167,0.1918965234200085,0.0,42.792797169546446,0.9743145924007374
43,365,0,0,0,0,0,0,0.9612464171276952,1.0009548104557295,0.9722288906658395,0.0897666971043994,0.12668568481758344,0.0,24.30316826057807,0.582831084728241
44,49,0,0,0,0,0,0,0.9582661618695764,1.003182758555324,1.1648773357831894,0.10156106320209801,0.14324924881809004,0.0,27.462671818905537,0.6493440270423889
44,92,0,0,0,0,0,0,0.9577005886125235,1.006511780875098,1.4006024238345758,0.11735697990904252,0.1661185267076417,0.0,31.817689922586336,0.7260456681251526
44,138,0,0,0,0,0,0,0.9585317059372145,1.0060096405984613,1.3669069221258932,0.11677016799027722,0.16526766084262748,0.0,31.59760445695963,0.7173228859901428
44,173,0,0,0,0,0,0,0.9596929076796507,1.0091624039871085,1.3579118770249186,0.11885189001138012,0.16758945256093985,0.0,32.18650275025952,0.7311504483222961
44,219,0,0,0,0,0,0,0.9587276474166093,1.0072840466965471,1.2754960236981652,0.1138813899209102,0.16142533804997464,0.0,30.795320981697106,0.7044793963432312
44,251,0,0,0,0,0,0,0.9624106442430557,1.0020586268478342,1.0226813782084998,0.09615933367361625,0.1362753187760372,0.0,25.950149374397842,0.6120292544364929
