seed,evaluated_days,event_days,pf_fail_days,mean_daily_line_loss_mwh,worst_minimum_voltage_pu,worst_maximum_voltage_pu,mean_absolute_normalized_action,mean_rms_normalized_action,normalized_action_saturation_fraction,mean_daily_absolute_reactive_throughput_mvarh,maximum_absolute_reactive_command_mvar
42,10,0,0,1.4618996402714282,0.9549450596077484,1.0091300545177975,0.11546389759362985,0.16070840643024858,0.0,31.724983606363367,1.0299637394951875
43,10,0,0,1.4575044562198278,0.9545355997173937,1.0091212369596794,0.11534919644861172,0.1606756065958585,0.0,31.6654880961561,0.9743145924007374
44,10,0,0,1.4581713969832346,0.9549097002084039,1.0091624039871085,0.11551254905449848,0.1613259318254938,0.0,31.642322335432663,0.9929419437207269
45,10,0,0,1.4596243566546516,0.954728028577901,1.0090942694921847,0.1150717683524514,0.16050570559132765,0.0,31.570290233110814,1.027971669414806
46,10,0,0,1.4588097591331735,0.9546829196166261,1.0090976067508817,0.11525090297218413,0.16043448625366738,0.0,31.652603317902607,0.9823477134605042
