day,event,under_steps,over_steps,pf_fail,solver_failures,minimum_voltage_pu,maximum_voltage_pu,line_loss_mwh,absolute_reactive_throughput_mvarh,maximum_absolute_reactive_command_mvar,mean_online_optimisation_ms,p95_online_optimisation_ms
4,0,0,0,0,0,0.952828884361793,1.0,1.6292506593792901,5.976509163162891,0.4112175951352472,0.8557760414002283,1.5426749996549916
38,0,0,0,0,0,0.9522729820681104,1.0,2.2539723453802925,21.89741465728764,0.75,0.7404447916314894,1.4095250016907812
77,0,0,0,0,0,0.9518351030820763,1.0023509078558277,2.158950344663675,21.3003758579889,0.8374523299956955,0.7424677085812922,1.4260500011005206
85,0,0,0,0,0,0.9526586952297649,1.0,2.1236632118017,19.159242393226773,0.7158780248354494,0.8277000001347309,1.6206749996854342
105,0,0,0,0,0,0.9527870004360641,1.0088248931453825,1.7237356363138796,8.32705366678921,0.4821865867459077,0.865855208303401,1.464149998355424
133,0,0,0,0,0,0.9527713186199654,1.0065488132406863,1.71437075933392,10.366439907589802,0.5136355692210828,0.9010677084688723,1.6909000005398411
137,0,0,0,0,0,0.9529463565390222,1.0080759113687827,1.4105055030335452,0.7888938370263242,0.1200053307493157,0.54309062492545,1.392624998516112
147,0,0,0,0,0,0.952766481593548,1.0081437115921077,1.7521130090774455,10.904233394712547,0.541515447994504,0.9079114583225115,1.79227499938861
159,0,0,0,0,0,0.9529332171318723,1.0071914306337297,1.275717014361442,1.0535213648143074,0.15100131455873864,0.44103333323164406,1.3922999978603912
220,0,0,0,0,0,0.9527716760595014,1.0047080444252505,1.6353079122403573,8.159617172982026,0.507649870968734,0.8583093752273877,1.5986250000423752
236,0,0,0,0,0,0.9529619856513045,1.008505562501081,1.2131413314016117,0.4792925772837814,0.08369847841401905,0.3669406249855456,1.2889249983345508
241,0,0,0,0,0,0.9527801916823132,1.0014978862328223,1.6627616021349454,9.19090792642075,0.49369612604032986,0.8302833333194334,1.6538750005565817
245,0,0,0,0,0,0.9527804963722417,1.0045684606337677,1.7313668552237347,10.773671665662947,0.5358380420445189,0.9160249998861522,1.6379749995394377
257,0,0,0,0,0,0.9529219929718766,1.0091731784562306,1.2532602420573449,0.9916773004576183,0.18040443458618008,0.43948541641232924,1.4281499998105573
282,0,0,0,0,0,0.9526330749805084,1.0055994425555392,1.8678306420145798,13.346518851461822,0.6619937711839382,0.9459750000739101,1.6328749998137937
295,0,0,0,0,0,0.9524215011476955,1.0,2.1805986607129415,19.646627383844756,0.75,0.8838354166300633,1.4763499993932783
299,0,0,0,0,0,0.9528143639526256,1.0,1.525191862537155,4.519754382543009,0.36423181594831444,0.7019885416639227,1.4215499977581203
