epoch,training_mse,validation_mse
1,0.002351972674313445,0.00035604159347712994
2,0.00020149181225514483,0.00011500813707243651
3,7.157559988020996e-05,4.415956937009469e-05
4,3.278742492728357e-05,2.120450881193392e-05
5,1.8541816947011586e-05,1.3849739843863063e-05
6,1.5292212018331547e-05,1.3503822628990747e-05
7,1.4276938643542097e-05,1.219380646944046e-05
8,1.4171102932214991e-05,1.4148109585221391e-05
9,1.4193222471346547e-05,1.1462552720331587e-05
10,1.303292507752e-05,1.0141068742086645e-05
11,1.2955172310501525e-05,1.2436683391570114e-05
12,1.2955986308259612e-05,1.015915950119961e-05
13,1.2365659109664626e-05,1.1153827472298872e-05
14,1.2987877241920658e-05,1.2267788406461477e-05
15,1.2560024212386148e-05,1.3215155377110932e-05
16,1.2645016210756563e-05,9.651836990087759e-06
17,1.206520415681076e-05,9.598114047548734e-06
18,1.1790912464805712e-05,9.430977115698624e-06
19,1.1473322436878724e-05,1.0131877388630528e-05
20,1.2484443903390674e-05,2.1422805730253458e-05
21,1.3069248931666758e-05,1.1209164767933544e-05
22,1.2004967348253731e-05,9.950705134542659e-06
23,1.2493336487837258e-05,1.3472879800247028e-05
24,1.1766807563704095e-05,9.055079317477066e-06
25,1.1400723191660031e-05,9.739131201058626e-06
26,1.1091339859246676e-05,1.035662990034325e-05
27,1.1221071461131076e-05,9.21013815968763e-06
28,1.107083757493196e-05,9.878002856567036e-06
29,1.137578952433874e-05,1.1820307918242179e-05
30,1.137262376817359e-05,1.0186166036874056e-05
31,1.1149341692847278e-05,9.706413038657047e-06
32,1.1208367141080089e-05,9.065925041795708e-06
33,1.1605512316323474e-05,8.947066817199811e-06
34,1.1606946372921811e-05,1.0796529750223272e-05
35,1.1225073703393545e-05,8.263477866421454e-06
36,1.0964980425515456e-05,1.0803006261994597e-05
37,1.1009754860511056e-05,1.2062469977536239e-05
38,1.2127315693803775e-05,9.81837001745589e-06
39,1.105113239775944e-05,1.2222029909025878e-05
40,1.1610839529956657e-05,9.011806469061412e-06
41,1.1848868866980497e-05,9.660423529567197e-06
42,1.1022140803279832e-05,8.821474693831988e-06
43,1.0205661954473943e-05,9.602244062989485e-06
44,1.0940085076072137e-05,1.3633782145916484e-05
45,1.1004046038059251e-05,1.6883534044609405e-05
46,1.291799664960265e-05,7.736285624559969e-06
47,1.0682694231772552e-05,1.0799140909512062e-05
48,1.1074513189495996e-05,9.247773959941696e-06
49,9.810370318605454e-06,8.231635547417682e-06
50,1.0784105186411624e-05,1.059453370544361e-05
51,1.0458539203942305e-05,7.71469422033988e-06
52,1.0827656535097741e-05,9.335708455182612e-06
53,1.1680956222768318e-05,1.267676088900771e-05
54,1.1655580497712695e-05,1.2925052033097018e-05
55,1.1968306158191158e-05,9.444857823837083e-06
56,1.044121164081194e-05,2.1084384570713155e-05
57,1.2540941335308681e-05,1.2051821613567881e-05
58,1.0441679326807693e-05,1.2744671948894393e-05
59,1.0634246986488246e-05,7.508606358896941e-06
60,9.559594608227989e-06,7.94036441220669e-06
61,9.939214849163408e-06,1.7179698261315934e-05
62,1.1939434313847284e-05,2.1082223611301742e-05
63,1.1002682792119836e-05,9.054835572896991e-06
64,1.109024034511614e-05,9.061159289558418e-06
65,1.0727095016028171e-05,8.945728950493503e-06
66,9.077199105636932e-06,7.653375178051647e-06
67,1.1022008038708009e-05,1.2629215234483127e-05
68,1.18208629157293e-05,9.315233000961598e-06
69,9.898193898802024e-06,8.066115697147325e-06
70,9.187681284640262e-06,1.4250172171159647e-05
71,1.0996078528824866e-05,1.366535434499383e-05
72,1.0513763884643725e-05,9.012674127006903e-06
73,9.794828515840068e-06,7.727385309408419e-06
74,8.85403015412781e-06,9.777414561540354e-06
75,1.1334464705301106e-05,1.6541696822969243e-05
76,1.090975414237099e-05,6.961003236938268e-06
77,9.748274156403827e-06,1.4866923265799414e-05
78,1.3289250686977452e-05,8.431780770479236e-06
79,9.39550182010862e-06,7.800141247571446e-06
80,8.991136826894252e-06,8.080972293100785e-06
81,9.296549706050428e-06,8.117980542010628e-06
82,9.649511758609497e-06,8.717470336705446e-06
83,8.520433539160877e-06,7.020861175988102e-06
84,8.634311175878143e-06,6.699949153698981e-06
85,1.0212354492891574e-05,1.4168000234349165e-05
86,9.597619271603652e-06,7.065398676786572e-06
87,1.1113896594646836e-05,1.2547701771836728e-05
88,9.949087674006781e-06,1.8104366972693242e-05
89,1.0902903568421607e-05,6.827047855040291e-06
90,9.681181360238475e-06,9.329153726866934e-06
91,1.0130702386439744e-05,1.0404524800833315e-05
92,9.719162205458684e-06,7.696476131968666e-06
93,8.175580844527714e-06,7.182213266787585e-06
94,1.0145770981277261e-05,8.734969014767557e-06
95,8.030495185569938e-06,8.946230991568882e-06
96,8.092053619856459e-06,9.549843525746837e-06
97,1.0246015043386641e-05,1.4755884876649361e-05
98,1.2777439776203079e-05,1.1977625035797246e-05
99,9.377267620688404e-06,7.97413395048352e-06
100,8.437902102914882e-06,1.1230739801249001e-05
101,8.494548746100572e-06,6.1203286350064445e-06
102,8.114980811937822e-06,9.769417374627665e-06
103,7.963237987409922e-06,7.897653631516732e-06
104,1.0249358594938668e-05,1.8019836716121063e-05
105,1.1791579871507046e-05,1.3846208275936078e-05
106,9.405496484760079e-06,1.3283804946695454e-05
107,9.322128367525043e-06,1.3257685168355238e-05
108,8.552466169930995e-06,9.600091289030388e-06
109,7.981188879230536e-06,7.85860356700141e-06
110,7.635602287336951e-06,8.334877747984137e-06
111,8.344737969829502e-06,1.2742719263769686e-05
112,7.562878939400737e-06,6.6072952904505655e-06
113,8.089033296225049e-06,7.400533377222018e-06
114,7.5636486859106555e-06,7.843712410249282e-06
115,6.905213630099232e-06,7.131201982701896e-06
116,7.300272186295756e-06,1.2397587852319703e-05
117,1.0589385857158396e-05,6.648707312706392e-06
118,7.859755593623655e-06,6.47859860691824e-06
119,7.57887319412562e-06,8.2868937170133e-06
120,6.7798830622493934e-06,7.932329026516527e-06
121,7.81935426900981e-06,6.950890565349255e-06
122,8.807339543723391e-06,1.4187633496476337e-05
123,8.727157808694063e-06,1.2859038179158233e-05
124,6.699243320846497e-06,7.308075055334484e-06
125,8.182221487610756e-06,8.217000868171453e-06
126,8.794167299475659e-06,5.9881654124183115e-06
127,7.61855680831927e-06,8.48469244374428e-06
128,6.213174461187182e-06,6.36534559816937e-06
129,6.702366937090465e-06,6.905506779730786e-06
130,7.560849683483996e-06,7.808391274011228e-06
131,6.303603749117992e-06,9.914590009429958e-06
132,7.431427526344556e-06,6.970040431042435e-06
133,8.243948449100052e-06,9.17982015380403e-06
134,7.480283459569494e-06,1.0566086530161556e-05
135,1.2927223072741375e-05,1.3191711332183331e-05
136,7.197831142288383e-06,5.8993191487388685e-06
137,6.689703831224983e-06,6.467830644396599e-06
138,6.393481358134609e-06,8.903034540708177e-06
139,7.3166642637477796e-06,6.0999254856142215e-06
140,5.744292734345349e-06,5.399693691288121e-06
141,5.137395191923133e-06,9.506835340289399e-06
142,8.599004255908463e-06,5.482624601427233e-06
143,6.094357407467517e-06,8.866227290127426e-06
144,6.635152712555109e-06,5.485415385919623e-06
145,6.4832472292307235e-06,5.6470603340130765e-06
146,7.64077174694865e-06,5.912103915761691e-06
147,6.807015714522484e-06,1.5212503058137372e-05
148,9.968709989715579e-06,6.194328307174146e-06
149,5.6778190225616394e-06,5.9053795666841324e-06
150,5.828584237730995e-06,7.729897333774716e-06
151,1.2871797393710863e-05,6.033530553395394e-06
152,7.2881451463520835e-06,1.3244450201455038e-05
153,7.516684382564909e-06,7.724019269517157e-06
154,7.366852947771327e-06,1.414530288457172e-05
155,7.203708048022929e-06,9.820245395530947e-06
156,6.111965289857749e-06,5.73647639612318e-06
157,6.380247279074476e-06,1.090653950086562e-05
158,5.848020843283545e-06,6.427575044654077e-06
159,5.377294325539662e-06,6.552176273544319e-06
160,6.631316572176209e-06,6.985927029745653e-06
161,5.6169247900903605e-06,9.99988060357282e-06
162,7.3889259565043e-06,7.403968538710615e-06
163,5.768401522454085e-06,7.421328973578056e-06
164,6.404079981404634e-06,5.2230775509087835e-06
165,5.232516958217491e-06,7.38401604394312e-06
166,7.721122501823716e-06,6.420609224733198e-06
167,6.1754260947227954e-06,6.262195711315144e-06
168,5.868675955190113e-06,5.429781140264822e-06
169,7.018857954357199e-06,5.493907337950077e-06
170,5.462084865419976e-06,9.646018042985816e-06
171,5.435229912195826e-06,5.066055564384442e-06
172,5.216200265966195e-06,6.995324383751722e-06
173,7.851100387294233e-06,5.66750486541423e-06
