epoch,training_mse,validation_mse
1,0.00213955939467442,0.00034396740375086665
2,0.00016322970501884507,4.134426490054466e-05
3,2.6290489932718975e-05,1.8884409655584022e-05
4,1.7869876566172544e-05,1.67894486367004e-05
5,1.621414113677539e-05,1.5097306459210813e-05
6,1.5006542006241424e-05,1.5239984350046143e-05
7,1.4763685006376667e-05,1.4943755559215788e-05
8,1.3948860084513268e-05,1.0742584890977014e-05
9,1.280096689914076e-05,1.1615521543717477e-05
10,1.2707888908196418e-05,1.2389208677632269e-05
11,1.2033929330018942e-05,9.949531886377372e-06
12,1.163903105060897e-05,9.642252734920476e-06
13,1.1869360583832964e-05,1.0633528290782124e-05
14,1.1952858304063002e-05,1.0041646419267636e-05
15,1.1641758701010812e-05,1.1207858733541798e-05
16,1.0570684913719084e-05,8.937217899074312e-06
17,1.1164442163308627e-05,1.1187898053321987e-05
18,1.0641028687868606e-05,8.283344868686981e-06
19,1.0983301633262141e-05,9.258803402190097e-06
20,1.0213962262977952e-05,9.274570402340032e-06
21,1.0633535999832453e-05,7.867366548452992e-06
22,1.0047642663699835e-05,1.0603282134979963e-05
23,9.900569109179611e-06,7.64594369684346e-06
24,9.741573519152422e-06,7.540641036030138e-06
25,9.693761296061676e-06,1.3449875950755086e-05
26,1.0674444021268365e-05,8.185600563592743e-06
27,9.76305185369191e-06,1.2019422683806624e-05
28,9.325336501812368e-06,1.0755927178252023e-05
29,9.434260543154474e-06,6.80052062307368e-06
30,8.832264256852795e-06,6.792283784307074e-06
31,9.691624124267642e-06,1.0381987522123381e-05
32,9.673088497731355e-06,7.353985893132631e-06
33,9.13824965209642e-06,8.37793959362898e-06
34,9.223217776230913e-06,7.442294190695975e-06
35,9.82214783107338e-06,7.256860499182949e-06
36,9.305150526762146e-06,9.311630492447875e-06
37,9.190081435744582e-06,6.967844001337653e-06
38,1.0072224172507135e-05,1.029678423947189e-05
39,9.107960652597416e-06,7.2197285589936655e-06
40,9.419310702339447e-06,1.1607527085288893e-05
41,1.0474460482544687e-05,6.817276698711794e-06
42,8.563797347874025e-06,1.0856226253963541e-05
43,9.732789586840746e-06,1.2008639714622404e-05
44,1.0210864394095898e-05,8.195766895369161e-06
45,7.966875024240358e-06,7.072479547787225e-06
46,7.844498159535024e-06,6.741309789504157e-06
47,9.339850445636936e-06,1.1393469321774319e-05
48,9.606436010688499e-06,6.90092792865471e-06
49,8.28908413755666e-06,1.3465712981997058e-05
50,1.0375643948160965e-05,1.0786352504510432e-05
51,1.615683658244615e-05,1.2280522241781e-05
52,8.561082040614565e-06,6.824248885095585e-06
53,7.801484841928912e-06,9.085017154575326e-06
54,7.603378933362408e-06,8.008825716387946e-06
55,8.765036465688137e-06,7.806255780451465e-06
56,7.64841549772384e-06,7.765923328406643e-06
57,7.9268100502564e-06,8.1931193562923e-06
58,8.058909997998853e-06,7.444137736456469e-06
59,8.805288265042085e-06,7.135331088647945e-06
60,7.661458972680044e-06,7.428553089994239e-06
61,6.756099201950183e-06,7.835605174477678e-06
62,8.765594765507212e-06,6.6532807068142574e-06
63,7.5819279702825175e-06,9.80823824647814e-06
64,7.1763851814293525e-06,9.252426025341265e-06
65,7.696250988720705e-06,6.4375699366792105e-06
66,7.278404154931195e-06,8.375802281079814e-06
67,7.677498583039519e-06,7.060407824610593e-06
68,7.83058247915982e-06,8.028674528759439e-06
69,6.858323872837077e-06,1.0418510100862477e-05
70,9.046472022029256e-06,1.0541865776758641e-05
71,6.982623636715635e-06,8.964150765677914e-06
72,9.63613057960867e-06,7.749527867417783e-06
73,7.04961619357207e-06,6.121213118603919e-06
74,7.984502677313035e-06,2.3676057026023045e-05
75,1.2719787719106534e-05,6.212157131813001e-06
76,6.6250774276947295e-06,1.3816673344990704e-05
77,7.551487106822952e-06,7.731011464784387e-06
78,7.095531676289586e-06,1.3261425010568928e-05
79,7.722187027476529e-06,6.163732450659154e-06
80,6.5781101793185195e-06,7.757075763947796e-06
81,6.544983480558758e-06,9.299876182922162e-06
82,7.57329371481319e-06,6.509724698844366e-06
83,6.066235268268169e-06,7.1267613748204894e-06
84,6.17522149089685e-06,1.0684720109566115e-05
85,7.053189836456329e-06,8.554786290915217e-06
86,7.323770887524006e-06,8.097007594187744e-06
87,6.794158274542064e-06,6.34655498288339e-06
88,7.124084049792145e-06,5.85226325711119e-06
89,7.392783919342383e-06,1.3614867384603713e-05
90,9.45240896856246e-06,7.462213034159504e-06
91,6.954465507511659e-06,9.56522399064852e-06
92,7.352372373740461e-06,5.836833224748261e-06
93,8.200738929666668e-06,5.604794750979636e-06
94,5.481345180582832e-06,5.309553216648055e-06
95,7.330300604735385e-06,1.2609690202225465e-05
96,7.82139669094509e-06,6.1287360040296335e-06
97,6.604442963483355e-06,1.9576234990381636e-05
98,1.243098457356003e-05,6.589735221496085e-06
99,6.5263985301758765e-06,1.3740823305852246e-05
100,6.756967238851801e-06,6.1489708969020285e-06
101,7.116625890072707e-06,1.72521140484605e-05
102,7.683095808325951e-06,6.851258149254136e-06
103,5.48835637237928e-06,6.611639037146233e-06
104,6.227626413203238e-06,5.809405593026895e-06
105,5.971364457547593e-06,7.3338078436790965e-06
106,5.250854731760531e-06,6.376157671184046e-06
107,6.081056404755578e-06,1.1999884918623138e-05
108,8.102536271724689e-06,8.494930625602137e-06
109,6.448067898374921e-06,5.981125468679238e-06
110,5.953706325575088e-06,9.945650162990205e-06
111,7.742227591647644e-06,9.330543434771243e-06
112,5.352470495944588e-06,7.368514616246102e-06
113,7.226853881547868e-06,6.147526619315613e-06
114,5.384355826468631e-06,6.988695986365201e-06
115,6.592197689228453e-06,2.093716466333717e-05
116,1.1061104606553618e-05,1.0152148206543643e-05
117,5.328590960050947e-06,5.264151241135551e-06
118,6.416138127124646e-06,6.332864813884953e-06
119,5.518919963486994e-06,6.045328518666793e-06
120,6.227356942915885e-06,5.589529791905079e-06
121,5.220193570277756e-06,6.241390565264737e-06
122,5.049055143250111e-06,5.2632708502642345e-06
123,5.5626836737723175e-06,6.646343990723835e-06
124,4.977702522929965e-06,8.453408554487396e-06
125,6.275117757901344e-06,5.052654159953818e-06
126,5.465508923494088e-06,5.4175275181478355e-06
127,5.19154126604484e-06,6.4042378653539345e-06
128,5.607091625712374e-06,6.924191438884009e-06
129,5.848460454044038e-06,1.0116721568920184e-05
130,7.496746082411153e-06,6.710251000185963e-06
131,6.540306945420785e-06,9.584402505424805e-06
132,6.0689848439887145e-06,5.185179361433256e-06
133,6.006927486894364e-06,7.53992389945779e-06
134,8.365209038986774e-06,6.447103260143194e-06
135,6.181575583598585e-06,7.512328011216596e-06
136,6.0404328602695996e-06,4.907824404654093e-06
137,5.802132315173887e-06,6.515035693155369e-06
138,8.088431319005654e-06,7.827863555576187e-06
139,7.266409240747591e-06,5.5884747780510224e-06
140,5.951266882134189e-06,4.843662281928118e-06
141,4.406107683237115e-06,8.097074896795675e-06
142,6.635603843581824e-06,1.8524100596550852e-05
143,6.078914089985552e-06,7.164444468799047e-06
144,5.631389372172721e-06,5.5944742598512676e-06
145,5.607378268125883e-06,5.463845809572376e-06
146,5.596242474547623e-06,6.488202416221611e-06
147,5.05373073099777e-06,5.5385439736710396e-06
148,5.366496549998244e-06,5.977648015687009e-06
149,4.541347818433548e-06,4.898771294392645e-06
150,5.818189471201982e-06,9.161080015473999e-06
