epoch,training_mse,validation_mse
1,0.0014565163132612639,0.0003013421664945781
2,8.878183905922232e-05,3.22952437272761e-05
3,2.179990343349692e-05,1.4641327652498148e-05
4,1.3904955548717962e-05,1.1011693459295202e-05
5,1.2723190506914675e-05,1.099455312214559e-05
6,1.2405364508421848e-05,9.443855560675729e-06
7,1.1924415113233927e-05,8.831942068354692e-06
8,1.1499541869852692e-05,8.709626854397357e-06
9,1.1124967180703174e-05,8.270813850685954e-06
10,1.1523388496113642e-05,1.3034452422289178e-05
11,1.1469735692939831e-05,8.2705810200423e-06
12,1.0736642230940993e-05,7.768990144541021e-06
13,1.0549735071392552e-05,8.481534678139724e-06
14,1.0271783421125119e-05,7.683986041229218e-06
15,1.036558987401631e-05,1.3053934708295856e-05
16,1.102790175926722e-05,9.103789125219919e-06
17,1.0136412020940389e-05,9.307324944529682e-06
18,1.006359510873673e-05,7.436655323544983e-06
19,1.0454222395613518e-05,7.430161531374324e-06
20,1.0061071147252473e-05,8.023354894248769e-06
21,9.649232034852112e-06,7.125517186068464e-06
22,9.420953888582603e-06,7.338873274420621e-06
23,9.554164924858405e-06,7.458391337422654e-06
24,1.0365965993384765e-05,7.079266651999205e-06
25,1.0034868908059296e-05,1.3737330846197437e-05
26,1.056050024046618e-05,8.175506991392467e-06
27,9.719250036661314e-06,7.429557626892347e-06
28,9.672226962634123e-06,6.5749441091611516e-06
29,9.066222858001267e-06,1.2185446394141763e-05
30,9.800941186421413e-06,1.0362663488194812e-05
31,1.0406307876023458e-05,1.3131471860106103e-05
32,1.10887090267213e-05,1.0557294444879517e-05
33,9.718226422029103e-06,1.0824552191479597e-05
34,1.0344058756302166e-05,1.0930066309811082e-05
35,1.057915465892057e-05,9.682758900453337e-06
36,1.1175083900958444e-05,1.5118605006136931e-05
37,1.0742446355444762e-05,1.1877192264364567e-05
38,9.806917606034577e-06,8.018268090381753e-06
39,9.408356661532751e-06,6.358289283525664e-06
40,8.791336323979305e-06,8.960002560343128e-06
41,9.629070940978376e-06,8.036317922233138e-06
42,9.515381623800967e-06,1.1959576113440562e-05
43,1.0948980952023357e-05,1.0981527339026798e-05
44,1.135673114948163e-05,1.9535225874278694e-05
45,1.2143862758897567e-05,8.42595545691438e-06
46,9.324783290832697e-06,1.0353180186939426e-05
47,8.796716223341286e-06,7.274900781339966e-06
48,8.715526714045804e-06,7.782017746649217e-06
49,7.950027143773955e-06,8.03410785010783e-06
50,8.766106172212554e-06,1.1552972864592448e-05
51,9.463447787268142e-06,1.9756134861381724e-05
52,1.1474512997925298e-05,6.819419468229171e-06
53,8.674183856696583e-06,2.9114915378158912e-05
54,1.0672007084351554e-05,7.566751719423337e-06
55,8.72486947671513e-06,8.071373486018274e-06
56,9.100903948170266e-06,1.4853590073471423e-05
57,8.802582355894542e-06,1.4095124242885504e-05
58,1.0133184830573599e-05,8.398932550335303e-06
59,8.044044491162778e-06,6.148964530439116e-06
60,8.078410982783507e-06,1.065683682099916e-05
61,9.73924711832383e-06,7.088151050993474e-06
62,8.176188700980718e-06,8.331356184498873e-06
63,8.290770633071329e-06,7.771779564791359e-06
64,1.0548835180521737e-05,8.533788786735386e-06
65,8.314115196602264e-06,6.0655638662865385e-06
66,7.150543232065891e-06,7.068617378536146e-06
67,8.263969957191702e-06,9.034639333549421e-06
68,8.488708544973633e-06,9.702678653411567e-06
69,8.946695245304865e-06,6.98708481650101e-06
70,7.544526397396112e-06,9.555561518936884e-06
71,8.218266505840196e-06,1.2688403330685105e-05
72,8.178025046574822e-06,3.080006717937067e-05
73,1.7720485153577536e-05,8.814710781734902e-06
74,7.922421608392532e-06,7.329175332415616e-06
75,7.0640206190763e-06,9.895151379168965e-06
76,8.171540365592158e-06,6.412362836272223e-06
77,7.02383108762747e-06,1.2343321941443719e-05
78,1.2050410868184935e-05,6.852244041510858e-06
79,8.580833807735915e-06,7.683736839680932e-06
80,7.794056338233141e-06,6.558784662047401e-06
81,6.4053958470010135e-06,9.130701982940082e-06
82,8.46710001193666e-06,7.196241767815081e-06
83,7.555514197779953e-06,2.044370921794325e-05
84,8.533004574928782e-06,6.168327672639862e-06
85,6.576425860094744e-06,9.084244084078819e-06
86,7.235551395621899e-06,6.644171662628651e-06
87,8.967563330554099e-06,6.6255192905373406e-06
88,7.384007457880043e-06,5.789177976112114e-06
89,6.231454346475186e-06,1.293977584282402e-05
90,8.698123890228868e-06,6.954508990020258e-06
91,1.168720913959814e-05,1.2060072549502365e-05
92,6.5556798907502004e-06,5.701598638552241e-06
93,6.048387744851338e-06,6.6280349528824445e-06
94,6.698458751738404e-06,6.027961262589088e-06
95,6.001130876549203e-06,6.920874511706643e-06
96,7.0110651384831205e-06,8.975030141300522e-06
97,7.481355764650202e-06,6.068968104955275e-06
98,7.1802432796089085e-06,7.704526069574058e-06
99,7.117802927799251e-06,9.04506759979995e-06
100,5.80908627376803e-06,6.979139470786322e-06
101,6.933480205719077e-06,6.970786671445239e-06
102,7.4348817006033465e-06,6.9464176704059355e-06
103,1.0245580911248994e-05,2.050146576948464e-05
104,8.852705940669347e-06,7.239685146487318e-06
105,7.899265949076617e-06,1.1350576642144006e-05
106,1.5001396258455879e-05,7.60838247515494e-06
107,5.85271431234668e-06,5.490482635650551e-06
108,5.714591804375925e-06,6.789206508983625e-06
109,5.4582533645467874e-06,6.254298114072299e-06
110,6.4342318637500284e-06,9.294276424043346e-06
111,8.337800344244378e-06,6.828275672887685e-06
112,5.591403394300003e-06,6.110057711339323e-06
113,8.1524618248555e-06,6.241238679649541e-06
114,6.643377413898374e-06,5.229627731750952e-06
115,5.233192290515512e-06,1.1191002158739138e-05
116,8.13426801133097e-06,8.602520210843068e-06
117,7.70798391429361e-06,8.409434485656675e-06
118,7.667695323713511e-06,6.027391009411076e-06
119,5.894787174535547e-06,5.01195972901769e-06
120,5.483372368481858e-06,4.899665782431839e-06
121,6.04188675251429e-06,5.2921573114872444e-06
122,5.965776532927218e-06,1.3920641322329175e-05
123,1.203898335959474e-05,4.8703009269956965e-06
124,6.688718940495164e-06,1.0327366908313707e-05
125,7.784307691898512e-06,1.160121519205859e-05
126,9.501642948418434e-06,5.313902420311933e-06
127,5.403695099847114e-06,5.2310037972347345e-06
128,5.0317512323956524e-06,5.163893092685612e-06
129,4.935836170174991e-06,4.812720817426452e-06
130,4.7445165104623555e-06,5.7619649851403665e-06
131,4.926426234825547e-06,7.314312824746594e-06
132,7.9150711913133e-06,5.150418473931495e-06
133,5.249663786344172e-06,4.543552677205298e-06
134,4.919142925462525e-06,4.692031325248536e-06
135,1.1910603732411845e-05,6.523963747895323e-06
136,5.924350630049871e-06,5.4684551287209615e-06
137,6.038945035210677e-06,7.432520305883372e-06
138,6.295461248772058e-06,1.2379809049889445e-05
139,6.319440054929666e-06,5.518254965863889e-06
140,6.2108088925361655e-06,4.899547093373258e-06
141,5.530145201538246e-06,6.5396052377764136e-06
142,6.718724177647216e-06,1.002176486508688e-05
143,7.510987605504245e-06,5.053813765698578e-06
144,4.863169779344476e-06,6.163787475088611e-06
145,5.5914489773082705e-06,4.931914190819953e-06
146,6.444058591287536e-06,5.3460003073269036e-06
147,5.736675802836544e-06,9.564236279402394e-06
148,5.108476914626538e-06,6.036070317350095e-06
149,5.297992683630409e-06,5.54118605577969e-06
150,5.3074543573183335e-06,4.911771156912437e-06
151,5.255801906536189e-06,8.01724581833696e-06
152,6.165024442019612e-06,1.0272582585457712e-05
153,9.808880479665407e-06,9.48893739405321e-06
154,8.851280892399483e-06,1.0658321116352454e-05
155,6.929369094775341e-06,4.211094619677169e-06
156,5.319743108668176e-06,4.8556694309809245e-06
157,5.919989537990962e-06,5.213942131376825e-06
158,4.860157218899985e-06,5.834550847794162e-06
