seed,evaluated_shift_days,event_days,pf_fail_days,mean_daily_line_loss_mwh,worst_minimum_voltage_pu,worst_maximum_voltage_pu,event_rate
42,340,0,0,1.4284068511779284,0.9505278030313408,1.0213285182436218,0.0
43,340,0,0,1.4274542706906828,0.9504440201926719,1.0212351528104946,0.0
44,340,0,0,1.427060605569046,0.9500994825108744,1.0212148688477638,0.0
45,340,0,0,1.429971888617351,0.9504116979054359,1.022214884729665,0.0
46,340,1,0,1.4281371098491438,0.9499266724911684,1.0219384320439089,0.0029411764705882353
