action_scale,full_injection,deadband_low,deadband_high,full_absorption,evaluated_days,event_days,pf_fail_days,mean_daily_line_loss_mwh,worst_minimum_voltage_pu,worst_maximum_voltage_pu
0.1,0.95,0.98,1.02,1.05,40,34,0,1.9905262295617874,0.9228727501875584,1.0204676724309198
0.1,0.94,0.98,1.02,1.06,40,34,0,2.0008158142101644,0.9226763730178412,1.0206287875199516
0.1,0.94,0.97,1.03,1.06,40,34,0,2.028082085883113,0.9224152768918464,1.021297380618913
0.25,0.94,0.97,1.03,1.06,40,38,0,2.3066955878080413,0.914836453626321,1.021297380618913
0.25,0.94,0.98,1.02,1.06,40,38,0,2.324339437972052,0.916454187543814,1.0201481173334173
0.25,0.95,0.98,1.02,1.05,40,38,0,2.4248437644419054,0.9163736336774704,1.0201532245051534
0.5,0.94,0.97,1.03,1.06,40,38,0,2.6639446694338385,0.914836453626321,1.023640078519237
0.75,0.94,0.97,1.03,1.06,40,38,0,2.7327376754688637,0.914836453626321,1.0290848716186436
1.0,0.94,0.97,1.03,1.06,40,39,0,3.008440919146873,0.876844905004176,1.0689987067842528
0.5,0.94,0.98,1.02,1.06,40,40,0,3.1150171872905683,0.8856177813415831,1.0689987067842528
0.5,0.95,0.98,1.02,1.05,40,40,0,3.361283730276304,0.8736068042671176,1.0689987067842528
0.75,0.94,0.98,1.02,1.06,40,40,0,3.4140786425758973,0.8706775748073703,1.0689987067842528
1.0,0.94,0.98,1.02,1.06,40,40,0,3.5589309918524856,0.8653079895143164,1.0689987067842528
0.75,0.95,0.98,1.02,1.05,40,40,0,3.5589309918524856,0.8653079895143164,1.0689987067842528
1.0,0.95,0.98,1.02,1.05,40,40,0,3.7049076517883774,0.8614226910161674,1.0689987067842528
