seed,evaluated_days,event_days,pf_fail_days,mean_daily_line_loss_mwh,worst_minimum_voltage_pu,worst_maximum_voltage_pu,daily_minimum_voltage_p01_pu,daily_maximum_voltage_p99_pu,days_with_minimum_voltage_within_0p001_pu_of_lower_limit,days_with_maximum_voltage_within_0p001_pu_of_upper_limit,mean_absolute_normalized_action,mean_rms_normalized_action,normalized_action_saturation_fraction,mean_daily_absolute_reactive_throughput_mvarh,maximum_absolute_reactive_command_mvar
42,349,25,0,1.517500429417306,0.9495412731204048,1.0353099976718283,0.9496193799161834,1.0295559510210315,67,0,0.11598656691278134,0.16205698382855468,0.0,31.63316562606707,0.8419980362992695
43,349,21,0,1.5172209272365598,0.9496374925243182,1.0351251941271882,0.9496592208941843,1.0298053470596025,73,0,0.11606764014380688,0.1618629437367661,0.0,31.704184359677814,0.8863402381330059
44,349,29,0,1.5165785973675419,0.9494957836536437,1.0352721293589184,0.9496105497044253,1.0292631824713552,66,0,0.11569620293579326,0.16220745087122265,0.0,31.48348595171627,0.8634371965702383
45,349,25,0,1.5173788181712877,0.9496993964801186,1.0350247606700531,0.9497558280552841,1.0287878758252302,69,0,0.11563734081618261,0.16215923578311478,0.0,31.45931418133067,0.8599635189530712
46,349,21,0,1.5175458602231915,0.9497379717789279,1.0346560970423908,0.9497522168157206,1.0289428494805473,65,0,0.1156355318788585,0.1613334072734226,0.0,31.582307021656586,0.8456774316543063
