candidate_id,scenario_index,day_index,t0,pv_s_scale,svc_q_scale,cap_total_mvar,risk,under_risk,over_risk,under_steps,over_steps,pf_fail,daily_loss_mwh,vmin,vmax,raw_vmin,raw_vmax,intervention_steps,intervention_rate,projection_failures,mean_correction_norm,max_correction_norm,power_flow_previews,variant,seed
0,1,2,192,0.7,0.7,0.0,1,1,0,3,0,0,0.8688613439141043,0.9469714142688468,1.0315547594378005,0.9469714142688468,1.0315547594378005,0,0.0,0,0.0,0.0,0,wg_raw,42
0,2,4,384,0.7,0.7,0.0,0,0,0,0,0,0,0.8594036986083669,0.9528872068322788,1.0258704210586898,0.9528872068322788,1.0258704210586898,0,0.0,0,0.0,0.0,0,wg_raw,42
0,3,6,576,0.7,0.7,0.0,0,0,0,0,0,0,0.881648504516267,0.950826860243528,1.0278924111217718,0.950826860243528,1.0278924111217718,0,0.0,0,0.0,0.0,0,wg_raw,42
0,4,7,672,0.7,0.7,0.0,0,0,0,0,0,0,0.8814116975185944,0.9510277365881676,1.0309319928571163,0.9510277365881676,1.0309319928571163,0,0.0,0,0.0,0.0,0,wg_raw,42
0,5,10,960,0.7,0.7,0.0,0,0,0,0,0,0,0.8571349359020494,0.9516164489542952,1.023734535108363,0.9516164489542952,1.023734535108363,0,0.0,0,0.0,0.0,0,wg_raw,42
0,6,13,1248,0.7,0.7,0.0,1,1,0,1,0,0,0.8821073015864636,0.9489536815060514,1.0334379091330097,0.9489536815060514,1.0334379091330097,0,0.0,0,0.0,0.0,0,wg_raw,42
0,7,16,1536,0.7,0.7,0.0,1,1,0,3,0,0,0.8817096174536797,0.9489875327407388,1.0338711543772867,0.9489875327407388,1.0338711543772867,0,0.0,0,0.0,0.0,0,wg_raw,42
0,8,17,1632,0.7,0.7,0.0,0,0,0,0,0,0,0.8639411285154849,0.9546591675734992,1.0329108451534623,0.9546591675734992,1.0329108451534623,0,0.0,0,0.0,0.0,0,wg_raw,42
0,9,20,1920,0.7,0.7,0.0,0,0,0,0,0,0,0.8502513242743988,0.9520431756238112,1.0292397360034689,0.9520431756238112,1.0292397360034689,0,0.0,0,0.0,0.0,0,wg_raw,42
0,10,22,2112,0.7,0.7,0.0,0,0,0,0,0,0,0.8748358717805389,0.9534716971398102,1.0359482571499024,0.9534716971398102,1.0359482571499024,0,0.0,0,0.0,0.0,0,wg_raw,42
0,11,23,2208,0.7,0.7,0.0,0,0,0,0,0,0,0.8572412589813666,0.9527868767927788,1.0303271774610652,0.9527868767927788,1.0303271774610652,0,0.0,0,0.0,0.0,0,wg_raw,42
0,12,25,2400,0.7,0.7,0.0,0,0,0,0,0,0,0.8502257803061365,0.9526984477905248,1.026051078645491,0.9526984477905248,1.026051078645491,0,0.0,0,0.0,0.0,0,wg_raw,42
0,13,26,2496,0.7,0.7,0.0,0,0,0,0,0,0,0.8740598652595619,0.953071715563704,1.0305359524128652,0.953071715563704,1.0305359524128652,0,0.0,0,0.0,0.0,0,wg_raw,42
0,14,29,2784,0.7,0.7,0.0,0,0,0,0,0,0,0.8672633648052641,0.9511370173157332,1.0243682795928422,0.9511370173157332,1.0243682795928422,0,0.0,0,0.0,0.0,0,wg_raw,42
0,15,30,2880,0.7,0.7,0.0,0,0,0,0,0,0,0.8637939717202286,0.950838975270213,1.027782721004165,0.950838975270213,1.027782721004165,0,0.0,0,0.0,0.0,0,wg_raw,42
0,16,31,2976,0.7,0.7,0.0,0,0,0,0,0,0,0.8486945920742728,0.9502348649561916,1.0279180177515523,0.9502348649561916,1.0279180177515523,0,0.0,0,0.0,0.0,0,wg_raw,42
0,17,34,3264,0.7,0.7,0.0,1,1,0,1,0,0,0.8700338686311123,0.9492156317268822,1.030767726493891,0.9492156317268822,1.030767726493891,0,0.0,0,0.0,0.0,0,wg_raw,42
0,18,37,3552,0.7,0.7,0.0,0,0,0,0,0,0,0.8526548833450187,0.9560999586804716,1.024960180667347,0.9560999586804716,1.024960180667347,0,0.0,0,0.0,0.0,0,wg_raw,42
0,19,38,3648,0.7,0.7,0.0,0,0,0,0,0,0,0.880488632965022,0.9531150943331084,1.028558539762111,0.9531150943331084,1.028558539762111,0,0.0,0,0.0,0.0,0,wg_raw,42
0,20,39,3744,0.7,0.7,0.0,0,0,0,0,0,0,0.8802246424841275,0.9513193127004586,1.0305935825560446,0.9513193127004586,1.0305935825560446,0,0.0,0,0.0,0.0,0,wg_raw,42
0,21,43,4128,0.7,0.7,0.0,0,0,0,0,0,0,0.8602405742287118,0.9506611284769652,1.0255175213421956,0.9506611284769652,1.0255175213421956,0,0.0,0,0.0,0.0,0,wg_raw,42
0,22,44,4224,0.7,0.7,0.0,0,0,0,0,0,0,0.8547414399917308,0.9547023794931137,1.0223513028413354,0.9547023794931137,1.0223513028413354,0,0.0,0,0.0,0.0,0,wg_raw,42
0,23,46,4416,0.7,0.7,0.0,1,1,0,2,0,0,0.8766939270271522,0.949473913332965,1.029228971294592,0.949473913332965,1.029228971294592,0,0.0,0,0.0,0.0,0,wg_raw,42
0,24,49,4704,0.7,0.7,0.0,0,0,0,0,0,0,0.8768672298554439,0.9517254505628864,1.0274075393594044,0.9517254505628864,1.0274075393594044,0,0.0,0,0.0,0.0,0,wg_raw,42
0,25,50,4800,0.7,0.7,0.0,0,0,0,0,0,0,0.8467754922036862,0.954308023629708,1.028979452823808,0.954308023629708,1.028979452823808,0,0.0,0,0.0,0.0,0,wg_raw,42
0,26,51,4896,0.7,0.7,0.0,0,0,0,0,0,0,0.8778731924320009,0.9512647961111266,1.0267898411139322,0.9512647961111266,1.0267898411139322,0,0.0,0,0.0,0.0,0,wg_raw,42
0,27,53,5088,0.7,0.7,0.0,0,0,0,0,0,0,0.8548021650196348,0.9527587505802309,1.0248692613032675,0.9527587505802309,1.0248692613032675,0,0.0,0,0.0,0.0,0,wg_raw,42
0,28,54,5184,0.7,0.7,0.0,0,0,0,0,0,0,0.8688139238093028,0.9500630019197558,1.0274895993637283,0.9500630019197558,1.0274895993637283,0,0.0,0,0.0,0.0,0,wg_raw,42
0,29,55,5280,0.7,0.7,0.0,0,0,0,0,0,0,0.8698114828723759,0.950162453101191,1.02593439966212,0.950162453101191,1.02593439966212,0,0.0,0,0.0,0.0,0,wg_raw,42
0,30,56,5376,0.7,0.7,0.0,0,0,0,0,0,0,0.8644984800669666,0.9540968123467536,1.0262956852473384,0.9540968123467536,1.0262956852473384,0,0.0,0,0.0,0.0,0,wg_raw,42
0,31,57,5472,0.7,0.7,0.0,0,0,0,0,0,0,0.8489608397583861,0.9547338345215284,1.0294178015267463,0.9547338345215284,1.0294178015267463,0,0.0,0,0.0,0.0,0,wg_raw,42
0,32,59,5664,0.7,0.7,0.0,0,0,0,0,0,0,0.8434753066518632,0.9523317098983516,1.023284714318446,0.9523317098983516,1.023284714318446,0,0.0,0,0.0,0.0,0,wg_raw,42
