controller,seed,day_index,step,time_hour,vmin_pu,vmax_pu,critical_bus,line_loss_mw,intervened,correction_norm,ibvr_17_policy_q_mvar,ibvr_17_executed_q_mvar,ibvr_17_correction_q_mvar,ibvr_21_policy_q_mvar,ibvr_21_executed_q_mvar,ibvr_21_correction_q_mvar,ibvr_24_policy_q_mvar,ibvr_24_executed_q_mvar,ibvr_24_correction_q_mvar,svc_32_policy_q_mvar,svc_32_executed_q_mvar,svc_32_correction_q_mvar
Raw WG-CVaR,42,273,17,4.25,0.9944348498480544,1.0058684350745715,30,0.01577639684207277,0,0.0,0.17293623160888028,0.17380828269366153,0.0008720510847812502,-0.2568814266331608,-0.258079388689222,-0.0011979620560611526,0.20025635513622217,0.20105773972182525,0.0008013845856030821,0.6375327143280383,0.6375327143280383,0.0
Raw WG-CVaR,42,273,18,4.5,0.995582304669558,1.0094730525175415,30,0.016652124432732694,0,0.0,0.08569937926500859,0.08547012000114784,-0.00022925926386074824,-0.2570635628071133,-0.2565175364367902,0.0005460263703230828,0.19917100338820407,0.19898705541488387,-0.00018394797332019208,0.6361355747727737,0.6361355747727737,0.0
Raw WG-CVaR,42,273,19,4.75,0.9851413809805045,1.0027635923885438,30,0.02134625573379935,0,0.0,0.22857282832693143,0.22853984121251403,-3.298711441740432e-05,-0.25408615359190057,-0.2539405570548026,0.0001455965370979473,0.2129218856007586,0.2124225674154225,-0.0004993181853360784,0.6279426303856264,0.6279426303856264,0.0
Raw WG-CVaR,42,273,20,5.0,0.9936231224654216,1.008758219543936,30,0.015639232620601264,0,0.0,0.15147389885693852,0.15138253345486335,-9.136540207516086e-05,-0.24907648581014524,-0.24904757289325558,2.891291688966735e-05,0.19770032297829462,0.19828352673305216,0.0005832037547575386,0.6394634368894194,0.6394634368894194,0.0
Raw WG-CVaR,42,273,21,5.25,0.986474404668512,1.0026789501041218,30,0.01985345924913825,0,0.0,0.21883100549658308,0.21845302226032898,-0.000377983236254098,-0.2534910144617168,-0.2527699779615552,0.000721036500161587,0.20661417936407184,0.20593104825645878,-0.0006831311076130608,0.632180539183437,0.632180539183437,0.0
Raw WG-CVaR,42,273,22,5.5,0.9901882521082939,1.0029904579318474,30,0.019162024637800652,0,0.0,0.2363843744847251,0.237318800876924,0.0009344263921989004,-0.24820697020105795,-0.2493472376925587,-0.0011402674915007571,0.204111764910546,0.20484939513112427,0.000737630220578267,0.6381949509774794,0.6381949509774794,0.0
Raw WG-CVaR,42,273,23,5.75,0.9907438332581897,1.0060157486121402,30,0.017416699084202743,0,0.0,0.1626911543128228,0.16282842569120112,0.00013727137837832304,-0.2503256269178032,-0.24991989754711774,0.0004057293706854481,0.20380353864877943,0.20345408512369212,-0.00034945352508730654,0.6368436339822217,0.6368436339822217,0.0
Raw WG-CVaR,42,273,24,6.0,0.9845449969265031,1.005112076876128,30,0.02317298517909331,0,0.0,0.24190690902139314,0.24152341632562446,-0.00038349269576867795,-0.2517190979673583,-0.2517251688358787,-6.070868520391404e-06,0.2172971368084226,0.2172913831643524,-5.753644070211061e-06,0.6299420815716115,0.6299420815716115,0.0
Raw WG-CVaR,42,273,25,6.25,0.9814511969236713,1.0012251444907603,30,0.025703092543970355,0,0.0,0.2703680077200041,0.27041631769763325,4.8309977629168444e-05,-0.23625058890502462,-0.23785805495794568,-0.0016074660529210583,0.21749349715977495,0.2181682100515247,0.0006747128917497514,0.6315239090957996,0.6315239090957996,0.0
Raw WG-CVaR,42,273,26,6.5,0.9900760892363301,1.004498139487658,30,0.01892543106701316,0,0.0,0.14022566987224044,0.14027495719703484,4.9287324794394793e-05,-0.25077919830653467,-0.2493321360797192,0.0014470622268154543,0.20779615400937695,0.20733248282845654,-0.00046367118092041637,0.6366239349906113,0.6366239349906113,0.0
Raw WG-CVaR,42,273,27,6.75,0.9863122393004129,1.0038554575762064,30,0.02146795437909402,0,0.0,0.21673634812428255,0.2170309821582172,0.0002946340339346487,-0.25550527526179223,-0.2556422676752894,-0.00013699241349718339,0.21094755041207158,0.2109879736511208,4.042323904920875e-05,0.6314632278431613,0.6314632278431613,0.0
Raw WG-CVaR,42,273,28,7.0,0.9801111794271092,1.0007474035707993,30,0.02692430904878001,0,0.0,0.2651139017091157,0.2642075579586283,-0.0009063437504873706,-0.2381909484766618,-0.23874600145926778,-0.0005550529826059691,0.2205816517782737,0.22055985706652587,-2.179471174784675e-05,0.6273799714892254,0.6273799714892254,0.0
Raw WG-CVaR,42,273,29,7.25,0.9855417459954381,1.0015221993227,30,0.020191539286605248,0,0.0,0.1985273100770023,0.1981648361863403,-0.0003624738906620184,-0.2408479459658952,-0.23963536735608235,0.0012125786098128588,0.20441448358657002,0.20382115269293186,-0.0005933308936381665,0.6359813604230307,0.6359813604230307,0.0
Raw WG-CVaR,42,273,30,7.5,0.9805334413377225,1.0,30,0.027933852710817175,0,0.0,0.29094464394180786,0.2915557206128365,0.0006110766710286653,-0.23293931163751982,-0.23316943550519156,-0.00023012386767173876,0.22001642277203948,0.22005595216382334,3.952939178386572e-05,0.6318088736822114,0.6318088736822114,0.0
Raw WG-CVaR,42,273,31,7.75,0.97615515481215,1.0,30,0.03324320672108716,0,0.0,0.3075582204614024,0.30866518273891047,0.0011069622775080612,-0.22095553805595994,-0.22276131029057142,-0.0018057722346114802,0.2212548256489871,0.2233346874112396,0.0020798617622524995,0.6300435577325554,0.6300435577325554,0.0
Raw WG-CVaR,42,273,32,8.0,0.9794191025351007,1.000503739388109,30,0.02895440207694855,0,0.0,0.22777803008704256,0.22852256168940835,0.0007445316023657889,-0.24009095722327042,-0.23976577013733794,0.0003251870859324879,0.2239710493445625,0.2240081905848567,3.7141240294191746e-05,0.6305115570040845,0.6305115570040845,0.0
Raw WG-CVaR,42,273,33,8.25,0.9822552096110715,1.0065038076146187,30,0.02473065954084938,0,0.0,0.1879777368499695,0.18733845292824725,-0.0006392839217222446,-0.2467615942176286,-0.2457714620720762,0.0009901321455524081,0.21744788380494715,0.21710296000086599,-0.00034492380408115975,0.6278971155345929,0.6278971155345929,0.0
Raw WG-CVaR,42,273,34,8.5,0.9816737901780939,1.0022807021960083,30,0.024674215200639265,0,0.0,0.2333526960315477,0.2329589653690867,-0.0003937306624610115,-0.2424450244455059,-0.24334303984845262,-0.0008980154029467335,0.21425221428590088,0.2139768618567745,-0.0002753524291263798,0.6262654965261816,0.6262654965261816,0.0
Raw WG-CVaR,42,273,35,8.75,0.9695210544628184,1.0,30,0.03960240122695814,0,0.0,0.26558635157793414,0.26799592336351213,0.002409571785577991,-0.22113826119587685,-0.22078067500424747,0.0003575861916293721,0.22231497745326187,0.2229183436222831,0.0006033661690212355,0.6228109261127721,0.6228109261127721,0.0
Raw WG-CVaR,42,273,36,9.0,0.9686894275726242,1.0,30,0.04325368689548151,0,0.0,0.26518521410365253,0.26442778037503595,-0.0007574337286165855,-0.22111530905680435,-0.22065228576251741,0.000463023294286935,0.223552963235408,0.22348916557561108,-6.379765979691587e-05,0.6218858069073163,0.6218858069073163,0.0
Raw WG-CVaR,42,273,37,9.25,0.9731051346252829,1.0,30,0.03645464501477948,0,0.0,0.2623211677421475,0.2623914575357821,7.028979363460364e-05,-0.2266924297597722,-0.22742292665261143,-0.0007304968928392441,0.22182188075173379,0.22175817258778271,-6.37081639510706e-05,0.623935435517593,0.623935435517593,0.0
Raw WG-CVaR,42,273,38,9.5,0.9655633835188647,1.0,30,0.04988439221559553,0,0.0,0.28324589831456454,0.2851483400870902,0.001902441772525687,-0.2115305701440279,-0.21334762137485025,-0.0018170512308223474,0.23266406967219402,0.23463222636821682,0.0019681566960227936,0.6189301214017164,0.6189301214017164,0.0
Raw WG-CVaR,42,273,39,9.75,0.9645778118481346,1.001458671058103,30,0.052120532268015496,0,0.0,0.23295884113904805,0.232739409487221,-0.0002194316518270567,-0.21804935256364064,-0.2169324101092592,0.001116942454381431,0.23351125339627188,0.23228811693881815,-0.0012231364574537273,0.6179471633400717,0.6179471633400717,0.0
Raw WG-CVaR,42,273,40,10.0,0.9562523791930613,1.0,31,0.06786135913295335,0,0.0,0.27280906116012066,0.2708561619682204,-0.0019528991919002814,-0.20367423984092145,-0.20526269273590145,-0.001588452894979997,0.24317212337335925,0.24454999684050707,0.001377873467147822,0.6139033563196086,0.6139033563196086,0.0
Raw WG-CVaR,42,273,41,10.25,0.962971935105563,1.0021720542681678,30,0.05485968205142397,0,0.0,0.23757647340946228,0.23799916581038127,0.00042269240091899474,-0.20794900767580085,-0.20694672833205988,0.001002279343740975,0.22421823728166215,0.2255600821347157,0.0013418448530535532,0.6182452968274643,0.6182452968274643,0.0
Raw WG-CVaR,42,273,42,10.5,0.9433702868932334,1.0,31,0.09570350540271236,0,0.0,0.258979466589894,0.2617598821041504,0.0027804155142563958,-0.19609565339300017,-0.19934742305530365,-0.0032517696623034775,0.24218256751209474,0.24345345862158843,0.0012708911094936881,0.6097601488699205,0.6097601488699205,0.0
Raw WG-CVaR,42,273,43,10.75,0.9575341982278748,1.0039077292285357,30,0.06664470260817221,0,0.0,0.19094461795633846,0.19142213722064208,0.00047751926430361635,-0.2013700441955119,-0.2028338057335225,-0.0014637615380105884,0.22194908572848596,0.2221312041814158,0.0001821184529298414,0.6123919889349256,0.6123919889349256,0.0
Raw WG-CVaR,42,273,44,11.0,0.9561917209117717,1.0053668843627412,31,0.07145942488387536,0,0.0,0.1456125531194218,0.1479290689544656,0.0023165158350437753,-0.20996063022514827,-0.20991782045859675,4.2809766551521466e-05,0.21656010345481194,0.21857559316795497,0.002015489713143026,0.610321754254243,0.610321754254243,0.0
Raw WG-CVaR,42,273,45,11.25,0.9586739339206899,1.0049213065489975,30,0.07487695588998028,0,0.0,0.1456634219863527,0.14301103669266213,-0.002652385293690579,-0.2193302714155205,-0.21774234993886196,0.0015879214766585381,0.22764076138064987,0.2296374763157437,0.0019967149350938185,0.6038959564243731,0.6038959564243731,0.0
Raw WG-CVaR,42,273,46,11.5,0.9711477906312777,1.0044251310082153,30,0.04797935203468776,0,0.0,0.08741687677003185,0.08857051711898951,0.0011536403489576658,-0.2329317836542404,-0.23138235966727802,0.0015494239869623672,0.20854168249142022,0.20697247055573378,-0.001569211935686432,0.6130374319759873,0.6130374319759873,0.0
Raw WG-CVaR,42,273,47,11.75,0.9664785214239069,1.0028112636674562,30,0.057523112157355505,0,0.0,0.10866578653763358,0.1087907691330438,0.00012498259541021683,-0.23203191358401065,-0.23491101465243344,-0.0028791010684227902,0.21403748001423184,0.2102495345822754,-0.00378794543195643,0.6059991316114299,0.6059991316114299,0.0
Raw WG-CVaR,42,273,48,12.0,0.9665865464017074,1.0055306064776206,30,0.05870227194889633,0,0.0,0.12442858850962431,0.1233590786605505,-0.0010695098490738075,-0.23131234758678446,-0.2285667580891153,0.0027455894976691486,0.21811631725827393,0.22353795393080447,0.005421636672530539,0.6064597875908477,0.6064597875908477,0.0
Raw WG-CVaR,42,273,49,12.25,0.9794407110466735,1.007742048418253,30,0.041950662210061274,0,0.0,0.0405730451699511,0.04067384217523073,0.00010079700527963059,-0.243318859180699,-0.243841000971104,-0.0005221417904049952,0.20502627107698138,0.1995035727827259,-0.005522698294255474,0.6145269311619326,0.6145269311619326,0.0
Raw WG-CVaR,42,273,50,12.5,0.9768651484825157,1.0087626411106296,30,0.04271749658715792,0,0.0,0.07024569090466681,0.07061893644804498,0.00037324554337817006,-0.24803031709574222,-0.24977543026410234,-0.001745113168360124,0.2134379406037947,0.2162308417201173,0.0027929011163226047,0.6129628620962948,0.6129628620962948,0.0
Raw WG-CVaR,42,273,51,12.75,0.9834215135820915,1.0159145977070203,30,0.046890295750600726,0,0.0,-0.035351029583446346,-0.03510887780324219,0.00024215178020415423,-0.24640005948187566,-0.24795873617536715,-0.0015586766934914953,0.2010855365379301,0.20116292941656091,7.739287863081645e-05,0.6130639001631071,0.6130639001631071,0.0
Raw WG-CVaR,42,273,52,13.0,0.9863335185863624,1.011059024142345,30,0.043233383443916217,0,0.0,-0.06481673755564986,-0.06525475924525038,-0.00043802168960052623,-0.24710230609016146,-0.25086739208732944,-0.0037650859971679884,0.2051512722786606,0.20565451274965205,0.0005032404709914562,0.6110678494220485,0.6110678494220485,0.0
Raw WG-CVaR,42,273,53,13.25,0.9909015836919415,1.017032387431565,30,0.058028867112820584,0,0.0,-0.18382960640919296,-0.1877008856518553,-0.00387127924266234,-0.24793750319366537,-0.24444229512906682,0.0034952080645985484,0.19398951158240274,0.19670895182768372,0.0027194402452809796,0.6114248752777085,0.6114248752777085,0.0
Raw WG-CVaR,42,273,54,13.5,0.9893513192590949,1.0232164090041482,30,0.06516554502659996,0,0.0,-0.13785821105770638,-0.13835216978564704,-0.0004939587279406688,-0.24688126425524426,-0.2475684059569991,-0.0006871417017548509,0.18851312111102003,0.18720866743094378,-0.0013044536800762563,0.6050146715127624,0.6050146715127624,0.0
Raw WG-CVaR,42,273,55,13.75,0.9843544831060954,1.0207934514844246,30,0.06699404478571502,0,0.0,-0.12288219047330706,-0.11916312891896941,0.003719061554337655,-0.25106983749297745,-0.24667943296748424,0.004390404525493219,0.1945830291485207,0.1937020453967484,-0.0008809837517722852,0.6048048035620823,0.6048048035620823,0.0
Raw WG-CVaR,42,273,56,14.0,0.9821455125994354,1.0103676932357448,30,0.040551754649873734,0,0.0,-0.010853822371334419,-0.011152430234315641,-0.0002986078629812223,-0.2447541480974132,-0.2529259433333505,-0.008171795235937307,0.1938483517033392,0.19555428401805125,0.0017059323147120553,0.6078234703145116,0.6078234703145116,0.0
Raw WG-CVaR,42,273,57,14.25,0.9911942851418607,1.0240203104649006,30,0.07325355746460721,0,0.0,-0.20096385207230963,-0.2028253750457002,-0.001861522973390567,-0.2474206894322036,-0.24620900709726914,0.0012116823349344608,0.19096661755545713,0.19438251326042857,0.0034158957049714445,0.6083522082081485,0.6083522082081485,0.0
Raw WG-CVaR,42,273,58,14.5,0.9924103696668239,1.0271433244773283,30,0.08667468033535951,0,0.0,-0.267434095131984,-0.25679019977570583,0.010643895356278188,-0.24675357672348716,-0.24505549950033048,0.0016980772231566799,0.17188358958928612,0.16796847951149743,-0.003915110077788692,0.6040944443584433,0.6040944443584433,0.0
Raw WG-CVaR,42,273,59,14.75,0.9773781106815623,1.0077921539678252,30,0.04800891299904182,0,0.0,-0.003057733064456731,-0.0031822917011533215,-0.0001245586366965903,-0.25230490987964976,-0.2481556082425386,0.0041493016371111635,0.20007599859517394,0.2013109350754721,0.0012349364802981544,0.6012803362730512,0.6012803362730512,0.0
Raw WG-CVaR,42,273,60,15.0,0.9794574870093827,1.023037383756951,30,0.06933171178014638,0,0.0,-0.062211238557072356,-0.061884885429503426,0.0003263531275689291,-0.24236578231575687,-0.24874962525166572,-0.006383842935908851,0.19127224550262542,0.1906793295623448,-0.0005929159402806305,0.6050811157893943,0.6050811157893943,0.0
Raw WG-CVaR,42,273,61,15.25,0.9869340034875003,1.0223845682897492,30,0.06930182484381939,0,0.0,-0.13448426638724853,-0.1321121056975247,0.002372160689723818,-0.2498700295330636,-0.24779743389694775,0.002072595636115837,0.20044357058323561,0.20344970780717114,0.003006137223935529,0.604738192392448,0.604738192392448,0.0
Raw WG-CVaR,42,273,62,15.5,0.977691672590305,1.0083157982748483,30,0.060466092830542155,0,0.0,-0.05045895883742065,-0.049641045379901966,0.0008179134575186861,-0.24707623104538104,-0.24262301788864263,0.0044532131567384114,0.19481126515938046,0.1875764172146309,-0.007234847944749573,0.603430064177001,0.603430064177001,0.0
Raw WG-CVaR,42,273,63,15.75,0.9677515286976789,1.0046445602101175,30,0.051472550988243715,0,0.0,0.1219154568107152,0.12242449598290402,0.0005090391721888216,-0.2375694805837935,-0.2408288940536953,-0.0032594134699018007,0.21855957014550811,0.21847174749753312,-8.78226479749944e-05,0.6058338762464883,0.6058338762464883,0.0
Raw WG-CVaR,42,273,64,16.0,0.9770950104454543,1.0083607037383797,30,0.045446390453616904,0,0.0,0.05624874590035348,0.05591242833102999,-0.00033631756932349377,-0.2486561760164163,-0.24326929007366782,0.0053868859427484705,0.21540528659969962,0.21710366919575239,0.001698382596052761,0.6128199443166604,0.6128199443166604,0.0
Raw WG-CVaR,42,273,65,16.25,0.9673250593949483,1.0022376828833532,30,0.05015166101788088,0,0.0,0.15319135072970472,0.15327458518739595,8.323445769123361e-05,-0.2318371961739476,-0.23526411475407502,-0.0034269185801274193,0.2185246005065143,0.21721387894957853,-0.0013107215569357622,0.6089513540872273,0.6089513540872273,0.0
Raw WG-CVaR,42,273,66,16.5,0.9684613931619305,1.0055254841420518,30,0.051355036256961306,0,0.0,0.1344749478367153,0.13392755907862078,-0.0005473887580945136,-0.23841710401205243,-0.23293701252006124,0.00548009149199119,0.2279291444490941,0.22657734863923404,-0.0013517958098600569,0.6114568874417561,0.6114568874417561,0.0
Raw WG-CVaR,42,273,67,16.75,0.9598918969461213,1.0,31,0.06078426776695786,0,0.0,0.23844530716751708,0.24018535965982957,0.0017400524923124883,-0.22260450635388,-0.22411759871129414,-0.0015130923574141475,0.23440478973400133,0.23452180037840126,0.00011701064439992304,0.6113284006914341,0.6113284006914341,0.0
Raw WG-CVaR,42,273,68,17.0,0.9731567245110525,1.009174986685218,30,0.042784269087174545,0,0.0,0.15754418803544715,0.1553748856473893,-0.0021693023880578477,-0.2312439176859628,-0.23317286102111964,-0.0019289433351568352,0.22193914770574208,0.22284581316332003,0.0009066654575779487,0.6169004834438989,0.6169004834438989,0.0
Raw WG-CVaR,42,273,69,17.25,0.957934975297477,1.002980694993044,31,0.06482454810164962,0,0.0,0.22078640833954596,0.22064469424255953,-0.0001417140969864339,-0.22000332448182944,-0.21676123396909594,0.0032420905127334976,0.23341475914679954,0.23085284701681127,-0.0025619121299882697,0.6094707459727227,0.6094707459727227,0.0
Raw WG-CVaR,42,273,70,17.5,0.95663598790567,1.0,30,0.0653424239427316,0,0.0,0.2695943868483972,0.26843867269921773,-0.0011557141491794765,-0.20159648660902765,-0.20045913665148238,0.001137349957545275,0.2341217228039291,0.2335105487576552,-0.0006111740462738935,0.6131123565033101,0.6131123565033101,0.0
Raw WG-CVaR,42,273,71,17.75,0.9691070930306469,1.0,30,0.04295327464907607,0,0.0,0.2751434100643075,0.2746728723504655,-0.0004705377138419786,-0.21777945878626165,-0.2169848596224689,0.0007945991637927363,0.22856048891243733,0.22740468931005625,-0.0011557996023810746,0.6241735814013891,0.6241735814013891,0.0
Raw WG-CVaR,42,273,72,18.0,0.9628022304225822,1.0,30,0.05504725356356166,0,0.0,0.31749464654050574,0.31729295788307765,-0.0002016886574280896,-0.20151301821771728,-0.20261257997860002,-0.0010995617608827446,0.2423201341969854,0.2427490591103834,0.0004289249133979933,0.6223709440040426,0.6223709440040426,0.0
Raw WG-CVaR,42,273,73,18.25,0.9632714693212329,1.0,30,0.05360234949855044,0,0.0,0.30368435198337007,0.302282026994743,-0.0014023249886270794,-0.20024369496514416,-0.19923680607949631,0.0010068888856478442,0.235261916817368,0.23508213829106947,-0.0001797785262985241,0.6234000375500739,0.6234000375500739,0.0
Raw WG-CVaR,42,273,74,18.5,0.9674262795050799,1.0,30,0.044920177163120176,0,0.0,0.31078426878042276,0.31205020050973714,0.0012659317293143846,-0.2036986738349983,-0.20315000662293076,0.0005486672120675329,0.2273228886855265,0.2270794977559342,-0.00024339092959230202,0.6278539789088455,0.6278539789088455,0.0
Raw WG-CVaR,42,273,75,18.75,0.9708946409837925,1.0,30,0.03895371416844861,0,0.0,0.31093296857314756,0.31034019989990047,-0.0005927686732470905,-0.21161436669268358,-0.21166512118311576,-5.0754490432181054e-05,0.22852026370353587,0.22879015489635743,0.0002698911928215586,0.6271580403037063,0.6271580403037063,0.0
Raw WG-CVaR,42,273,76,19.0,0.9837303365928474,1.0014799560932635,30,0.021857494657180367,0,0.0,0.24111619814863602,0.24061475987342315,-0.0005014382752128732,-0.2307468836454581,-0.23096526401841574,-0.000218380372957655,0.2036891646855405,0.20287994806203816,-0.0008092166235023346,0.6370981301648593,0.6370981301648593,0.0
Raw WG-CVaR,42,273,77,19.25,0.9881090478972581,1.0015268497924754,30,0.021706191368454468,0,0.0,0.23641975136125817,0.23629147382530344,-0.000128277535954735,-0.24788538210541816,-0.24794565493691487,-6.0272831496704926e-05,0.21227089618076758,0.21225172251621646,-1.9173664551119796e-05,0.637909104987398,0.637909104987398,0.0
Raw WG-CVaR,42,273,78,19.5,0.9876441357361413,1.0013048745485664,30,0.01931276946013382,0,0.0,0.20917651348979294,0.2093504931903101,0.00017397970051716283,-0.2443074909275482,-0.24410287583350535,0.00020461509404284817,0.20251850598292254,0.2027353287967503,0.00021682281382776059,0.6385848026005743,0.6385848026005743,0.0
Raw WG-CVaR,42,273,79,19.75,0.9915050975520251,1.0044991811226767,30,0.016953171069550906,0,0.0,0.1735765347521887,0.17333214698293214,-0.0002443877692565599,-0.2507697292147098,-0.2501460557653719,0.0006236734493378915,0.20345883531161604,0.20292685620112358,-0.0005319791104924643,0.6386303018053887,0.6386303018053887,0.0
Raw WG-CVaR,42,273,80,20.0,0.9856039465176515,1.0012788469401583,30,0.023952526653039825,0,0.0,0.2873444077003827,0.28706204691351744,-0.00028236078686527666,-0.24324212540701315,-0.24300510827748026,0.00023701712953289045,0.21520346139137964,0.21526492494361696,6.146355223732303e-05,0.6338152248507698,0.6338152248507698,0.0
Raw WG-CVaR,42,273,81,20.25,0.9842177815725819,1.0,30,0.026853695379502465,0,0.0,0.30394091197426426,0.3039215568094076,-1.935516485668254e-05,-0.23608863090220553,-0.23599477525439685,9.385564780867162e-05,0.21729503049080046,0.21727286444993613,-2.2166040864329828e-05,0.6382834668536956,0.6382834668536956,0.0
