candidate_id,pv_s_scale,svc_q_scale,cap_total_mvar,selection_role,resource_index
844,0.7842105263157895,0.8684210526315789,0.5,refine_candidate,83.63157894736841
845,0.7842105263157895,0.9105263157894736,0.5,refine_candidate,85.73684210526315
846,0.7842105263157895,0.9526315789473684,0.5,refine_candidate,87.84210526315789
847,0.7842105263157895,0.9947368421052631,0.5,refine_candidate,89.94736842105263
860,0.8263157894736841,0.7,0.5,refine_candidate,77.3157894736842
861,0.8263157894736841,0.7421052631578947,0.5,refine_candidate,79.42105263157893
862,0.8263157894736841,0.7842105263157895,0.5,refine_candidate,81.52631578947367
863,0.8263157894736841,0.8263157894736841,0.5,refine_candidate,83.63157894736841
864,0.8263157894736841,0.8684210526315789,0.5,refine_candidate,85.73684210526315
865,0.8263157894736841,0.9105263157894736,0.5,refine_candidate,87.84210526315789
866,0.8263157894736841,0.9526315789473684,0.5,refine_candidate,89.94736842105263
880,0.8684210526315789,0.7,0.5,refine_candidate,79.42105263157895
881,0.8684210526315789,0.7421052631578947,0.5,refine_candidate,81.52631578947367
882,0.8684210526315789,0.7842105263157895,0.5,refine_candidate,83.63157894736841
883,0.8684210526315789,0.8263157894736841,0.5,refine_candidate,85.73684210526315
884,0.8684210526315789,0.8684210526315789,0.5,refine_candidate,87.84210526315789
885,0.8684210526315789,0.9105263157894736,0.5,refine_candidate,89.94736842105263
900,0.9105263157894736,0.7,0.5,refine_candidate,81.52631578947368
901,0.9105263157894736,0.7421052631578947,0.5,refine_candidate,83.63157894736841
902,0.9105263157894736,0.7842105263157895,0.5,refine_candidate,85.73684210526315
903,0.9105263157894736,0.8263157894736841,0.5,refine_candidate,87.84210526315789
904,0.9105263157894736,0.8684210526315789,0.5,refine_candidate,89.94736842105263
920,0.9526315789473684,0.7,0.5,refine_candidate,83.63157894736841
921,0.9526315789473684,0.7421052631578947,0.5,refine_candidate,85.73684210526315
922,0.9526315789473684,0.7842105263157895,0.5,refine_candidate,87.84210526315789
923,0.9526315789473684,0.8263157894736841,0.5,refine_candidate,89.94736842105263
940,0.9947368421052631,0.7,0.5,refine_candidate,85.73684210526315
941,0.9947368421052631,0.7421052631578947,0.5,refine_candidate,87.84210526315789
942,0.9947368421052631,0.7842105263157895,0.5,refine_candidate,89.94736842105263
960,1.0368421052631578,0.7,0.5,refine_candidate,87.84210526315789
