episode,total_step,group_id,theta_pv,theta_svc,theta_cap,line_loss_mwh,under_guard_excursion,over_guard_excursion,under_steps,over_steps,event_day,pf_fail_steps
42,4128,0,0.8184725642204285,1.0941132307052612,0.3444746136665344,1.6643000780076067,0.027325723211869768,0.025271796337874575,5,6,1,0
43,4224,3,0.9793508648872375,1.310953974723816,0.8384697437286377,2.4231707035398165,0.06393275211874483,0.04463779265358325,4,10,1,0
44,4320,1,0.9988377690315247,0.8171437382698059,0.8927717208862305,2.017669514926724,0.034356102597033034,0.045185170097860716,5,7,1,0
45,4416,5,1.3595699071884155,0.9123600721359253,0.746059238910675,2.680570409024091,0.04029559595620036,0.05191378873737462,4,18,1,0
46,4512,2,0.9951774477958679,1.4518675804138184,0.4015085697174072,2.468004009636702,0.02375919654757186,0.04823446586736946,3,7,1,0
47,4608,7,1.3574624061584473,1.4575591087341309,0.562351644039154,3.586769154711472,0.08900719475171603,0.056478764461508124,6,19,1,0
48,4704,7,1.1887842416763306,1.4882177114486694,0.8726992011070251,3.1044692108289618,0.04888241336656973,0.05033394776615219,4,17,1,0
49,4800,3,0.8463962078094482,1.2731188535690308,0.6578120589256287,2.1101853147269183,0.034879731671227154,0.05130001837119935,3,7,1,0
50,4896,0,0.757292628288269,1.0439825057983398,0.47599270939826965,1.6727673773759433,0.01340468626202096,0.022256006761994573,1,5,1,0
51,4992,5,1.1186338663101196,0.7026870846748352,0.6198878884315491,2.042941471233791,0.05084660161115495,0.043829514523130886,6,16,1,0
52,5088,6,1.1394683122634888,1.4776183366775513,0.4026484489440918,2.806593434527195,0.04660555466357352,0.04184852881501033,4,13,1,0
53,5184,1,0.7468757629394531,0.9465165734291077,0.8388418555259705,1.5353342912719952,0.016814005692568967,0.015371516599822277,2,3,1,0
54,5280,2,0.8331820368766785,1.3684849739074707,0.2023918330669403,2.1068565803669252,0.01135129221444886,0.02135196436770026,1,2,1,0
55,5376,4,1.2740552425384521,0.7594297528266907,0.12523795664310455,2.1905255378225874,0.07631072735947031,0.059370801625161285,5,14,1,0
56,5472,0,1.0472973585128784,0.7194908857345581,0.4011210799217224,1.7047183828564945,0.038437464313744396,0.02669772908073864,4,6,1,0
57,5568,3,1.0153011083602905,1.4792600870132446,0.958943247795105,2.8156156885123544,0.023437657170719328,0.04024276623323697,1,7,1,0
58,5664,1,1.0359597206115723,1.0875896215438843,0.8765026330947876,2.315247854801713,0.029927724378380094,0.062037656844076805,2,10,1,0
59,5760,4,1.3971996307373047,0.9127316474914551,0.1809411197900772,2.6425407717630214,0.07894065343186552,0.07708007491983349,7,19,1,0
60,5856,6,1.2084388732910156,1.491516351699829,0.13184316456317902,2.9511709062059506,0.06856677172777259,0.05726680644053461,3,16,1,0
61,5952,7,1.421112060546875,1.259181261062622,0.6316254138946533,3.247815877853814,0.028938313535965654,0.06652917273852288,6,18,1,0
62,6048,2,1.0549923181533813,1.256485939025879,0.3860435485839844,2.406957799920945,0.01921887396195121,0.026695492966806844,2,15,1,0
63,6144,5,1.1606156826019287,1.0424647331237793,0.7437421679496765,2.3458242344750406,0.027946377120883437,0.028013721546905623,5,15,1,0
64,6240,1,0.747092604637146,0.9429477453231812,0.6268274784088135,1.4178887141853276,0.009209793290284818,0.021383542002678446,1,2,1,0
65,6336,6,1.1169915199279785,1.3145784139633179,0.35790517926216125,2.3236239389544178,0.046128443488255955,0.04714185167000373,6,4,1,0
66,6432,7,1.3192569017410278,1.1450400352478027,0.7487472891807556,2.7257983017299074,0.04408535387501089,0.04531169197487306,11,12,1,0
67,6528,4,1.386339545249939,0.8864225745201111,0.3888738453388214,2.6086316996770917,0.08066174208147969,0.05917015452302299,13,13,1,0
68,6624,2,1.0599218606948853,1.233760118484497,0.18811184167861938,2.2349461020882497,0.04776371428791293,0.03719547059173167,12,2,1,0
69,6720,3,1.0483368635177612,1.116408109664917,0.5267013907432556,2.036782413858322,0.03026900092791751,0.02877151629325625,2,10,1,0
70,6816,5,1.3697060346603394,1.0747029781341553,0.6221133470535278,2.8378700637869474,0.04249104441938001,0.05019820101193839,12,15,1,0
71,6912,0,1.0426887273788452,0.7907550930976868,0.19445021450519562,1.6589060008608296,0.0365515498529384,0.03469772422287942,5,7,1,0
72,7008,7,1.426487684249878,1.20844304561615,0.6680967211723328,3.114460261315083,0.073559183384176,0.026138793763759383,16,9,1,0
73,7104,6,1.1610816717147827,1.262800693511963,0.19002676010131836,2.410160084002893,0.029425198746218295,0.04105923238333897,10,7,1,0
74,7200,5,1.3645542860031128,0.792067289352417,0.7312299013137817,2.449979792225299,0.05370270534207011,0.04330447984586838,13,6,1,0
75,7296,1,1.039218783378601,1.055554747581482,0.9778189063072205,2.2105638260936393,0.012447455635563709,0.019502388736501786,2,9,1,0
76,7392,0,0.9006272554397583,0.7548677325248718,0.449558287858963,1.457800729815255,0.025811668432154322,0.014849208404326353,4,3,1,0
77,7488,4,1.3760673999786377,0.7667235136032104,0.4072670042514801,2.2573398060351186,0.04220035787550458,0.07098399619901619,12,8,1,0
78,7584,2,0.7752471566200256,1.1028767824172974,0.27646270394325256,1.5537092279459843,0.01698064822242884,0.00822728076885948,3,2,1,0
79,7680,3,0.719391942024231,1.1406753063201904,0.7983227968215942,1.749326680602828,0.021835226745910874,0.012274679546086631,1,2,1,0
80,7776,0,0.7029460668563843,0.8264475464820862,0.3172484338283539,1.2227350254871063,0.006676785390725248,0.005099450503041281,1,1,1,0
81,7872,2,0.8383458256721497,1.3104801177978516,0.4232892394065857,2.1295947453553468,0.014398617166420435,0.023473826800060493,3,3,1,0
82,7968,5,1.2633253335952759,0.7256723046302795,0.7466579675674438,2.1905643698720505,0.04154832498739325,0.059525607196070585,8,7,1,0
83,8064,4,1.1757794618606567,0.9371993541717529,0.19167184829711914,1.8405934706306706,0.02998701543115223,0.026448340498802292,3,3,1,0
84,8160,1,0.7466673851013184,1.0296396017074585,0.6229286193847656,1.4898812821232328,0.0,0.028870094831763504,0,3,1,0
85,8256,7,1.182305097579956,1.1161056756973267,0.8741676211357117,2.46697960247944,0.06893192482557386,0.015925599362777154,9,4,1,0
86,8352,6,1.2486543655395508,1.2172157764434814,0.3538919687271118,2.3445251075829834,0.04406590792718479,0.03741945624649623,1,11,1,0
87,8448,3,1.0124075412750244,1.4417957067489624,0.7616815567016602,2.6506762202623437,0.007813605300532434,0.026605676898131092,1,5,1,0
88,8544,7,1.1226305961608887,1.3844001293182373,0.5118538737297058,2.3981714835257466,0.02122529061517009,0.04436982719407245,2,2,1,0
89,8640,6,1.4361882209777832,1.205501914024353,0.19339266419410706,3.1013433957178003,0.08012921530056161,0.039570651686717806,15,11,1,0
90,8736,5,1.3336396217346191,1.098520040512085,0.6558960676193237,2.5826721416389593,0.08445811944773074,0.0358221363859641,9,10,1,0
91,8832,2,0.9961395859718323,1.349035382270813,0.1431012749671936,2.173203990810151,0.049726684689410994,0.003555154646306846,4,0,1,0
92,8928,1,0.9248066544532776,0.997056782245636,0.829428493976593,1.8531765137477072,0.040068114259130594,0.009297417955642873,3,2,1,0
93,9024,4,1.2613558769226074,1.094475507736206,0.1740545928478241,2.1748488751990926,0.0329114114363519,0.01980148977049856,2,6,1,0
94,9120,0,0.7815550565719604,0.7487798929214478,0.280352383852005,1.3028771894807556,0.013849781342406886,0.0015822643607845688,3,0,1,0
95,9216,3,0.8866099715232849,1.1791373491287231,0.7847538590431213,1.911192020737887,0.00827223811064881,0.011668679669318394,2,2,1,0
96,9312,5,1.4269789457321167,0.7430999875068665,0.8543968796730042,2.464738025169343,0.0616926751236937,0.02561470631583651,12,5,1,0
97,9408,4,1.4681802988052368,0.7798098921775818,0.3501428961753845,2.166346233880411,0.06568950679468721,0.023293225428253184,8,5,1,0
98,9504,0,1.0178523063659668,1.0136327743530273,0.3480437397956848,1.7023588579922913,0.05416787478210827,0.01297427934244233,5,1,1,0
99,9600,6,1.3596714735031128,1.2672902345657349,0.2608335018157959,2.637063674289721,0.06293285082851874,0.028937801842159994,7,10,1,0
100,9696,1,1.0064480304718018,0.7078821659088135,0.825800895690918,1.6170485933368242,0.04691562589999665,0.016009995077759687,2,1,1,0
101,9792,2,0.7613267302513123,1.1698404550552368,0.041450947523117065,1.5266891292531561,0.008790423379569257,0.01397725243885417,1,2,1,0
102,9888,3,0.9537071585655212,1.2725534439086914,0.9966554641723633,2.3031517088147693,0.0245418095256964,0.01828183180988474,2,2,1,0
103,9984,7,1.254818320274353,1.433850884437561,0.528195321559906,2.9430862467733196,0.032773293815971494,0.036507388668209906,7,6,1,0
104,10080,4,1.168588399887085,0.9316326379776001,0.10240355134010315,1.9237301622176408,0.050437584029982885,0.03607612654612513,6,8,1,0
105,10176,3,0.8580909371376038,1.1196128129959106,0.7156219482421875,1.7733063647958869,0.018155301595834006,0.008213135114651271,4,1,1,0
106,10272,7,1.4507185220718384,1.2794286012649536,0.8051119446754456,2.962234228322473,0.051228565859656516,0.04934558124619248,4,10,1,0
107,10368,1,0.7122403979301453,0.9178319573402405,0.6880571246147156,1.4065376537689986,0.015961077309804228,0.011361141960196441,1,1,1,0
108,10464,6,1.3924866914749146,1.1046040058135986,0.11184178292751312,2.2699312473826625,0.06853631742027133,0.047382259913530955,4,7,1,0
109,10560,5,1.107736587524414,1.0702064037322998,0.8928677439689636,2.092095611703372,0.025343643276603434,0.02706512592395982,4,6,1,0
110,10656,0,0.8660158514976501,0.7517149448394775,0.35162153840065,1.3238494894145052,0.04137400550578163,0.0031156189669148127,2,0,1,0
111,10752,2,0.8970803618431091,1.3115960359573364,0.42193806171417236,1.8598743487280964,0.00649407331074936,0.014533884526459984,1,2,1,0
112,10848,6,1.1759636402130127,1.2040550708770752,0.3384098708629608,2.268087791108665,0.021393562677640587,0.03251927121192355,5,8,1,0
113,10944,1,0.9019492864608765,0.9970388412475586,0.6252522468566895,1.550962293252426,0.021603141567293593,0.00019718898546416952,2,0,1,0
114,11040,2,0.7863969802856445,1.2320791482925415,0.323757529258728,1.7825720306198305,0.005947698437440474,0.020163453816915755,1,4,1,0
115,11136,5,1.3614799976348877,0.767595112323761,0.5742990970611572,2.1802721143723147,0.0967234138129921,0.05842935836704766,5,10,1,0
116,11232,4,1.3225740194320679,0.7370174527168274,0.24287250638008118,1.8196819622817424,0.05411894662847827,0.03056033079982945,8,5,1,0
117,11328,7,1.4597433805465698,1.2353824377059937,0.6990613341331482,2.594267328432884,0.020791682619010432,0.06043228036196591,5,8,1,0
118,11424,3,0.9302151203155518,1.442224383354187,0.8970664143562317,2.3841064744369613,0.00942274725969261,0.004439225353076948,1,0,1,0
119,11520,0,0.8594173192977905,0.7303827404975891,0.44900310039520264,1.3115650995978727,0.0383431763781239,0.0051117038351988775,3,1,1,0
120,11616,7,1.365436315536499,1.2328097820281982,0.9848209023475647,2.8770044036262337,0.03717066830105653,0.02156456443887711,2,10,1,0
121,11712,5,1.1737349033355713,1.0915205478668213,0.7039400935173035,2.1063840311278703,0.06350213463630683,0.016294686212255494,1,4,1,0
122,11808,0,0.8681363463401794,0.8517453074455261,0.26510903239250183,1.3622731541672164,0.012770565379586762,0.005719425486185203,2,1,1,0
123,11904,2,0.7111343741416931,1.4524914026260376,0.4893358051776886,1.9749760128455587,0.0,0.012640082569464361,0,1,1,0
124,12000,3,0.9397938847541809,1.4551435708999634,0.5565869808197021,2.290837952755565,0.014939578602435222,0.01504318410145089,3,4,1,0
125,12096,1,0.9582700133323669,0.7663397192955017,0.6663941144943237,1.4359878368002232,0.020553190104327546,0.005586429549168992,1,1,1,0
126,12192,6,1.361127257347107,1.447075605392456,0.11595237255096436,2.8770770491709157,0.04515954655885224,0.03377723352865347,11,5,1,0
127,12288,4,1.4202381372451782,0.8399888277053833,0.15435101091861725,2.197416580608216,0.036571051710709845,0.02444393457319638,9,6,1,0
128,12384,1,1.0455538034439087,1.0679022073745728,0.5030289888381958,1.729893055090392,0.0,0.009693712330852033,0,2,1,0
129,12480,6,1.2026914358139038,1.233659029006958,0.021360594779253006,2.023255662159718,0.04476517439526595,0.012847693263505322,1,2,1,0
130,12576,3,0.9085550904273987,1.2205630540847778,0.7332579493522644,1.891652480166686,0.0,0.026777714772018957,0,3,1,0
131,12672,5,1.3926489353179932,1.013563871383667,0.7237969040870667,2.280775487993302,0.03332348278969555,0.0220528044637327,7,4,1,0
132,12768,2,0.7445763349533081,1.2419471740722656,0.1442844122648239,1.5717891640028014,0.03138500921383036,0.0,1,0,1,0
133,12864,4,1.2009270191192627,1.040454626083374,0.21854615211486816,1.7317961440849903,0.018571680392581946,0.009196708952611932,2,2,1,0
134,12960,7,1.2375255823135376,1.186738133430481,0.7167946100234985,2.2582998606326337,0.0676925645444244,0.008744179514183159,6,4,1,0
135,13056,0,1.0493084192276,0.9949082136154175,0.021659914404153824,1.5419746300753534,0.0047604099338484085,0.006956215559855705,0,1,1,0
136,13152,7,1.444969892501831,1.113181471824646,0.6589139103889465,2.446660605820277,0.025289490128367786,0.02698983978980518,5,9,1,0
137,13248,0,0.9652466177940369,0.7327266335487366,0.058679211884737015,1.2069498787648665,0.0,0.0,0,0,0,0
138,13344,3,1.0474509000778198,1.2420148849487305,0.8272960186004639,2.1609075569983696,0.015280134712030047,0.028249781706489507,2,4,1,0
139,13440,5,1.3413172960281372,0.7325307130813599,0.8836604952812195,2.1672405364638303,0.02794388822740046,0.019637620253667,4,6,1,0
140,13536,6,1.2668167352676392,1.1310434341430664,0.45808833837509155,2.1108544681303782,0.011600748952003026,0.02950623804454322,2,6,1,0
141,13632,1,0.8149561285972595,0.7760155200958252,0.8201615810394287,1.3010119069131025,0.0,0.006558458053508298,0,1,1,0
142,13728,4,1.139911413192749,1.0697965621948242,0.12751658260822296,1.7665841580507764,0.0005017966273599406,0.023187442481257703,0,2,1,0
143,13824,2,0.8253325819969177,1.4861319065093994,0.3115287721157074,2.1002917802209033,0.021505937693669375,0.006348252893512152,2,1,1,0
144,13920,3,0.7258331775665283,1.1713413000106812,0.8499828577041626,1.6990851333636658,0.0,0.007165647224143923,0,1,1,0
145,14016,7,1.303982138633728,1.158012866973877,0.6003601551055908,2.3129789640143077,0.054074792947302774,0.019161811798181105,5,4,1,0
146,14112,6,1.2365449666976929,1.1592341661453247,0.33673033118247986,2.096013995883721,0.05154160633474991,0.031629539077767,4,6,1,0
147,14208,0,0.7933810353279114,1.0659680366516113,0.08461151272058487,1.3756426530076022,0.000936822841486773,0.0,0,0,0,0
148,14304,4,1.1198967695236206,0.9217572212219238,0.13924521207809448,1.5599728134484618,0.014177278933526272,0.015417381948830133,2,1,1,0
149,14400,5,1.123740792274475,0.911243200302124,0.6944239735603333,1.7245968522344326,0.010172215257400974,0.011727574171240818,2,2,1,0
150,14496,2,0.9617475271224976,1.3002740144729614,0.4733477830886841,1.9067082791540635,0.01922227498290563,0.006534655824405489,2,1,1,0
151,14592,1,0.7140945792198181,0.768501877784729,0.6567814350128174,1.1330045513681404,0.00325080708554637,0.0005807980377703359,0,0,0,0
152,14688,4,1.4193048477172852,0.8860050439834595,0.0980595201253891,1.8299518734411924,0.02007196862088112,0.03163300523159407,2,6,1,0
153,14784,3,0.7953780293464661,1.2246025800704956,0.9345335960388184,1.813215772957031,0.005927962181593083,0.00679567711170348,1,1,1,0
154,14880,1,0.8860920667648315,0.8540081977844238,0.9775176644325256,1.4954887253583806,0.0,0.0005903891243081993,0,0,0,0
155,14976,2,1.0145931243896484,1.2046551704406738,0.1966344118118286,1.7133641314277337,0.0026145597570510493,0.031682848803198826,0,3,1,0
156,15072,5,1.3168450593948364,1.0630919933319092,0.9287094473838806,2.2669202825615553,0.05680027092122053,0.024436430693372646,1,5,1,0
157,15168,0,1.0206706523895264,0.8613418936729431,0.006083712913095951,1.382058986339785,0.007982014401653137,0.003230017314847622,2,0,1,0
158,15264,7,1.1678706407546997,1.1440315246582031,0.8006274700164795,1.874294597446779,0.007083959338111789,0.02751772522370466,1,3,1,0
159,15360,6,1.4380674362182617,1.3072948455810547,0.3922833800315857,2.5622703852739552,0.01717663451829976,0.03972070799703098,2,10,1,0
160,15456,3,0.8932762145996094,1.2731353044509888,0.6812589764595032,1.9075745405529425,0.0038988759884667212,0.011815747240374819,0,1,1,0
161,15552,5,1.2016905546188354,0.8371726274490356,0.6302239894866943,1.7051351605683471,0.017292952295476227,0.016103990831993764,1,1,1,0
162,15648,6,1.2652568817138672,1.124277949333191,0.4261552393436432,2.0499578296054213,0.032341629877351896,0.01976160280136341,1,5,1,0
163,15744,2,0.7901908159255981,1.395359754562378,0.016967691481113434,1.7170435482476962,0.0,0.0,0,0,0,0
164,15840,7,1.122505784034729,1.2355806827545166,0.617351233959198,1.9416345835057587,0.017623358680348034,0.021132351605908095,2,2,1,0
165,15936,4,1.1321954727172852,0.945769727230072,0.4062195420265198,1.611347960286142,0.0028046026095950305,0.012926557122828086,0,2,1,0
166,16032,0,1.04869544506073,0.9642391204833984,0.06417008489370346,1.3944243097775302,0.013168645094301157,0.0006881113171754993,1,0,1,0
167,16128,1,0.831479549407959,0.7180716395378113,0.909381628036499,1.2684104874913704,0.0,0.0074302811144220104,0,1,1,0
168,16224,2,0.7100086808204651,1.3561654090881348,0.21630124747753143,1.65002117709236,0.011649257533793422,0.018241412449751637,1,1,1,0
169,16320,4,1.2627393007278442,0.7018824815750122,0.2134932428598404,1.4612448167658916,0.0187063974544478,0.016217490337270712,1,2,1,0
170,16416,3,0.7716605067253113,1.1330491304397583,0.7553696632385254,1.6224394396273822,0.0,0.0,0,0,0,0
171,16512,1,0.7152392864227295,1.034087896347046,0.8605108857154846,1.4329714466940036,0.0,0.0,0,0,0,0
172,16608,5,1.1958047151565552,0.8544597029685974,0.5452567934989929,1.593769409494815,0.013653127681120814,0.02703675626616686,2,2,1,0
173,16704,7,1.2192063331604004,1.4404138326644897,0.5298336148262024,2.390972363189949,0.006840776879537325,0.018933271172599353,1,3,1,0
174,16800,0,0.8738228678703308,0.9324072599411011,0.20519623160362244,1.2539319172315755,0.005993608311649967,0.0,1,0,1,0
175,16896,6,1.37541925907135,1.4917365312576294,0.28786730766296387,2.407490550881893,0.010304486576182659,0.021448877352483686,1,6,1,0
176,16992,2,1.0359975099563599,1.1621793508529663,0.4549131691455841,1.7308101632265385,0.0,0.0,0,0,0,0
177,17088,6,1.191628336906433,1.4022247791290283,0.45060309767723083,2.300814634806259,0.0074163060993207575,0.00956657753611534,1,2,1,0
178,17184,0,0.7964432835578918,0.9529600143432617,0.35212233662605286,1.3227829513555727,0.0,0.0,0,0,0,0
179,17280,7,1.4307165145874023,1.350797414779663,0.7994964718818665,2.62712407678549,0.02350812331366048,0.01847042099025553,2,5,1,0
180,17376,1,0.8718433380126953,0.712091326713562,0.8084957599639893,1.4212986947602144,0.002813992905595808,0.006047269650683029,0,1,1,0
181,17472,3,1.0812938213348389,1.2682305574417114,0.6851996779441833,2.0983737949818546,0.012068123657896335,0.0026055773766098245,1,0,1,0
182,17568,4,1.4820836782455444,0.8911306858062744,0.15691937506198883,1.8527017135996178,0.019390277963595492,0.01433318918765103,3,6,1,0
183,17664,5,1.4158415794372559,0.7329709529876709,0.5905896425247192,1.828088522553633,0.013866088349262284,0.02106651869801257,3,5,1,0
184,17760,0,1.0678690671920776,0.8826613426208496,0.3113594949245453,1.4279381220186442,0.0,0.02105267082313711,0,3,1,0
185,17856,7,1.1468937397003174,1.2994517087936401,0.6061480641365051,2.1472284961253023,0.0,0.04085747422374708,0,2,1,0
186,17952,6,1.1530128717422485,1.4680933952331543,0.0002302914363099262,2.020511829372788,0.0,0.007000669339797483,0,1,1,0
187,18048,2,1.0644561052322388,1.3820629119873047,0.03157486394047737,1.9087962446675681,0.0,0.0061058456991038845,0,2,1,0
188,18144,1,0.7126482129096985,0.7079909443855286,0.9500986933708191,1.2063252756627916,0.0,0.0,0,0,0,0
189,18240,3,0.8954497575759888,1.347707986831665,0.9554437398910522,2.151347681991163,0.0,0.013183097059508375,0,1,1,0
190,18336,4,1.3062952756881714,1.0745171308517456,0.025028785690665245,1.749025860543294,0.02002143185171279,0.00778310336941801,2,4,1,0
191,18432,5,1.335747480392456,0.8922491073608398,0.8089207410812378,1.9721725529915664,0.04393433014951542,0.011298996292749885,3,2,1,0
192,18528,7,1.3513339757919312,1.3108141422271729,0.7960492372512817,2.45909770964993,0.009928320876769758,0.010875350379249804,2,2,1,0
193,18624,6,1.2046817541122437,1.2880133390426636,0.04761337488889694,1.923807122512031,0.0,0.021506168061861564,0,1,1,0
194,18720,5,1.2018945217132568,0.7664336562156677,0.8180274963378906,1.6451657288509236,0.011170871301508067,0.027916766075403388,1,3,1,0
195,18816,1,1.0030474662780762,0.9413150548934937,0.6766061186790466,1.4030996347715317,0.0,0.007873243027116228,0,1,1,0
196,18912,2,0.7875707745552063,1.1021437644958496,0.018058227375149727,1.319688559900384,0.0,0.0,0,0,0,0
197,19008,3,0.9950681924819946,1.2078908681869507,0.5697513222694397,1.733724287802764,0.008774312156654362,0.0,1,0,1,0
198,19104,4,1.4064537286758423,1.0555534362792969,0.05588708072900772,1.9647071922058814,0.01142387907070308,0.01691300602797674,2,5,1,0
199,19200,0,1.0252519845962524,1.0354883670806885,0.24708326160907745,1.4098886806991857,0.0,0.0,0,0,0,0
200,19296,0,1.0531333684921265,0.8381975889205933,0.49139726161956787,1.4561269429195656,0.002680098394878372,0.00864186357422092,0,3,1,0
201,19392,5,1.30878484249115,0.7569022178649902,0.764514684677124,1.7438508143549465,0.0,0.02430974851185419,0,3,1,0
202,19488,1,1.0815656185150146,0.7374314069747925,0.6844441890716553,1.3485242395457233,0.001985973104157601,0.007675105913079738,0,1,1,0
203,19584,3,0.9996011257171631,1.1688590049743652,0.9823489785194397,1.8411768070621934,0.0,0.0,0,0,0,0
204,19680,7,1.3959457874298096,1.2538902759552002,0.9001258611679077,2.2840956675902113,0.047305570862845814,0.01724166998382315,2,2,1,0
