scorest,violation_sum_st,grid_loss_sum_st,pf_fail_sum_st
-5.041549849712265,0.0,-5.041549849712265,0.0
-6.659960107973019,0.0,-6.659960107973019,0.0
-4.972513615784429,0.0,-4.972513615784429,0.0
-5.172131107401351,0.0,-5.172131107401351,0.0
-5.792341984451573,0.0,-5.792341984451573,0.0
-4.39730914194645,0.0,-4.39730914194645,0.0
-5.476558843717989,0.0,-5.476558843717989,0.0
-4.020102822664429,0.0,-4.020102822664429,0.0
-4.802877297673171,0.0,-4.802877297673171,0.0
-5.446521033983868,0.0,-5.446521033983868,0.0
-7.273103254347762,0.0,-7.273103254347762,0.0
-6.13264524552552,0.0,-6.13264524552552,0.0
-6.229091497458403,0.0,-6.229091497458403,0.0
-5.222850330846523,0.0,-5.222850330846523,0.0
-4.319035721196855,0.0,-4.319035721196855,0.0
-7.6118848702794475,0.0,-7.6118848702794475,0.0
-6.200980639537654,0.0,-6.200980639537654,0.0
-5.1004920205507,0.0,-5.1004920205507,0.0
-5.69317435495776,0.0,-5.69317435495776,0.0
-5.246532555967593,0.0,-5.246532555967593,0.0
-4.361713529641325,0.0,-4.361713529641325,0.0
-3.784558532803062,0.0,-3.784558532803062,0.0
-4.069735080444899,0.0,-4.069735080444899,0.0
-4.753179099751434,0.0,-4.753179099751434,0.0
-7.241116948947845,0.0,-7.241116948947845,0.0
-5.7453382202997,0.0,-5.7453382202997,0.0
-5.316537290906502,0.0,-5.316537290906502,0.0
-7.265421913524627,0.0,-7.265421913524627,0.0
-4.940443378768326,0.0,-4.940443378768326,0.0
-7.339188965243954,0.0,-7.339188965243954,0.0
-6.242175086797261,0.0,-6.242175086797261,0.0
-5.039677493546901,0.0,-5.039677493546901,0.0
-4.185793344123811,0.0,-4.185793344123811,0.0
-4.10246987399747,0.0,-4.10246987399747,0.0
-5.708506442231183,0.0,-5.708506442231183,0.0
-6.088683557994884,0.0,-6.088683557994884,0.0
-6.305967277774783,0.0,-6.305967277774783,0.0
-4.700212214459624,0.0,-4.700212214459624,0.0
-5.128851544600546,0.0,-5.128851544600546,0.0
-4.770872050715699,0.0,-4.770872050715699,0.0
-5.000220297300735,0.0,-5.000220297300735,0.0
-4.917972626991183,0.0,-4.917972626991183,0.0
-5.749415520125598,0.0,-5.749415520125598,0.0
-4.289264911907215,0.0,-4.289264911907215,0.0
-5.376686598261947,0.0,-5.376686598261947,0.0
-6.435002358285844,0.0,-6.435002358285844,0.0
-4.211153195560529,0.0,-4.211153195560529,0.0
-4.117323745668428,0.0,-4.117323745668428,0.0
-5.597752177583014,0.0,-5.597752177583014,0.0
-5.05847758226733,0.0,-5.05847758226733,0.0
-4.911529969793168,0.0,-4.911529969793168,0.0
-6.11792003683193,0.0,-6.11792003683193,0.0
-4.794625108211253,0.0,-4.794625108211253,0.0
-5.464753927405642,0.0,-5.464753927405642,0.0
