seed,day,event,under_event,over_event,under_steps,over_steps,pf_fail,minimum_voltage_pu,maximum_voltage_pu,line_loss_mwh,mean_absolute_normalized_action,rms_normalized_action,normalized_action_saturation_fraction,absolute_reactive_throughput_mvarh,maximum_absolute_reactive_command_mvar
42,4,0,0,0,0,0,0,0.9532113849485417,1.0002182401177946,1.356355220563434,0.0834855029049019,0.10190116249260789,0.0,25.382922526154072,0.470255821405879
42,38,0,0,0,0,0,0,0.9500655337348896,1.0150759103483113,3.2545419696020605,0.16083626619850597,0.1910834052729358,0.0,56.012549114355494,1.3416408398118889
42,77,1,1,0,6,0,0,0.9476291366309243,1.0147200404578718,2.903255394916146,0.15289909563337764,0.18057309749044084,0.0,52.78616609997581,1.3416408398118889
42,85,0,0,0,0,0,0,0.95261454282874,1.0103529639751914,2.9072708910297713,0.14643030349786082,0.1711907992834584,0.0,52.16866020665894,1.3416408318462332
42,105,0,0,0,0,0,0,0.9528087491286077,1.0151534871654757,1.4566054047896582,0.09172712258684139,0.10833650122970702,0.0,28.736836494827894,0.563434811801191
42,133,0,0,0,0,0,0,0.9528458722911827,1.0088546159315472,1.5274429416095099,0.0944030537114789,0.11078139355518589,0.0,29.867054067390043,0.6783383413053092
42,137,0,0,0,0,0,0,0.9626817226386247,1.0159687100793453,0.9629356772329146,0.07922130279863875,0.09828056385330355,0.0,23.665365137669248,0.3810891057111994
42,147,0,0,0,0,0,0,0.9528498636367765,1.010553091634473,1.579021087116508,0.09687187786524494,0.11312780533424903,0.0,30.856035784660808,0.7344822288737085
42,159,0,0,0,0,0,0,0.961571418650291,1.0127879745125525,0.8797363841771753,0.07649893251558144,0.09586019509560119,0.0,22.67816249059443,0.35474618901029753
42,220,0,0,0,0,0,0,0.9529379259642338,1.0068355074669262,1.3904378316480446,0.0897260104926924,0.10691955244146854,0.0,27.897969248486564,0.5975369953464533
42,236,0,0,0,0,0,0,0.9635394987452075,1.0184902821586026,0.8314945440583883,0.07404695668568213,0.09380322611862547,0.0,21.73918059962298,0.3536713123321533
42,241,0,0,0,0,0,0,0.9529749349735376,1.0036110640758105,1.4612363496995968,0.08953264836842816,0.10659077298624536,0.0,27.908270465470526,0.5884364392315317
42,245,0,0,0,0,0,0,0.9527544714221722,1.0068170024034637,1.5719857940657942,0.09535197075456381,0.11192489510951993,0.0,30.296578001225544,0.7105593439607532
42,257,0,0,0,0,0,0,0.9602878029983122,1.020575991024626,0.8831074215709889,0.07479028147645295,0.09444464425557292,0.0,22.028074455291737,0.3597295518341539
