epoch,training_mse,validation_mse
1,0.0006968891268029221,6.668065907433629e-05
2,3.101307737822589e-05,2.7009673431166448e-05
3,2.1548757255610933e-05,2.3249542209669016e-05
4,1.9975192766911016e-05,2.4130053134285845e-05
5,1.9271238302497383e-05,2.371605296502821e-05
6,1.8886118942602826e-05,2.2407046344596893e-05
7,1.925273056171829e-05,2.117684380209539e-05
8,1.824530075585547e-05,2.4852066417224705e-05
9,1.880449610239122e-05,2.4534176191082224e-05
10,1.8263498272322716e-05,2.1521718736039475e-05
11,1.7023992162042607e-05,2.1923109670751728e-05
12,1.6824584214364657e-05,1.8904618627857417e-05
13,1.7878718348843643e-05,3.30245093209669e-05
14,1.9923445896503316e-05,3.2623112929286435e-05
15,1.8274941946098504e-05,1.8888980775955133e-05
16,1.6243993979428307e-05,1.9773469830397516e-05
17,1.5252247630130677e-05,1.8109298252966255e-05
18,1.5324368134662065e-05,2.149481588276103e-05
19,1.5691947499449487e-05,2.955287527584005e-05
20,1.7860760809049853e-05,2.746711834333837e-05
21,1.688083895195242e-05,2.452805347274989e-05
22,1.5772891358556946e-05,2.1399120669229887e-05
23,1.543350535506588e-05,1.6969173884717748e-05
24,1.4420883178986732e-05,2.9643060770467855e-05
25,1.8622310433004585e-05,1.8820799596142024e-05
26,1.2968041963696514e-05,3.0083638193900697e-05
27,1.51804185536873e-05,1.65545516210841e-05
28,1.1885989665859684e-05,1.9884109860868193e-05
29,1.3017178844165755e-05,1.7666119674686342e-05
30,1.2694754559561261e-05,1.7423368262825534e-05
31,1.2077898591520525e-05,1.628653990337625e-05
32,1.0366947598023607e-05,1.9707744286279194e-05
33,1.3477138216850498e-05,1.5000583516666666e-05
34,7.689277741259762e-06,8.939496183302253e-06
35,9.63300957274831e-06,8.844024705467746e-06
36,7.135170173049639e-06,2.6980134862242267e-05
37,1.1649161684718343e-05,1.2847358448198065e-05
38,6.402930315137685e-06,8.199891453841701e-06
39,6.207611650530626e-06,5.977706678095274e-06
40,8.787064145854812e-06,2.7130728994961828e-05
41,1.667265748784259e-05,1.393309958075406e-05
42,6.008953153555229e-06,6.37869379715994e-06
43,5.2580244030087626e-06,7.708018529228866e-06
44,5.200410918232159e-06,4.87913621327607e-06
45,4.153328464304823e-06,7.382348030660069e-06
46,1.4083814903642633e-05,1.2091821190551855e-05
47,5.654527031072662e-06,4.499974238569848e-06
48,6.4768358167081414e-06,1.286254064325476e-05
49,7.068394839258135e-06,9.511954885965679e-06
50,6.809868999707327e-06,1.044281725626206e-05
51,6.521868634817587e-06,1.579378113092389e-05
52,1.2046474564288343e-05,6.343867426039651e-06
53,4.537911395562419e-06,4.0644231376063544e-06
54,3.4060546048359745e-06,4.376887773105409e-06
55,3.494709268298244e-06,5.440697350422852e-06
56,4.3743020309453385e-06,5.58219971935614e-06
57,3.87579061247206e-06,1.913318737933878e-05
58,6.218831539886846e-06,8.27142230264144e-06
59,5.282490757876769e-06,4.479064227780327e-05
60,1.4203918475513569e-05,1.3698429029318504e-05
61,4.950451067911456e-06,6.325593858491629e-06
62,3.69227189994923e-06,3.540983243510709e-06
63,3.0350760685645843e-06,3.7430734209920047e-06
64,3.3394541105735698e-06,3.500577577142394e-06
65,3.485573729665789e-06,5.73566057937569e-06
66,5.18747080085242e-06,4.834645096707391e-06
67,4.7235998322104845e-06,5.028829400544055e-05
68,1.8244079380262217e-05,1.1948598512390163e-05
69,6.393097085795792e-06,7.735772669548169e-06
70,3.8232962023834085e-06,3.955896318075247e-06
71,2.939470526880108e-06,6.9689717747678515e-06
72,4.47570517908822e-06,6.715441941196332e-06
73,4.366274592506497e-06,4.6345080590981524e-06
74,3.677577150743413e-06,5.0684079724305775e-06
75,3.877775644208928e-06,3.373521622052067e-06
76,2.6883564736462653e-06,4.150466338614933e-06
77,3.4512324494547406e-06,1.1333901966281701e-05
78,4.0430338523427575e-06,6.951274826860754e-06
79,3.6653368624683935e-06,5.179356776352506e-06
80,3.19004866577459e-06,5.931521172897192e-06
81,4.163179439620719e-06,7.727391675871331e-06
82,5.542389896531642e-06,1.7450151062803343e-05
83,1.0609425214083568e-05,8.260111826530192e-06
84,3.894511656827013e-06,4.310950771468924e-06
85,3.159574584103774e-06,5.275558578432538e-06
86,3.565677096568314e-06,1.5408488252433017e-05
87,4.553212176818176e-06,5.524192147277063e-06
88,3.603256140022062e-06,4.606643869919935e-06
89,3.0128608917342112e-06,3.539541694408399e-06
90,2.7515572063358765e-06,3.1222496090776986e-06
91,5.781393031698133e-06,1.192605668620672e-05
92,5.720994479252979e-06,5.071204213891178e-06
93,7.5046171960344685e-06,8.821520168567076e-06
94,3.3851191195329497e-06,3.6103986076341243e-06
95,2.9171619454852285e-06,3.121597728750203e-06
96,2.5533301400823153e-06,3.243369292249554e-06
97,2.61159665288211e-06,4.477340553421527e-06
98,5.414163313486954e-06,7.120377176761394e-06
99,6.844395898042421e-06,6.2114736465446185e-06
100,4.196812900166454e-06,6.279049102886347e-06
101,3.378985108308067e-06,3.613034095906187e-06
102,3.1270586164499125e-06,5.364036951505113e-06
103,4.027506698938461e-06,3.2081134122563526e-06
104,2.7573645438462248e-06,3.6240417102817446e-06
105,3.7344942440887236e-06,5.408543074736372e-06
106,7.333046943087884e-06,5.305060312821297e-06
107,3.6504958091297468e-06,6.325534741336014e-06
108,3.277764330093868e-06,9.66091283771675e-06
109,4.240480794102214e-06,4.102132152183913e-06
110,3.390370065539e-06,5.6257799769809935e-06
111,8.351257953282107e-06,1.1727472156053409e-05
112,4.312348296696741e-06,5.9606368267850485e-06
113,3.0309387825798783e-06,3.0103926746960497e-06
114,2.7469027210307625e-06,6.251581453398103e-06
115,2.9138213931002522e-06,2.877556198654929e-06
116,2.7033515158066056e-06,3.384758201718796e-06
117,2.952855955603203e-06,8.627654096926562e-06
118,3.0857744918865225e-06,5.755967322329525e-06
119,3.982474600845654e-06,5.122235052112956e-06
120,4.820659244485016e-06,3.9030887819535565e-06
121,2.989226026156324e-06,1.580228126840666e-05
122,6.283886310007975e-06,3.6495312087936327e-06
123,6.023547538937973e-06,8.178472489817068e-05
124,1.2429579333868224e-05,4.949419690092327e-06
125,3.011813662721709e-06,9.600325029168744e-06
126,2.6620474148417304e-06,3.100138428635546e-06
127,2.9950220734809547e-06,4.149460437474772e-06
128,2.7580603668433296e-06,5.650747425534064e-06
129,2.9757751192283605e-06,5.216020326770376e-06
130,3.355469267435616e-06,9.245871297025587e-06
131,2.752960526885588e-06,5.415993200585945e-06
132,4.3168294258153076e-06,7.507408554374706e-06
133,6.88404808594593e-06,3.76966181647731e-06
134,3.200468676195236e-06,6.727308118570363e-06
135,3.167378278725491e-06,4.589854142977856e-06
136,2.726926812188356e-06,3.14414478452818e-06
137,2.5637217883437793e-06,1.3433227650239132e-05
138,3.6352379040527877e-06,5.461296041175956e-06
139,3.2408185169125706e-06,6.111373750172788e-06
140,3.7551480350625103e-06,1.600725227035582e-05
141,6.484973558447867e-06,1.2841324860346504e-05
142,5.1359653254968136e-06,2.8647757062572055e-05
143,6.889797407980257e-06,3.355692570039537e-06
144,2.423151494483699e-06,3.4163663258368615e-06
145,2.3087051691358544e-06,4.502429419517284e-06
146,2.3499872365088472e-06,3.476175606920151e-06
147,2.960999817484359e-06,2.8511501568573294e-06
148,2.534012218174688e-06,2.986062327181571e-06
149,3.3937599850798418e-06,6.4233031480398495e-06
150,2.630268738812447e-06,7.315057700907346e-06
151,4.653645776540673e-06,2.996436933244695e-06
152,2.2143019713266335e-06,3.8008329283911735e-06
153,2.49212776755788e-06,3.834191375062801e-06
154,2.3951820475347287e-06,4.554131010081619e-06
155,2.445753469124784e-06,6.499854862340726e-06
156,3.655709612021816e-06,2.683173988771159e-06
157,2.1529867943908834e-06,3.3205192266905215e-06
158,3.414328808676579e-06,5.598444658971857e-06
159,3.8963331852366016e-06,2.93273137685901e-06
160,2.747495749471931e-06,4.285329396225279e-06
161,2.572930974392442e-06,7.491034011763986e-06
162,2.691657200449256e-06,5.04315494254115e-06
163,4.377005682597103e-06,3.933846528525464e-06
164,2.9552005490326598e-06,3.6323751828604145e-06
165,5.744612914375986e-06,4.829741556022782e-06
166,2.3330685047810786e-06,2.639441390783759e-06
167,2.404829139041318e-06,3.5631157970783534e-06
168,2.3682383184244655e-06,5.15773626830196e-06
169,5.709236707692374e-06,3.1455044791073306e-06
170,2.219163653600325e-06,3.1408860650117276e-06
171,2.231570092481845e-06,2.8648732950387057e-06
172,2.0191597053824463e-06,5.586397037404822e-06
173,4.620286918430966e-06,3.826133252005093e-06
174,2.2377493212930165e-06,2.8568988454935607e-06
175,3.742894599716757e-06,1.5082497156981844e-05
176,3.995444395903698e-06,8.301110938191414e-06
177,3.2671082245932278e-06,3.918881247955142e-06
178,2.5659846463505735e-06,3.1623760605725693e-06
179,1.9493240843292458e-06,4.102992988919141e-06
180,2.679337423420033e-06,2.7769588996306993e-05
181,5.024695624234439e-06,3.111963451374322e-06
182,3.268669215252712e-06,8.834543223201763e-06
183,2.8389169334072254e-06,7.4058439167856704e-06
184,2.6994124888395684e-06,2.8465728973969817e-06
185,4.0516947024116234e-06,6.7549794948718045e-06
186,3.442409939409464e-06,3.690159701363882e-06
187,2.342619016612194e-06,7.609270596731221e-06
188,2.818386725439701e-06,5.443591362563893e-06
189,2.8240164380934274e-06,3.646651975941495e-06
190,3.1414113090293196e-06,3.883702083840035e-05
191,5.099817122927994e-06,3.750342557395925e-06
192,2.099098580964935e-06,3.2370746794185834e-06
193,3.0086860295428085e-06,5.973909537715372e-06
194,2.5567680056935515e-06,3.1543088425678434e-06
195,3.83688607522951e-06,8.85397366801044e-06
196,2.469542799926352e-06,4.17901765104034e-06
197,1.8493911262512916e-06,2.6759578304336173e-06
198,1.8498158223814071e-06,3.8299035622912925e-06
199,1.9427448646205276e-06,3.5024147564399755e-06
200,2.9055701133984257e-06,1.4194813047652133e-05
201,2.923792072535781e-06,2.7215930913371267e-06
202,2.436490796125803e-06,7.389897746179486e-06
203,3.0173481978376264e-06,3.95412780562765e-06
204,2.288274946035277e-06,4.40329176853993e-06
205,3.0762693844129294e-06,3.1058118565852055e-06
206,2.0180452306054316e-06,1.4076605111768004e-05
207,3.6819000115428935e-06,5.8839227676799055e-06
208,4.376579400264918e-06,9.423734809388407e-06
209,2.854430395668065e-06,3.1439783469977556e-06
210,1.932616902151841e-06,2.8815397854486946e-06
211,2.4200272394279765e-06,3.405323013794259e-06
212,1.986023467755634e-06,3.8025223147997167e-06
213,2.9519738594293208e-06,3.7208276353339897e-06
214,1.8164010384680296e-06,2.8672416192421224e-06
215,2.2908660071152553e-06,3.0541700652975123e-06
216,1.7734093484293789e-06,3.7241572954371804e-06
217,4.137976705329666e-06,2.153239256585948e-05
218,3.831455812598419e-06,2.7532407784747193e-06
219,1.9454618392869417e-06,5.728640189772705e-06
220,6.156277720492653e-06,3.33008824782155e-06
221,4.084291677351021e-06,3.779429107453325e-06
222,1.8718282847528047e-06,3.854574970318936e-06
223,1.6862627977129056e-06,3.7971469737385632e-06
224,2.173622154562812e-06,2.4741523247939767e-06
225,1.6665384859628658e-06,3.0342418995132903e-06
226,1.8850729502229938e-06,2.866082013497362e-06
227,1.9460591932416026e-06,3.1998742997529916e-06
228,1.8769613483354555e-06,3.3124013043561717e-06
229,7.69847624074568e-06,1.115529903472634e-05
230,3.97601364793012e-06,3.6306191759649664e-06
231,2.271623351307859e-06,4.139804332226049e-06
232,2.013502983984273e-06,1.3725875760428607e-05
233,2.675632464117717e-06,2.847699079211452e-06
234,1.9130222231719278e-06,3.6158728562440956e-06
235,2.2108030612971994e-06,5.700729161617346e-06
236,2.4014214058557367e-06,2.939671958301915e-06
237,1.935284428457505e-06,4.320619609643472e-06
238,2.7092867428889022e-06,4.048664322908735e-06
239,1.9973691380636454e-06,3.329155106257531e-06
240,1.8532987377555054e-06,2.768784725049045e-06
241,2.363681703952482e-06,3.7900879306107527e-06
242,2.3234139085897845e-06,3.871014996548183e-06
243,5.368561536063983e-06,4.810901373275556e-06
244,2.4594087876938008e-06,2.7054657039116137e-06
245,1.7213607260860693e-06,5.4273123168968596e-06
246,2.0893123218814125e-06,3.151189048367087e-06
247,2.3494392794851764e-06,4.277188963897061e-06
248,1.897412652223942e-06,2.488518703103182e-06
249,1.7088137594458073e-06,2.5442702735745115e-06
250,1.912652935841054e-06,2.556277650000993e-05
251,4.0973219700477096e-06,3.775683808271424e-06
252,2.2536300759514105e-06,3.926854333258234e-06
253,1.7709939281000213e-06,2.488288828317309e-06
254,1.829791485652961e-06,3.2708885555621237e-06
255,2.3007359139964614e-06,4.200415787636302e-06
256,2.3792095232368282e-06,2.965940211652196e-06
257,1.757964095564343e-06,5.501484793057898e-06
258,2.380489997037893e-06,1.1086895028711297e-05
259,3.955733732363158e-06,2.7398527890909463e-06
260,1.727605874315313e-06,2.418487383692991e-06
261,2.921078586972553e-06,4.48377477368922e-06
262,6.598750525470331e-06,2.305072484887205e-05
263,5.153551848295701e-06,2.910268449340947e-06
264,2.0133951276572284e-06,3.1375316211779136e-06
265,1.704306807174102e-06,5.73327542952029e-06
266,2.4981273874064278e-06,1.631401573831681e-05
267,3.766316578570522e-06,3.387395054232911e-06
268,1.99701363661526e-06,2.9191071462264517e-06
269,1.8688754126049475e-06,7.4852691795967985e-06
270,2.5389115199643473e-06,2.7374776436772663e-06
271,1.5499032992054362e-06,4.457239356270293e-06
272,2.042919420762787e-06,3.064797056140378e-06
273,1.9066715424287395e-06,2.666801265149843e-06
274,2.110375538406862e-06,3.0293533654912608e-06
275,1.7766461636050563e-06,2.716275503189536e-06
276,1.851404788123459e-06,8.950977644417435e-06
277,2.400763110342398e-06,4.017334958916763e-06
278,1.7715304000462527e-06,5.0872172323579434e-06
279,2.606350993314014e-06,2.318719452887308e-05
280,8.324416312245289e-06,5.3648373068426736e-06
281,2.412337667443526e-06,2.903649374275119e-06
282,1.6915524811554946e-06,2.7246267109148903e-06
283,1.811224148609437e-06,3.3500982681289315e-06
284,1.9677484655879935e-06,2.925478156612371e-06
285,1.5760692750042098e-06,2.6127595447178464e-06
286,1.6125173969850862e-06,3.359686388648697e-06
287,1.9091738425101667e-06,3.729024228960043e-06
288,1.8909271564856074e-06,3.5554521673475392e-06
289,2.424071077538905e-06,2.49003869612352e-06
290,1.7371348993340992e-06,3.4610452530614566e-06
291,2.817282168485863e-06,5.122833044879371e-06
292,2.2137046688017324e-06,2.630260951264063e-06
293,1.7354535061929796e-06,5.887626684852876e-06
294,2.250980495925129e-06,3.6009294035466155e-06
295,1.868854109857022e-06,2.661511416590656e-06
296,1.6122760858447042e-06,3.5294740428071236e-06
297,1.9345409882697867e-06,2.7895050607185112e-06
298,1.8677168056802613e-06,2.696228420973057e-06
299,2.1658912871879737e-06,6.979411409702152e-06
300,2.9668334437225157e-06,1.0821441719599534e-05
