epoch,training_mse,validation_mse
1,0.0009753379444667925,7.257434481289238e-05
2,2.9887920780830818e-05,2.434220732538961e-05
3,2.103668497338298e-05,2.2735575839760713e-05
4,1.9148632418364286e-05,2.795859836624004e-05
5,1.9955726267133806e-05,2.863366353267338e-05
6,1.932258042610816e-05,2.057328492810484e-05
7,1.8004542523288236e-05,1.9255245206295513e-05
8,1.7082178536449127e-05,2.757736547209788e-05
9,1.8102922976617092e-05,3.22089581459295e-05
10,1.7679069320105816e-05,1.831845656852238e-05
11,1.6767508484571452e-05,2.633822259667795e-05
12,1.687491216476441e-05,1.8369870304013602e-05
13,1.6464313895474853e-05,4.729638749267906e-05
14,2.1956721823135878e-05,1.727302515064366e-05
15,1.4992743466618344e-05,1.7173717424157076e-05
16,1.6058675252376513e-05,1.854547554103192e-05
17,1.4216806751695307e-05,1.6911173588596284e-05
18,1.6350907225430655e-05,1.7211548765772022e-05
19,1.4653338634421484e-05,4.3369727791287005e-05
20,1.9502649116648606e-05,1.730723488435615e-05
21,1.4356314403855885e-05,1.9873123164870776e-05
22,1.405161124455931e-05,1.6108986528706737e-05
23,1.27209390311258e-05,1.5667090337956324e-05
24,1.2457406856334447e-05,1.4509727407130413e-05
25,1.1892275703454894e-05,1.3463138202496339e-05
26,1.099020208866499e-05,2.9494847694877535e-05
27,2.4798664288114413e-05,1.5099372831173241e-05
28,1.232036497423819e-05,1.1711671504599508e-05
29,9.725027439344558e-06,1.0420508260722272e-05
30,8.606029268776183e-06,2.1629477487294935e-05
31,8.779150004470249e-06,1.7995116650126874e-05
32,8.679923103911624e-06,1.0146733984583989e-05
33,9.712840026276398e-06,1.7681599274510518e-05
34,1.3911994669580877e-05,8.176596566045191e-06
35,8.183200363765492e-06,1.9380342564545572e-05
36,9.909914968461852e-06,1.3332772141438909e-05
37,5.810805554401235e-06,5.842938662681263e-06
38,6.600766710107564e-06,0.00012825793237425387
39,4.352202830930418e-05,2.473090535204392e-05
40,1.3466259978096267e-05,1.3240537555248011e-05
41,1.1450515222306768e-05,1.2913491445942782e-05
42,1.1030188553767012e-05,1.599956704012584e-05
43,1.0226368268766756e-05,1.1340476703480817e-05
44,8.7352713026554e-06,9.934879017237108e-06
45,9.633054289571147e-06,1.0788265171868261e-05
46,7.724026870294307e-06,1.0640242180670612e-05
47,7.983140081012694e-06,1.3824002962792292e-05
48,7.319842693288506e-06,9.710241101856809e-06
49,6.284534146332243e-06,1.5992820408428088e-05
50,7.835491866596081e-06,9.564862011757214e-06
51,6.337081815997538e-06,8.987994078779593e-06
52,5.0230652818971154e-06,7.382674084510654e-06
53,5.437465054975681e-06,4.821441052627051e-06
54,5.673829123441551e-06,5.707600394089241e-06
55,5.380826889579891e-06,5.9622948356263805e-06
56,5.341134670375357e-06,1.6706992028048262e-05
57,5.608575834447124e-06,4.287534466129728e-06
58,3.7531639994388874e-06,3.9768983697285876e-06
59,3.992873606269616e-06,6.342549113469431e-06
60,4.197627222744077e-06,9.214854799211025e-06
61,6.379391336286928e-06,5.077417881693691e-06
62,3.852106861553953e-06,4.176990842097439e-06
63,5.412145599491071e-06,6.1623163674084935e-06
64,4.148025812442245e-06,1.2154295291111339e-05
65,4.565724696346608e-06,5.3392959671327844e-06
66,4.350052433567596e-06,7.539006674051052e-06
67,8.712843812948753e-06,6.754919013474137e-06
68,3.865942116611959e-06,3.730789558176184e-06
69,4.284482223565214e-06,1.0364210538682528e-05
70,7.522678905453566e-06,1.2692178643192165e-05
71,5.427814969715698e-06,4.758466275234241e-06
72,4.238273158123429e-06,6.301027497102041e-06
73,3.3624813470721293e-06,7.885390004958026e-06
74,8.150988443438628e-06,2.8484329959610477e-05
75,5.071152080355594e-06,3.625787712735473e-06
76,2.812812242934472e-06,3.7906327179371146e-06
77,3.080085109883969e-06,5.798844995297259e-06
78,3.2381705772249483e-06,3.574344873413793e-06
79,3.290401953866725e-06,4.547333446680568e-06
80,3.141130610813326e-06,3.7107713524164865e-06
81,4.464853445608155e-06,1.0798540643008891e-05
82,3.1177228969508655e-06,4.302116394683253e-06
83,2.966348580186951e-06,4.745988917420618e-06
84,7.671077415103528e-06,6.194160505401669e-06
85,3.197875024679455e-06,4.077164703630842e-06
86,2.8401371558911273e-06,4.770128725795075e-06
87,2.8575871868140112e-06,3.2613377243251307e-06
88,6.730152590318453e-06,0.000253956182859838
89,5.425835966629425e-05,1.5427738617290743e-05
90,1.1031619665334888e-05,1.1708010788424872e-05
91,9.470120565830647e-06,1.1193667887710035e-05
92,8.068176525523e-06,9.089114428206813e-06
93,7.664345449007842e-06,1.6516858522663824e-05
94,8.6293520802255e-06,1.3562270396505482e-05
95,6.741395563516389e-06,7.652436579519417e-06
96,7.011912105424147e-06,1.5814857761142775e-05
97,6.952092765762548e-06,5.787335794593673e-06
98,7.546532396234051e-06,8.06829393695807e-06
99,5.813779964791181e-06,1.2363798305159435e-05
100,5.748712001583217e-06,1.3668387509824242e-05
101,4.697087406601072e-06,5.349799266696209e-06
102,4.8257539739487195e-06,6.439414391934406e-06
103,6.299158723690891e-06,5.520990725926822e-06
104,4.132721788404784e-06,6.2473091020365246e-06
105,3.8389185008435605e-06,4.83290068586939e-06
106,3.4001882232544066e-06,4.105228526896099e-06
107,3.6706708864845235e-06,4.127205102122389e-06
108,3.642712082789027e-06,3.8033354030631017e-06
109,3.6876645243042038e-06,4.2036358536279295e-06
110,5.28205919181346e-06,4.687911768996855e-06
111,3.730071539177429e-06,1.1490561519167386e-05
112,1.1021249260271101e-05,5.679176865669433e-06
113,3.419112084927855e-06,4.1541820792190265e-06
114,3.007784157272822e-06,1.2299034096940886e-05
115,9.012926295240287e-06,4.182761131232837e-06
116,3.3755777351308053e-06,4.387048193166265e-06
117,6.556620871292364e-06,8.446566425845958e-06
118,3.500109198198299e-06,3.879658834193833e-06
119,4.4147930869561e-06,3.681694352053455e-06
120,2.8324342717193454e-06,3.608616907513351e-06
121,3.1133861501162062e-06,4.77425055578351e-06
122,5.1511404340739575e-06,5.229967428022064e-06
123,3.6143513636402315e-06,5.611316282738699e-06
124,2.750442875020824e-06,3.984113391197752e-06
125,2.8933718675987276e-06,3.803118488576729e-06
126,2.9098313017952716e-06,8.907999472285155e-06
127,4.010014479371464e-06,3.6984467897127615e-06
128,2.739436435409256e-06,1.0191542060056236e-05
129,9.653170336388853e-06,1.3779835171590094e-05
130,4.398445011723934e-06,3.6480341805145144e-06
131,2.8017829820436462e-06,4.814399289898574e-06
132,2.809011746086028e-06,3.2609425488772104e-06
133,2.837869200924442e-06,3.3274204724875744e-06
134,3.2703509142655614e-06,5.583322035818128e-06
135,3.6569631555764882e-06,5.350577339413576e-06
136,6.408274500591644e-06,6.246449629543349e-06
137,3.9133534636719215e-06,3.9657679735682905e-06
138,2.78028596767399e-06,4.13848647440318e-06
139,2.643489270191085e-06,3.543523916960112e-06
140,2.8787980920155644e-06,4.993263246433344e-06
141,3.475699081772767e-06,3.494779775792267e-06
142,2.469065596718186e-06,3.1703280001238454e-06
143,3.5017405934922863e-06,3.667698365461547e-06
144,3.0376381205531377e-06,6.824218871770427e-06
145,2.9984702981285713e-06,5.290487479214789e-06
146,3.0761499320284374e-06,3.277529322076589e-05
147,1.5341332582032746e-05,1.3130694242136087e-05
148,4.694561891396699e-06,5.002189936931245e-06
149,2.9537099711281676e-06,4.868978521699319e-06
150,2.754091123538923e-06,3.275607696195948e-06
151,3.5396504629369746e-06,4.261311914888211e-06
152,3.3669843162442703e-06,3.2971108794299653e-06
153,2.608531003391233e-06,1.0943927918560803e-05
154,4.466894441044306e-06,3.5411680983088445e-06
155,2.5155187450937297e-06,3.853613179671811e-06
156,2.4562969407443666e-06,3.3849923966045026e-06
157,2.4443608811539196e-06,3.840565113932826e-06
158,3.1935421377836193e-06,3.198391368641751e-06
159,2.575399245567193e-06,2.9424579679471208e-06
160,2.66301051018066e-06,6.357444362947717e-06
161,4.095162418187621e-06,5.036484253650997e-06
162,2.626177062904303e-06,4.084931788383983e-06
163,3.1773111762352832e-06,3.987410309491679e-06
164,3.8719680712044164e-06,6.2894696384319104e-06
165,2.560034583135954e-06,8.64807498146547e-06
166,4.25287353101296e-06,4.024190275231376e-06
167,4.494484376967496e-06,9.619024240237195e-06
168,2.8504009227011315e-06,3.199479579052422e-06
169,2.3494846486539157e-06,3.933676453016233e-06
170,5.372676793870466e-06,5.242424776952248e-06
171,3.0383540133373444e-06,3.450180884101428e-06
172,2.2994772355862856e-06,3.3062879083445296e-06
173,2.591346114535381e-06,2.879251496779034e-06
174,2.1697932549527433e-06,3.8761450014135335e-06
175,2.5338229268830523e-06,6.75506953484728e-06
176,5.888237091139239e-06,1.1302879102004226e-05
177,3.2833549480095654e-06,3.259534651078866e-06
178,2.3627143534776268e-06,3.06863512378186e-06
179,2.7810371182654524e-06,3.931364062736975e-06
180,2.6308364962936876e-06,6.7427590693114325e-06
181,8.800645917160313e-06,5.3782791837875266e-06
182,2.7209800675466667e-06,3.247498852942954e-06
183,2.3965775155721486e-06,3.565238330338616e-06
184,2.3857301806899724e-06,3.9975543586479034e-06
185,8.249213454378368e-06,6.378729267453309e-06
186,2.901684816996359e-06,4.374860509415157e-06
187,2.232104006474228e-06,4.322843324189307e-06
188,2.426317729757665e-06,3.4811077966878656e-06
189,2.1194381550534067e-06,5.787275313196005e-06
190,2.685923702540008e-06,1.2515462913142983e-05
191,4.515609916888068e-06,5.701179361494724e-06
192,2.603156864162364e-06,3.2879001992114354e-06
193,2.1868382305001433e-06,6.0367856349330395e-06
194,4.011638005912184e-06,1.3217131709097885e-05
195,3.7573819381144686e-06,3.899754119629506e-06
196,2.157897938559472e-06,4.074451226188103e-06
197,2.32700050500647e-06,4.532933871814748e-06
198,2.398222978258889e-06,3.257284788560355e-06
199,2.0543572667347257e-06,3.82011967303697e-06
200,2.307567588862488e-06,3.610865178416134e-06
201,2.6285731429371004e-06,6.861876045149984e-06
202,3.052036910438411e-06,3.3630267353146337e-06
203,1.9980054270533966e-06,3.976061179855606e-06
204,4.800078719264482e-06,6.211308937054127e-05
205,1.6934985594508318e-05,4.789407739735907e-06
206,3.264906137614855e-06,4.722264748124871e-06
207,2.8394071348105044e-06,4.158327101322357e-06
208,2.5545710806389773e-06,3.984432169090724e-06
209,2.8224966778604235e-06,6.764125828340184e-06
210,2.9140218067541787e-06,5.620398951577954e-06
211,2.49333276547943e-06,3.6004569210490445e-06
212,2.294996528733117e-06,3.6352714687382104e-06
213,2.7524023678216464e-06,4.327577244112035e-06
214,2.4047778825184823e-06,3.9411188481608406e-06
215,2.455841995794929e-06,3.2423522497992963e-06
216,2.287241410873061e-06,3.2809723506943556e-06
217,2.071240663510599e-06,3.8013222365407273e-06
218,2.1178722596189235e-06,2.983933882205747e-06
219,2.9484047125888105e-06,3.351634859427577e-06
220,2.1918564947381605e-06,3.430046490393579e-06
221,2.4993468465644194e-06,9.035468792717438e-06
222,2.850206948594513e-06,5.222601430432405e-06
223,4.5217293897318695e-06,3.04795389638457e-06
224,2.0417033207801674e-06,3.1299950933316723e-06
225,2.198571085695481e-06,2.86449085251661e-06
226,2.0678659103352746e-06,4.511026418185793e-06
227,2.113298954836431e-06,3.3312931009277236e-06
228,2.5812263348121805e-06,4.598362465912942e-06
229,2.4945550816959267e-06,3.818297955149319e-06
230,2.7074116571514295e-06,3.371258799234056e-06
231,2.1494659969383586e-06,4.422367965162266e-06
232,2.3501411481859012e-06,4.720790002465947e-06
233,3.018882190579981e-06,9.456750376557466e-06
234,4.442570462699569e-06,7.4291224336775485e-06
235,2.541721598737197e-06,4.969154360878747e-06
236,2.637891400679239e-06,4.0951358641905244e-06
237,2.130542430309322e-06,3.6792578157474054e-06
238,2.1260377003446116e-06,4.720933247881476e-06
239,2.309654178134224e-06,4.916114903608104e-06
240,2.4600076006295456e-06,6.027382369211409e-06
241,2.7694551444515777e-06,3.4451556985004572e-06
242,2.155078626791302e-06,3.098249635513639e-06
243,2.2972871994127107e-06,3.4306947327422677e-06
244,2.0879577120814203e-06,3.700453362398548e-06
245,1.8476659122478894e-06,3.6621881918108556e-06
246,2.0636223163299813e-06,3.026292915819795e-06
247,1.8633237405516583e-06,3.129739980067825e-06
248,2.724780997487826e-06,3.600071522669168e-06
249,2.197078908054772e-06,5.2835334827250335e-06
250,2.751952693069186e-06,5.25373206983204e-06
251,2.0119907135484115e-06,4.054774763062596e-06
252,2.0717313196612284e-06,3.2681566608516732e-06
253,1.976925334799619e-06,9.737247637531254e-06
254,4.076193731418157e-06,6.549239060404943e-06
255,2.349228858682701e-06,3.30375655721582e-06
256,1.8949117772882302e-06,3.175760411977535e-06
257,2.1494960237976645e-06,3.2994676075759344e-06
258,1.9157378173553125e-06,9.858801604423206e-06
259,4.1996537934859845e-06,2.7191674234927632e-05
260,7.3022519234741815e-06,4.361930677987402e-06
261,2.0132067106715112e-06,3.2331467991753016e-06
262,1.7946313949410285e-06,7.047188319120323e-06
263,3.890971467648169e-06,8.46156217448879e-06
264,3.1865632438764024e-06,4.664644620788749e-06
265,1.9844599164354716e-06,4.005102709925268e-06
266,1.8412554579429395e-06,4.222138159093447e-06
267,1.8931344906529073e-06,3.09349979943363e-06
268,1.6517971089126063e-06,3.5678383483173093e-06
269,1.9191755828138584e-06,6.6189350036438555e-06
270,2.276467154972904e-06,3.5817249681713292e-06
271,1.800092144592435e-06,7.471345270460006e-06
272,2.529140792668321e-06,3.0322819384309696e-06
273,1.7660291914147647e-06,3.862003723043017e-06
274,1.8450097383850204e-06,3.308517989353277e-06
275,1.6874437413943746e-06,3.318060635137954e-06
276,1.8392091747154198e-06,5.422898084361805e-06
277,2.675293528465686e-06,3.3042338145605754e-06
278,1.7825194036157926e-06,3.4471220260456903e-06
279,1.9420559440385704e-06,3.3036449167411774e-06
280,5.011286778729603e-06,7.884148544690106e-06
281,2.418893838499311e-06,3.685154979393701e-06
282,1.8736100931467565e-06,4.333368451625574e-06
283,1.9417059374540086e-06,3.7463389617187204e-06
284,1.668973931416639e-06,3.605724032240687e-06
285,1.944388113120762e-06,3.782823114306666e-06
286,1.837136789531325e-06,4.377383447717875e-06
287,1.8522640927932072e-06,4.178972631052602e-06
288,1.993577018852409e-06,9.505890375294257e-06
289,3.7029104029378298e-06,3.159521611451055e-06
290,1.7314277578233963e-06,4.26241967943497e-06
291,2.0085786142468956e-06,4.154302587267011e-06
292,1.8188150837280166e-06,4.992552021576557e-06
293,2.8540564850724572e-06,4.108256234758301e-06
294,1.956992534923345e-06,4.941714905726258e-06
295,1.8512574445681128e-06,3.6850187825621106e-06
296,1.755990245740014e-06,5.6490953284082934e-06
297,2.1135252132981328e-06,8.72294094733661e-06
298,3.218530120345046e-06,3.3020562568708556e-06
299,1.7379508216479388e-06,3.963003109674901e-06
300,1.7886653384244882e-06,4.094454197911546e-06
