method,day,event,under_steps,over_steps,pf_fail,minimum_voltage_pu,maximum_voltage_pu,line_loss_mwh,mean_absolute_normalized_action,rms_normalized_action,normalized_action_saturation_fraction,absolute_reactive_throughput_mvarh,maximum_absolute_reactive_command_mvar
droop,4,1,11,0,0,0.9477514248124069,1.0,1.5395908075021545,0.03505797824861171,0.051712083818851354,0.0,10.05878745706019,0.4677944389934769
droop,38,1,73,0,0,0.9379575452080943,1.0,2.4448447230602497,0.052107103479405247,0.07411883754340966,0.0,15.16698064144139,0.6146401518620866
droop,77,1,77,0,0,0.9356966540104568,1.0021247571221052,2.3707608627029955,0.04964415600989014,0.0724541015670728,0.0,14.073422087795064,0.6259145101536335
droop,85,1,69,0,0,0.9401329784126933,1.0,2.2906675200433546,0.0495408228210484,0.07092661705778609,0.0,14.34520818164481,0.5070385461130876
droop,105,1,33,0,0,0.9455598925488535,1.0087972669009748,1.741082733228877,0.033891552845792226,0.05417281299194668,0.0,8.991377565341526,0.42193947541419125
droop,133,1,61,0,0,0.945323041890494,1.0064247112888542,1.7949802819803111,0.03626377783560505,0.05721247599864209,0.0,9.63694060492094,0.455061463971612
droop,137,0,0,0,0,0.9551152000587723,1.0081155517910967,1.2181151632387617,0.024024401122005656,0.03925313648363543,0.0,6.261689046375616,0.41660654127400376
droop,147,1,63,0,0,0.9448159776154634,1.0080141340471873,1.8593322102844376,0.03639888142546018,0.058012672676376276,0.0,9.582489808083455,0.4652215011896935
droop,159,0,0,0,0,0.955376283782947,1.0072298101884023,1.11727529745901,0.022167527097432565,0.03669407006151891,0.0,5.783321114514772,0.34617883714225384
droop,220,1,29,0,0,0.9449898016426888,1.004643375389206,1.6452330134406015,0.03444385168647083,0.05393487557152302,0.0,9.237145891455777,0.4629423125885436
droop,236,0,0,0,0,0.9569184418398734,1.008535209114704,1.0552402153545004,0.020194043735197436,0.03319734783673955,0.0,5.3572864815716414,0.31489711270251075
droop,241,1,45,0,0,0.9453157191621788,1.0014113213680895,1.675789274250288,0.03687388428564494,0.055741377856913014,0.0,10.204777164176724,0.43346736565705823
droop,245,1,61,0,0,0.9443613039463865,1.00443787317491,1.7937186502704299,0.03786041648709215,0.05805552714019533,0.0,10.348986316368187,0.43631412729786995
droop,257,0,0,0,0,0.9542231405460633,1.0092057352806731,1.102903816474634,0.021533605400084827,0.03514606241609092,0.0,5.785197393738007,0.3079206690999939
droop,282,1,64,0,0,0.9412863627751473,1.0054785785478162,1.9701457525964952,0.0409008086232158,0.06220044678641327,0.0,11.323460465316908,0.46678597558978985
droop,295,1,68,0,0,0.9384391992726596,1.0,2.3310520246419166,0.05023755787018066,0.07170149933485408,0.0,14.644251744793802,0.5051774236695423
droop,299,1,6,0,0,0.9487940338790557,1.0,1.4066290015605893,0.03238167150023704,0.047945924351362336,0.0,9.300383157149222,0.35441051213787506
no_control,4,1,67,0,0,0.9340046489737002,1.0,1.8982512348346754,0.0,0.0,0.0,0.0,0.0
no_control,38,1,96,0,0,0.9205004884204147,1.0,3.094092147994355,0.0,0.0,0.0,0.0,0.0
no_control,77,1,96,0,0,0.9177594846964382,1.0019942045598433,3.013235599368368,0.0,0.0,0.0,0.0,0.0
no_control,85,1,96,0,0,0.924297684479813,1.0,2.9035298450405604,0.0,0.0,0.0,0.0,0.0
no_control,105,1,78,0,0,0.9323027711668622,1.0087360244980874,2.1280120150980313,0.0,0.0,0.0,0.0,0.0
no_control,133,1,83,0,0,0.9333580979947462,1.0063508882953935,2.2281852947178074,0.0,0.0,0.0,0.0,0.0
no_control,137,1,15,0,0,0.947331938912144,1.0080758912644425,1.4494124979180671,0.0,0.0,0.0,0.0,0.0
no_control,147,1,88,0,0,0.9329254437260847,1.0079388625381065,2.299660067782457,0.0,0.0,0.0,0.0,0.0
no_control,159,1,19,0,0,0.945067534445059,1.0071914306337297,1.3250656069042752,0.0,0.0,0.0,0.0,0.0
no_control,220,1,78,0,0,0.934630137745641,1.0045746259291701,2.040550471976231,0.0,0.0,0.0,0.0,0.0
no_control,236,1,12,0,0,0.9471101703213818,1.008505562501081,1.2349275879637411,0.0,0.0,0.0,0.0,0.0
no_control,241,1,75,0,0,0.934899049645764,1.0013014410881569,2.1036851216353227,0.0,0.0,0.0,0.0,0.0
no_control,245,1,80,0,0,0.931462192393806,1.0043495397576465,2.242051631155074,0.0,0.0,0.0,0.0,0.0
no_control,257,1,18,0,0,0.9431968522521417,1.0091731784562306,1.298133738996391,0.0,0.0,0.0,0.0,0.0
no_control,282,1,88,0,0,0.9248090484537761,1.0054009652571392,2.4576527467502864,0.0,0.0,0.0,0.0,0.0
no_control,295,1,96,0,0,0.922025629327729,1.0,2.948113235378418,0.0,0.0,0.0,0.0,0.0
no_control,299,1,59,0,0,0.9358613395803898,1.0,1.7292946702380256,0.0,0.0,0.0,0.0,0.0
