episode,total_step,group_id,theta_pv,theta_svc,theta_cap,line_loss_mwh,violation_steps,event_day,pf_fail_steps
0,96,4,1.1026259660720825,1.0176818370819092,0.4868961274623871,2.570761888071938,20,1,0
1,192,5,1.333793044090271,0.7178369164466858,0.9194334149360657,2.544239608106674,27,1,0
2,288,0,0.974654495716095,0.9018738269805908,0.4285861849784851,2.018724733500877,17,1,0
3,384,3,0.8571339249610901,1.435469627380371,0.7166582345962524,2.83373787943344,9,1,0
4,480,6,1.1098872423171997,1.2059489488601685,0.1072092205286026,2.7121392769135753,22,1,0
5,576,2,0.9820009469985962,1.279968023300171,0.44390082359313965,2.754682917263977,22,1,0
6,672,7,1.3149422407150269,1.233778715133667,0.5923036336898804,3.3426175574639942,32,1,0
7,768,1,0.8429954648017883,1.0178393125534058,0.7892868518829346,2.094002167368352,13,1,0
8,864,7,1.2419214248657227,1.471795916557312,0.7476926445960999,4.015738460132971,31,1,0
9,960,2,0.963524580001831,1.442952275276184,0.03418096899986267,2.7323564943327057,15,1,0
10,1056,0,1.0980168581008911,1.0120083093643188,0.3677677810192108,2.3792707947998086,17,1,0
11,1152,1,0.8013075590133667,0.9681749939918518,0.7205689549446106,1.9968458075967823,15,1,0
12,1248,6,1.2128249406814575,1.2251144647598267,0.11420919746160507,3.1665253988044326,36,1,0
13,1344,5,1.152099847793579,0.9922738671302795,0.7166303396224976,2.7783034208456496,30,1,0
14,1440,4,1.3685479164123535,0.8059636950492859,0.16541339457035065,2.565358455866125,27,1,0
15,1536,3,1.073185920715332,1.3298763036727905,0.8957392573356628,3.134879727143794,23,1,0
16,1632,6,1.4231690168380737,1.4122684001922607,0.0774289220571518,3.782947816551234,27,1,0
17,1728,4,1.234307050704956,0.9056338667869568,0.09696078300476074,2.5458754934672423,25,1,0
18,1824,5,1.2101937532424927,0.8599721193313599,0.8878419399261475,2.8292944684668546,29,1,0
19,1920,1,0.7365343570709229,0.8515640497207642,0.5634486675262451,1.567107482271387,13,1,0
20,2016,7,1.460477590560913,1.4273014068603516,0.5517624020576477,3.9580152355216462,28,1,0
21,2112,3,1.0987648963928223,1.1104639768600464,0.7591000199317932,2.7885455214231207,26,1,0
22,2208,2,1.030081868171692,1.456451654434204,0.11199229210615158,3.107919033487998,20,1,0
23,2304,0,1.065558910369873,0.7589454054832458,0.1375388205051422,1.7515841245327903,15,1,0
24,2400,1,0.7958770394325256,1.0457425117492676,0.7684545516967773,1.9166818023383407,11,1,0
25,2496,3,0.9986593723297119,1.2716864347457886,0.7316723465919495,2.8455290375664415,17,1,0
26,2592,7,1.4080690145492554,1.2774198055267334,0.9070351123809814,3.3787255161790126,28,1,0
27,2688,0,0.9350402355194092,0.7850862741470337,0.31326964497566223,1.6899821836246274,9,1,0
28,2784,6,1.1475632190704346,1.301244854927063,0.42932674288749695,2.7465800431996827,18,1,0
29,2880,5,1.488449215888977,1.0471192598342896,0.8244924545288086,3.2599348150558978,32,1,0
30,2976,4,1.2377490997314453,0.9467182159423828,0.3808192312717438,2.656711954353442,31,1,0
