candidate_id,worst_seed_risk,mean_seed_risk,worst_seed_pf_fail_rate,mean_daily_loss_mwh,maximum_seed_loss_mwh,mean_intervention_rate,projection_failure_steps,worst_vmin,worst_vmax,raw_worst_vmin,raw_worst_vmax,pv_s_scale,svc_q_scale,cap_total_mvar,selection_role,resource_index,path_fraction,robust_feasible
0,0.0,0.0,0.0,0.8691361575574951,0.9006458975361188,0.0024652777777777655,0,0.9505000002619868,1.036468500720416,0.9433702870249968,1.036468500720416,0.7,0.7,0.0,optimiser_candidate,70.0,,1
1,0.0,0.0,0.0,0.8865134889335698,0.9252006801027473,0.0012152777777777706,0,0.950500000380266,1.036699655943779,0.944527466974263,1.036699655943779,0.7,0.7421052631578947,0.0,optimiser_candidate,72.10526315789474,,1
2,0.0,0.0,0.0,0.9071180993618778,0.9535934978664983,0.000642361111111107,0,0.9505000004260892,1.036921208430188,0.9456779521074544,1.036921208430188,0.7,0.7842105263157895,0.0,optimiser_candidate,74.21052631578948,,1
20,0.0,0.0,0.0,0.8766879295615375,0.9045022939724625,0.002291666666666655,0,0.950500000288139,1.035609207682312,0.9436152036893696,1.035609207682312,0.7421052631578947,0.7,0.0,optimiser_candidate,72.10526315789474,,1
21,0.0,0.0,0.0,0.894472929196275,0.9293796058101538,0.0010937499999999932,0,0.9505000003199884,1.035831119404224,0.9447752034856988,1.035831119404224,0.7421052631578947,0.7421052631578947,0.0,optimiser_candidate,74.21052631578947,,1
40,0.0,0.0,0.0,0.8853055815596148,0.908855598991166,0.0018749999999999902,0,0.9505000003503368,1.0347558131319488,0.9438649400980302,1.0347558131319488,0.7842105263157895,0.7,0.0,optimiser_candidate,74.21052631578948,,1
400,0.0,0.0,0.0,0.8649174140176786,0.899069543065012,0.0011805555555555486,0,0.95050000019883,1.0372177698308878,0.9445635345493674,1.0372177698308878,0.7,0.7,0.25,optimiser_candidate,70.5,,1
401,0.0,0.0,0.0,0.8854509447928526,0.926571548534373,0.0005729166666666631,0,0.9505000003117348,1.037426973880977,0.9457326930060318,1.037426973880977,0.7,0.7421052631578947,0.25,optimiser_candidate,72.60526315789474,,1
420,0.0,0.0,0.0,0.8737510527281859,0.904286004992731,0.0009895833333333273,0,0.9505000003335417,1.0362250984861163,0.944796381689242,1.0362250984861163,0.7421052631578947,0.7,0.25,optimiser_candidate,72.60526315789474,,1
421,0.0,0.0,0.0,0.8946412767471612,0.9320337187025446,0.0005034722222222191,0,0.950500000397338,1.0364192789461983,0.9459659878802238,1.0364192789461983,0.7421052631578947,0.7421052631578947,0.25,optimiser_candidate,74.71052631578947,,1
440,0.0,0.0,0.0,0.8835487978162303,0.9099451999432969,0.000833333333333328,0,0.9505000004852276,1.0352355153092416,0.9450309668989264,1.0352355153092416,0.7842105263157895,0.7,0.25,optimiser_candidate,74.71052631578948,,1
800,0.0,0.0,0.0,0.8869083406062304,0.9219910741226949,0.0005381944444444411,0,0.9505000003607638,1.0382571147204296,0.9457282442406146,1.0382571147204296,0.7,0.7,0.5,optimiser_candidate,71.0,,1
801,0.0,0.0,0.0,0.9104699069381749,0.9523582275633978,0.000243055555555554,0,0.9505000003652588,1.0383417015523035,0.9468910959658232,1.0383417015523035,0.7,0.7421052631578947,0.5,optimiser_candidate,73.10526315789474,,1
820,0.0,0.0,0.0,0.8966265649000148,0.92821638528161,0.00046874999999999695,0,0.9505000003353512,1.0371425046694351,0.9459507889446503,1.0371425046694351,0.7421052631578947,0.7,0.5,optimiser_candidate,73.10526315789474,,1
1200,0.0,0.0,0.0,0.9352162981917079,0.9712134139203427,0.000208333333333332,0,0.9505000005818136,1.0393484477067931,0.9469047425323056,1.0393484477067931,0.7,0.7,0.75,optimiser_candidate,71.5,,1
1201,0.0,0.0,0.0,0.9616952269940618,1.0032930015590649,0.000104166666666666,0,0.9505000006282373,1.0394575643971975,0.9480610962002406,1.0394575643971975,0.7,0.7421052631578947,0.75,optimiser_candidate,73.60526315789474,,1
1220,0.0,0.0,0.0,0.9454535541523686,0.9872978595239269,0.00019097222222222099,0,0.9505000004444072,1.0381333729729996,0.9471195155565816,1.0381333729729996,0.7421052631578947,0.7,0.75,optimiser_candidate,73.60526315789474,,1
1600,0.0,0.0,0.0,1.0082029203360403,1.0641419542968018,0.000121527777777777,0,0.95050000060269,1.0406612269488689,0.9480145564872255,1.0406612269488689,0.7,0.7,1.0,optimiser_candidate,72.0,,1
1601,0.0,0.0,0.0,1.037546217930501,1.092153882149806,5.2083333333333e-05,0,0.9505000005439288,1.0407492049767093,0.9491967363381308,1.0407492049767093,0.7,0.7421052631578947,1.0,optimiser_candidate,74.10526315789474,,1
1620,0.0,0.0,0.0,1.018413905259555,1.081023327744245,8.680555555555499e-05,0,0.9505000005872838,1.039362622526051,0.948219377490436,1.039362622526051,0.7421052631578947,0.7,1.0,optimiser_candidate,74.10526315789474,,1
2000,0.0,0.0,0.0,0.8691361575574951,0.9006458975361188,0.0024652777777777655,0,0.9505000002619868,1.036468500720416,0.9433702870249968,1.036468500720416,0.7,0.7,0.0,risk_path,70.0,0.0,1
2001,0.0,0.0,0.0,0.8975893293154771,0.9339399047792925,0.0007291666666666621,0,0.9505000005529652,1.0358879739396654,0.9453380931828914,1.0358879739396654,0.75,0.75,0.0625,risk_path,75.125,0.0625,1
2002,0.0,0.0,0.0,0.9374004926736483,0.9780487876656581,0.000208333333333332,0,0.950500000643108,1.0351078164666894,0.9473062373408766,1.0351078164666894,0.7999999999999999,0.7999999999999999,0.125,risk_path,80.25,0.125,1
2003,0.0,0.0,0.0,0.9877642998328913,1.031988625569555,8.680555555555499e-05,0,0.950500000827401,1.0342369398030855,0.9491704540989714,1.0342369398030855,0.85,0.85,0.1875,risk_path,85.375,0.1875,1
2004,0.0,0.0,0.0,1.0477781804005033,1.0949883404042111,0.0,0,0.950830264495522,1.0330933062150929,0.950830264495522,1.0330933062150929,0.8999999999999999,0.8999999999999999,0.25,risk_path,90.5,0.25,1
2005,0.0,0.0,0.0,1.1168796826311531,1.1665242929623487,0.0,0,0.9525086769820212,1.0318492729692696,0.9525086769820212,1.0318492729692696,0.95,0.95,0.3125,risk_path,95.625,0.3125,1
2006,0.0,0.0,0.0,1.1944167192512543,1.2460078328751056,0.0,0,0.954177061253898,1.0305240199158874,0.954177061253898,1.0305240199158874,1.0,1.0,0.375,risk_path,100.75,0.375,1
2007,0.0,0.0,0.0,1.279735669414985,1.332884402009973,0.0,0,0.9557937161241068,1.02911589251748,0.9557937161241068,1.02911589251748,1.05,1.05,0.4375,risk_path,105.875,0.4375,1
2008,0.0,0.0,0.0,1.3725204617529456,1.4270562192747334,0.0,0,0.9574029612257772,1.0293477003552456,0.9574029612257772,1.0293477003552456,1.1,1.1,0.5,risk_path,111.0,0.5,1
2009,0.0,0.0,0.0,1.4722356355541464,1.5284190875991266,0.0,0,0.9589784445836004,1.031084465678258,0.9589784445836004,1.031084465678258,1.15,1.15,0.5625,risk_path,116.125,0.5625,1
2010,0.0,0.0,0.0,1.5785004867256454,1.6390902869566926,0.0,0,0.9605127689731516,1.0327858851320335,0.9605127689731516,1.0327858851320335,1.2,1.2,0.625,risk_path,121.25,0.625,1
2011,0.0,0.0,0.0,1.6910951896387598,1.7592795140784394,0.0,0,0.9620015064480134,1.034461446163044,0.9620015064480134,1.034461446163044,1.25,1.25,0.6875,risk_path,126.375,0.6875,1
2012,0.0,0.0,0.0,1.809819061537283,1.884597844576954,0.0,0,0.9634416742508548,1.0360872005193795,0.9634416742508548,1.0360872005193795,1.3,1.3,0.75,risk_path,131.5,0.75,1
2013,0.0,0.0,0.0,1.9343195078187791,2.0149643074649846,0.0,0,0.9648362962657384,1.03770330486009,0.9648362962657384,1.03770330486009,1.35,1.35,0.8125,risk_path,136.625,0.8125,1
2014,0.0,0.0,0.0,2.064347651514899,2.1504703087269292,0.0,0,0.9662140644000956,1.039312978526556,0.9662140644000956,1.039312978526556,1.4,1.4,0.875,risk_path,141.75,0.875,1
2015,0.0,0.0,0.0,2.199933391656342,2.2914915198227903,0.0,0,0.9675481940790152,1.0408944113575618,0.9675481940790152,1.0408944113575618,1.45,1.45,0.9375,risk_path,146.875,0.9375,1
2016,0.0,0.0,0.0,2.34138231083422,2.4387078608390893,0.0,0,0.968668389400991,1.0424626419194367,0.968668389400991,1.0424626419194367,1.5,1.5,1.0,risk_path,152.0,1.0,1
