candidate_id,scenario_index,step,time_index,solver,loss_mw,vmin,vmax,solve_ms,q_mvar_0,q_mvar_1,q_mvar_2,q_mvar_3,error
0,0,0,96,pandapower_ac_opf,0.036886684243906,0.9648421657688162,1.0000000000027396,975.7791000010913,0.2533265874596482,0.0650282599525451,0.2955986115632139,-2.8923379858118196e-11,
1,0,0,96,pandapower_ac_opf,0.0368351699615458,0.9647472733250482,1.0000000000014997,227.10200000437908,0.2427065830715712,0.0648533571003148,0.2943365407561797,-1.528859883009451e-11,
2,0,0,96,pandapower_ac_opf,0.0304171984005619,0.9728663029051996,1.0000000000009632,233.8364999741316,0.1756909469360611,0.0575473695436204,0.2365137492555096,0.3295932358481956,
3,0,0,96,pandapower_ac_opf,0.030402256370978,0.9743674905059352,0.9999999999996544,204.8005000106059,0.194530343512725,0.0562347679647981,0.2247878475364938,0.4137238874760407,
4,0,0,96,pandapower_ac_opf,0.0302247986903773,0.9724241348074416,1.000000000000131,201.55529998010024,0.15249508012253,0.0560458671857657,0.224912382050753,0.3983875236568995,
5,0,0,96,inherited_nested_dispatch,0.0302315745539773,0.9724112688902766,1.0,206.60309999948367,0.15249508012253,0.0560458671857657,0.224912382050753,0.3983875236568995,
6,0,0,96,inherited_nested_dispatch,0.0302315745539773,0.9724112688902766,1.0,205.20789999864064,0.15249508012253,0.0560458671857657,0.224912382050753,0.3983875236568995,
7,0,0,96,inherited_nested_dispatch,0.0302315745539773,0.9724112688902766,1.0,201.0096000158228,0.15249508012253,0.0560458671857657,0.224912382050753,0.3983875236568995,
8,0,0,96,inherited_nested_dispatch,0.0302315745539773,0.9724112688902766,1.0,221.5178000042215,0.15249508012253,0.0560458671857657,0.224912382050753,0.3983875236568995,
0,0,1,97,pandapower_ac_opf,0.0361669717538301,0.9651723094104266,1.000000000002809,195.42340000043623,0.2496048005712886,0.0643662972725782,0.2925132931438403,-1.5236179980911708e-11,
1,0,1,97,pandapower_ac_opf,0.0361177308156508,0.9650742691602702,1.0000000000013884,204.14489999529903,0.2386727524561304,0.0641936067129501,0.2912831216336559,-1.6757405132929883e-11,
2,0,1,97,pandapower_ac_opf,0.0298177874522755,0.9730785571378608,1.0000000000009857,239.2632999981288,0.1724137240312621,0.0569362984567317,0.2338040877074549,0.3287470134403777,
3,0,1,97,pandapower_ac_opf,0.0298136852498817,0.974590465182496,0.9999999999996408,211.9756000174675,0.1920490153478699,0.055695586158702,0.2226212605007187,0.4097249881287511,
4,0,1,97,pandapower_ac_opf,0.0296432374696427,0.9726506793515188,1.0000000000001426,217.07270000479184,0.1501824110324036,0.0555041584143012,0.2227448229299753,0.3943421146666879,
5,0,1,97,pandapower_ac_opf,0.0296425309463398,0.9727358023475172,0.999999999999998,209.46749998256564,0.1516882387150402,0.0555025692577837,0.2226489237648407,0.3959586810679244,
6,0,1,97,inherited_nested_dispatch,0.0296520965026443,0.9727179969758744,1.0,192.0174999977462,0.1516882387150402,0.0555025692577837,0.2226489237648407,0.3959586810679244,
7,0,1,97,pandapower_ac_opf,0.0296424186844184,0.9726293968422828,1.0,242.41099998471327,0.1495158926004703,0.0554958483850696,0.2226934633826456,0.3951864697763245,
8,0,1,97,inherited_nested_dispatch,0.0296490594405435,0.972617145392806,1.0,206.70579999568872,0.1495158926004703,0.0554958483850696,0.2226934633826456,0.3951864697763245,
0,0,2,98,pandapower_ac_opf,0.0352864778345889,0.9655800683923575,1.0000000000027898,266.2150999822188,0.24492683489219,0.0635484602419275,0.2887057216001604,4.923541577866825e-12,
1,0,2,98,pandapower_ac_opf,0.0352410369421255,0.9654801205936602,1.0000000000012483,212.392399989767,0.2338244354254186,0.063382728417778,0.2875401394216403,-1.8548834604614914e-11,
2,0,2,98,pandapower_ac_opf,0.0290857745315048,0.9733434514512952,1.000000000001011,218.3567000029143,0.1684555852155527,0.0561827453224496,0.2304679083843048,0.3276505342095953,
3,0,2,98,pandapower_ac_opf,0.0290930607798773,0.9748644836704544,0.9999999999996246,208.78839999204504,0.1889356150830393,0.0550272564090504,0.2199377832402133,0.4047363467686962,
4,0,2,98,pandapower_ac_opf,0.0289321288421519,0.9729603509933086,1.0000000000002054,215.9699999901932,0.1479457516980543,0.0548382036058128,0.2200656603336411,0.3895412801545723,
5,0,2,98,pandapower_ac_opf,0.0289312813249197,0.9730212452610016,0.9999999999999998,216.22150001348928,0.1489840308521484,0.0548368455358555,0.2199880541438159,0.3908574460623042,
6,0,2,98,inherited_nested_dispatch,0.0289396628502332,0.9730054508009112,1.0,194.37379998271356,0.1489840308521484,0.0548368455358555,0.2199880541438159,0.3908574460623042,
7,0,2,98,pandapower_ac_opf,0.0289318057606603,0.9729249516054824,1.0,206.14260001457296,0.1470226633635047,0.0548320563061125,0.2200329568598764,0.3901989999353578,
8,0,2,98,pandapower_ac_opf,0.0289315975441507,0.9729457136596708,1.0,202.9526999976952,0.1474337237527039,0.0548359592718293,0.220037996318092,0.3903903723606872,
0,0,3,99,pandapower_ac_opf,0.034555347582555,0.9659216741162308,1.0000000000026172,257.65539999702014,0.2409044507552047,0.0628619820637152,0.2855129559398541,2.4908317305487816e-11,
1,0,3,99,pandapower_ac_opf,0.0345138610975549,0.9658219793890536,1.0000000000011504,224.4227000046521,0.2298602571827723,0.0627055892548936,0.2844218746647609,-2.0076824109083062e-11,
2,0,3,99,pandapower_ac_opf,0.0284790492531545,0.9735691503342312,1.0000000000010298,206.45720002357848,0.1652122926041354,0.0555518460297001,0.2276792498462732,0.3266852235493853,
3,0,3,99,pandapower_ac_opf,0.0283411858908006,0.973206443386266,0.9999999999995756,268.0685000086669,0.145724556172489,0.0542629514159487,0.2177365275951311,0.3856038477312016,
4,0,3,99,pandapower_ac_opf,0.0283418333642267,0.9732628784456288,1.0,204.45600000675768,0.1469605103326644,0.0542838908583219,0.2178161172513223,0.3857723895515721,
5,0,3,99,pandapower_ac_opf,0.0283406647445371,0.9732641903837804,1.0000000000000002,229.73709998768757,0.1467738661134432,0.0542777164704794,0.2177517306050528,0.3866173546831595,
6,0,3,99,inherited_nested_dispatch,0.028348129335579,0.9732499806681706,1.0,216.3312000047881,0.1467738661134432,0.0542777164704794,0.2177517306050528,0.3866173546831595,
7,0,3,99,inherited_nested_dispatch,0.028348129335579,0.9732499806681706,1.0,197.95880001038316,0.1467738661134432,0.0542777164704794,0.2177517306050528,0.3866173546831595,
8,0,3,99,pandapower_ac_opf,0.0283412011586699,0.9731936669588984,1.000000000000001,213.71959999669343,0.1453290309304253,0.0542766631432504,0.2177974700366496,0.3861810855384357,
0,0,4,100,pandapower_ac_opf,0.0343099160766136,0.9660374407694262,1.0000000000028872,251.5170999977272,0.2395650485199969,0.0626305028657558,0.284438780557286,2.3802637539755604e-11,
1,0,4,100,pandapower_ac_opf,0.034269673207555,0.9659376090236136,1.0000000000011515,201.1401999916416,0.2285173017149011,0.0624768584879695,0.2833696773096866,-2.0371073475277283e-11,
