candidate_id,scenario_index,day_index,t0,pv_s_scale,svc_q_scale,cap_total_mvar,risk,under_steps,over_steps,pf_fail,daily_loss_mwh,vmin,vmax,solve_total_seconds,inherited_steps,direct_fallback_steps
0,0,1,96,0.225,0.0,0.0,1,0,0,1,0.4986721262055632,0.9530000058882657,1.0001946174926657,8.13626119995024,0,0
1,0,1,96,0.3,0.0,0.0,1,0,0,1,0.8166725001341493,0.953000002083328,1.0130532424863583,9.314982799900463,8,0
2,0,1,96,0.3,0.1875,0.0,0,0,0,0,2.1798594080551412,0.9530000036549809,1.0013454623865492,21.141683400113834,0,0
3,0,1,96,0.3,0.375,0.0,0,0,0,0,1.7475407863863657,0.9531354940381442,1.0000000000040363,21.164971899968805,1,0
4,0,1,96,0.45,0.375,0.0,0,0,0,0,1.7404905040041363,0.9531089017604157,1.000000000001839,21.16769180004485,30,0
5,0,1,96,0.45,0.5625,0.0,0,0,0,0,1.7408178310176756,0.9531089017604157,1.0000000000013958,21.478371499979403,55,0
6,0,1,96,0.45,0.75,0.0,0,0,0,0,1.7409523927951656,0.9531089017604157,1.0000000000014306,20.752454400178976,74,0
7,0,1,96,0.6,0.75,0.0,0,0,0,0,1.7410474697976084,0.9531089017604157,1.0000000000006706,21.218054699973436,79,0
8,0,1,96,0.75,0.75,0.0,0,0,0,0,1.7410562094927626,0.9531089017604157,1.000000000000645,20.937124800111633,77,0
0,1,15,1440,0.225,0.0,0.0,1,0,0,1,0.3734251133901596,0.9530000109799188,1.009611039022232,4.902332099998603,0,0
1,1,15,1440,0.3,0.0,0.0,1,0,0,1,0.5174059905264584,0.9530000028024488,1.0066144284674168,5.17327040003147,13,0
2,1,15,1440,0.3,0.1875,0.0,1,0,0,1,1.2899309553310647,0.953000001242696,1.0181454717859642,11.302545400016243,0,0
3,1,15,1440,0.3,0.375,0.0,0,0,0,0,2.342361926217897,0.9530000030313983,1.0000000000041245,21.708777900232235,0,0
4,1,15,1440,0.45,0.375,0.0,0,0,0,0,2.343433761555988,0.953000005478856,1.0000000000015208,21.154589999991003,55,0
5,1,15,1440,0.45,0.5625,0.0,0,0,0,0,2.306713521312238,0.9530403540830267,1.00000000000099,21.338983300112886,62,0
6,1,15,1440,0.45,0.75,0.0,0,0,0,0,2.3050107924913545,0.9530403540830267,1.0000000000011426,21.537484700034838,71,0
7,1,15,1440,0.6,0.75,0.0,0,0,0,0,2.304735533301783,0.9530403540830267,1.0000000000008087,20.955267700192053,70,0
8,1,15,1440,0.75,0.75,0.0,0,0,0,0,2.3050530038695825,0.9530403540830267,1.0000000000006388,21.258376799960388,91,0
0,2,38,3648,0.225,0.0,0.0,1,0,0,1,0.48111947218006623,0.9530000009489122,1.0084809915509545,4.828130399982911,0,0
1,2,38,3648,0.3,0.0,0.0,1,0,0,1,0.6810386316298649,0.9529994635614647,1.0148942314919869,5.5844198999984656,6,0
2,2,38,3648,0.3,0.1875,0.0,1,0,0,1,1.6859883371472597,0.9530000017855953,1.0153061243711483,13.089806500123814,0,0
3,2,38,3648,0.3,0.375,0.0,0,0,0,0,2.2967785472141586,0.9530000006350992,1.0000000000041094,21.611918699927628,0,0
4,2,38,3648,0.45,0.375,0.0,0,0,0,0,2.29805289249619,0.9530000203814014,1.000000000001512,21.282591099996353,46,0
5,2,38,3648,0.45,0.5625,0.0,0,0,0,0,2.2691193920449586,0.9530055364078912,1.0000000000010167,21.40112960000988,61,0
6,2,38,3648,0.45,0.75,0.0,0,0,0,0,2.267488695557582,0.9530055364078912,1.0000000000011458,21.65944349995698,66,0
7,2,38,3648,0.6,0.75,0.0,0,0,0,0,2.2672713595850307,0.9530055364078912,1.000000000000852,20.943419899937,74,0
8,2,38,3648,0.75,0.75,0.0,0,0,0,0,2.2675244657456535,0.9530055364078912,1.0000000000008642,21.525200999865774,89,0
