lower_candidate_id,upper_candidate_id,paired_converged_days,mean_lower_loss_mwh,mean_upper_loss_mwh,mean_upper_minus_lower_loss_mwh,maximum_positive_increase_mwh,maximum_relative_increase,days_exceeding_tolerance,nonincreasing_within_tolerance
0,1,6,1.0461104870939704,1.0453330439048123,-0.0007774431891578079,0.0,0.0,0,True
1,2,11,1.347228629738211,0.9946953103263155,-0.35253331941189514,0.0,0.0,0,True
2,3,29,1.384475542878877,1.2838477094118235,-0.10062783346705387,0.0,0.0,0,True
3,4,39,1.5011203542998377,1.4996588931066885,-0.0014614611931491976,0.0013921498285673906,0.0005642144268284633,0,True
4,5,39,1.4996588931066885,1.4897098305718415,-0.00994906253484674,0.0003273270135393247,0.00019065053523529367,0,True
5,6,39,1.4897098305718415,1.489558178543781,-0.00015165202806057592,0.0002086897166493351,8.707156811574715e-05,0,True
6,7,39,1.489558178543781,1.4895328963681937,-2.5282175587387626e-05,9.507700244282269e-05,5.461206339489441e-05,0,True
7,8,39,1.4895328963681937,1.4895821049438598,4.920857566593516e-05,0.00039897522887999415,0.00016647272552504236,0,True
