controller,pv_generation_scale,pv_s_scale,svc_q_scale,cap_total_mvar,asset_cost_index,stage,pr_violation_any,pr_pf_fail_any,daily_loss_mwh,daily_pv_energy_mwh,feasible
film,1.0,1.5,1.5,0.5,151.0,coarse,0.0,0.0,1.6363045597585806,31.731419211597675,1
film,1.0,1.5,1.5,0.5,151.0,refined,0.0,0.0,1.637419389997031,31.802922648746073,1
droop,1.0,1.5,1.5,0.5,151.0,coarse,1.0,1.0,0.325379933488909,0.2235131357329391,0
droop,1.0,1.5,1.5,0.5,151.0,refined,1.0,1.0,0.3515578371467061,0.22533686969116412,0
