candidate_id,scenario_index,day_index,t0,pv_s_scale,svc_q_scale,cap_total_mvar,risk,under_steps,over_steps,pf_fail,daily_loss_mwh,vmin,vmax,solve_total_seconds,inherited_steps,direct_fallback_steps
0,0,1,96,0.225,0.0,0.0,1,0,0,1,0.4146517233802774,0.9550000097524819,1.0000000000033316,7.099881100002676,0,0
1,0,1,96,0.3,0.0,0.0,1,0,0,1,0.6941274167872148,0.955000000928532,1.017586827095764,8.469992699916475,9,0
2,0,1,96,0.3,0.1875,0.0,1,0,0,1,2.0527345660899634,0.9550000006448681,1.010150196753881,19.388328199798707,0,0
3,0,1,96,0.3,0.375,0.0,0,0,0,0,1.760890141904148,0.9550001133191199,1.0000000000037086,21.8705919002241,8,0
4,0,1,96,0.45,0.375,0.0,0,0,0,0,1.7505790915603658,0.955004927274818,1.0000000000014349,21.54158049999387,24,0
5,0,1,96,0.45,0.5625,0.0,0,0,0,0,1.7509474546661297,0.955004927274818,1.0000000000013236,21.38301099979435,61,0
6,0,1,96,0.45,0.75,0.0,0,0,0,0,1.7508974513643882,0.955004927274818,1.000000000001347,21.24055150017375,78,0
7,0,1,96,0.6,0.75,0.0,0,0,0,0,1.750926623255287,0.955004927274818,1.0000000000010207,21.1791196000122,72,0
8,0,1,96,0.75,0.75,0.0,0,0,0,0,1.7509628452087596,0.955004927274818,1.000000000000635,20.99253269980545,73,0
0,1,15,1440,0.225,0.0,0.0,1,0,0,1,0.34238149704198595,0.9550000054342901,0.9999999999996861,4.457533700071508,0,0
1,1,15,1440,0.3,0.0,0.0,1,0,0,1,0.5064853652155903,0.9550000033092843,1.0144049851063943,4.818194199993741,1,0
2,1,15,1440,0.3,0.1875,0.0,1,0,0,1,0.9853187241084903,0.9550000019195553,1.0125392783796112,9.482454100070754,0,0
3,1,15,1440,0.3,0.375,0.0,0,0,0,0,2.49167008736316,0.9550000007155783,1.0000000000035938,21.310287700034678,0,0
4,1,15,1440,0.45,0.375,0.0,0,0,0,0,2.4889245475133777,0.9550000027199569,1.0000000000014468,21.93651050000335,17,0
5,1,15,1440,0.45,0.5625,0.0,0,0,0,0,2.3360290591908592,0.9550001836073205,1.0000000000013205,21.960170200065477,38,0
6,1,15,1440,0.45,0.75,0.0,0,0,0,0,2.333544323634281,0.9550001947572622,1.0000000000011142,21.936380000057397,51,0
7,1,15,1440,0.6,0.75,0.0,0,0,0,0,2.334007504890181,0.9550001973409749,1.0000000000007605,21.23431310011074,83,0
8,1,15,1440,0.75,0.75,0.0,0,0,0,0,2.3340730721154457,0.9550002031794631,1.0000000000006413,21.698575899907155,88,0
0,2,38,3648,0.225,0.0,0.0,1,0,0,1,0.3747203776915806,0.9550000097548381,1.001289447783068,3.658755799930077,0,0
1,2,38,3648,0.3,0.0,0.0,1,0,0,1,0.6776480199786991,0.9550007609200176,1.0142572342747485,4.732838000025367,9,0
2,2,38,3648,0.3,0.1875,0.0,1,0,0,1,0.9098099090054627,0.9550000006423369,1.0039228797210584,9.08101980003994,0,0
3,2,38,3648,0.3,0.375,0.0,0,0,0,0,2.424540050888539,0.9550000010571955,1.0000000000036013,21.50424030001159,0,0
4,2,38,3648,0.45,0.375,0.0,0,0,0,0,2.421640124558989,0.9550000130646946,1.0000000000014362,21.93006919993786,24,0
5,2,38,3648,0.45,0.5625,0.0,0,0,0,0,2.2927367300916592,0.9550001811476897,1.0000000000013218,21.84335430007195,44,0
6,2,38,3648,0.45,0.75,0.0,0,0,0,0,2.291352393123244,0.9550001894846708,1.0000000000011375,21.828694800002268,64,0
7,2,38,3648,0.6,0.75,0.0,0,0,0,0,2.2916618918966933,0.9550001918600791,1.0000000000009737,21.514630799996667,83,0
8,2,38,3648,0.75,0.75,0.0,0,0,0,0,2.291722508554771,0.9550001975531178,1.0000000000006426,21.696004399913363,87,0
0,3,39,3744,0.225,0.0,0.0,1,0,0,1,0.40848658307655106,0.9550000019886266,1.0034528850194084,3.88184210009058,0,0
1,3,39,3744,0.3,0.0,0.0,1,0,0,1,0.6087130470547298,0.9549993706642412,1.0142223804942798,4.344774799945299,10,0
2,3,39,3744,0.3,0.1875,0.0,1,0,0,1,1.0503311063620482,0.9550000028985696,1.0190932512209598,9.5775883999886,0,0
3,3,39,3744,0.3,0.375,0.0,0,0,0,0,2.3732401106744008,0.9550000013512155,1.0007731083368547,21.651900900091277,0,0
4,3,39,3744,0.45,0.375,0.0,0,0,0,0,2.370916045170235,0.9549991204288376,1.0007726400858261,21.702939600043464,30,0
5,3,39,3744,0.45,0.5625,0.0,0,0,0,0,2.2510561896236085,0.9550001825204107,1.0007726400858261,21.770570700027747,45,0
6,3,39,3744,0.45,0.75,0.0,0,0,0,0,2.248528299700053,0.9550001925551316,1.0007288647783734,21.84636429991224,52,0
7,3,39,3744,0.6,0.75,0.0,0,0,0,0,2.248966750129741,0.9550001949679426,1.0007282126076633,21.4954648000421,83,0
8,3,39,3744,0.75,0.75,0.0,0,0,0,0,2.2490182441241062,0.9550002007417617,1.0007282126076633,21.8521453999565,87,0
0,5,56,5376,0.225,0.0,0.0,1,0,0,1,1.2772992497968658,0.9550000018750723,1.0034526225535216,18.747673700010637,0,0
1,5,56,5376,0.3,0.0,0.0,1,0,0,1,1.5098004304106487,0.9549993621473581,1.0142488244908088,20.213864499906776,26,0
2,5,56,5376,0.3,0.1875,0.0,0,0,0,0,1.1159259063856963,0.9570037957223385,1.0033571723482428,20.670000999904005,0,0
3,5,56,5376,0.3,0.375,0.0,0,0,0,0,1.0867504207205796,0.9599459892087738,1.0033188421524804,20.652826900070067,0,0
4,5,56,5376,0.45,0.375,0.0,0,0,0,0,1.0853775729750559,0.959620536270654,1.003319494159012,21.068646999890916,3,0
5,5,56,5376,0.45,0.5625,0.0,0,0,0,0,1.0854434136644857,0.9595842439321257,1.0033195419765877,21.28433430014411,22,0
6,5,56,5376,0.45,0.75,0.0,0,0,0,0,1.0853051349358624,0.9595374347406718,1.0033195313358152,20.757543400046416,24,0
7,5,56,5376,0.6,0.75,0.0,0,0,0,0,1.0853362559790294,0.959636937461894,1.0033195074080348,20.81987449992448,21,0
8,5,56,5376,0.75,0.75,0.0,0,0,0,0,1.0854033174326096,0.9596619126472643,1.0033193921304207,20.845606399932876,27,0
0,6,57,5472,0.225,0.0,0.0,1,0,0,1,0.3242267898114254,0.9550000117736048,1.0001448655654839,5.133366400026716,0,0
1,6,57,5472,0.3,0.0,0.0,1,0,0,1,0.5968941429482637,0.9550000032041356,1.0144063548434499,6.324867700081086,1,0
2,6,57,5472,0.3,0.1875,0.0,1,0,0,1,1.8785476037480562,0.95500000110186,1.0161826950110258,19.77394040004583,0,0
3,6,57,5472,0.3,0.375,0.0,0,0,0,0,1.659279049716353,0.9550001102266216,1.0049111067425691,20.828021900058957,0,0
4,6,57,5472,0.45,0.375,0.0,0,0,0,0,1.6533612206982022,0.9551653997032997,1.0049050154500532,21.223545699904207,17,0
5,6,57,5472,0.45,0.5625,0.0,0,0,0,0,1.6537320439807535,0.9551653997032997,1.004900081048175,21.10118590015918,54,0
6,6,57,5472,0.45,0.75,0.0,0,0,0,0,1.6535493528713763,0.9551653997032997,1.0048998209800688,21.325394100073026,58,0
7,6,57,5472,0.6,0.75,0.0,0,0,0,0,1.6536265657971454,0.9551653997032997,1.0048992353628519,21.072671000030823,58,0
8,6,57,5472,0.75,0.75,0.0,0,0,0,0,1.653634371117428,0.9551653997032997,1.0048990920483287,21.230007200007094,55,0
0,7,60,5760,0.225,0.0,0.0,1,0,0,1,0.4831021961703581,0.9550000021757528,1.0030718064240982,4.424707399914041,0,0
1,7,60,5760,0.3,0.0,0.0,1,0,0,1,0.7087177410442873,0.9549994299694142,1.0140270479656985,5.20115339991753,12,0
2,7,60,5760,0.3,0.1875,0.0,1,0,0,1,2.05189720088056,0.9550000008362663,1.0175046415242022,17.607318299880717,0,0
3,7,60,5760,0.3,0.375,0.0,0,0,0,0,1.9748966968492558,0.9550000067049774,1.0038811801980738,21.22929149994161,0,0
4,7,60,5760,0.45,0.375,0.0,0,0,0,0,1.970896717526091,0.9549997517428854,1.0038809838281164,21.120976100180997,29,0
