episode,total_step,group_id,theta_pv,theta_svc,theta_cap,line_loss_mwh,under_guard_excursion,over_guard_excursion,under_steps,over_steps,event_day,pf_fail_steps
0,96,0,0.7797430753707886,0.9799320101737976,0.05329422280192375,1.506431467517063,0.024902267310141446,0.0481145886976766,6,4,1,0
1,192,7,1.1509572267532349,1.214645266532898,0.6728352308273315,2.798648446795224,0.07594887139416306,0.05531092593595188,6,28,1,0
2,288,5,1.4015848636627197,0.9003536701202393,0.680488109588623,2.9822971134620277,0.039273029160026285,0.07470458764620624,6,29,1,0
3,384,2,1.082680344581604,1.2906124591827393,0.1775970607995987,2.575212816280293,0.08033551112943571,0.07320347287495554,7,17,1,0
4,480,4,1.1495479345321655,1.0532867908477783,0.22394777834415436,2.4626850652147363,0.07621689965308365,0.07075311114490734,5,21,1,0
5,576,3,0.8671386241912842,1.26568603515625,0.5160092115402222,2.1216760772517738,0.02155660265687198,0.05069058493555567,3,13,1,0
6,672,6,1.4080618619918823,1.1175167560577393,0.0318865105509758,2.8748834495282685,0.094827547934617,0.06689377937833618,8,18,1,0
7,768,1,1.0285587310791016,0.8530033826828003,0.7350989580154419,1.9643601623724236,0.032220463995013104,0.054450028802154105,5,17,1,0
8,864,7,1.4129877090454102,1.2322356700897217,0.9698604345321655,3.5181942457384454,0.05333346078922119,0.07502441775625002,2,37,1,0
9,960,0,0.7166841626167297,0.7190600633621216,0.40845009684562683,1.3552439790390363,0.05370365766601615,0.0537977030884067,4,9,1,0
10,1056,2,0.9348914623260498,1.1198582649230957,0.24179190397262573,1.9874114744426015,0.020968109633106136,0.06112854225002606,2,14,1,0
11,1152,6,1.3728166818618774,1.320334553718567,0.30297955870628357,3.3244615253477567,0.05175260788219804,0.08750596015767753,6,32,1,0
12,1248,4,1.458614468574524,0.7622619271278381,0.037116639316082,2.842071031204789,0.09805656483193281,0.07316642194373357,8,22,1,0
13,1344,1,1.0270658731460571,1.01427161693573,0.5005523562431335,2.104370693243427,0.040854004819270706,0.05753666153849313,5,19,1,0
14,1440,3,0.9433830380439758,1.229048728942871,0.9475159049034119,2.2345813706714384,0.018604275209816223,0.0497287326762208,1,18,1,0
15,1536,5,1.1551302671432495,0.7811848521232605,0.753453254699707,2.262841156788176,0.023062467064109304,0.0645199243899286,2,22,1,0
16,1632,0,0.8718502521514893,0.8652414679527283,0.2829819619655609,1.482171409881625,0.01911459535848614,0.04072446175287814,5,6,1,0
17,1728,6,1.1935282945632935,1.3421556949615479,0.3973110318183899,2.9880121443405394,0.06190772069929151,0.07830356942231931,6,24,1,0
18,1824,3,0.8299953937530518,1.2675477266311646,0.9443183541297913,2.145652897671527,0.014968171630360239,0.05138063966525164,1,10,1,0
19,1920,2,1.0328989028930664,1.3499999046325684,0.25475838780403137,2.389888161494522,0.07919005128993928,0.058534374324870075,1,17,1,0
20,2016,1,0.8893411755561829,0.7611621022224426,0.6795274615287781,1.6259525674241757,0.048063638681227316,0.035104265661622724,4,6,1,0
21,2112,7,1.3781321048736572,1.343821406364441,0.5247296690940857,3.11313892733744,0.04604479091823499,0.07756515526971786,5,29,1,0
22,2208,5,1.267236351966858,0.8588714599609375,0.9721403121948242,2.572046887375891,0.052623715873274635,0.062254833298171386,8,25,1,0
23,2304,4,1.460154414176941,1.0948305130004883,0.010855540633201599,3.3573916989153503,0.08216552617317319,0.09748800018795079,14,32,1,0
24,2400,0,0.7033818364143372,1.0840977430343628,0.1515028029680252,1.4371684798193372,0.010970388582045132,0.05024220580774985,1,5,1,0
25,2496,3,0.8760015964508057,1.418755054473877,0.5881767272949219,2.377548852194916,0.049502437118617126,0.05935779579187228,3,16,1,0
26,2592,5,1.3092930316925049,0.8760301470756531,0.9792769551277161,2.7553506018119505,0.026206923895178535,0.07239880199508142,4,28,1,0
27,2688,2,0.9684706926345825,1.426485300064087,0.2999473512172699,2.266988845046276,0.004132837715277504,0.044207401498827625,0,11,1,0
28,2784,1,0.7082437872886658,1.0673809051513672,0.7529045939445496,1.5967548479216962,0.0,0.024830267080783175,0,11,1,0
29,2880,7,1.3984425067901611,1.351163387298584,0.7423222064971924,3.445738375741313,0.04460768881600474,0.0687984225907754,5,27,1,0
30,2976,6,1.1431193351745605,1.194360613822937,0.4233010411262512,2.4286527608292223,0.015477551987042482,0.04112290143880437,2,16,1,0
31,3072,4,1.2866588830947876,1.0631507635116577,0.17283114790916443,2.676701799236789,0.016173430729304772,0.08311489049677934,2,31,1,0
32,3168,0,0.7304366230964661,0.748724639415741,0.4022922217845917,1.3201099395296758,0.010126258624969298,0.058218194295192705,1,9,1,0
33,3264,6,1.1348756551742554,1.1737765073776245,0.03034532256424427,2.49362597104596,0.046426011406244694,0.06120082993242937,5,17,1,0
34,3360,7,1.346846342086792,1.2307294607162476,0.7204983234405518,3.0878189010949963,0.015708469874828435,0.06008171395802964,2,34,1,0
35,3456,3,1.0177916288375854,1.473525881767273,0.5119739174842834,2.663152369017762,0.022541956912056516,0.04397935473603032,7,21,1,0
36,3552,5,1.3505946397781372,0.9253041744232178,0.8109419941902161,2.9451803503020497,0.020806963321317373,0.10401319239226847,4,33,1,0
37,3648,4,1.3111802339553833,0.9992754459381104,0.13801388442516327,2.7543691273235074,0.024876363733025264,0.06998462672412087,4,21,1,0
38,3744,2,0.9605308175086975,1.2129052877426147,0.37280282378196716,2.0364954365690298,0.09840638021616743,0.05761578458002692,2,14,1,0
39,3840,1,1.0288219451904297,0.9742630124092102,0.8863598704338074,2.1624949207135056,0.04523131336148478,0.04777926236238783,2,19,1,0
40,3936,0,0.7747020125389099,1.036613941192627,0.04659103602170944,1.5924258363790578,0.013320661695616076,0.03052038794833689,2,5,1,0
41,4032,7,1.2229434251785278,1.4368096590042114,0.8336153626441956,3.2617450190396307,0.036619896332682034,0.08605838257198428,3,25,1,0
42,4128,5,1.4822102785110474,1.0765206813812256,0.640021800994873,3.17231011769365,0.06674199549324455,0.06744036529851538,5,31,1,0
43,4224,3,1.0328055620193481,1.1083903312683105,0.9440771341323853,2.320225150125296,0.0,0.046225681166570665,0,19,1,0
44,4320,2,1.0021717548370361,1.2377398014068604,0.08356603235006332,2.001710139615755,0.02141602040326851,0.052750517302441624,1,12,1,0
45,4416,4,1.3326069116592407,0.8354061245918274,0.33759552240371704,2.4771533504321592,0.0405798309271691,0.06117784423123762,4,24,1,0
46,4512,1,1.0956315994262695,0.7474070191383362,0.6627660989761353,2.0070524157238974,0.012390837062195348,0.05841083978762085,2,26,1,0
47,4608,6,1.4929405450820923,1.3051583766937256,0.02406562678515911,3.6172892632556075,0.06544767352794167,0.08740717894242378,7,29,1,0
48,4704,1,0.9992303252220154,0.9235032796859741,0.6772899031639099,1.8892645913825297,0.03726890279811623,0.06096375090360984,4,15,1,0
49,4800,7,1.3311219215393066,1.3700686693191528,0.9713298082351685,3.425512293817486,0.022857696767585534,0.05841703968562695,4,33,1,0
50,4896,3,0.8110975623130798,1.2746399641036987,0.8655766248703003,2.168322012494669,0.004431423005760604,0.034154669268307236,0,17,1,0
51,4992,0,0.7582412362098694,0.8984606266021729,0.3117888569831848,1.3913131767660836,0.007218983990421313,0.01554357913865645,2,4,1,0
52,5088,2,0.7022914290428162,1.3562898635864258,0.406473845243454,1.9283207573210033,0.0,0.048278775692718545,0,6,1,0
53,5184,6,1.4039331674575806,1.4579811096191406,0.15007537603378296,3.418022474565024,0.07997568690769308,0.07168419453430874,6,27,1,0
54,5280,4,1.1305031776428223,0.7707516551017761,0.39983615279197693,1.9474107770290932,0.019863049061272786,0.0517130955938927,4,13,1,0
55,5376,5,1.4160852432250977,1.029213309288025,0.5473157167434692,2.7259555155416644,0.02256851439095342,0.07287890533341423,2,25,1,0
56,5472,1,0.8224679827690125,1.0177698135375977,0.6011496186256409,1.5525390965662205,0.004583347268719229,0.03111966500797636,0,7,1,0
57,5568,2,0.7066197395324707,1.3165849447250366,0.3065694272518158,1.8161604094134833,0.0,0.03162593913179412,0,6,1,0
58,5664,3,0.7284610867500305,1.238502860069275,0.8200780749320984,2.024945800311207,0.0,0.07190136905214928,0,8,1,0
59,5760,0,0.9953871369361877,0.8119972348213196,0.37570321559906006,1.8241396578504254,0.03677354227819418,0.03784792573968021,2,12,1,0
60,5856,4,1.4561623334884644,0.9110144376754761,0.025340665131807327,2.690537617788738,0.054246099856043895,0.05354565718373783,5,30,1,0
61,5952,7,1.2126134634017944,1.1289045810699463,0.78646320104599,2.5756218955756625,0.058811096892527726,0.06813541425554193,5,24,1,0
62,6048,6,1.4651128053665161,1.2499923706054688,0.14728009700775146,3.1999854913097123,0.06224211015038528,0.0681821897697199,8,27,1,0
63,6144,5,1.1957796812057495,0.9420016407966614,0.879294216632843,2.2026652592511073,0.013514417782773736,0.05059702245367648,3,23,1,0
64,6240,5,1.159565806388855,1.0256165266036987,0.9908875226974487,2.478329820210911,0.011248773134283852,0.060632043598339846,1,25,1,0
65,6336,3,0.9661383628845215,1.3811143636703491,0.7823436856269836,2.5841121846107584,0.0,0.05714763723753902,0,15,1,0
66,6432,1,0.7186582088470459,0.7781261205673218,0.744438648223877,1.2861047171617614,0.0,0.027591824257171993,0,9,1,0
67,6528,7,1.3158152103424072,1.2411761283874512,0.7127720713615417,2.6770304979793873,0.005640249772227435,0.06627342643516254,1,23,1,0
68,6624,6,1.3087419271469116,1.2737740278244019,0.21771523356437683,2.9978276266087933,0.022734649776894877,0.07481061730882699,3,26,1,0
69,6720,4,1.482224941253662,0.8623127937316895,0.41969558596611023,3.257269844863372,0.04493158779490869,0.0722813547841632,6,35,1,0
70,6816,0,0.907146155834198,1.0599080324172974,0.498463898897171,1.705973298694159,0.003537780915818134,0.04334750707667956,0,8,1,0
71,6912,2,0.7162206768989563,1.1291944980621338,0.3721943795681,1.612046888645716,0.006093902238354265,0.026646963754644037,1,6,1,0
72,7008,1,1.081548810005188,0.7828668355941772,0.9147990345954895,1.934387330657891,0.0,0.049840432990920114,0,15,1,0
73,7104,4,1.2274954319000244,0.7770650386810303,0.17890894412994385,1.9865502728294888,0.021790985550982356,0.04118100300938066,3,13,1,0
74,7200,7,1.4591237306594849,1.2117637395858765,0.9630146622657776,3.8810417625265172,0.02248398299381904,0.08211799863586355,1,41,1,0
75,7296,0,0.9778661727905273,0.700608491897583,0.4967574179172516,1.5844861302025586,0.03043898389213895,0.02883205970500713,2,12,1,0
76,7392,3,1.0825202465057373,1.128696322441101,0.6849919557571411,2.5281119968097814,0.00813283088530714,0.040103780165958725,1,21,1,0
77,7488,5,1.3309563398361206,0.7723088264465332,0.9017907977104187,2.4679236325783482,0.03541515580183918,0.0523347794187794,1,33,1,0
78,7584,6,1.244526982307434,1.131941556930542,0.096702940762043,2.2475601705686783,0.017590905609173757,0.053717250459081045,2,17,1,0
79,7680,2,0.7994718551635742,1.1162173748016357,0.3471876084804535,1.7469503087735299,0.0,0.03876997565711404,0,12,1,0
80,7776,4,1.3889222145080566,0.792686402797699,0.22043178975582123,2.295783021307869,0.019443865608758104,0.0475037276311705,2,23,1,0
81,7872,0,0.8873959183692932,0.8515183925628662,0.22599786520004272,1.5726425232929255,0.0,0.03475519234793212,0,6,1,0
82,7968,3,0.9216104745864868,1.3360865116119385,0.595471978187561,2.2529759557082594,0.010874140094514262,0.043275400057916746,1,14,1,0
83,8064,5,1.3957796096801758,0.8380287885665894,0.620786726474762,2.9310688759231627,0.009261799424057249,0.06227325343891832,1,40,1,0
84,8160,7,1.1430987119674683,1.1796855926513672,0.6883990168571472,2.443285716319935,0.004585054568061242,0.04120394956580542,0,22,1,0
85,8256,6,1.2320489883422852,1.387831211090088,0.29599446058273315,2.7557120748392507,0.004019558667888057,0.04390754512817652,0,19,1,0
86,8352,2,0.9596281051635742,1.4171199798583984,0.3629603683948517,2.3861130100363575,0.0,0.03477871091120566,0,16,1,0
87,8448,1,0.7396297454833984,1.045108675956726,0.8914133310317993,1.7962072486275606,0.0,0.05142112537570376,0,15,1,0
88,8544,5,1.4918569326400757,0.7723135948181152,0.9462454319000244,2.969341287137954,0.023983157584046566,0.06750330967286278,2,36,1,0
89,8640,4,1.4613056182861328,1.0372849702835083,0.3021642863750458,3.0667339594133596,0.023506030033985992,0.06337572331142227,1,37,1,0
90,8736,3,0.7736321687698364,1.1615955829620361,0.7412962913513184,1.7694989648568606,0.0,0.0331137680573097,0,5,1,0
91,8832,0,0.9697553515434265,0.8027921319007874,0.2950423061847687,1.5539876425623307,0.017628241326661187,0.02538500124105303,1,8,1,0
92,8928,2,1.0396374464035034,1.3122050762176514,0.31884169578552246,2.2908274066406875,0.0,0.02973802079051957,0,12,1,0
93,9024,1,0.7712514996528625,0.9221434593200684,0.9640467166900635,1.5940861975593956,0.00413882300604862,0.03809717494275122,0,11,1,0
94,9120,7,1.188575029373169,1.1327879428863525,0.6744431853294373,2.35929447058963,0.011638076347549986,0.06242865220843785,1,20,1,0
95,9216,6,1.4509072303771973,1.4122265577316284,0.4173325300216675,3.373892968161994,0.009388445706560833,0.07051104138553344,1,25,1,0
96,9312,2,1.0213226079940796,1.3817192316055298,0.3154769539833069,2.4933004228629128,0.0,0.04894864033029922,0,15,1,0
97,9408,4,1.3923888206481934,0.8054628968238831,0.14961940050125122,2.641834103561834,0.0,0.057154572789698044,0,32,1,0
98,9504,1,1.0809870958328247,1.0813202857971191,0.9986255168914795,2.465370323454251,0.0,0.05425765297727425,0,23,1,0
99,9600,3,0.7485509514808655,1.2860069274902344,0.6718698143959045,1.8596366689651247,0.0,0.03294972078019209,0,6,1,0
100,9696,7,1.231002688407898,1.2277992963790894,0.9680123925209045,2.8433297793707926,0.0026423710445673265,0.0505556455776468,0,28,1,0
101,9792,5,1.2434661388397217,0.883159875869751,0.6880558133125305,2.257473041355134,0.0,0.03788406491329299,0,26,1,0
102,9888,0,1.0100411176681519,0.8665671944618225,0.4077856242656708,1.6419665101624872,0.013771232377070786,0.03717752995390766,1,10,1,0
103,9984,6,1.3268202543258667,1.4827961921691895,0.3070099353790283,3.3458018007917865,0.05295860039986178,0.07533648086074085,3,24,1,0
104,10080,6,1.1473966836929321,1.496267557144165,0.42975834012031555,2.811883645973735,0.0,0.04708731547657985,0,17,1,0
105,10176,7,1.3174738883972168,1.3583695888519287,0.6393712759017944,3.043803328365348,0.02644598850409896,0.04860993974567274,1,25,1,0
106,10272,2,1.0184905529022217,1.1362625360488892,0.04025861620903015,1.8680208014148318,0.0,0.036053991658661744,0,11,1,0
107,10368,4,1.3798387050628662,0.7110255360603333,0.42876410484313965,1.9678229406442342,0.014345055045164812,0.05350923480756009,3,9,1,0
108,10464,1,0.7381664514541626,0.780750036239624,0.9532135128974915,1.3174691094519624,0.0,0.013422085081656876,0,4,1,0
109,10560,5,1.488255500793457,0.9598777294158936,0.841909646987915,2.4510455113857086,0.01424971989509749,0.04643754255561516,3,23,1,0
110,10656,3,0.9822350740432739,1.1761360168457031,0.5207843780517578,1.889607196432232,0.0,0.016490669379908507,0,6,1,0
111,10752,0,0.7069849967956543,0.7890762686729431,0.37734588980674744,1.1190786593289206,0.0,0.018589022631739338,0,2,1,0
112,10848,2,1.0729594230651855,1.3550599813461304,0.34184372425079346,2.2661312291878044,0.0,0.02834132694504543,0,9,1,0
113,10944,1,0.877190887928009,0.8418610692024231,0.9687720537185669,1.4888820400658414,0.0,0.02528975626563268,0,5,1,0
114,11040,0,0.8572872281074524,0.7696335315704346,0.4802115857601166,1.288140994761566,0.002994286018372261,0.02999915661645791,0,4,1,0
115,11136,5,1.1024532318115234,1.0942836999893188,0.9102954268455505,2.1497932568361784,0.0,0.039828064403011565,0,19,1,0
116,11232,7,1.2805683612823486,1.1637632846832275,0.5995287895202637,2.616068549868039,0.0,0.04714514125545555,0,24,1,0
117,11328,6,1.4475505352020264,1.1583858728408813,0.04526543989777565,2.5182504431553205,0.017110735005315902,0.028567138068817943,4,16,1,0
118,11424,3,1.0443830490112305,1.459076166152954,0.8784362077713013,2.6149372904412496,0.0011978851610492391,0.03104146483658554,0,14,1,0
119,11520,4,1.3252475261688232,0.7924608588218689,0.2901029586791992,2.06447212232102,0.009260698424282343,0.04694518607181619,1,20,1,0
120,11616,4,1.187280535697937,0.8447238206863403,0.05976021662354469,1.6842246320228045,0.047089901518169164,0.024300597430448434,2,8,1,0
121,11712,3,1.0587610006332397,1.4299945831298828,0.8893637657165527,2.556230115067855,0.004882174527134797,0.025427296689002565,0,7,1,0
122,11808,2,0.8607118129730225,1.3191859722137451,0.054737236350774765,1.888452174051815,0.015052553308488092,0.03168727436597263,1,5,1,0
123,11904,7,1.4240785837173462,1.325008511543274,0.9859317541122437,3.2881044290572827,0.014699231424162407,0.06562485661090234,2,32,1,0
124,12000,6,1.22128164768219,1.107834815979004,0.11724872887134552,2.0897535074171127,0.0,0.03388939149263748,0,13,1,0
125,12096,5,1.375372290611267,0.8206315636634827,0.772348165512085,2.4268690012410814,0.0,0.06632029367266279,0,28,1,0
126,12192,0,0.9908779859542847,1.046485185623169,0.29340144991874695,1.6422407704767958,0.0,0.046776228139732146,0,10,1,0
127,12288,1,1.0901050567626953,0.8343568444252014,0.8620812296867371,2.001946736324545,0.013666383627683909,0.04086417892631644,2,19,1,0
128,12384,6,1.1610589027404785,1.148673176765442,0.1693955808877945,1.9547037102020688,0.026850418866854353,0.021479246423381726,1,5,1,0
129,12480,3,1.0367152690887451,1.3656257390975952,0.7626639604568481,2.2969600559120495,0.011192397783635233,0.03291352013977833,1,9,1,0
130,12576,2,0.7512229681015015,1.1156176328659058,0.1046932265162468,1.4672167251658703,0.0002785034089992644,0.010186392859775184,0,3,1,0
131,12672,5,1.4354939460754395,1.0595598220825195,0.5700586438179016,2.476303072562192,0.025503925807930816,0.039378504189675256,2,15,1,0
132,12768,7,1.1284549236297607,1.3783760070800781,0.8846097588539124,2.4812456506413265,0.0,0.03694429143087574,0,12,1,0
133,12864,4,1.4946805238723755,0.9042368531227112,0.13904258608818054,2.310612675957842,0.01982573568043189,0.06254692800311146,2,16,1,0
134,12960,1,0.7753016948699951,0.8134651184082031,0.931134045124054,1.2752216433603223,0.0,0.019550034784000747,0,5,1,0
135,13056,0,1.0095601081848145,0.7293246984481812,0.18740010261535645,1.360203199956822,0.007009900397801916,0.03194674655655372,1,3,1,0
136,13152,4,1.4206498861312866,0.7069991827011108,0.4930855333805084,1.7667482279402447,0.007725426097360266,0.03947050018925147,2,8,1,0
137,13248,7,1.3318517208099365,1.4077500104904175,0.5458900928497314,2.924085912020546,0.01767971382586675,0.04441295589381,3,19,1,0
138,13344,3,0.7642093300819397,1.4552007913589478,0.5099625587463379,2.0109621878874764,0.0,0.02684416543888335,0,3,1,0
139,13440,6,1.2143454551696777,1.155640959739685,0.28209054470062256,2.066263342575615,0.004713317795212557,0.04272967441781206,0,11,1,0
140,13536,1,0.8829641938209534,0.753254771232605,0.7164024114608765,1.284400968962934,0.0,0.04328954879437519,0,4,1,0
141,13632,2,0.9935606122016907,1.1628204584121704,0.07881315797567368,1.7838641249382199,0.01710316046396143,0.033151512920222226,2,6,1,0
142,13728,5,1.4460386037826538,0.7980969548225403,0.7328941822052002,2.274713205850664,0.0037685461747263282,0.035776679348824114,0,26,1,0
143,13824,0,1.0425068140029907,1.0232762098312378,0.3765958845615387,1.60786995217802,0.006315242339833382,0.017650770552755324,1,7,1,0
144,13920,7,1.1255465745925903,1.1704546213150024,0.9928579330444336,2.1604498068620144,0.0057649714594392165,0.05753576777494618,1,17,1,0
145,14016,0,0.8087493181228638,0.971268355846405,0.36734142899513245,1.3549347150849265,0.0,0.025998665972269963,0,3,1,0
146,14112,3,1.0041463375091553,1.4678667783737183,0.756902277469635,2.5173379788081762,0.0,0.030636265198153323,0,13,1,0
147,14208,6,1.3872965574264526,1.1498240232467651,0.12939397990703583,2.4329037492614027,0.0,0.04193175794946025,0,18,1,0
148,14304,5,1.479271650314331,1.0745130777359009,0.8432074785232544,2.6166373768502775,0.029809933354155937,0.04700970767989032,2,21,1,0
149,14400,2,0.8665080666542053,1.4049055576324463,0.09622660279273987,1.9750536202454114,0.0,0.003043650977886614,0,0,0,0
150,14496,4,1.4393647909164429,0.7663776874542236,0.28136512637138367,1.9440326579215954,0.031973881539052784,0.03196324331135436,2,11,1,0
151,14592,1,1.0576285123825073,0.8444413542747498,0.9036626219749451,1.5796436927487807,0.0008765107451714771,0.01419425167388555,0,4,1,0
152,14688,0,0.8925556540489197,0.9234936833381653,0.06002889573574066,1.3738861767441615,0.0,0.0169111367514323,0,1,1,0
153,14784,5,1.2494460344314575,0.7455681562423706,0.7981162071228027,1.6485807371105923,0.015531677668972788,0.05626479631041548,4,5,1,0
154,14880,2,0.9906995892524719,1.2276909351348877,0.43561697006225586,1.8663233093231844,0.0,0.018989226634304357,0,6,1,0
155,14976,3,0.876747727394104,1.4026423692703247,0.86979740858078,2.1477961556308776,0.0,0.010817693022050934,0,4,1,0
156,15072,7,1.417899489402771,1.3137205839157104,0.9731666445732117,2.734241578657358,0.001344800729914275,0.03276890837688651,0,22,1,0
157,15168,4,1.3413044214248657,1.0228179693222046,0.15092699229717255,2.070003583006597,0.011667398096041226,0.021996669608626895,1,11,1,0
158,15264,1,1.0657902956008911,0.720711886882782,0.7468879222869873,1.337598765017279,0.0,0.03620525983294476,0,3,1,0
159,15360,6,1.4916776418685913,1.3189234733581543,0.39744776487350464,2.8578921903055137,0.023931526938422265,0.05127447357011494,1,20,1,0
160,15456,2,0.7503476738929749,1.1026341915130615,0.18175487220287323,1.3992074285293596,0.0,0.0047892715705772915,0,0,0,0
161,15552,0,0.7984262704849243,0.8157234191894531,0.4036453664302826,1.097567071904422,0.0,0.008453887402024574,0,3,1,0
162,15648,7,1.1920627355575562,1.40896737575531,0.9023981094360352,2.5127200858459124,0.0,0.05727940932292652,0,12,1,0
