candidate_id,pv_s_scale,svc_q_scale,cap_total_mvar,scenario_index,day_index,t0
101,0.45,0.375,0.25,64,78,7488
101,0.45,0.375,0.25,65,79,7584
101,0.45,0.375,0.25,66,80,7680
101,0.45,0.375,0.25,67,81,7776
101,0.45,0.375,0.25,68,82,7872
101,0.45,0.375,0.25,69,83,7968
101,0.45,0.375,0.25,70,84,8064
101,0.45,0.375,0.25,71,85,8160
101,0.45,0.375,0.25,72,86,8256
101,0.45,0.375,0.25,73,87,8352
101,0.45,0.375,0.25,74,88,8448
101,0.45,0.375,0.25,75,89,8544
101,0.45,0.375,0.25,76,90,8640
101,0.45,0.375,0.25,77,91,8736
101,0.45,0.375,0.25,78,93,8928
101,0.45,0.375,0.25,79,94,9024
101,0.45,0.375,0.25,80,95,9120
101,0.45,0.375,0.25,81,96,9216
101,0.45,0.375,0.25,82,97,9312
101,0.45,0.375,0.25,83,98,9408
101,0.45,0.375,0.25,84,99,9504
101,0.45,0.375,0.25,85,100,9600
101,0.45,0.375,0.25,86,101,9696
101,0.45,0.375,0.25,87,102,9792
101,0.45,0.375,0.25,88,103,9888
101,0.45,0.375,0.25,89,104,9984
101,0.45,0.375,0.25,90,105,10080
101,0.45,0.375,0.25,91,106,10176
101,0.45,0.375,0.25,92,108,10368
101,0.45,0.375,0.25,93,109,10464
101,0.45,0.375,0.25,94,110,10560
101,0.45,0.375,0.25,95,111,10656
101,0.45,0.375,0.25,96,112,10752
101,0.45,0.375,0.25,97,113,10848
101,0.45,0.375,0.25,98,115,11040
101,0.45,0.375,0.25,99,116,11136
101,0.45,0.375,0.25,100,117,11232
101,0.45,0.375,0.25,101,118,11328
101,0.45,0.375,0.25,102,121,11616
101,0.45,0.375,0.25,103,122,11712
101,0.45,0.375,0.25,104,123,11808
101,0.45,0.375,0.25,105,124,11904
101,0.45,0.375,0.25,106,125,12000
101,0.45,0.375,0.25,107,126,12096
101,0.45,0.375,0.25,108,127,12192
101,0.45,0.375,0.25,109,128,12288
101,0.45,0.375,0.25,110,130,12480
101,0.45,0.375,0.25,111,131,12576
101,0.45,0.375,0.25,112,132,12672
101,0.45,0.375,0.25,113,133,12768
101,0.45,0.375,0.25,114,134,12864
