method,execution,candidate_id,training_seeds,zero_event_seeds,total_event_days,maximum_seed_risk_hat,maximum_seed_risk_upper_95,all_seeds_zero_events,all_seed_upper_bounds_below_one_percent,all_seeds_without_projection_failures,confirmed_empirical_one_percent,mean_daily_loss_across_seeds_mwh,loss_ci95_low_mwh,loss_ci95_high_mwh,mean_intervention_rate_across_seeds,projection_failure_steps,projection_activation_steps,steps_within_0_001_of_reporting_limit,worst_vmin,worst_vmax
concat,projected,105,5,5,0,0.0,0.009969146792899267,True,True,True,True,1.5313928239395491,1.5226977234556065,1.5400879244234917,6.967670011148268e-05,0,10,42,0.9505000528640174,1.0344175182629507
concat,raw,105,5,5,0,0.0,0.009969146792899267,True,True,True,True,1.5313899777737832,1.5226948222080399,1.5400851333395265,0.0,0,0,0,0.950043644814896,1.0344175182629507
wg,projected,105,5,5,0,0.0,0.009969146792899267,True,True,True,True,1.7078578654762098,1.4751226021734185,1.940593128779001,0.0,0,0,0,0.9521235025564224,1.0402744577120158
wg,raw,105,5,5,0,0.0,0.009969146792899267,True,True,True,True,1.7078578654762098,1.4751226021734185,1.940593128779001,0.0,0,0,0,0.9521235025564224,1.0402744577120158
