seed,day,pilot_line_loss_mwh,vmod_line_loss_mwh,pilot_reactive_throughput_mvarh,vmod_reactive_throughput_mvarh,line_loss_reduction_mwh,reactive_throughput_reduction_mvarh
45,28,3.692708184675111,2.083009073741438,84.78747962342189,37.397254462217546,1.609699110933673,47.39022516120434
46,28,3.692708184675111,2.078245885347837,84.78747962342189,37.03938481420014,1.6144622993272737,47.74809480922175
42,29,4.070396272586623,2.3653331522019663,88.25784119471972,41.604750112446766,1.705063120384657,46.65309108227295
43,29,4.070396272586623,2.36882610832296,88.25784119471972,41.862678297420274,1.7015701642636634,46.39516289729944
44,29,4.070396272586623,2.352336405029336,88.25784119471972,41.12799464598676,1.7180598675572871,47.12984654873296
45,29,4.070396272586623,2.438649436024292,88.25784119471972,43.87241771366109,1.631746836562331,44.38542348105862
46,29,4.070396272586623,2.4141076855945385,88.25784119471972,42.94429130222622,1.6562885869920847,45.3135498924935
42,30,3.9738245745208,2.2634645033271146,87.43517496190262,39.28549178610846,1.7103600711936853,48.14968317579416
43,30,3.9738245745208,2.258858663151753,87.43517496190262,39.0728101061616,1.7149659113690467,48.36236485574102
44,30,3.9738245745208,2.2611041616755503,87.43517496190262,39.051143539312086,1.7127204128452496,48.38403142259053
45,30,3.9738245745208,2.30719900365166,87.43517496190262,40.78117597785322,1.6666255708691398,46.653998984049394
46,30,3.9738245745208,2.269195932094624,87.43517496190262,39.10986153975441,1.7046286424261758,48.325313422148206
42,31,3.671750422331331,2.0668771210595214,84.22351892307003,36.43568786753388,1.6048733012718097,47.78783105553615
43,31,3.671750422331331,2.0632134739645163,84.22351892307003,36.31322073704387,1.6085369483668148,47.91029818602616
44,31,3.671750422331331,2.062877682962704,84.22351892307003,36.28832691610333,1.608872739368627,47.9351920069667
45,31,3.671750422331331,2.067748733374468,84.22351892307003,36.60131665504093,1.604001688956863,47.6222022680291
46,31,3.671750422331331,2.062623735999985,84.22351892307003,36.13300232162159,1.6091266863313463,48.09051660144844
42,32,2.5232115433910014,1.4685963402292284,68.65096277516797,29.8822455877722,1.054615203161773,38.768717187395765
43,32,2.5232115433910014,1.4677594929105406,68.65096277516797,29.734614629756685,1.0554520504804608,38.916348145411284
44,32,2.5232115433910014,1.4679651999246817,68.65096277516797,29.874234776905,1.0552463434663197,38.77672799826297
45,32,2.5232115433910014,1.4688369739024547,68.65096277516797,30.06942727145182,1.0543745694885467,38.581535503716154
46,32,2.5232115433910014,1.467965968193317,68.65096277516797,29.712329616665983,1.0552455751976844,38.938633158501986
42,33,2.1966858518344394,1.2921760512108191,63.466366957883714,27.93985649041488,0.9045098006236203,35.52651046746884
43,33,2.1966858518344394,1.291546893642972,63.466366957883714,27.82324081236662,0.9051389581914675,35.643126145517094
44,33,2.1966858518344394,1.2916839956302817,63.466366957883714,27.916605578007637,0.9050018562041577,35.549761379876074
45,33,2.1966858518344394,1.292392955332615,63.466366957883714,28.122801431045573,0.9042928965018244,35.34356552683814
46,33,2.1966858518344394,1.2917300056264849,63.466366957883714,27.793642082530926,0.9049558462079546,35.672724875352785
42,34,3.568750715712192,2.001107529948229,83.21708687576539,36.27204057354271,1.5676431857639628,46.94504630222268
43,34,3.568750715712192,2.0009012748600457,83.21708687576539,36.29384195821696,1.5678494408521462,46.92324491754843
44,34,3.568750715712192,1.997463863273637,83.21708687576539,36.245816463530645,1.5712868524385548,46.971270412234745
45,34,3.568750715712192,2.004291474863064,83.21708687576539,36.52497248974053,1.564459240849128,46.69211438602486
46,34,3.568750715712192,2.001238862038755,83.21708687576539,36.229586516806144,1.567511853673437,46.987500358959245
42,35,3.5941196921666827,2.017934112821749,84.2245515603736,36.84719317403499,1.5761855793449335,47.37735838633861
43,35,3.5941196921666827,2.018144055973147,84.2245515603736,36.85745307770686,1.5759756361935358,47.36709848266674
44,35,3.5941196921666827,2.01468283174703,84.2245515603736,36.842688213715455,1.5794368604196527,47.38186334665814
45,35,3.5941196921666827,2.021213990560591,84.2245515603736,37.08922067595098,1.5729057016060919,47.135330884422615
46,35,3.5941196921666827,2.017782019903277,84.2245515603736,36.77451562455688,1.5763376722634055,47.45003593581672
42,36,3.779129419803539,2.131186123264245,86.18476468767668,37.98551522913088,1.6479432965392937,48.19924945854579
43,36,3.779129419803539,2.1301049301260675,86.18476468767668,37.98853816928767,1.6490244896774713,48.196226518389004
44,36,3.779129419803539,2.127641250452597,86.18476468767668,37.943413943794376,1.6514881693509418,48.2413507438823
